Date,CountryName,RegionName,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
2020-01-01,Ghana,,3,3,2,3,2,0,0,4,2,3,2,0
2020-01-01,Greece,,3,0,2,0,0,0,0,0,2,0,0,0
2020-01-01,Greenland,,2,0,2,2,0,1,1,4,2,1,2,0
2020-01-01,Guam,,3,3,2,4,0,2,1,2,2,3,2,3
2020-01-01,Guatemala,,3,3,2,3,2,0,2,3,2,1,0,0
2020-01-01,Guinea,,2,1,2,3,1,2,2,3,2,2,1,4
2020-01-01,Guyana,,3,0,1,0,0,1,1,3,2,1,2,0
2020-01-01,Haiti,,3,3,2,4,0,2,2,3,2,1,0,0
2020-01-01,Hong Kong,,3,0,2,0,0,0,0,1,2,1,2,1
2020-01-01,Hungary,,3,2,2,1,1,1,1,3,2,1,2,2
2020-01-01,Iceland,,3,3,2,4,2,3,2,4,2,3,2,4
2020-01-01,India,,3,2,2,4,1,2,1,3,2,2,2,4
2020-01-01,Indonesia,,3,1,2,0,1,0,0,3,2,1,1,0
2020-01-01,Iran,,3,2,2,1,1,1,2,0,1,0,0,0
2020-01-01,Iraq,,3,2,1,4,2,2,2,1,2,2,1,4
2020-01-01,Ireland,,3,1,2,4,0,0,0,0,2,1,1,0
2020-01-01,Israel,,2,2,2,3,0,2,2,3,2,3,2,4
2020-01-01,Italy,,3,2,2,0,0,1,0,3,2,2,2,4
2020-01-01,Jamaica,,3,1,2,3,0,3,2,3,2,1,1,0
2020-01-01,Japan,,1,1,1,0,1,1,1,3,2,3,2,1
2020-01-01,Jordan,,3,2,2,3,1,2,2,2,2,2,2,2
2020-01-01,Kazakhstan,,3,0,2,4,2,3,2,4,2,1,2,1
2020-01-01,Kenya,,3,2,2,3,1,2,1,4,2,3,1,4
2020-01-01,Kosovo,,3,2,2,4,1,2,2,1,2,1,1,4
2020-01-01,Kuwait,,3,2,2,4,2,2,2,4,2,2,2,3
2020-01-01,Kyrgyz Republic,,2,2,2,4,0,2,2,2,2,1,1,3
2020-01-01,Laos,,3,2,2,4,2,0,2,4,2,1,2,4
2020-01-01,Latvia,,2,3,2,4,0,1,0,3,2,2,1,3
2020-01-01,Lebanon,,3,2,0,0,0,0,0,3,2,1,1,0
2020-01-01,Lesotho,,3,2,2,4,0,2,2,2,2,0,0,0
2020-01-01,Liberia,,3,2,2,4,1,2,2,3,2,1,1,0
2020-01-01,Libya,,3,2,2,4,2,2,2,3,2,1,1,3
2020-01-01,Lithuania,,2,2,2,4,1,1,1,2,1,2,2,3
2020-01-01,Luxembourg,,1,1,1,3,1,1,1,0,2,3,2,3
2020-01-01,Macao,,3,2,2,0,0,0,0,2,2,1,2,2
2020-01-01,Madagascar,,3,2,2,3,2,3,2,4,2,1,1,0
2020-01-01,Malawi,,3,3,2,4,2,3,2,4,2,3,2,4
2020-01-01,Malaysia,,3,2,2,2,0,1,2,3,2,3,2,2
2020-01-01,Mauritania,,3,1,2,4,0,2,2,4,2,0,2,0
2020-01-01,Mauritius,,3,3,2,3,1,2,1,4,2,1,1,0
2020-01-01,Moldova,,3,2,2,3,0,0,0,4,1,1,1,0
2020-01-01,Monaco,,3,3,2,4,1,2,2,3,2,1,1,0
2020-01-01,Mongolia,,3,2,2,4,0,0,0,4,2,1,2,2
2020-01-01,Morocco,,3,2,2,3,0,2,2,4,2,3,1,4
2020-01-01,Mozambique,,3,2,2,3,0,1,2,4,2,1,2,3
2020-01-01,Myanmar,,3,2,2,4,2,2,2,3,2,2,1,4
2020-01-01,Namibia,,2,2,1,3,0,1,2,4,2,1,2,3
2020-01-01,Nepal,,3,2,2,3,2,2,2,2,2,2,2,4
2020-01-01,Netherlands,,2,2,2,3,0,1,1,3,2,2,2,2
2020-01-01,New Zealand,,1,2,2,4,1,2,2,4,2,1,2,0
2020-01-01,Niger,,3,0,2,3,0,0,2,4,2,1,1,3
2020-01-01,Nigeria,,3,2,2,3,0,2,1,4,2,2,2,3
2020-01-01,Norway,,2,2,2,3,1,0,1,4,2,1,1,0
2020-01-01,Oman,,3,2,2,4,0,0,0,2,1,3,1,4
2020-01-01,Pakistan,,3,1,1,3,0,1,0,2,2,2,2,3
2020-01-01,Panama,,3,2,2,3,2,3,2,4,2,2,1,4
2020-01-01,Papua New Guinea,,1,2,2,4,1,1,0,2,2,2,2,2
2020-01-01,Paraguay,,3,2,2,4,1,3,1,4,2,1,2,0
2020-01-01,Peru,,3,2,2,4,2,2,2,3,2,2,2,3
2020-01-01,Philippines,,3,2,2,4,2,1,1,2,2,2,2,3
2020-01-01,Poland,,2,2,2,4,1,1,2,4,2,1,1,3
2020-01-01,Portugal,,3,2,2,0,1,2,2,3,2,3,1,3
2020-01-01,Puerto Rico,,3,3,2,4,2,2,2,3,2,1,1,0
2020-01-01,Qatar,,3,2,2,4,2,1,1,4,2,3,2,2
2020-01-01,Romania,,3,2,2,2,0,0,0,4,2,2,1,0
2020-01-01,Russia,,2,2,2,4,1,2,2,4,2,3,2,3
2020-01-01,Rwanda,,3,2,2,3,0,2,1,4,2,3,2,3
2020-01-01,San Marino,,3,1,2,4,0,2,2,2,2,3,2,3
2020-01-01,Saudi Arabia,,3,2,2,3,2,2,2,4,2,2,2,0
2020-01-01,Senegal,,2,2,1,1,0,0,0,3,2,2,2,3
2020-01-01,Serbia,,2,2,2,3,0,1,0,1,2,1,2,0
2020-01-01,Seychelles,,3,0,1,0,0,0,0,3,2,2,2,0
2020-01-01,Sierra Leone,,3,0,2,2,0,1,0,4,2,2,2,3
2020-01-01,Slovak Republic,,2,0,0,2,1,1,1,3,2,1,2,3
2020-01-01,Slovenia,,3,2,2,4,1,0,2,2,2,2,2,4
2020-01-01,Somalia,,3,0,2,2,0,1,0,4,2,1,0,0
2020-01-01,South Africa,,2,2,2,3,1,1,2,4,2,3,2,3
2020-01-01,South Korea,,3,0,1,0,0,0,0,0,2,1,1,0
2020-01-01,South Sudan,,3,1,2,3,0,1,0,4,2,1,0,0
2020-01-01,Spain,,3,2,2,1,1,2,1,4,2,1,1,0
2020-01-01,Sri Lanka,,3,0,0,2,0,1,0,1,2,2,2,4
2020-01-01,Sudan,,3,2,1,3,0,0,0,3,1,2,1,0
2020-01-01,Suriname,,3,2,2,3,0,2,0,3,2,2,1,4
2020-01-01,Sweden,,2,2,2,4,1,1,1,3,2,2,1,1
2020-01-01,Switzerland,,0,2,0,3,0,1,0,3,2,2,2,3
2020-01-01,Syria,,3,2,2,3,0,0,2,3,2,1,0,0
2020-01-01,Taiwan,,3,0,0,0,0,0,0,3,2,1,2,1
2020-01-01,Tajikistan,,0,2,2,0,0,0,0,4,2,1,1,2
2020-01-01,Tanzania,,3,0,2,3,0,0,0,4,2,0,1,0
2020-01-01,Thailand,,3,2,2,0,0,1,2,4,2,2,1,2
2020-01-01,Timor-Leste,,3,0,1,4,0,2,1,4,2,3,2,3
2020-01-01,Togo,,3,2,2,2,0,2,2,4,2,1,0,1
2020-01-01,Trinidad and Tobago,,3,2,2,4,1,1,1,4,2,1,2,1
2020-01-01,Tunisia,,2,2,2,4,1,1,0,4,2,1,2,0
2020-01-01,Turkey,,3,2,2,0,0,1,0,3,2,2,1,0
2020-01-01,Uganda,,3,2,2,4,1,2,2,2,2,1,1,3
2020-01-01,Ukraine,,3,2,2,3,2,1,2,4,2,2,2,3
2020-01-01,United Arab Emirates,,3,1,0,0,0,1,0,3,2,1,2,0
2020-01-01,United Kingdom,,2,3,2,4,1,2,2,3,2,2,2,2
2020-01-01,United Kingdom,England,2,2,2,4,1,0,0,2,2,2,1,0
2020-01-01,United Kingdom,Northern Ireland,3,2,2,4,1,0,0,2,2,2,2,2
2020-01-01,United Kingdom,Scotland,2,2,2,4,1,1,2,2,2,2,2,2
2020-01-01,United Kingdom,Wales,2,3,2,3,1,1,1,3,2,2,1,2
2020-01-01,United States,,3,2,2,4,1,1,2,3,2,3,1,4
2020-01-01,United States,Alabama,2,2,2,3,0,0,1,3,2,2,1,0
2020-01-01,United States,Alaska,3,1,1,3,2,1,1,3,2,2,2,1
2020-01-01,United States,Arizona,3,2,1,0,1,2,1,3,2,1,1,1
2020-01-01,United States,Arkansas,3,2,1,3,0,1,1,3,2,2,1,1
2020-01-01,United States,California,3,2,2,4,0,2,2,3,2,3,1,3
2020-01-01,United States,Colorado,3,2,2,4,1,1,1,3,2,2,1,2
2020-01-01,United States,Connecticut,3,2,2,4,0,0,1,3,2,1,1,0
2020-01-01,United States,Delaware,3,2,2,2,1,1,1,3,2,2,2,3
2020-01-01,United States,Florida,2,3,2,0,0,2,1,3,2,1,1,0
2020-01-01,United States,Georgia,3,2,2,4,0,2,1,3,2,1,1,1
2020-01-01,United States,Hawaii,3,2,2,4,1,2,2,3,2,1,2,3
2020-01-01,United States,Idaho,3,1,1,0,0,1,1,3,2,2,1,1
2020-01-01,United States,Illinois,3,1,2,3,0,1,1,3,2,1,1,0
2020-01-01,United States,Indiana,3,1,1,2,0,1,1,3,2,3,2,1
2020-01-01,United States,Iowa,3,1,1,0,0,1,1,3,2,2,2,3
2020-01-01,United States,Kansas,3,1,1,4,1,0,1,3,2,1,1,0
2020-01-01,United States,Kentucky,3,1,1,4,2,1,1,3,2,3,2,3
2020-01-01,United States,Louisiana,3,2,2,2,1,1,1,3,2,1,1,2
2020-01-01,United States,Maine,3,2,2,3,2,1,2,3,2,2,1,2
2020-01-01,United States,Maryland,3,1,2,3,0,1,1,3,2,3,2,3
2020-01-01,United States,Massachusetts,2,2,2,4,1,1,2,3,2,3,2,0
2020-01-01,United States,Michigan,3,1,1,1,1,1,1,3,2,3,1,1
2020-01-01,United States,Minnesota,3,2,1,4,1,1,1,3,2,3,1,2
2020-01-01,United States,Mississippi,3,1,1,4,0,1,1,3,2,1,2,3
2020-01-01,United States,Missouri,2,1,2,3,0,1,1,3,2,2,1,3
2020-01-01,United States,Montana,2,2,1,3,1,0,1,3,2,1,1,0
2020-01-01,United States,Nebraska,2,1,1,0,0,0,0,3,1,1,1,0
2020-01-01,United States,Nevada,2,1,2,3,0,1,1,3,2,2,2,3
2020-01-01,United States,New Hampshire,3,1,2,4,0,0,1,3,2,1,2,0
2020-01-01,United States,New Jersey,3,2,2,3,0,0,1,3,2,1,1,0
2020-01-01,United States,New Mexico,3,3,2,4,2,1,2,3,2,2,1,0
2020-01-01,United States,New York,3,2,1,3,1,1,2,3,2,3,2,3
2020-01-01,United States,North Carolina,3,2,1,3,1,1,1,3,2,2,1,3
2020-01-01,United States,North Dakota,2,1,2,2,0,1,1,3,2,2,2,3
2020-01-01,United States,Ohio,3,2,2,4,0,1,1,3,2,2,2,2
2020-01-01,United States,Oklahoma,3,1,1,2,0,1,1,3,2,3,1,2
2020-01-01,United States,Oregon,3,2,2,3,0,1,1,3,2,1,1,3
2020-01-01,United States,Pennsylvania,2,2,2,3,1,1,1,3,2,2,1,4
2020-01-01,United States,Rhode Island,3,1,2,3,0,1,2,3,2,3,1,3
2020-01-01,United States,South Carolina,3,1,1,0,0,1,1,3,2,2,2,3
2020-01-01,United States,South Dakota,3,2,2,4,0,1,1,3,2,1,1,1
2020-01-01,United States,Tennessee,3,2,2,4,0,2,1,3,2,1,1,0
2020-01-01,United States,Texas,3,2,2,0,0,1,1,3,2,2,1,2
2020-01-01,United States,Utah,3,1,1,3,0,1,1,3,2,2,2,1
2020-01-01,United States,Vermont,3,2,2,4,0,1,2,3,2,2,2,2
2020-01-01,United States,Virgin Islands,3,3,1,3,1,0,1,3,2,1,2,0
2020-01-01,United States,Virginia,3,2,2,3,0,1,2,3,2,3,1,2
2020-01-01,United States,Washington DC,2,2,2,3,2,1,1,3,2,2,1,1
2020-01-01,United States,Washington,3,3,2,4,1,2,1,3,2,1,1,1
2020-01-01,United States,West Virginia,3,2,1,0,0,0,1,3,2,1,1,0
2020-01-01,United States,Wisconsin,3,1,1,4,1,1,1,3,2,3,2,3
2020-01-01,United States,Wyoming,2,1,1,3,2,1,1,3,2,3,2,2
2020-01-01,Uruguay,,3,1,2,0,0,1,1,2,2,1,1,0
2020-01-01,Uzbekistan,,3,2,2,4,2,2,2,4,2,1,2,3
2020-01-01,Venezuela,,3,3,2,4,2,2,2,4,2,3,0,3
2020-01-01,Vietnam,,3,0,2,0,0,0,2,3,2,2,1,0
2020-01-01,Yemen,,3,2,2,0,0,1,2,4,1,0,0,0
2020-01-01,Zambia,,3,0,2,4,0,2,2,4,2,1,2,3
2020-01-01,Zimbabwe,,3,1,2,3,1,2,2,4,2,1,1,4
