Date,CountryName,RegionName,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
2020-01-01,Norway,,1,2,2,3,0,0,1,4,2,1,1,0
2020-01-01,Oman,,3,0,2,4,2,0,2,4,2,2,2,1
2020-01-01,Pakistan,,3,0,2,4,0,0,0,4,2,1,1,0
2020-01-01,Palestine,,3,3,2,4,2,3,2,4,2,3,2,4
2020-01-01,Panama,,3,2,2,3,2,2,2,4,2,2,1,4
2020-01-01,Papua New Guinea,,1,2,1,3,1,0,0,3,2,1,2,3
2020-01-01,Paraguay,,3,2,2,4,1,2,1,4,2,1,2,0
2020-01-01,Peru,,3,2,2,4,2,2,1,3,2,2,2,3
2020-01-01,Philippines,,3,2,2,4,1,3,1,4,2,2,2,0
2020-01-01,Poland,,2,2,1,2,1,0,2,4,2,1,1,2
2020-01-01,Portugal,,2,3,2,4,1,2,0,3,2,3,1,4
2020-01-01,Puerto Rico,,3,2,2,4,2,2,2,3,2,1,2,0
2020-01-01,Qatar,,3,2,2,4,2,1,1,4,2,1,2,0
2020-01-01,Romania,,3,0,2,1,0,0,0,3,2,0,0,0
2020-01-01,Russia,,2,2,2,4,1,2,2,3,2,3,2,2
2020-01-01,Rwanda,,3,1,2,2,0,0,0,1,2,2,2,0
2020-01-01,San Marino,,3,1,2,4,0,1,1,4,2,1,2,0
2020-01-01,Saudi Arabia,,3,2,2,3,2,0,2,4,2,2,2,0
2020-01-01,Senegal,,2,0,2,2,0,3,0,4,2,2,2,0
2020-01-01,Serbia,,2,2,2,1,0,1,0,0,2,3,2,0
2020-01-01,Seychelles,,1,2,2,1,1,2,0,3,2,2,2,2
2020-01-01,Sierra Leone,,2,0,2,2,0,0,0,4,2,2,2,3
2020-01-01,Singapore,,3,3,2,2,0,2,2,3,2,2,2,4
2020-01-01,Slovak Republic,,2,0,0,2,1,0,1,2,2,2,2,3
2020-01-01,Slovenia,,3,2,2,4,0,0,2,2,2,2,2,4
2020-01-01,Somalia,,3,0,0,0,0,0,0,4,2,1,0,0
2020-01-01,South Africa,,1,1,2,4,1,2,0,1,2,3,2,4
2020-01-01,South Korea,,2,2,2,4,0,1,1,2,2,3,2,2
2020-01-01,South Sudan,,3,0,2,3,0,0,0,3,2,1,0,0
2020-01-01,Spain,,3,1,2,1,0,0,1,3,2,1,1,0
2020-01-01,Sri Lanka,,2,3,2,4,2,3,2,2,2,2,2,4
2020-01-01,Sudan,,3,1,2,3,2,1,2,4,2,2,1,0
2020-01-01,Suriname,,3,0,2,4,0,2,2,4,2,1,1,0
2020-01-01,Sweden,,2,1,2,3,1,1,1,3,2,2,1,0
2020-01-01,Switzerland,,0,2,0,3,0,0,0,3,2,2,2,3
2020-01-01,Syria,,3,2,2,2,0,0,2,3,1,1,0,0
2020-01-01,Taiwan,,1,0,1,0,0,0,0,4,2,2,2,1
2020-01-01,Tajikistan,,0,0,2,3,0,0,0,3,2,1,1,3
2020-01-01,Tanzania,,3,0,2,3,0,0,0,3,0,0,1,0
2020-01-01,Thailand,,3,1,1,2,1,1,2,4,2,2,2,3
2020-01-01,Timor-Leste,,2,0,0,0,0,1,0,4,2,2,2,2
2020-01-01,Togo,,3,2,2,2,0,1,2,4,2,1,0,0
2020-01-01,Trinidad and Tobago,,3,2,2,3,1,1,2,4,2,1,2,4
2020-01-01,Tunisia,,2,1,2,4,0,2,2,2,2,1,2,4
2020-01-01,Turkey,,3,1,2,0,1,2,1,3,2,2,2,4
2020-01-01,Uganda,,3,2,2,4,0,2,2,1,2,1,2,4
2020-01-01,Ukraine,,3,2,2,3,2,1,2,1,2,2,2,3
2020-01-01,United Arab Emirates,,3,1,0,0,0,0,0,3,0,1,2,0
2020-01-01,United Kingdom,,2,3,2,3,1,2,2,3,2,2,2,2
2020-01-01,United Kingdom,England,1,3,2,4,1,2,2,2,2,2,2,2
2020-01-01,United Kingdom,Northern Ireland,3,1,1,0,1,0,0,0,2,1,1,0
2020-01-01,United Kingdom,Scotland,1,2,2,4,1,3,2,2,2,2,2,2
2020-01-01,United Kingdom,Wales,2,2,2,4,1,1,2,2,2,2,1,2
2020-01-01,United States,,3,2,2,3,1,1,2,3,2,3,1,4
2020-01-01,United States,Alabama,2,2,1,0,0,1,1,3,2,3,2,3
2020-01-01,United States,Alaska,3,1,1,3,0,1,2,3,2,3,1,3
2020-01-01,United States,Arizona,3,2,1,0,0,0,1,3,2,1,1,0
2020-01-01,United States,Arkansas,2,2,1,4,1,1,1,3,2,3,2,3
2020-01-01,United States,California,3,2,2,4,0,2,1,3,2,3,2,3
2020-01-01,United States,Colorado,3,2,2,4,1,1,1,3,2,1,1,1
2020-01-01,United States,Connecticut,3,2,2,3,0,0,1,3,2,1,1,0
2020-01-01,United States,Delaware,2,2,2,4,0,2,2,3,2,3,2,0
2020-01-01,United States,Florida,2,2,2,4,1,2,1,3,2,2,1,3
2020-01-01,United States,Georgia,3,2,2,3,1,2,1,3,2,3,2,1
2020-01-01,United States,Hawaii,3,2,1,4,0,2,2,3,2,1,2,2
2020-01-01,United States,Idaho,2,2,2,4,0,1,1,3,2,2,1,3
2020-01-01,United States,Illinois,3,1,1,3,0,1,2,3,2,3,1,2
2020-01-01,United States,Indiana,2,2,2,3,0,0,1,3,2,1,1,0
2020-01-01,United States,Iowa,2,1,1,3,0,1,1,3,2,2,1,3
2020-01-01,United States,Kansas,3,1,1,3,1,1,1,3,2,3,1,3
2020-01-01,United States,Kentucky,3,1,1,3,2,1,1,3,2,3,2,1
2020-01-01,United States,Louisiana,2,2,2,3,1,1,1,3,2,2,1,3
2020-01-01,United States,Maine,2,2,2,3,1,1,2,3,2,3,2,2
2020-01-01,United States,Maryland,2,2,2,4,0,1,2,3,2,3,2,4
2020-01-01,United States,Massachusetts,2,2,1,3,1,1,2,3,2,3,2,4
2020-01-01,United States,Michigan,2,2,2,1,1,1,1,3,2,3,1,3
2020-01-01,United States,Minnesota,3,1,2,3,0,1,1,3,2,2,1,2
2020-01-01,United States,Mississippi,3,1,1,3,1,1,1,3,2,1,1,1
2020-01-01,United States,Missouri,1,1,2,4,0,2,1,3,2,3,1,3
2020-01-01,United States,Montana,2,1,1,3,0,2,1,3,2,3,2,3
2020-01-01,United States,Nebraska,1,1,2,4,1,1,1,3,2,3,2,2
2020-01-01,United States,Nevada,2,1,1,2,0,1,1,3,2,3,2,3
2020-01-01,United States,New Hampshire,3,1,1,0,1,1,1,3,2,3,2,2
2020-01-01,United States,New Jersey,3,2,1,3,1,1,1,3,2,3,1,2
2020-01-01,United States,New Mexico,3,2,2,4,2,1,2,3,2,3,2,3
2020-01-01,United States,New York,2,3,2,3,1,2,1,3,2,1,1,0
2020-01-01,United States,North Carolina,2,2,1,3,1,2,2,3,2,2,1,4
2020-01-01,United States,North Dakota,2,1,2,2,0,1,1,3,2,2,1,3
2020-01-01,United States,Ohio,3,2,1,4,0,1,1,3,2,3,2,3
2020-01-01,United States,Oklahoma,2,2,2,2,0,0,1,3,2,1,1,0
2020-01-01,United States,Oregon,3,2,2,3,0,0,2,3,2,1,1,0
2020-01-01,United States,Pennsylvania,2,2,1,4,0,1,2,3,2,3,2,3
2020-01-01,United States,Rhode Island,3,1,1,3,0,1,2,3,2,3,2,3
2020-01-01,United States,South Carolina,3,1,1,0,0,1,1,3,2,2,2,1
2020-01-01,United States,South Dakota,3,2,2,4,0,0,1,3,2,1,1,0
2020-01-01,United States,Tennessee,3,2,2,3,1,1,1,3,2,3,1,3
2020-01-01,United States,Texas,3,1,2,0,0,1,1,3,2,2,1,1
2020-01-01,United States,Utah,2,2,2,3,0,1,1,3,2,2,2,3
2020-01-01,United States,Vermont,3,2,2,3,0,1,2,3,2,3,2,2
2020-01-01,United States,Virgin Islands,3,3,1,3,0,1,2,3,2,1,2,1
2020-01-01,United States,Virginia,3,1,1,3,0,1,2,3,2,3,1,2
2020-01-01,United States,Washington DC,2,2,2,3,1,1,2,3,2,2,1,3
2020-01-01,United States,Washington,3,2,2,4,1,2,1,3,2,2,1,1
2020-01-01,United States,West Virginia,3,1,1,3,0,1,1,3,2,1,2,2
2020-01-01,United States,Wisconsin,3,1,1,4,1,1,1,3,2,3,2,1
2020-01-01,United States,Wyoming,2,1,1,2,2,1,1,3,2,2,2,2
2020-01-01,Uruguay,,2,1,2,0,1,1,1,4,2,3,1,2
2020-01-01,Uzbekistan,,3,2,2,3,1,2,2,4,2,1,2,3
2020-01-01,Venezuela,,3,3,2,4,1,2,2,4,2,3,0,3
2020-01-01,Vietnam,,3,0,0,0,0,0,0,3,2,2,1,0
2020-01-01,Yemen,,3,1,2,0,0,0,0,4,1,0,0,0
2020-01-01,Zambia,,3,0,0,3,0,1,2,4,2,1,2,0
2020-01-01,Zimbabwe,,3,0,2,3,0,1,1,4,2,0,1,0
