"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","population","iso2","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active"
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-07-20,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17009,1547,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,43,0,21,0.857142857142857,3136000,"UK_WAL","2020/07/20","GB",66647112,43,0,17008,1546,114775.581760253,114427.283503042,115124.940181371,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00172213886417543,0.00171691285742497,0.00172738077805039,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/07/20","UK_WAL",3136000,43,0,17008,1546,113333.333333333,217.391304347824,1304.34782608695,1449.27536231883,0.0054234693877551,0.000492984693877551,0.0361394557823129,6.93212067435664e-05,0.000415927240461398,0.000462141378290444
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-07-21,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17070,1547,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,61,0,26.4285714285714,0.571428571428571,3136000,"UK_WAL","2020/07/21","GB",66647112,61,0,17069,1546,114990.310433521,114641.337769599,115340.345383722,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00172536073931486,0.00172012461349562,0.00173061280410352,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/07/21","UK_WAL",3136000,61,0,17069,1546,113333.333333333,0,1231.88405797101,1449.27536231883,0.00544292091836735,0.000492984693877551,0.0361394557823129,0,0.000392820171546878,0.000462141378290444
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-07-22,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17095,1548,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,25,1,27.4285714285714,0.428571428571429,3136000,"UK_WAL","2020/07/22","GB",66647112,25,1,17094,1547,115033.738179155,114684.704173724,115383.834442521,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00172601234662884,0.00172077530041698,0.00173126533138481,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/07/22","UK_WAL",3136000,25,1,17094,1547,113405.797101449,72.4637681159511,1304.34782608696,1449.27536231885,0.00545089285714286,0.000493303571428571,0.0361625628512275,2.31070689145252e-05,0.000415927240461403,0.000462141378290449
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-07-23,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17126,1548,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,31,0,28.2857142857143,0.428571428571429,3136000,"UK_WAL","2020/07/23","GB",66647112,31,0,17125,1547,115035.510629911,114686.446988121,115385.636693889,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00172603894119089,0.00172080145030322,0.00173129237308721,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/07/23","UK_WAL",3136000,31,0,17125,1547,113550.724637681,144.927536231888,1449.27536231885,1594.20289855074,0.00546077806122449,0.000493303571428571,0.0362087769890565,4.62141378290458e-05,0.000462141378290449,0.000508355516119495
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-07-24,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17156,1548,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,30,0,30.1428571428571,0.285714285714286,3136000,"UK_WAL","2020/07/24","GB",66647112,30,0,17155,1547,115025.497721034,114676.43948902,115375.618435019,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00172588870349002,0.00172065129377279,0.00173114205511288,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/07/24","UK_WAL",3136000,30,0,17155,1547,113768.115942029,217.391304347824,1666.66666666667,1739.13043478261,0.0054703443877551,0.000493303571428571,0.0362780981958001,6.93212067435664e-05,0.000531462585034015,0.000554569653948536
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-07-25,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17180,1548,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,24,0,32,0.285714285714286,3136000,"UK_WAL","2020/07/25","GB",66647112,24,0,17179,1547,114972.255194175,114623.333663367,115322.238866789,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00172508983126193,0.00171985447266443,0.0017303411266611,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/07/25","UK_WAL",3136000,24,0,17179,1547,114275.362318841,507.246376811585,2101.44927536232,2246.37681159419,0.00547799744897959,0.000493303571428571,0.0364398476782017,0.000161749482401653,0.000670104998521148,0.000716319136350189
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-07-26,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17215,1549,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,35,1,35.5714285714286,0.285714285714286,3136000,"UK_WAL","2020/07/26","GB",66647112,35,1,17214,1548,115065.880266318,114716.743691844,115416.079426285,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00172649461939653,0.00172125603419761,0.00173174914805438,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/07/26","UK_WAL",3136000,35,1,17214,1548,114347.826086957,72.4637681159511,2173.91304347827,2318.84057971014,0.00548915816326531,0.000493622448979592,0.0364629547471162,2.31070689145252e-05,0.000693212067435673,0.000739426205264714
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-07-27,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17238,1549,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,23,0,32.7142857142857,0.285714285714286,3136000,"UK_WAL","2020/07/27","GB",66647112,23,0,17237,1548,115004.867776103,114655.890839464,115354.906890198,0,-2.27373675443232e-13,-2.27373675443232e-13,0.0017255791635218,0.00172034297359298,0.00173083129078718,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/07/27","UK_WAL",3136000,23,0,17237,1548,114347.826086957,0,2173.91304347827,2246.37681159421,0.00549649234693878,0.000493622448979592,0.0364629547471162,0,0.000693212067435673,0.000716319136350194
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-07-28,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17265,1549,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,27,0,27.8571428571429,0.285714285714286,3136000,"UK_WAL","2020/07/28","GB",66647112,27,0,17264,1548,114970.701798119,114621.803944513,115320.661663561,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00172506652348446,0.00171983152014918,0.00173031746167127,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/07/28","UK_WAL",3136000,27,0,17264,1548,114347.826086957,0,1811.59420289856,2246.37681159421,0.00550510204081633,0.000493622448979592,0.0364629547471162,0,0.000577676722863061,0.000716319136350194
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-07-29,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17292,1554,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,27,5,28.1428571428571,0.857142857142857,3136000,"UK_WAL","2020/07/29","GB",66647112,27,5,17291,1553,115309.221236701,114959.740143668,115659.764762845,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00173014580491801,0.00172490205042445,0.00173540550058411,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/07/29","UK_WAL",3136000,27,5,17291,1553,114492.753623188,144.927536231873,1956.52173913043,2391.30434782608,0.00551371173469388,0.000495216836734694,0.0365091688849453,4.62141378290412e-05,0.000623890860692102,0.000762533274179235
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-07-30,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17322,1554,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,30,0,28,0.857142857142857,3136000,"UK_WAL","2020/07/30","GB",66647112,30,0,17321,1553,115298.143160016,114948.671161151,115648.677639001,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00172997958501211,0.0017247359669711,0.001735239144931,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/07/30","UK_WAL",3136000,30,0,17321,1553,114855.072463768,362.318840579712,1884.05797101448,2753.62318840579,0.00552327806122449,0.000495216836734694,0.0366247042295179,0.000115535344572612,0.000600783791777577,0.000878068618751847
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-07-31,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17338,1560,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,16,6,26,1.71428571428571,3136000,"UK_WAL","2020/07/31","GB",66647112,16,6,17337,1559,115640.511561193,115290.537362262,115991.548136471,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00173511661782424,0.001729865464572,0.0017403837113973,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/07/31","UK_WAL",3136000,16,6,17337,1559,114855.072463768,0,1739.13043478261,2681.15942028986,0.00552838010204082,0.000497130102040816,0.0366247042295179,0,0.000554569653948536,0.000854961549837327
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-08-01,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17354,1562,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,16,2,24.8571428571429,2,3136000,"UK_WAL","2020/08/01","GB",66647112,16,2,17353,1561,115688.15747433,115338.201264778,116039.175512029,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00173583151621528,0.00173058063288291,0.00174109833164307,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/08/01","UK_WAL",3136000,16,2,17353,1561,114855.072463768,0,1521.73913043478,2681.15942028986,0.00553348214285714,0.000497767857142857,0.0366247042295179,0,0.000485248447204969,0.000854961549837327
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-08-02,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17368,1565,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,14,3,21.8571428571429,2.28571428571429,3136000,"UK_WAL","2020/08/02","GB",66647112,14,3,17367,1564,115801.295457568,115451.251524809,116152.400710609,0,-2.27373675443232e-13,-2.27373675443232e-13,0.0017375290838944,0.00173227688432784,0.00174279720793616,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/08/02","UK_WAL",3136000,14,3,17367,1564,114927.536231884,72.4637681159511,1594.20289855073,2753.62318840581,0.00553794642857143,0.000498724489795918,0.0366478112984324,2.31070689145252e-05,0.000508355516119495,0.000878068618751852
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-08-03,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17390,1565,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,22,0,21.7142857142857,2.28571428571429,3136000,"UK_WAL","2020/08/03","GB",66647112,22,0,17389,1564,115752.180979275,115402.262843215,116103.160123143,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00173679215056273,0.0017315418385003,0.00174205838241187,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/08/03","UK_WAL",3136000,22,0,17389,1564,115072.463768116,144.927536231888,1666.66666666667,2536.23188405798,0.00554496173469388,0.000498724489795918,0.0366940254362615,4.62141378290458e-05,0.000531462585034015,0.000808747412008286
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-08-04,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17414,1566,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,24,1,21.2857142857143,2.42857142857143,3136000,"UK_WAL","2020/08/04","GB",66647112,24,1,17413,1565,115797.116122542,115447.133551675,116148.159679474,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00173746637547538,0.00173221509660726,0.00174273357380397,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/08/04","UK_WAL",3136000,24,1,17413,1565,115072.463768116,0,1521.73913043478,2536.23188405798,0.00555261479591837,0.000499043367346939,0.0366940254362615,0,0.000485248447204969,0.000808747412008286
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-08-05,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17436,1568,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,22,2,20.5714285714286,2,3136000,"UK_WAL","2020/08/05","GB",66647112,22,2,17435,1567,115907.682015112,115557.528991129,116258.896044304,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00173912535047448,0.00173387151405944,0.00174439510663724,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/08/05","UK_WAL",3136000,22,2,17435,1567,115072.463768116,0,1304.34782608696,2101.44927536232,0.00555963010204082,0.00049968112244898,0.0366940254362615,0,0.000415927240461403,0.000670104998521148
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-08-06,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17458,1571,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,22,3,19.4285714285714,2.42857142857143,3136000,"UK_WAL","2020/08/06","GB",66647112,22,3,17457,1570,116095.603349447,115745.138295837,116447.129577251,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00174194499754839,0.00173668647931567,0.00174721943806434,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/08/06","UK_WAL",3136000,22,3,17457,1570,115072.463768116,0,797.101449275375,1956.52173913045,0.00556664540816327,0.000500637755102041,0.0366940254362615,0,0.00025417775805975,0.000623890860692107
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-08-07,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17473,1578,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,15,7,19.2857142857143,2.57142857142857,3136000,"UK_WAL","2020/08/07","GB",66647112,15,7,17472,1577,116535.208494657,116184.040002124,116887.438400704,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00174854100946875,0.00174327193655629,0.0017538260082553,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/08/07","UK_WAL",3136000,15,7,17472,1577,115072.463768116,0,724.637681159424,1739.13043478262,0.00557142857142857,0.000502869897959184,0.0366940254362615,0,0.000231070689145224,0.00055456965394854
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-08-08,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17478,1579,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,5,1,17.7142857142857,2.42857142857143,3136000,"UK_WAL","2020/08/08","GB",66647112,5,1,17477,1578,116467.654860267,116116.761262681,116819.608824293,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00174752740764321,0.0017422624593648,0.001752808266085,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/08/08","UK_WAL",3136000,5,1,17477,1578,115072.463768116,0,724.637681159424,1739.13043478262,0.00557302295918367,0.000503188775510204,0.0366940254362615,0,0.000231070689145224,0.00055456965394854
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-08-09,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17486,1579,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,8,0,16.8571428571429,2,3136000,"UK_WAL","2020/08/09","GB",66647112,8,0,17485,1578,116351.864832576,116001.300809888,116703.488284194,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00174579004762541,0.00174053004442095,0.00175106594692647,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/08/09","UK_WAL",3136000,8,0,17485,1578,115144.927536232,72.4637681159365,797.10144927536,1739.13043478261,0.00557557397959184,0.000503188775510204,0.036717132505176,2.31070689145206e-05,0.000254177758059745,0.000554569653948536
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-08-10,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17505,1579,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,19,0,16.4285714285714,2,3136000,"UK_WAL","2020/08/10","GB",66647112,19,0,17504,1578,116317.283577584,115966.805299109,116668.821081787,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00174527117660529,0.00174001245994138,0.00175054578631685,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/08/10","UK_WAL",3136000,19,0,17504,1578,115289.855072464,144.927536231888,797.101449275375,1739.13043478261,0.00558163265306122,0.000503188775510204,0.036763346643005,4.62141378290458e-05,0.00025417775805975,0.000554569653948536
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-08-11,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17532,1581,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,27,2,16.8571428571429,2.14285714285714,3136000,"UK_WAL","2020/08/11","GB",66647112,27,2,17531,1580,116490.769214332,116139.933912768,116842.664318538,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00174787422468256,0.00174261015110105,0.001753154199968,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/08/11","UK_WAL",3136000,27,2,17531,1580,115362.31884058,72.4637681159365,507.2463768116,1594.20289855072,0.00559024234693878,0.000503826530612245,0.0367864537119195,2.31070689145206e-05,0.000161749482401658,0.00050835551611949
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-08-12,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17556,1586,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,24,5,17.1428571428571,2.57142857142857,3136000,"UK_WAL","2020/08/12","GB",66647112,24,5,17555,1585,116869.69523269,116518.157783185,117222.293277219,0,-2.27373675443232e-13,-2.27373675443232e-13,0.0017535597826458,0.00174828517375494,0.00175885030512979,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/08/12","UK_WAL",3136000,24,5,17555,1585,115362.31884058,0,507.2463768116,1086.95652173914,0.00559789540816327,0.000505420918367347,0.0367864537119195,0,0.000161749482401658,0.000346606033717837
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-08-13,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17573,1586,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,17,0,16.4285714285714,2.14285714285714,3136000,"UK_WAL","2020/08/13","GB",66647112,17,0,17572,1585,116834.29509014,116482.847268057,117186.803287846,0,-2.27373675443232e-13,-2.27373675443232e-13,0.0017530286247083,0.00174775536062323,0.00175831779909452,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/08/13","UK_WAL",3136000,17,0,17572,1585,115434.782608696,72.4637681159365,579.710144927536,1086.95652173912,0.00560331632653061,0.000505420918367347,0.0368095607808341,2.31070689145206e-05,0.000184856551316179,0.000346606033717832
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-08-14,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17590,1586,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,17,0,16.7142857142857,1.14285714285714,3136000,"UK_WAL","2020/08/14","GB",66647112,17,0,17589,1585,116799.055359188,116447.69673505,117151.474140686,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00175249987365075,0.00174722794792743,0.00175778770640032,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/08/14","UK_WAL",3136000,17,0,17589,1585,115507.246376812,72.4637681159511,579.710144927536,1159.42028985507,0.00560873724489796,0.000505420918367347,0.0368326678497486,2.31070689145252e-05,0.000184856551316179,0.000369713102632357
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-08-15,2,1,2,1,2,1,4,1,1,1,1,1,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17600,1587,62.96,62.96,73.81,73.81,63.89,63.89,58.33,58.33,100,100,10,1,17.4285714285714,1.14285714285714,3136000,"UK_WAL","2020/08/15","GB",66647112,10,1,17599,1586,116792.028788147,116440.765327025,117144.351895509,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00175239444416056,0.0017471239463013,0.00175768084137703,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/08/15","UK_WAL",3136000,10,1,17599,1586,115507.246376812,0,434.782608695648,1159.42028985507,0.00561192602040816,0.000505739795918367,0.0368326678497486,0,0.000138642413487133,0.000369713102632357
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-08-16,2,1,2,1,2,1,4,1,1,1,0,NA,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17618,1589,59.26,59.26,66.67,66.67,61.67,61.67,55.77,55.77,100,100,18,2,18.8571428571429,1.42857142857143,3136000,"UK_WAL","2020/08/16","GB",66647112,18,2,17617,1588,116914.096273017,116562.631126958,117266.621173371,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00175422599366372,0.00174895246964276,0.00175951541866317,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/08/16","UK_WAL",3136000,18,2,17617,1588,115507.246376812,0,434.782608695648,1014.4927536232,0.00561766581632653,0.000506377551020408,0.0368326678497486,0,0.000138642413487133,0.000323498964803316
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-08-17,2,1,2,1,2,1,4,1,1,1,0,NA,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17637,1589,59.26,59.26,66.67,66.67,61.67,61.67,55.77,55.77,100,100,19,0,18.8571428571429,1.42857142857143,3136000,"UK_WAL","2020/08/17","GB",66647112,19,0,17636,1588,116898.870952318,116547.435639437,117251.36597774,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00175399754684521,0.00174872447045323,0.0017592865235892,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/08/17","UK_WAL",3136000,19,0,17636,1588,115507.246376812,0,434.782608695648,652.173913043488,0.00562372448979592,0.000506377551020408,0.0368326678497486,0,0.000138642413487133,0.000207963620230704
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-08-18,2,1,2,1,2,1,4,1,1,1,0,NA,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17675,1589,59.26,59.26,66.67,66.67,61.67,61.67,55.77,55.77,100,100,38,0,20.4285714285714,1.14285714285714,3136000,"UK_WAL","2020/08/18","GB",66647112,38,0,17674,1588,117011.941179955,116660.150028101,117364.793165473,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00175569409789211,0.00175041568234946,0.00176098843060857,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/08/18","UK_WAL",3136000,38,0,17674,1588,115507.246376812,0,434.782608695648,652.173913043488,0.00563584183673469,0.000506377551020408,0.0368326678497486,0,0.000138642413487133,0.000207963620230704
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-08-19,2,1,2,1,2,1,4,1,1,1,0,NA,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17710,1589,59.26,59.26,66.67,66.67,61.67,61.67,55.77,55.77,100,100,35,0,22,0.428571428571429,3136000,"UK_WAL","2020/08/19","GB",66647112,35,0,17709,1588,117104.445527435,116752.360377487,117457.592445662,0,-2.27373675443232e-13,-2.27373675443232e-13,0.00175708207022436,0.00175179924341638,0.00176238082822947,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/08/19","UK_WAL",3136000,35,0,17709,1588,115579.710144928,72.4637681159365,507.246376811585,724.637681159424,0.00564700255102041,0.000506377551020408,0.0368557749186631,2.31070689145206e-05,0.000161749482401653,0.000231070689145225
"United Kingdom","GBR","Wales","UK_WAL","STATE_TOTAL",2020-08-20,2,1,2,1,2,1,4,1,1,1,0,NA,0,NA,2,2,1,2,0,0,2,1,2,2,0,0,1,1,0,NA,NA,17741,1589,59.26,59.26,66.67,66.67,61.67,61.67,55.77,55.77,100,100,31,0,24,0.428571428571429,3136000,"UK_WAL","2020/08/20","GB",66647112,31,0,17740,1588,117165.48612271,116813.201590786,117518.83307215,0,-2.27373675443232e-13,-2.27373675443232e-13,0.0017579979477987,0.00175271212938358,0.00176329970715236,0,-3.41160582386874e-21,-3.41160582386874e-21,"2020/08/20","UK_WAL",3136000,31,0,17740,1588,115579.710144928,0,507.246376811585,652.173913043473,0.00565688775510204,0.000506377551020408,0.0368557749186631,0,0.000161749482401653,0.000207963620230699
