"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","W_date","W_country","W_region","W_population","W_p_cases","W_p_cases_recent","W_p_cases_fatalities","W_p_cases_stillsick"
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-11,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,885,22,85.19,85.19,88.1,88.1,73.33,73.33,71.15,71.15,87.5,87.5,66,1,49.2857142857143,2.14285714285714,"2020/04/11","US",329064917,66,1,885,22,3430.94512049694,3147.54952783166,3739.85677295157,0,2928.32271001667,3320.76537458157,1.04263473352796e-05,9.56513248670524e-06,1.13651032964768e-05,0,8.89892102966622e-06,1.00915205572692e-05,"2020-04-11","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-12,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,929,23,85.19,85.19,88.1,88.1,73.33,73.33,71.15,71.15,87.5,87.5,44,1,44,2,"2020/04/12","US",329064917,44,1,929,23,3446.41725119934,3172.73370847637,3743.70904108069,0,2783.00660271075,3320.76537458157,1.04733658106718e-05,9.64166504713222e-06,1.13768100082231e-05,0,8.45731786932107e-06,1.00915205572692e-05,"2020-04-12","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-13,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,985,23,85.19,85.19,88.1,88.1,73.33,73.33,71.15,71.15,87.5,87.5,56,0,38.5714285714286,2,"2020/04/13","US",329064917,56,0,985,23,3366.26218544066,3097.8629217234,3657.91559777077,0,2783.00660271075,3320.76537458157,1.02297814550697e-05,9.41413916125066e-06,1.11160911078551e-05,0,8.45731786932107e-06,1.00915205572692e-05,"2020-04-13","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-14,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,922,25,85.19,85.19,88.1,88.1,73.33,73.33,71.15,71.15,87.5,87.5,-63,2,29.5714285714286,2.28571428571429,"2020/04/14","US",329064917,-63,2,922,25,3170.92367993753,2937.18781689727,3423.25980182296,0,2783.00660271075,3320.76537458157,9.63616452597263e-06,8.92586132753031e-06,1.04029923123739e-05,0,8.45731786932107e-06,1.00915205572692e-05,"2020-04-14","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-15,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,1139,32,85.19,85.19,88.1,88.1,73.33,73.33,71.15,71.15,87.5,87.5,217,7,56,2.71428571428571,"2020/04/15","US",329064917,217,7,1139,32,4674.99859290137,4404.19895939598,4962.44880059352,0,2715.48336015815,3320.76537458157,1.42069189129067e-05,1.33839821016106e-05,1.5080455388058e-05,0,8.25212053875119e-06,1.00915205572692e-05,"2020-04-15","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-16,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,1139,32,85.19,85.19,88.1,88.1,73.33,73.33,71.15,71.15,87.5,87.5,0,0,45.7142857142857,1.57142857142857,"2020/04/16","US",329064917,0,0,1139,32,4379.8935994855,4125.2860087641,4650.21525830188,0,2099.06569558854,3320.76537458157,1.33101202018613e-05,1.25363896168977e-05,1.41316044891588e-05,0,6.37888023653564e-06,1.00915205572692e-05,"2020-04-16","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-17,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,1287,37,85.19,85.19,88.1,88.1,73.33,73.33,71.15,71.15,87.5,87.5,148,5,66.8571428571429,2.28571428571429,"2020/04/17","US",329064917,148,5,1287,37,5356.11386815015,5085.63398556716,5640.97924663979,1402.64287863595,3065.19006029948,4330.96558865262,1.62767696932887e-05,1.54548045775635e-05,1.71424510946568e-05,4.26251115258193e-06,9.31484914357942e-06,1.31614321822482e-05,"2020-04-17","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-18,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,1342,38,85.19,85.19,88.1,88.1,73.33,73.33,71.15,71.15,87.5,87.5,55,1,65.2857142857143,2.28571428571429,"2020/04/18","US",329064917,55,1,1342,38,5367.13296652685,5102.19137761278,5645.83218237831,243.874424599575,3309.06448489906,4429.52390594628,1.63102557861762e-05,1.55051210689008e-05,1.71571987492617e-05,7.41113415623018e-07,1.00559625592024e-05,1.3460942437526e-05,"2020-04-18","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-19,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,1390,38,85.19,85.19,88.1,88.1,73.33,73.33,71.15,71.15,87.5,87.5,48,0,65.8571428571429,2.14285714285714,"2020/04/19","US",329064917,48,0,1390,38,5194.33862598674,4937.01203004742,5465.07758077281,0,3309.06448489906,4429.52390594628,1.57851486367559e-05,1.50031552286305e-05,1.66079010506392e-05,0,1.00559625592024e-05,1.3460942437526e-05,"2020-04-19","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-20,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,1447,42,85.19,85.19,88.1,88.1,73.33,73.33,71.15,71.15,87.5,87.5,57,4,66,2.71428571428571,"2020/04/20","US",329064917,57,4,1447,42,5589.66927361208,5338.00117429565,5853.20264424365,49.7419665451125,3326.49477207407,4479.26587249139,1.69865244966606e-05,1.62217267734307e-05,1.77873797596103e-05,1.51161561063991e-07,1.01089317038135e-05,1.361210399859e-05,"2020-04-20","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-21,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,1490,42,85.19,85.19,88.1,88.1,73.33,73.33,71.15,71.15,87.5,87.5,43,0,81.1428571428571,2.42857142857143,"2020/04/21","US",329064917,43,0,1490,42,5397.14379155403,5153.35036426847,5652.47053813412,0,1696.25926978064,4411.74262993879,1.64014561040369e-05,1.56605888322895e-05,1.71773721418443e-05,0,5.15478612926894e-06,1.34069066680201e-05,"2020-04-21","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-22,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,1588,48,85.19,85.19,88.1,88.1,73.33,73.33,71.15,71.15,87.5,87.5,98,6,64.1428571428571,2.28571428571429,"2020/04/22","US",329064917,98,6,1588,48,6184.55435305079,5938.91806227841,6440.35026998937,747.948278460895,2444.20754824153,4543.27324383007,1.8794329123365e-05,1.80478615478733e-05,1.95716709295673e-05,2.27295053292143e-06,7.42773666219037e-06,1.3806616898726e-05,"2020-04-22","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-23,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,1670,51,85.19,85.19,88.1,88.1,73.33,73.33,71.15,71.15,87.5,87.5,82,3,75.8571428571429,2.71428571428571,"2020/04/23","US",329064917,82,3,1670,51,6519.59855674927,6274.92561473429,6773.81182676648,354.775345216404,2798.98289345794,4461.53007512147,1.98124996617286e-05,1.90689596203119e-05,2.05850319399636e-05,1.07813178156699e-06,8.50586844375736e-06,1.35582064347548e-05,"2020-04-23","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-24,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,1720,53,85.19,85.19,88.1,88.1,73.33,73.33,71.15,71.15,87.5,87.5,50,2,61.8571428571429,2.28571428571429,"2020/04/24","US",329064917,50,2,1720,53,6593.28846519132,6354.33778022594,6841.22473320567,73.6899084420593,2872.67280189999,4535.21998356353,2.00364369599185e-05,1.93102863658539e-05,2.07898939685681e-05,2.23937298189887e-07,8.72980574194725e-06,1.37821437329447e-05,"2020-04-24","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-25,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,1797,53,85.19,85.19,88.1,88.1,73.33,73.33,71.15,71.15,87.5,87.5,77,0,65,2.14285714285714,"2020/04/25","US",329064917,77,0,1797,53,6518.67408496683,6281.76612560337,6764.51669425001,0,2872.67280189999,4535.21998356353,1.98096902714392e-05,1.90897473449088e-05,2.05567848311523e-05,0,8.72980574194725e-06,1.37821437329447e-05,"2020-04-25","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-26,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,1864,60,85.19,85.19,88.1,88.1,73.33,73.33,71.15,71.15,87.5,87.5,67,7,67.7142857142857,3.14285714285714,"2020/04/26","US",329064917,67,7,1864,60,7258.16377981855,7023.94772446287,7500.1898535198,590.260934402739,3462.93373630273,5093.16923859617,2.20569358957781e-05,2.13451734341612e-05,2.27924323318848e-05,1.79375224738023e-06,1.05235579893275e-05,1.54777035638721e-05,"2020-04-26","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-27,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,1938,60,85.19,85.19,88.1,88.1,73.33,73.33,71.15,71.15,87.5,87.5,74,0,70.1428571428571,2.57142857142857,"2020/04/27","US",329064917,74,0,1938,60,7168.37141673565,6936.45207374425,7408.04495179552,0,3462.93373630273,3462.93373630273,2.17840646219228e-05,2.10792816717811e-05,2.25124118952964e-05,0,1.05235579893275e-05,1.05235579893275e-05,"2020-04-27","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-28,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,2010,60,85.19,85.19,88.1,88.1,73.33,73.33,71.15,71.15,87.5,87.5,72,0,74.2857142857143,2.57142857142857,"2020/04/28","US",329064917,72,0,2010,60,7074.64216240032,6845.20049390256,7311.7743988062,0,3462.93373630273,3462.93373630273,2.14992294739227e-05,2.08019759636138e-05,2.22198539591086e-05,0,1.05235579893275e-05,1.05235579893275e-05,"2020-04-28","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-29,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,2,2,NA,NA,1,1,NA,NA,NA,2058,60,85.19,85.19,88.1,88.1,75.56,75.56,73.72,73.72,87.5,87.5,48,0,67.1428571428571,1.71428571428571,"2020/04/29","US",329064917,48,0,2058,60,6903.75800627431,6679.3594180795,7135.69545010361,0,2060.29085766679,3462.93373630273,2.09799272107586e-05,2.02979991880432e-05,2.16847651677909e-05,0,6.26104683674554e-06,1.05235579893275e-05,"2020-04-29","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-04-30,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,2,2,NA,NA,1,1,NA,NA,NA,2146,72,85.19,85.19,88.1,88.1,75.56,75.56,73.72,73.72,87.5,87.5,88,12,68,3,"2020/04/30","US",329064917,88,12,2146,72,8248.18568368367,8023.10822387304,8479.57738748818,660.759670717696,2477.17610378491,4123.69340702043,2.50655273703446e-05,2.4381536315137e-05,2.57687068703473e-05,2.00799184775354e-06,7.52792526887607e-06,1.2531549837081e-05,"2020-04-30","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-05-01,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,2,2,NA,NA,1,1,NA,NA,NA,2310,81,85.19,85.19,88.1,88.1,75.56,75.56,73.72,73.72,87.5,87.5,164,9,84.2857142857143,4,"2020/05/01","US",329064917,164,9,2310,81,9553.90879174137,9320.76398863152,9792.88535920909,1709.59972142961,4186.77582521451,5833.29312845004,2.90335076702855e-05,2.83250006521708e-05,2.97597369190502e-05,5.19532661523321e-06,1.27232518841093e-05,1.77268764523142e-05,"2020-05-01","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-05-02,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,2,2,NA,NA,1,1,NA,NA,NA,2429,84,85.19,85.19,88.1,88.1,75.56,75.56,73.72,73.72,87.5,87.5,119,3,90.2857142857143,4.42857142857143,"2020/05/02","US",329064917,119,3,2429,84,9968.67328115346,9733.23504569601,10209.8065565904,414.764489412095,4551.7983480815,6248.05761786213,3.02939413050631e-05,2.95784647431619e-05,3.10267246039797e-05,1.26043363477759e-06,1.38325239578229e-05,1.89873100870918e-05,"2020-05-02","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-05-03,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,2,2,NA,NA,1,1,NA,NA,NA,2518,86,85.19,85.19,88.1,88.1,75.56,75.56,73.72,73.72,87.5,87.5,89,2,93.4285714285714,3.71428571428571,"2020/05/03","US",329064917,89,2,2518,86,10112.9405514553,9878.87404201818,10352.5529490783,144.267270301812,4696.06561838331,6392.32488816394,3.07323571398992e-05,3.00210491354755e-05,3.14605186218569e-05,4.38415834836056e-07,1.42709397926589e-05,1.94257259219279e-05,"2020-05-03","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-05-04,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,2,2,NA,NA,1,1,NA,NA,NA,2588,86,85.19,85.19,88.1,88.1,75.56,75.56,73.72,73.72,87.5,87.5,70,0,92.8571428571429,3.71428571428571,"2020/05/04","US",329064917,70,0,2588,86,9928.37895816978,9698.04116346688,10164.1874967863,0,3948.11733992241,6392.32488816394,3.01714903207679e-05,2.94715135599426e-05,3.08880922021422e-05,0,1.19979892597375e-05,1.94257259219279e-05,"2020-05-04","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-05-05,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,2,2,NA,NA,1,1,NA,NA,NA,2636,92,85.19,85.19,88.1,88.1,75.56,75.56,73.72,73.72,87.5,87.5,48,6,89.4285714285714,4.57142857142857,"2020/05/05","US",329064917,48,6,2636,92,10337.4306896755,10112.0770338625,10567.8064858478,39.928544934708,3633.27053964072,5029.6105544627,3.14145633752731e-05,3.07297329841531e-05,3.21146556192977e-05,1.21339416242626e-07,1.10411968944131e-05,1.52845541855886e-05,"2020-05-05","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-05-06,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,2,2,NA,NA,1,1,NA,NA,NA,2741,92,85.19,85.19,88.1,88.1,75.56,75.56,73.72,73.72,87.5,87.5,105,0,97.5714285714286,4.57142857142857,"2020/05/06","US",329064917,105,0,2741,92,10287.2021305537,10062.4469770345,10516.9774227278,134.333034163677,3693.91366536234,4920.06916402681,3.12619231011906e-05,3.05789115071009e-05,3.19601904651775e-05,4.08226545048792e-07,1.1225486141272e-05,1.49516673150143e-05,"2020-05-06","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-05-07,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,2,2,NA,NA,1,1,NA,NA,NA,2843,114,85.19,85.19,88.1,88.1,75.56,75.56,73.72,73.72,87.5,87.5,102,22,99.5714285714286,6,"2020/05/07","US",329064917,102,22,2843,114,12676.5666546302,12450.1218751784,12907.1300474301,2389.36452407655,6083.27818943888,7309.43368810335,3.85229965266404e-05,3.78348503045629e-05,3.92236588606927e-05,7.26107342544981e-06,1.84865595667219e-05,2.22127407404641e-05,"2020-05-07","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-05-08,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,2,2,NA,NA,1,1,NA,NA,NA,2947,121,85.19,85.19,88.1,88.1,75.56,75.56,73.72,73.72,87.5,87.5,104,7,91,5.71428571428571,"2020/05/08","US",329064917,104,7,2947,121,13389.1569052601,13162.5134151906,13619.7029381017,712.590250629912,6205.60750566606,7972.28197218815,4.06884970519666e-05,3.99997469654008e-05,4.13891066305975e-05,2.16550052532617e-06,1.88583078446678e-05,2.42270797047263e-05,"2020-05-08","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-05-09,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,2,2,NA,NA,1,1,NA,NA,NA,3011,131,85.19,85.19,88.1,88.1,75.56,75.56,73.72,73.72,87.5,87.5,64,10,83.1428571428571,6.71428571428571,"2020/05/09","US",329064917,64,10,3011,131,14230.2699485112,14006.1380616423,14457.988484497,841.113043251042,7046.7205489171,8813.3950154392,4.32445672976775e-05,4.25634497573689e-05,4.39365843563841e-05,2.55607024571095e-06,2.14143780903787e-05,2.67831499504373e-05,"2020-05-09","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-05-10,3,1,3,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,2,2,NA,NA,1,1,NA,NA,NA,3071,133,85.19,85.19,88.1,88.1,75.56,75.56,73.72,73.72,87.5,87.5,60,2,79,6.71428571428571,"2020/05/10","US",329064917,60,2,3071,133,14171.8014511096,13951.2141271623,14395.8765551914,0,7046.7205489171,8065.4467369783,4.30668865593763e-05,4.23965406411352e-05,4.37478315416755e-05,0,2.14143780903787e-05,2.45101994175158e-05,"2020-05-10","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-05-11,3,1,2,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,2,2,NA,NA,1,1,NA,NA,NA,3160,133,81.48,81.48,84.52,84.52,73.33,73.33,71.15,71.15,87.5,87.5,89,0,81.7142857142857,6.71428571428571,"2020/05/11","US",329064917,89,0,3160,133,14045.5854921331,13826.4838145162,14268.1591692676,0,7046.7205489171,7710.6713917619,4.26833271081678e-05,4.20174959414351e-05,4.33597093830201e-05,0,2.14143780903787e-05,2.34320676359489e-05,"2020-05-11","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-05-12,3,1,2,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,2,2,NA,NA,1,1,NA,NA,NA,3239,142,81.48,81.48,84.52,84.52,73.33,73.33,71.15,71.15,87.5,87.5,79,9,86.1428571428571,7.14285714285714,"2020/05/12","US",329064917,79,9,3239,142,14828.5932223388,14610.4476770679,15049.9958532221,355.170320047939,6741.13119824734,7992.15180336777,4.50628203016208e-05,4.43998947389093e-05,4.57356438675658e-05,1.07933207613238e-06,2.04857183187576e-05,2.42874624138913e-05,"2020-05-12","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-05-13,3,1,2,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,2,2,NA,NA,1,1,NA,NA,NA,3299,150,81.48,81.48,84.52,84.52,73.33,73.33,71.15,71.15,87.5,87.5,60,8,79.7142857142857,8.28571428571429,"2020/05/13","US",329064917,60,8,3299,150,15412.0009276811,15196.0057392012,15631.0662598716,826.560659121973,5858.09213593971,8818.71246248975,4.68357461749138e-05,4.61793553616691e-05,4.75014668910196e-05,2.51184680110391e-06,1.78022385046283e-05,2.67993092149953e-05,"2020-05-13","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-05-14,3,1,2,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,2,2,NA,NA,1,1,NA,NA,NA,3382,151,81.48,81.48,84.52,84.52,73.33,73.33,71.15,71.15,87.5,87.5,83,1,77,5.28571428571429,"2020/05/14","US",329064917,83,1,3382,151,15385.271598241,15170.5493395487,15603.0330117685,0,5443.32764652761,8228.45152808701,4.67545180401016e-05,4.61019955510746e-05,4.74162762594607e-05,0,1.65418048698507e-05,2.5005556967615e-05,"2020-05-14","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-05-15,3,1,2,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,2,2,NA,NA,1,1,NA,NA,NA,3453,159,81.48,81.48,84.52,84.52,73.33,73.33,71.15,71.15,87.5,87.5,71,8,72.2857142857143,5.42857142857143,"2020/05/15","US",329064917,71,8,3453,159,16021.4322242565,15807.747533806,16238.0054443243,582.701967135383,5881.76234336118,8811.15349522239,4.86877555052656e-05,4.80383860969474e-05,4.93459029068245e-05,1.77078119553955e-06,1.78741702305542e-05,2.67763381631546e-05,"2020-05-15","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-05-16,3,1,2,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,2,2,NA,NA,1,1,NA,NA,NA,3556,171,81.48,81.48,84.52,84.52,73.33,73.33,71.15,71.15,87.5,87.5,103,12,77.8571428571429,5.71428571428571,"2020/05/16","US",329064917,103,12,3556,171,17207.9444224396,16992.7198201336,17425.8949938624,1213.24152762318,7095.00387098436,10024.3950228456,5.22934640961426e-05,5.16394150280493e-05,5.29557971500874e-05,3.68693672568925e-06,2.15611069562434e-05,3.04632748888438e-05,"2020-05-16","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-05-17,3,1,2,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,2,2,NA,NA,1,1,NA,NA,NA,3596,172,81.48,81.48,84.52,84.52,73.33,73.33,71.15,71.15,87.5,87.5,40,1,75,5.57142857142857,"2020/05/17","US",329064917,40,1,3596,172,16989.7953608893,16778.0424700461,17204.2207498419,0,7055.07532604966,10024.3950228456,5.163052784776e-05,5.09870290124126e-05,5.22821481751636e-05,0,2.14397675400008e-05,3.04632748888438e-05,"2020-05-17","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-05-18,3,1,2,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,2,2,NA,NA,1,1,NA,NA,NA,3652,172,81.48,81.48,84.52,84.52,73.33,73.33,71.15,71.15,87.5,87.5,56,0,70.2857142857143,5.57142857142857,"2020/05/18","US",329064917,56,0,3652,172,16762.9557798235,16553.6812918273,16974.8759519158,0,6920.74229188598,9363.63535212788,5.09411818575102e-05,5.03052146753989e-05,5.1585189046196e-05,0,2.1031540994952e-05,2.84552830410903e-05,"2020-05-18","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-05-19,3,1,2,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,2,2,NA,NA,1,1,NA,NA,NA,3721,172,81.48,81.48,84.52,84.52,73.33,73.33,71.15,71.15,87.5,87.5,69,0,68.8571428571429,4.28571428571429,"2020/05/19","US",329064917,69,0,3721,172,16613.7874924769,16406.0486321542,16824.1568115442,0,4531.37776780943,7654.03563069827,5.0487872253112e-05,4.98565717115149e-05,5.11271665327489e-05,0,1.37704675695022e-05,2.32599564258571e-05,"2020-05-19","US","USNH",1359711,0,NA,NA,NA
"United States","USA","New Hampshire","US_NH","STATE_TOTAL",2020-05-20,3,1,2,1,2,1,4,1,2,0,2,1,1,1,3,2,0,2,NA,NA,2,1,2,2,NA,NA,1,1,NA,NA,NA,3868,190,81.48,81.48,84.52,84.52,73.33,73.33,71.15,71.15,87.5,87.5,147,18,81.2857142857143,5.71428571428571,"2020/05/20","US",329064917,147,18,3868,190,18580.1590732586,18367.3180409806,18795.4665138015,114.92001668975,3933.70753386927,7354.19115797593,5.64635064796609e-05,5.58167008760177e-05,5.71178072860361e-05,3.4923205347275e-07,1.19541990976488e-05,2.23487548445522e-05,"2020-05-20","US","USNH",1359711,0,NA,NA,NA
