"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","owid_iso_code","owid_continent","owid_location","owid_date","owid_total_cases","owid_new_cases","owid_new_cases_smoothed","owid_total_deaths","owid_new_deaths","owid_new_deaths_smoothed","owid_total_cases_per_million","owid_new_cases_per_million","owid_new_cases_smoothed_per_million","owid_total_deaths_per_million","owid_new_deaths_per_million","owid_new_deaths_smoothed_per_million","owid_reproduction_rate","owid_icu_patients","owid_icu_patients_per_million","owid_hosp_patients","owid_hosp_patients_per_million","owid_weekly_icu_admissions","owid_weekly_icu_admissions_per_million","owid_weekly_hosp_admissions","owid_weekly_hosp_admissions_per_million","owid_new_tests","owid_total_tests","owid_total_tests_per_thousand","owid_new_tests_per_thousand","owid_new_tests_smoothed","owid_new_tests_smoothed_per_thousand","owid_positive_rate","owid_tests_per_case","owid_tests_units","owid_total_vaccinations","owid_total_vaccinations_per_hundred","owid_stringency_index","owid_population","owid_population_density","owid_median_age","owid_aged_65_older","owid_aged_70_older","owid_gdp_per_capita","owid_extreme_poverty","owid_cardiovasc_death_rate","owid_diabetes_prevalence","owid_female_smokers","owid_male_smokers","owid_handwashing_facilities","owid_hospital_beds_per_thousand","owid_life_expectancy","owid_human_development_index","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","gmob_country_region_code","gmob_country_region","gmob_sub_region_1","gmob_sub_region_2","gmob_metro_area","gmob_iso_3166_2_code","gmob_census_fips_code","gmob_date","gmob_retail_and_recreation_percent_change_from_baseline","gmob_grocery_and_pharmacy_percent_change_from_baseline","gmob_parks_percent_change_from_baseline","gmob_transit_stations_percent_change_from_baseline","gmob_workplaces_percent_change_from_baseline","gmob_residential_percent_change_from_baseline"
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-07-24,3,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,0,NA,1,0,0,2,1,2,2,0,0,1,1,0,NA,NA,142,8,60.19,60.19,67.86,67.86,52.22,52.22,56.41,56.41,25,25,1,0,0.857142857142857,0,1,0,-0.285714285714286,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-07-24",142,1,0.857,8,0,0,101.465,0.715,0.612,5.716,0,0,1.44,NA,NA,NA,NA,NA,NA,NA,NA,83,4795,3.426,0.059,39,0.028,0.022,45.5,"people tested",NA,NA,60.19,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/24","TT",1394969,1,0,142,8,617.420618530248,489.506556355348,778.760192763472,0,0,0,0.000442605261142182,0.000350908555211871,0.000558263440093272,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-07-24",-10,11,-6,-31,-20,10
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-07-25,3,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,0,NA,1,0,0,2,1,2,2,0,0,1,1,0,NA,NA,147,8,60.19,60.19,67.86,67.86,52.22,52.22,56.41,56.41,25,25,5,0,1.42857142857143,0,4,0,0.571428571428572,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-07-25",147,5,1.429,8,0,0,105.038,3.573,1.021,5.716,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,181,4976,3.556,0.129,63,0.045,0.023,44.1,"people tested",NA,NA,60.19,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/25","TT",1394969,5,0,147,8,636.024725808974,504.200906083166,802.314012053075,0,0,0,0.000455941835129651,0.000361442373330996,0.000575148273583911,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-07-25",-31,-5,-35,-53,-17,13
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-07-26,3,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,0,NA,1,0,0,2,1,2,2,0,0,1,1,0,NA,NA,147,8,60.19,60.19,67.86,67.86,52.22,52.22,56.41,56.41,25,25,0,0,1.42857142857143,0,-5,0,0,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-07-26",147,0,1.429,8,0,0,105.038,0,1.021,5.716,0,0,1.57,NA,NA,NA,NA,NA,NA,NA,NA,20,4996,3.57,0.014,63,0.045,0.023,44.1,"people tested",NA,NA,60.19,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/26","TT",1394969,0,0,147,8,632.502288332769,501.354213147558,797.957081550334,0,0,0,0.000453416734230488,0.00035940168788522,0.00057202495650465,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-07-26",-9,0,-5,-43,1,5
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-07-27,3,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,0,NA,1,0,0,2,1,2,2,0,0,1,1,0,NA,NA,148,8,60.19,60.19,67.86,67.86,52.22,52.22,56.41,56.41,25,25,1,0,1.57142857142857,0,1,0,0.142857142857143,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-07-27",148,1,1.571,8,0,0,105.753,0.715,1.123,5.716,0,0,1.68,NA,NA,NA,NA,NA,NA,NA,NA,18,5014,3.583,0.013,56,0.04,0.028,35.6,"people tested",NA,NA,60.19,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,"2020/07/27","TT",1394969,10,0,30,0,147,8,31,97,0.000105378685834596,7.1686180839861e-06,2.22227160603569e-05,6.95355954146651e-05,"2020/07/27","TT",1394969,1,0,148,8,632.65285847247,501.420031514762,798.232248768076,0,0,0,0.000453524672213125,0.00035944887055896,0.000572222213373972,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-07-27",-9,5,-12,-29,-25,10
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-07-28,3,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,0,NA,1,0,0,2,1,2,2,0,0,1,1,0,NA,NA,153,8,60.19,60.19,67.86,67.86,52.22,52.22,56.41,56.41,25,25,5,0,2,0,4,0,0.428571428571429,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-07-28",153,5,2,8,0,0,109.325,3.573,1.429,5.716,0,0,1.81,NA,NA,NA,NA,NA,NA,NA,NA,227,5241,3.745,0.162,86,0.061,0.023,43,"people tested",NA,NA,60.19,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/28","TT",1394969,5,0,153,8,649.45364115576,514.681639204297,819.516376497452,0,0,0,0.00046556851166998,0.000368955610629553,0.00058747999166824,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-07-28",-13,5,-17,-34,-25,11
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-07-29,3,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,0,NA,1,0,0,2,1,2,2,0,0,1,1,0,NA,NA,156,8,60.19,60.19,67.86,67.86,52.22,52.22,56.41,56.41,25,25,3,0,2.14285714285714,0,-2,0,0.142857142857143,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-07-29",156,3,2.143,8,0,0,111.469,2.144,1.531,5.716,0,0,1.88,NA,NA,NA,NA,NA,NA,NA,NA,154,5395,3.855,0.11,106,0.076,0.02,49.5,"people tested",NA,NA,60.19,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/29","TT",1394969,3,0,156,8,657.13480428554,520.71485260109,829.294860414148,0,0,0,0.000471074844161798,0.000373280590895633,0.000594489813332159,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-07-29",-9,8,-15,-29,-25,10
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-07-30,3,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,0,NA,1,0,0,2,1,2,2,0,0,1,1,0,NA,NA,164,8,60.19,60.19,67.86,67.86,52.22,52.22,56.41,56.41,25,25,8,0,3.28571428571429,0,5,0,1.14285714285714,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-07-30",164,8,3.286,8,0,0,117.185,5.716,2.348,5.716,0,0,1.95,NA,NA,NA,NA,NA,NA,NA,NA,443,5838,4.172,0.317,161,0.115,0.02,49,"people tested",NA,NA,60.19,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/30","TT",1394969,8,0,164,8,684.748573682607,542.540616154155,864.231350058295,0,0,0,0.000490870100828482,0.000388926647225963,0.000619534448477561,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-07-30",-6,13,-7,-32,-25,10
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-07-31,3,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,0,NA,1,0,0,2,1,2,2,0,0,1,1,0,NA,NA,169,8,60.19,60.19,67.86,67.86,52.22,52.22,56.41,56.41,25,25,5,0,3.85714285714286,0,-3,0,0.571428571428572,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-07-31",169,5,3.857,8,0,0,120.758,3.573,2.756,5.716,0,0,1.95,NA,NA,NA,NA,NA,NA,NA,NA,307,6145,4.391,0.219,193,0.138,0.02,50,"people tested",NA,NA,60.19,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/31","TT",1394969,5,0,169,8,698.198585740022,553.141627096465,881.295569252741,0,0,0,0.000500511900794944,0.000396526107100922,0.000631767135508202,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-07-31",-3,22,0,-26,-24,9
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-08-01,3,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,0,NA,0,0,0,2,1,2,2,0,0,1,1,0,NA,NA,173,8,60.19,60.19,67.86,67.86,48.89,48.89,56.41,56.41,0,0,4,0,3.71428571428571,0,-1,0,-0.142857142857143,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-08-01",173,4,3.714,8,0,0,123.616,2.858,2.654,5.716,0,0,1.97,NA,NA,NA,NA,NA,NA,NA,NA,234,6379,4.558,0.167,200,0.143,0.019,53.9,"people tested",NA,NA,60.19,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/01","TT",1394969,4,0,173,8,705.531423457179,558.840797811486,890.72700388891,0,0,0,0.000505768532101558,0.000400611624926064,0.000638528170797279,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-08-01",-20,3,3,-37,-21,8
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-08-02,3,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,0,NA,0,0,0,2,1,2,2,0,0,1,1,0,NA,NA,182,8,60.19,60.19,67.86,67.86,48.89,48.89,56.41,56.41,0,0,9,0,5,0,5,0,1.28571428571429,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-08-02",182,9,5,8,0,0,130.047,6.431,3.573,5.716,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,332,6711,4.795,0.237,245,0.175,0.02,49,"people tested",NA,NA,60.19,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/02","TT",1394969,9,0,182,8,731.18669530887,579.050933585984,923.293534967278,0,0,0,0.000524159816676119,0.000415099499405351,0.000661873873159388,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-08-02",-6,11,0,-43,-1,4
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-08-03,3,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,0,NA,0,0,0,2,1,2,2,0,0,1,1,0,NA,NA,182,8,60.19,60.19,67.86,67.86,48.89,48.89,56.41,56.41,0,0,0,0,4.85714285714286,0,-9,0,-0.142857142857143,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-08-03",182,0,4.857,8,0,0,130.047,0,3.471,5.716,0,0,2.01,NA,NA,NA,NA,NA,NA,NA,NA,273,6984,4.99,0.195,281,0.201,0.017,57.9,"people tested",NA,NA,60.19,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,"2020/08/03","TT",1394969,35,0,59,0,182,8,66,104,0.000130468849128547,2.50901632939513e-05,4.73128793543082e-05,7.45536280734554e-05,"2020/08/03","TT",1394969,0,0,182,8,718.85417210521,569.126287874252,907.973031228602,0,0,0,0.000515319101790226,0.000407984899932724,0.000650891189143703,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-08-03",2,20,-1,-27,-26,9
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-08-04,3,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,0,NA,0,0,0,2,1,2,2,0,0,1,1,0,NA,NA,194,8,60.19,60.19,67.86,67.86,48.89,48.89,56.41,56.41,0,0,12,0,5.85714285714286,0,12,0,1,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-08-04",194,12,5.857,8,0,0,138.622,8.575,4.185,5.716,0,0,2.07,NA,NA,NA,NA,NA,NA,NA,NA,196,7180,5.13,0.14,277,0.198,0.021,47.3,"people tested",NA,NA,60.19,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/04","TT",1394969,12,0,194,8,752.070610382571,595.265419636535,950.181522969316,0,0,0,0.000539130697802296,0.000426723045197804,0.000681148844862729,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-08-04",-6,14,-5,-30,-28,11
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-08-05,3,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,0,NA,0,0,0,2,1,2,2,0,0,1,1,0,NA,NA,199,8,60.19,60.19,67.86,67.86,48.89,48.89,56.41,56.41,0,0,5,0,6.14285714285714,0,-7,0,0.285714285714286,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-08-05",199,5,6.143,8,0,0,142.195,3.573,4.389,5.716,0,0,2.1,NA,NA,NA,NA,NA,NA,NA,NA,324,7504,5.362,0.232,301,0.215,0.02,49,"people tested",NA,NA,60.19,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/05","TT",1394969,5,0,199,8,756.199630011923,598.380216953105,955.643024667348,0,0,0,0.000542090634280707,0.000428955924434955,0.000685063986846552,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-08-05",-9,10,-9,-30,-28,11
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-08-06,3,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,0,NA,0,0,0,2,1,2,2,0,0,1,1,0,NA,NA,210,8,60.19,60.19,67.86,67.86,48.89,48.89,56.41,56.41,0,0,11,0,6.57142857142857,0,6,0,0.428571428571428,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-08-06",210,11,6.571,8,0,0,150.055,7.86,4.696,5.716,0,0,2.15,NA,NA,NA,NA,NA,NA,NA,NA,360,7864,5.619,0.257,289,0.207,0.023,44,"people tested",NA,NA,60.19,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/06","TT",1394969,11,0,210,8,780.729488725196,617.638499255903,986.885589708941,0,0,0,0.000559675153157666,0.00044276145151319,0.00070746058852128,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-08-06",-13,4,-8,-33,-29,12
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-08-07,3,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,0,NA,0,0,0,2,1,2,2,0,0,1,1,0,NA,NA,225,8,60.19,60.19,67.86,67.86,48.89,48.89,56.41,56.41,0,0,15,0,8,0,4,0,1.42857142857143,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-08-07",225,15,8,8,0,0,160.773,10.718,5.716,5.716,0,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,530,8394,5.998,0.379,321,0.229,0.025,40.1,"people tested",NA,NA,60.19,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/07","TT",1394969,15,0,225,8,816.855909577503,646.015321212481,1032.87577724836,0,0,0,0.00058557280454082,0.000463103711417588,0.000740429197529379,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-08-07",-15,3,-12,-33,-26,12
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-08-08,3,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,0,NA,0,0,0,2,1,2,2,0,0,1,1,0,NA,NA,275,8,60.19,60.19,67.86,67.86,48.89,48.89,56.41,56.41,0,0,50,0,14.5714285714286,0,35,0,6.57142857142857,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-08-08",275,50,14.571,8,0,0,196.5,35.727,10.412,5.716,0,0,2.25,NA,NA,NA,NA,NA,NA,NA,NA,419,8813,6.297,0.299,348,0.249,0.042,23.9,"people tested",NA,NA,60.19,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/08","TT",1394969,50,0,275,8,972.233529076186,768.666932406296,1229.71080868652,0,0,0,0.000696957085839317,0.000551027967220989,0.000881532714122337,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-08-08",-19,-2,-22,-34,-12,10
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-08-09,3,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,0,NA,0,0,0,2,1,2,2,0,0,1,1,0,NA,NA,279,8,60.19,60.19,67.86,67.86,48.89,48.89,56.41,56.41,0,0,4,0,13.8571428571429,0,-46,0,-0.714285714285714,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-08-09",279,4,13.857,8,0,0,199.358,2.858,9.902,5.716,0,0,2.15,NA,NA,NA,NA,NA,NA,NA,NA,323,9136,6.528,0.231,346,0.247,0.04,25,"people tested",NA,NA,60.19,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/09","TT",1394969,4,0,279,8,953.983369781298,753.919921510749,1207.13651921493,0,0,0,0.000683874243643621,0.000540456398321933,0.000865350068148419,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-08-09",-14,2,-14,-46,-1,6
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-08-10,3,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,0,NA,0,0,0,2,1,2,2,0,0,1,1,0,NA,NA,281,8,60.19,60.19,67.86,67.86,48.89,48.89,56.41,56.41,0,0,2,0,14.1428571428571,0,-2,0,0.285714285714285,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-08-10",281,2,14.143,8,0,0,200.787,1.429,10.106,5.716,0,0,2.11,NA,NA,NA,NA,NA,NA,NA,NA,221,9357,6.686,0.158,339,0.242,0.042,24,"people tested",NA,NA,60.19,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,"2020/08/10","TT",1394969,97,0,156,0,279,8,163,175,0.000200004444543212,6.95355954146651e-05,0.000116848474768973,0.000125450816469757,"2020/08/10","TT",1394969,2,0,281,8,921.029948238158,727.545474976896,1165.96995614401,0,0,0,0.000660251194283284,0.000521549564884163,0.000835839331299843,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-08-10",-5,10,-2,-38,-34,9
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-08-11,3,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,0,NA,0,0,0,2,1,2,2,0,0,1,1,0,NA,NA,300,8,60.19,60.19,67.86,67.86,48.89,48.89,56.41,56.41,0,0,19,0,15.1428571428571,0,17,0,1,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-08-11",300,19,15.143,8,0,0,214.364,13.576,10.82,5.716,0,0,2.12,NA,NA,NA,NA,NA,NA,NA,NA,443,9800,7.003,0.317,374,0.267,0.04,24.7,"people tested",NA,NA,60.19,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/11","TT",1394969,19,0,300,8,939.402510710938,741.703188297301,1189.79814439774,0,0,0,0.000673421782642437,0.000531698688857818,0.000852920849422271,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-08-11",-16,-1,-12,-37,-31,13
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-08-12,3,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,0,NA,0,0,0,2,1,2,2,0,0,1,1,0,NA,NA,326,8,60.19,60.19,67.86,67.86,48.89,48.89,56.41,56.41,0,0,26,0,18.1428571428571,0,7,0,3,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-08-12",326,26,18.143,8,0,0,232.942,18.578,12.964,5.716,0,0,2.14,NA,NA,NA,NA,NA,NA,NA,NA,319,10119,7.23,0.228,374,0.267,0.049,20.6,"people tested",NA,NA,60.19,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/12","TT",1394969,26,0,326,8,974.816502626021,769.286029391332,1235.25863916168,0,0,0,0.000698808720929298,0.000551471774205256,0.000885509741909447,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-08-12",-16,0,-15,-37,-30,13
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-08-13,3,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,0,NA,0,0,0,2,1,2,2,0,0,1,1,0,NA,NA,404,8,60.19,60.19,67.86,67.86,48.89,48.89,56.41,56.41,0,0,78,0,27.7142857142857,0,52,0,9.57142857142857,0,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-08-13",404,78,27.714,8,0,0,288.676,55.735,19.803,5.716,0,0,2.16,NA,NA,NA,NA,NA,NA,NA,NA,576,10695,7.642,0.412,404,0.289,0.069,14.6,"people tested",NA,NA,60.19,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/13","TT",1394969,78,0,404,8,1152.02547894433,908.72510806578,1460.4666387636,0,0,0,0.000825843068157309,0.000651430324305257,0.00104695275576991,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-08-13",-16,-1,-7,-37,-30,12
"Trinidad and Tobago","TTO",NA,NA,"NAT_TOTAL",2020-08-14,3,1,2,1,2,1,3,1,0,NA,0,NA,0,NA,4,0,NA,0,0,0,2,1,2,2,0,0,1,1,0,NA,NA,426,10,60.19,60.19,67.86,67.86,48.89,48.89,56.41,56.41,0,0,22,2,28.7142857142857,0.285714285714286,-56,2,1,0.285714285714286,1394969,"TT","TTO","North America","Trinidad and Tobago","2020-08-14",426,22,28.714,10,2,0.286,304.396,15.72,20.518,7.145,1.429,0.204,2.08,NA,NA,NA,NA,NA,NA,NA,NA,271,10966,7.836,0.194,367,0.262,0.078,12.8,"people tested",NA,NA,60.19,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/14","TT",1394969,22,2,426,10,1438.71341222175,1191.21766999569,1737.63060659957,0,0,0,0.00103135869845262,0.00085393845310949,0.00124564101897574,0,0,0,"TT","Trinidad and Tobago",NA,NA,NA,NA,NA,"2020-08-14",-16,4,-10,-37,-28,13
