"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases.x","deaths.x","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","cases.y","deaths.y","cum_cases","cum_deaths","deaths_prev_week","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active","year_week","hosp_weekly_admission","icu_weekly_admission","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-02-17,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-02-18,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-02-19,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-02-20,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-02-21,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-02-22,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-02-23,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-02-24,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-02-25,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-02-26,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-02-27,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-02-28,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-02-29,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-01,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,2,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,6.67,6.67,0,0,50,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-02,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,2,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,6.67,6.67,0,0,50,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-03,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,2,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,6.67,6.67,0,0,50,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-04,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,2,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,6.67,6.67,0,0,50,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-05,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,2,0,0,2,1,0,0,0,0,0,NA,0,NA,NA,0,0,11.11,11.11,14.29,14.29,13.33,13.33,7.69,7.69,50,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-06,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,2,0,0,2,1,0,0,0,0,0,NA,0,NA,NA,0,0,11.11,11.11,14.29,14.29,13.33,13.33,7.69,7.69,50,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-07,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,2,0,0,2,1,0,0,0,0,0,NA,0,NA,NA,0,0,11.11,11.11,14.29,14.29,13.33,13.33,7.69,7.69,50,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-08,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,2,0,0,2,1,0,0,0,0,0,NA,0,NA,NA,0,0,11.11,11.11,14.29,14.29,13.33,13.33,7.69,7.69,50,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-09,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,2,0,0,2,1,0,0,0,0,0,NA,0,NA,NA,2,0,11.11,11.11,14.29,14.29,13.33,13.33,7.69,7.69,50,50,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W11",1.02751572955329,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-10,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,0,0,NA,2,0,0,2,1,0,0,0,0,0,NA,0,NA,NA,3,0,22.22,22.22,28.57,28.57,20,20,15.38,15.38,50,50,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020-W11",1.02751572955329,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-11,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,0,0,NA,2,0,0,2,1,0,0,0,0,0,NA,0,NA,NA,6,0,22.22,22.22,28.57,28.57,20,20,15.38,15.38,50,50,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W11",1.02751572955329,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-12,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,0,0,NA,2,0,0,2,1,0,1,0,0,0,NA,0,NA,NA,6,0,22.22,22.22,28.57,28.57,23.33,23.33,19.23,19.23,50,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,6,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"2020-W11",1.02751572955329,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-13,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,2,0,NA,2,0,0,2,1,0,1,0,0,0,NA,0,NA,NA,14,0,38.89,38.89,50,50,33.33,33.33,30.77,30.77,50,50,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-W11",1.02751572955329,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-14,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,2,0,NA,2,0,0,2,1,0,1,0,0,0,NA,0,NA,NA,26,0,38.89,38.89,50,50,33.33,33.33,30.77,30.77,50,50,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,14,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"2020-W11",1.02751572955329,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-15,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,4,2,1,2,778334236,0,2,1,0,1,109760500,0,0,NA,0,NA,NA,26,0,44.44,44.44,57.14,57.14,43.33,43.33,34.62,34.62,100,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,21,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W11",1.02751572955329,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-16,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,4,2,1,2,0,0,2,1,0,1,0,0,0,NA,0,NA,NA,33,0,51.85,51.85,67.86,67.86,47.78,47.78,39.74,39.74,100,100,7,0,"2020/03/16","CY",875899,30,0,30,0,30,0,30,30,3.42505243184431e-05,3.42505243184431e-05,3.42505243184431e-05,3.42505243184431e-05,9,0,30,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W11",1.02751572955329,NA,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-17,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,4,2,1,2,0,0,2,1,0,1,0,0,0,NA,0,NA,NA,46,0,51.85,51.85,67.86,67.86,47.78,47.78,39.74,39.74,100,100,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,40,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W12",2.74004194547545,0.342505243184431,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-18,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,4,2,1,2,0,0,2,1,0,1,0,0,0,NA,0,NA,NA,49,0,51.85,51.85,67.86,67.86,47.78,47.78,39.74,39.74,100,100,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,40,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W12",2.74004194547545,0.342505243184431,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-19,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,4,2,1,2,0,0,2,1,0,1,0,0,0,NA,0,NA,NA,67,0,51.85,51.85,67.86,67.86,47.78,47.78,39.74,39.74,100,100,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,58,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W12",2.74004194547545,0.342505243184431,NA,NA,NA,NA,NA,NA
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-20,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,4,2,1,2,0,0,2,1,0,1,0,0,0,NA,0,NA,NA,67,0,51.85,51.85,67.86,67.86,47.78,47.78,39.74,39.74,100,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,58,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W12",2.74004194547545,0.342505243184431,0.0079884611117275,0,0,0,0,0
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-21,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,4,2,1,2,0,0,2,1,0,1,0,0,0,NA,0,NA,NA,84,0,51.85,51.85,67.86,67.86,47.78,47.78,39.74,39.74,100,100,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,67,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W12",2.74004194547545,0.342505243184431,0.00672268907563025,0,0,0,0,0
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-22,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,4,2,1,2,0,0,2,1,0,1,0,0,0,NA,0,NA,NA,95,1,51.85,51.85,67.86,67.86,47.78,47.78,39.74,39.74,100,100,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,84,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W12",2.74004194547545,0.342505243184431,0.0126849894291755,0,0,0,0,0
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-23,3,1,2,1,2,1,4,1,0,NA,0,NA,0,NA,4,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,116,1,62.96,62.96,67.86,67.86,56.67,56.67,50,50,100,100,21,0,"2020/03/23","CY",875899,65,0,95,0,95,0,95,95,0.00010845999367507,7.42094693566267e-05,0.00010845999367507,0.00010845999367507,11,0,95,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W13",6.05092596292495,1.94086304471178,0.00482218203737191,0,0,0,0,0
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-24,3,1,2,1,2,1,4,1,2,1,2,1,2,1,4,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,124,3,92.59,92.59,96.43,96.43,74.44,74.44,70.51,70.51,100,100,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,116,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020-W13",6.05092596292495,1.94086304471178,0.00628053035589672,0,0,0,0,0
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-25,3,1,2,1,2,1,4,1,2,1,2,1,2,1,4,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,132,3,92.59,92.59,96.43,96.43,74.44,74.44,70.51,70.51,100,100,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,124,3,3,806.133318848188,444.264563803589,1462.75661104606,806.133318848188,806.133318848188,806.133318848188,0.000920349628037237,0.000507209808212578,0.00167000602928655,0.000920349628037237,0.000920349628037237,0.000920349628037237,"2020-W13",6.05092596292495,1.94086304471178,0.00876095118898623,0,0,0,0,0
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-26,3,1,2,1,2,1,4,1,2,1,2,1,2,1,4,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,146,3,92.59,92.59,96.43,96.43,74.44,74.44,70.51,70.51,100,100,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,132,3,3,715.853520410338,390.43157848258,1312.51233487698,0,806.133318848188,806.133318848188,0.000817278613641913,0.000445749542450191,0.00149847452146535,0,0.000920349628037237,0.000920349628037237,"2020-W13",6.05092596292495,1.94086304471178,0.00876095118898623,0,0,0,0,0
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-27,3,1,2,1,2,1,4,1,2,1,2,1,2,1,4,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,162,5,92.59,92.59,96.43,96.43,74.44,74.44,70.51,70.51,100,100,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,146,3,3,671.54055112213,363.599760582474,1240.28330238441,0,806.133318848188,806.133318848188,0.000766687199234307,0.000415116081400338,0.00141601178033588,0,0.000920349628037237,0.000920349628037237,"2020-W13",6.05092596292495,1.94086304471178,0.01468788249694,0,0,0,0,0
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-28,3,1,2,1,2,1,4,1,2,1,2,1,2,1,4,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,179,5,92.59,92.59,96.43,96.43,74.44,74.44,70.51,70.51,100,100,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,2,162,5,5,1070.55487668223,748.206672186669,1531.77963601769,39.548991670132,845.68231051832,845.68231051832,0.00122223552793442,0.000854215694031697,0.00174880852246399,4.51524566989253e-05,0.000965502084736163,0.000965502084736163,"2020-W13",6.05092596292495,1.94086304471178,0.014405762304922,0,0,0,0,0
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-29,3,1,2,1,2,1,4,1,2,1,2,1,2,1,4,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,214,5,92.59,92.59,96.43,96.43,74.44,74.44,70.51,70.51,100,100,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,179,5,5,1031.78728685382,717.856310972302,1483.00570607402,186.104976335502,1031.78728685382,1031.78728685382,0.00117797518532824,0.000819565167870157,0.00169312410000927,0.000212473100592079,0.00117797518532824,0.00117797518532824,"2020-W13",6.05092596292495,1.94086304471178,0.00491159135559921,0,0,0,0,0
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-30,3,1,2,1,2,1,4,1,2,1,2,1,2,1,4,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,230,7,92.59,92.59,96.43,96.43,74.44,74.44,70.51,70.51,100,100,16,2,"2020/03/30","CY",875899,119,6,214,6,214,6,214,214,0.000244320406804894,0.000135860413129824,0.000244320406804894,0.000244320406804894,35,1,214,6,6,1301.90960014483,963.562026939273,1759.06538402441,270.122313291009,1301.90960014483,1301.90960014483,0.00148636954733917,0.00110008348786706,0.00200829705710865,0.000308394362010927,0.00148636954733917,0.00148636954733917,"2020-W14",4.11006291821317,1.02751572955329,0.00366300366300366,0,0,0,0,0
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-03-31,3,1,2,1,2,1,4,1,2,1,2,1,2,1,4,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,262,8,92.59,92.59,96.43,96.43,74.44,74.44,70.51,70.51,100,100,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,230,7,7,1440.21349800945,1113.0448884004,1863.55010607841,138.303897864617,1440.21349800945,1440.21349800945,0.00164426891457742,0.00127074570058923,0.00212758560756253,0.000157899367238251,0.00164426891457742,0.00164426891457742,"2020-W14",4.11006291821317,1.02751572955329,0.00628140703517588,0,0,0,0,0
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-04-01,3,1,2,1,2,1,4,1,2,1,2,1,2,1,4,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,320,9,92.59,92.59,96.43,96.43,74.44,74.44,70.51,70.51,100,100,58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1,262,8,5,1655.13443565973,1320.87855856342,2073.97567501291,214.920937650279,1655.13443565973,1655.13443565973,0.0018896407412952,0.00150802610639288,0.0023678251430963,0.000245371826717783,0.0018896407412952,0.0018896407412952,"2020-W14",4.11006291821317,1.02751572955329,0.0050761421319797,0,0,0,0,0
"Cyprus","CYP",NA,NA,"NAT_TOTAL",2020-04-02,3,1,2,1,2,1,4,1,2,1,2,1,2,1,4,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,356,10,92.59,92.59,96.43,96.43,74.44,74.44,70.51,70.51,100,100,36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,1,320,9,6,2012.34924215478,1646.21991551058,2459.90795898307,357.214806495055,2012.34924215478,2012.34924215478,0.0022974672218541,0.00187946317499002,0.00280843791234271,0.000407826480558895,0.0022974672218541,0.0022974672218541,"2020-W14",4.11006291821317,1.02751572955329,0.0051150895140665,0,0,0,0,0
