"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","owid_iso_code","owid_continent","owid_location","owid_date","owid_total_cases","owid_new_cases","owid_new_cases_smoothed","owid_total_deaths","owid_new_deaths","owid_new_deaths_smoothed","owid_total_cases_per_million","owid_new_cases_per_million","owid_new_cases_smoothed_per_million","owid_total_deaths_per_million","owid_new_deaths_per_million","owid_new_deaths_smoothed_per_million","owid_reproduction_rate","owid_icu_patients","owid_icu_patients_per_million","owid_hosp_patients","owid_hosp_patients_per_million","owid_weekly_icu_admissions","owid_weekly_icu_admissions_per_million","owid_weekly_hosp_admissions","owid_weekly_hosp_admissions_per_million","owid_new_tests","owid_total_tests","owid_total_tests_per_thousand","owid_new_tests_per_thousand","owid_new_tests_smoothed","owid_new_tests_smoothed_per_thousand","owid_positive_rate","owid_tests_per_case","owid_tests_units","owid_total_vaccinations","owid_total_vaccinations_per_hundred","owid_stringency_index","owid_population","owid_population_density","owid_median_age","owid_aged_65_older","owid_aged_70_older","owid_gdp_per_capita","owid_extreme_poverty","owid_cardiovasc_death_rate","owid_diabetes_prevalence","owid_female_smokers","owid_male_smokers","owid_handwashing_facilities","owid_hospital_beds_per_thousand","owid_life_expectancy","owid_human_development_index","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active"
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-07-27,3,1,2,1,2,1,3,1,2,1,1,1,1,1,4,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2305,46,80.56,80.56,91.67,91.67,65.56,65.56,71.79,71.79,25,25,43,1,13.4285714285714,0.142857142857143,39,1,4.57142857142857,-0.142857142857143,12778250,"SS","SSD","Africa","South Sudan","2020-07-27",2305,43,13.429,46,1,0.143,205.919,3.841,1.2,4.109,0.089,0.013,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,80.56,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/07/27","SS",12778250,43,1,2305,46,3637.42097613829,3482.34092991659,3799.40724470299,0,0,0,0.000284657208627026,0.000272520957871116,0.000297333926375129,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-07-28,3,1,2,1,2,1,3,1,2,1,1,1,1,1,4,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2305,46,80.56,80.56,91.67,91.67,65.56,65.56,71.79,71.79,25,25,0,0,13.4285714285714,0.142857142857143,-43,-1,0,0,12778250,"SS","SSD","Africa","South Sudan","2020-07-28",2305,0,13.429,46,0,0.143,205.919,0,1.2,4.109,0,0.013,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,80.56,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/07/28","SS",12778250,0,0,2305,46,3615.31759723178,3461.16026976501,3776.34096953886,0,0,0,0.000282927442899597,0.000270863402247178,0.000295528806334111,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-07-29,3,1,2,1,2,1,3,1,2,1,1,1,1,1,4,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2322,46,80.56,80.56,91.67,91.67,65.56,65.56,71.79,71.79,25,25,17,0,15.8571428571429,0.142857142857143,17,0,2.42857142857143,0,12778250,"SS","SSD","Africa","South Sudan","2020-07-29",2322,17,15.857,46,0,0.143,207.438,1.519,1.417,4.109,0,0.013,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,80.56,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/07/29","SS",12778250,17,0,2322,46,3619.1240682552,3464.78351603478,3780.33979924205,0,0,0,0.000283225329623008,0.000271146950171954,0.00029584174665874,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-07-30,3,1,2,1,2,1,3,1,2,1,1,1,1,1,4,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2322,46,80.56,80.56,91.67,91.67,65.56,65.56,71.79,71.79,25,25,0,0,11.8571428571429,0.142857142857143,-17,0,-4,0,12778250,"SS","SSD","Africa","South Sudan","2020-07-30",2322,0,11.857,46,0,0.143,207.438,0,1.059,4.109,0,0.013,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,80.56,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/07/30","SS",12778250,0,0,2322,46,3596.30151288488,3442.91518964668,3756.52139514518,0,0,0,0.000281439282600112,0.000269435579179205,0.000293977766528686,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-07-31,3,1,2,1,2,1,3,1,2,1,1,1,1,1,4,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2322,46,80.56,80.56,91.67,91.67,65.56,65.56,71.79,71.79,25,25,0,0,9.14285714285714,0.142857142857143,0,0,-2.71428571428572,0,12778250,"SS","SSD","Africa","South Sudan","2020-07-31",2322,0,9.143,46,0,0.143,207.438,0,0.817,4.109,0,0.013,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,80.56,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/07/31","SS",12778250,0,0,2322,46,3573.90990681318,3421.45846918434,3733.15419054682,0,0,0,0.000279686960797698,0.000267756419633701,0.000292149096358799,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-08-01,3,1,2,1,2,1,3,1,2,1,1,1,1,1,4,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2352,46,80.56,80.56,91.67,91.67,65.56,65.56,71.79,71.79,25,25,30,0,13.4285714285714,0.142857142857143,30,0,4.28571428571429,0,12778250,"SS","SSD","Africa","South Sudan","2020-08-01",2352,30,13.429,46,0,0.143,210.118,2.68,1.2,4.109,0,0.013,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,80.56,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/08/01","SS",12778250,30,0,2352,46,3598.61420953221,3445.09036742379,3758.97954709707,0,0,0,0.000281620269562124,0.000269605804192576,0.000294170136528638,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-08-02,3,1,2,1,2,1,3,1,2,1,1,1,1,1,4,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2429,46,80.56,80.56,91.67,91.67,65.56,65.56,71.79,71.79,25,25,77,0,23.8571428571429,0.142857142857143,47,0,10.4285714285714,0,12778250,"SS","SSD","Africa","South Sudan","2020-08-02",2429,77,23.857,46,0,0.143,216.996,6.879,2.131,4.109,0,0.013,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,80.56,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/08/02","SS",12778250,77,0,2429,46,3695.17951754872,3537.51858504034,3859.86711833936,0,0,0,0.000289177275256684,0.000276839049560021,0.000302065393801136,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-08-03,3,1,2,1,2,1,3,1,2,1,1,1,1,1,4,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2429,46,80.56,80.56,91.67,91.67,65.56,65.56,71.79,71.79,25,25,0,0,17.7142857142857,0,-77,0,-6.14285714285714,-0.142857142857143,12778250,"SS","SSD","Africa","South Sudan","2020-08-03",2429,0,17.714,46,0,0,216.996,0,1.583,4.109,0,0,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,80.56,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/08/03","SS",12778250,0,0,2429,46,3672.22916111276,3515.52747588426,3835.915692377,0,0,0,0.000287381226780879,0.000275118069836188,0.000300191003648935,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-08-04,3,1,2,1,2,1,3,1,2,1,1,1,1,1,4,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2437,47,80.56,80.56,91.67,91.67,65.56,65.56,71.79,71.79,25,25,8,1,18.8571428571429,0.142857142857143,8,1,1.14285714285714,0.142857142857143,12778250,"SS","SSD","Africa","South Sudan","2020-08-04",2437,8,18.857,47,1,0.143,217.711,0.715,1.685,4.199,0.089,0.013,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,80.56,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/08/04","SS",12778250,8,1,2437,47,3737.75906172308,3581.48355247189,3900.85354261938,0,0,0,0.000292509464263344,0.000280279658988663,0.000305272908467074,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-08-05,3,1,2,1,2,1,3,1,2,1,1,1,1,1,4,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2437,47,80.56,80.56,91.67,91.67,65.56,65.56,71.79,71.79,25,25,0,0,16.4285714285714,0.142857142857143,-8,-1,-2.42857142857143,0,12778250,"SS","SSD","Africa","South Sudan","2020-08-05",2437,0,16.429,47,0,0.143,217.711,0,1.468,4.199,0,0.013,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,80.56,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/08/05","SS",12778250,0,0,2437,47,3710.03684015366,3554.89795722064,3871.94612079917,0,0,0,0.000290339979273661,0.000278199124075725,0.000303010672102923,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-08-06,3,1,2,1,2,1,3,1,2,1,2,1,1,1,3,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2450,47,81.48,81.48,89.29,89.29,66.11,66.11,72.44,72.44,25,25,13,0,18.2857142857143,0.142857142857143,13,0,1.85714285714286,0,12778250,"SS","SSD","Africa","South Sudan","2020-08-06",2450,13,18.286,47,0,0.143,218.873,1.161,1.634,4.199,0,0.013,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,81.48,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/08/06","SS",12778250,13,0,2450,47,3702.4942220435,3547.64729744975,3864.09987095388,0,0,0,0.000289749709235889,0.000277631702107077,0.000302396640459678,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-08-07,3,1,2,1,2,1,3,1,2,1,2,1,1,1,3,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2450,47,81.48,81.48,89.29,89.29,66.11,66.11,72.44,72.44,25,25,0,0,18.2857142857143,0.142857142857143,-13,0,0,0,12778250,"SS","SSD","Africa","South Sudan","2020-08-07",2450,0,18.286,47,0,0.143,218.873,0,1.634,4.199,0,0.013,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,81.48,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/08/07","SS",12778250,0,0,2450,47,3676.46907934385,3522.68899582369,3836.9623056125,0,0,0,0.000287713034206081,0.000275678515901919,0.000300272909483888,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-08-08,3,1,2,1,2,1,3,1,2,1,2,1,1,1,3,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2463,47,81.48,81.48,89.29,89.29,66.11,66.11,72.44,72.44,25,25,13,0,15.8571428571429,0.142857142857143,13,0,-2.42857142857143,0,12778250,"SS","SSD","Africa","South Sudan","2020-08-08",2463,13,15.857,47,0,0.143,220.034,1.161,1.417,4.199,0,0.013,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,81.48,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/08/08","SS",12778250,13,0,2463,47,3671.30708171485,3517.72297650381,3831.59668293311,0,0,0,0.000287309066712175,0.000275289885274104,0.000299853006705387,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-08-09,3,1,2,1,2,1,3,1,2,1,2,1,1,1,3,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2470,47,81.48,81.48,89.29,89.29,66.11,66.11,72.44,72.44,25,25,7,0,5.85714285714286,0.142857142857143,-6,0,-10,0,12778250,"SS","SSD","Africa","South Sudan","2020-08-09",2470,7,5.857,47,0,0.143,220.659,0.625,0.523,4.199,0,0.013,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,81.48,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/08/09","SS",12778250,7,0,2470,47,3658.58696916717,3505.51668144715,3818.34115404469,0,0,0,0.000286313616431606,0.000274334645311146,0.000298815655824912,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-08-10,3,1,2,1,2,1,3,1,2,1,2,1,1,1,3,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2470,47,81.48,81.48,89.29,89.29,66.11,66.11,72.44,72.44,25,25,0,0,5.85714285714286,0.142857142857143,-7,0,0,0,12778250,"SS","SSD","Africa","South Sudan","2020-08-10",2470,0,5.857,47,0,0.143,220.659,0,0.523,4.199,0,0.013,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,81.48,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/08/10","SS",12778250,0,0,2470,47,3636.70782964793,3484.53495421115,3795.52623578621,0,0,0,0.000284601399225084,0.000272692657774824,0.000297030206466943,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-08-11,3,1,2,1,2,1,3,1,2,1,2,1,1,1,3,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2472,47,81.48,81.48,89.29,89.29,66.11,66.11,72.44,72.44,25,25,2,0,5,0,2,0,-0.857142857142857,-0.142857142857143,12778250,"SS","SSD","Africa","South Sudan","2020-08-11",2472,2,5,47,0,0,220.838,0.179,0.447,4.199,0,0,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,81.48,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/08/11","SS",12778250,2,0,2472,47,3619.11530338851,3467.66213925672,3777.18331637362,0,0,0,0.000283224643702269,0.000271372225403065,0.000295594726693688,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-08-12,3,1,2,1,2,1,3,1,2,1,2,1,1,1,3,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2477,47,81.48,81.48,89.29,89.29,66.11,66.11,72.44,72.44,25,25,5,0,5.71428571428571,0,3,0,0.714285714285714,0,12778250,"SS","SSD","Africa","South Sudan","2020-08-12",2477,5,5.714,47,0,0,221.285,0.447,0.51,4.199,0,0,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,81.48,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/08/12","SS",12778250,5,0,2477,47,3607.44001714272,3456.4592538134,3765.01573479425,0,0,0,0.000282310959414843,0.000270495510246974,0.000294642516369163,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-08-13,3,1,2,1,2,1,3,1,2,1,2,1,1,1,3,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2478,47,81.48,81.48,89.29,89.29,66.11,66.11,72.44,72.44,25,25,1,0,4,0,-4,0,-1.71428571428571,0,12778250,"SS","SSD","Africa","South Sudan","2020-08-13",2478,1,4,47,0,0,221.374,0.089,0.357,4.199,0,0,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,81.48,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/08/13","SS",12778250,1,0,2478,47,3591.4132994119,3441.08979865512,3748.30366014676,0,0,0,0.000281056740900507,0.000269292727772201,0.000293334663208714,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-08-14,3,1,2,1,2,1,3,1,2,1,2,1,1,1,3,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2482,47,81.48,81.48,89.29,89.29,66.11,66.11,72.44,72.44,25,25,4,0,4.57142857142857,0,3,0,0.571428571428571,0,12778250,"SS","SSD","Africa","South Sudan","2020-08-14",2482,4,4.571,47,0,0,221.731,0.357,0.408,4.199,0,0,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,81.48,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/08/14","SS",12778250,4,0,2482,47,3581.07970390664,3431.17539685594,3737.53316647209,0,0,0,0.000280248054616762,0.000268516846740042,0.000292491786157892,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-08-15,3,1,2,1,2,1,3,1,2,1,2,1,1,1,3,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2488,47,81.48,81.48,89.29,89.29,66.11,66.11,72.44,72.44,25,25,6,0,3.57142857142857,0,2,0,-1,0,12778250,"SS","SSD","Africa","South Sudan","2020-08-15",2488,6,3.571,47,0,0,222.267,0.536,0.319,4.199,0,0,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,81.48,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/08/15","SS",12778250,6,0,2488,47,3574.85735712338,3425.20272010126,3731.05073424714,0,0,0,0.000279761106342682,0.000268049437137422,0.000291984484123189,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-08-16,3,1,2,1,2,1,3,1,2,1,2,1,1,1,3,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2489,47,81.48,81.48,89.29,89.29,66.11,66.11,72.44,72.44,25,25,1,0,2.71428571428571,0,-5,0,-0.857142857142857,0,12778250,"SS","SSD","Africa","South Sudan","2020-08-16",2489,1,2.714,47,0,0,222.357,0.089,0.242,4.199,0,0,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,81.48,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/08/16","SS",12778250,1,0,2489,47,3562.45567290928,3413.30834831322,3718.12011291484,0,0,0,0.000278790575619453,0.000267118607658578,0.000290972559850906,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-08-17,3,1,2,1,2,1,3,1,2,1,2,1,1,1,3,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2490,47,81.48,81.48,89.29,89.29,66.11,66.11,72.44,72.44,25,25,1,0,2.85714285714286,0,0,0,0.142857142857143,0,12778250,"SS","SSD","Africa","South Sudan","2020-08-17",2490,1,2.857,47,0,0,222.446,0.089,0.255,4.199,0,0,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,81.48,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/08/17","SS",12778250,1,0,2490,47,3550.93618951317,3402.26175815106,3706.10750092511,0,0,0,0.000277889084147921,0.000266254123855071,0.000290032477133028,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-08-18,3,1,2,1,2,1,3,1,2,1,2,1,1,1,3,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2490,47,81.48,81.48,89.29,89.29,66.11,66.11,72.44,72.44,25,25,0,0,2.57142857142857,0,-1,0,-0.285714285714286,0,12778250,"SS","SSD","Africa","South Sudan","2020-08-18",2490,0,2.571,47,0,0,222.446,0,0.23,4.199,0,0,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,81.48,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/08/18","SS",12778250,0,0,2490,47,3538.92024465727,3390.73961762135,3693.57659696405,0,0,0,0.000276948740606677,0.000265352424441637,0.000289051833933759,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-08-19,3,1,1,1,2,1,3,1,2,1,2,1,1,1,3,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2494,47,77.78,77.78,85.71,85.71,63.89,63.89,69.87,69.87,25,25,4,0,2.42857142857143,0,4,0,-0.142857142857143,0,12778250,"SS","SSD","Africa","South Sudan","2020-08-19",2494,4,2.429,47,0,0,222.803,0.357,0.217,4.199,0,0,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,77.78,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/08/19","SS",12778250,4,0,2494,47,3533.53860727919,3385.57410225664,3687.9698130991,0,0,0,0.000276527584550247,0.000264948181656849,0.000288613058368642,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-08-20,3,1,1,1,2,1,3,1,2,1,2,1,1,1,3,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2494,47,77.78,77.78,85.71,85.71,63.89,63.89,69.87,69.87,25,25,0,0,2.28571428571429,0,-4,0,-0.142857142857143,0,12778250,"SS","SSD","Africa","South Sudan","2020-08-20",2494,0,2.286,47,0,0,222.803,0,0.204,4.199,0,0,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,77.78,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/08/20","SS",12778250,0,0,2494,47,3523.357328261,3375.81116631316,3677.35227209651,0,0,0,0.000275730818246708,0.000264184154036207,0.000287782151084578,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-08-21,3,1,1,1,2,1,3,1,2,1,2,1,1,1,3,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2497,47,77.78,77.78,85.71,85.71,63.89,63.89,69.87,69.87,25,25,3,0,2.14285714285714,0,3,0,-0.142857142857143,0,12778250,"SS","SSD","Africa","South Sudan","2020-08-21",2497,3,2.143,47,0,0,223.071,0.268,0.191,4.199,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,77.78,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/08/21","SS",12778250,3,0,2497,47,3518.15636697845,3370.82120099537,3671.93140320112,0,0,0,0.000275323801536083,0.000263793649443028,0.000287357924848952,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-08-22,3,1,1,1,2,1,3,1,2,1,2,1,1,1,3,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2497,47,77.78,77.78,85.71,85.71,63.89,63.89,69.87,69.87,25,25,0,0,1.28571428571429,0,-3,0,-0.857142857142857,0,12778250,"SS","SSD","Africa","South Sudan","2020-08-22",2497,0,1.286,47,0,0,223.071,0,0.115,4.199,0,0,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,77.78,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/08/22","SS",12778250,0,0,2497,47,3509.41337399016,3362.43759958243,3662.81361803428,0,0,0,0.000274639592588199,0.000263137565752934,0.000286644385423221,0,0,0
"South Sudan","SSD",NA,NA,"NAT_TOTAL",2020-08-23,3,1,1,1,2,1,3,1,2,1,2,1,1,1,3,1,1,0,0,0,2,1,1,2,0,0,3,1,0,NA,NA,2499,47,77.78,77.78,85.71,85.71,63.89,63.89,69.87,69.87,25,25,2,0,1.42857142857143,0,2,0,0.142857142857143,0,12778250,"SS","SSD","Africa","South Sudan","2020-08-23",2499,2,1.429,47,0,0,223.25,0.179,0.128,4.199,0,0,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,77.78,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.388,"2020/08/23","SS",12778250,2,0,2499,47,3504.09456445194,3357.33483568603,3657.26962533144,0,0,0,0.000274223353311443,0.000262738233771137,0.000286210523767452,0,0,0
