"countryname","countrycode.x","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","countrycode2","population.x","cases.x","deaths.x","cases_prev_week","deaths_prev_week.x","cases_infected.x","cum_deaths.x","cases_contagious.x","cases_active.x","p_cases_infected.x","p_cases","p_cases_contagious.x","p_cases_active.x","countrycode.y","population.y","cases.y","deaths.y","cum_cases","cum_deaths.y","deaths_prev_week.y","cases_infected.y","cases_infected_low","cases_infected_high","cases_daily","cases_contagious.y","cases_active.y","p_cases_infected.y","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious.y","p_cases_active.y","iso_code","country","sample_size","percent_cli","cli_se","percent_cli_unw","cli_se_unw","percent_ili","ili_se","percent_ili_unw","ili_se_unw","percent_mc","mc_se","percent_mc_unw","mc_se_unw","percent_dc","dc_se","percent_dc_unw","dc_se_unw","percent_hf","hf_se","percent_hf_unw","hf_se_unw","percent_cli_past_smooth","percent_cli_unw_past_smooth","percent_ili_past_smooth","percent_ili_unw_past_smooth","percent_mc_past_smooth","percent_mc_unw_past_smooth","percent_dc_past_smooth","percent_dc_unw_past_smooth","percent_hf_past_smooth","percent_hf_unw_past_smooth","population.x.x","total_responses","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_nottooworried","pct_worried_ill_covid19_notworried","pct_enough_toeat_very_worried","pct_enough_toeat_somewhat_worried","pct_enough_toeat_nottoo_worried","pct_enough_toeat_not_worried","pct_chills","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_nottoo_worried","pct_finances_not_worried","pct_cli_past_smooth","pct_ili_past_smooth","pct_fever_past_smooth","pct_cough_past_smooth","pct_difficulty_breathing_past_smooth","pct_fatigue_past_smooth","pct_stuffy_runny_nose_past_smooth","pct_aches_muscle_pain_past_smooth","pct_sore_throat_past_smooth","pct_chest_pain_past_smooth","pct_nausea_past_smooth","pct_anosmia_ageusia_past_smooth","pct_eye_pain_past_smooth","pct_headache_past_smooth","pct_cmnty_sick_past_smooth","pct_ever_tested_past_smooth","pct_worked_outside_home_past_smooth","pct_grocery_outside_home_past_smooth","pct_ate_outside_home_past_smooth","pct_spent_time_with_non_hh_past_smooth","pct_attended_public_event_past_smooth","pct_used_public_transit_past_smooth","pct_direct_contact_with_non_hh_past_smooth","pct_wear_mask_all_time_past_smooth","pct_wear_mask_most_time_past_smooth","pct_wear_mask_half_time_past_smooth","pct_wear_mask_some_time_past_smooth","pct_wear_mask_none_time_past_smooth","pct_no_public_past_smooth","pct_feel_nervous_all_time_past_smooth","pct_feel_nervous_most_time_past_smooth","pct_feel_nervous_some_time_past_smooth","pct_feel_nervous_little_time_past_smooth","pct_feel_nervous_none_time_past_smooth","pct_feel_depressed_all_time_past_smooth","pct_feel_depressed_most_time_past_smooth","pct_feel_depressed_some_time_past_smooth","pct_feel_depressed_little_time_past_smooth","pct_feel_depressed_none_time_past_smooth","pct_worried_ill_covid19_very_past_smooth","pct_worried_ill_covid19_somewhat_past_smooth","pct_worried_ill_covid19_nottooworried_past_smooth","pct_worried_ill_covid19_notworried_past_smooth","pct_enough_toeat_very_worried_past_smooth","pct_enough_toeat_somewhat_worried_past_smooth","pct_enough_toeat_nottoo_worried_past_smooth","pct_enough_toeat_not_worried_past_smooth","pct_chills_past_smooth","pct_finances_very_worried_past_smooth","pct_finances_somewhat_worried_past_smooth","pct_finances_nottoo_worried_past_smooth","pct_finances_not_worried_past_smooth","population.y.y"
"Bosnia and Herzegovina","BIH",NA,NA,"NAT_TOTAL",2020-09-24,1,1,1,1,2,1,3,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,2,0,0,0,3,1,0,NA,NA,26316,802,40.74,40.74,46.43,46.43,33.89,33.89,39.1,39.1,0,0,"BA",3300998,344,12,1875,61,26081,790,3247,4939,0.00790094389636104,0.000104210908337418,0.000983641916777896,0.00149621417522822,"BA",3300998,344,12,26081,790,61,65854.9507952658,65573.4279649564,66137.6822722245,1166.1062556064,7398.67849631443,10273.2459120512,0.0199500123281704,0.0198647281715882,0.0200356626305816,0.000353258698007814,0.00224134594941119,0.00311216362810618,"BIH","Bosnia and Herzegovina",105,0.006478,0.010764,0.009524,0.009478,0.006478,0.010764,0.009524,0.009478,0.406174,0.065896,0.47619,0.04874,0.462506,0.066899,0.561905,0.04842,0.280371,0.060269,0.314286,0.045304,0.0107138174453669,0.0138707326146511,0.0135671198713619,0.0171170565901966,0.430270867909877,0.476089763639327,0.494918916953838,0.55476458099455,0.335214519878526,0.316879628051347,3300998,102,2.97,2.97,4.95,13.86,6.93,21.78,17.82,13.86,12.75,5.94,2.97,3.96,8.91,22.77,20.41,27.84,14.81,23.71,80.41,71.13,62.89,23.96,16.49,65.26,16.67,34.31,7.84,22.55,4.9,4.9,1.12,2.25,15.73,30.34,50.56,2.15,7.53,9.68,24.73,55.91,21.57,26.47,14.71,23.53,2.94,9.8,18.63,56.86,3.96,16.67,21.11,33.33,28.89,3.06229100413527,2.64256215177413,4.39542217207169,13.4324102455838,5.68748433214602,22.602839986994,20.7855162144916,12.7301899709417,8.98468752857556,5.22677470963506,5.49449133564214,4.35764417537444,6.45672683225812,19.7278120952477,20.9860920380473,23.6756908537506,24.13710068254,75.5763871274392,63.5659480661491,61.0824301871524,24.5451112299094,14.7945929084388,59.8244110325389,21.2864153283759,30.7570755626733,12.4651405639998,19.2425787932065,6.08326335577495,3.27025351743375,1.67898435080349,4.80898996440713,12.9295439372427,28.1932245452225,52.811446714423,1.67202226932119,6.29442628398169,9.24393542816566,23.9610721100038,57.5852538179222,23.6315333485708,34.412173361521,17.1146112234628,16.96250524169,6.06295418343663,11.2013264627254,20.656181561225,52.80388927561,2.15555892085779,15.6737206774431,27.2758692407318,26.8174920341987,30.0542810572361,3300998
"Bosnia and Herzegovina","BIH",NA,NA,"NAT_TOTAL",2020-09-25,1,1,1,1,2,1,3,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,2,0,0,0,3,1,0,NA,NA,26564,808,40.74,40.74,46.43,46.43,33.89,33.89,39.1,39.1,0,0,"BA",3300998,235,12,1716,61,26316,802,3182,5174,0.00797213448781247,7.11905914514338e-05,0.000963950902121116,0.00156740476667965,"BA",3300998,235,12,26316,802,61,66677.8097988608,66395.1677233868,66961.6550724827,822.859003594989,8221.53749990942,11096.1049156462,0.0201992881543281,0.0201136649350853,0.0202852758688381,0.000249275826157722,0.00249062177556891,0.0033614394542639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,0,0,0,12.5,6.94,16.9,13.7,11.27,4.17,5.63,4.23,2.78,2.82,10.96,18.92,28.57,15,24.64,79.71,64.71,66.67,38.24,17.65,58.82,21.62,32.43,6.76,21.62,6.76,0,1.59,1.59,9.52,26.98,60.32,0,7.58,7.58,24.24,60.61,12.16,41.89,13.51,13.51,8.11,9.46,17.57,50,0,14.29,30.16,30.16,25.4,2.51042784479344,2.34676566466801,3.7734410935876,13.3404805444043,5.8229819133809,21.8910519248158,20.0081702728238,12.7054085998881,8.42237151223522,5.24724094122012,5.39379565459827,3.86222049804383,5.931154436481,18.8447870469226,20.3079708498755,24.9490584747265,23.7482071514366,76.292686065109,64.1162244758851,61.8928940413567,32.30252441775,16.0040196865225,59.8143353763779,21.3730292185671,31.0633539745768,10.9343436245645,20.5407564916033,6.13348646530046,2.96989789276715,1.69988007293174,3.82416731801574,12.4281907863851,28.1636044845284,53.853848030264,1.6273121015033,6.76824248442202,8.63672736976297,23.9488625367322,57.8642821073739,21.7142107780072,35.3177369301076,16.3969477746086,16.0504641390918,6.28500005668739,11.0381804990364,20.4750022224485,52.5073607561413,1.29010958452918,15.6003540895203,27.970467790382,26.9596634793405,29.392131539145,3300998
"Bosnia and Herzegovina","BIH",NA,NA,"NAT_TOTAL",2020-09-26,1,1,1,1,2,1,3,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,2,0,0,0,3,1,0,NA,NA,26797,820,40.74,40.74,46.43,46.43,33.89,33.89,39.1,39.1,0,0,"BA",3300998,248,6,1672,62,26564,808,3102,4904,0.00804726328219526,7.51287943827897e-05,0.000939715807158926,0.00148561132118226,"BA",3300998,248,6,26564,808,62,67038.8993480614,66755.8731884651,67323.1254591104,361.089549200551,8317.09582264229,11457.1944648468,0.0203086761482622,0.0202229365750798,0.0203947792331623,0.000109387993934123,0.00251957008839214,0.00347082744819802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,6.19,7.22,7.22,18.56,7.22,27.84,19.59,15.46,6.19,11.34,8.25,6.19,8.25,19.59,20.21,17.39,18.75,32.97,67.03,64.84,59.34,21.98,19.78,50,13.4,28.87,15.46,20.62,11.34,2.06,2.33,1.16,8.14,31.4,56.98,3.41,2.27,11.36,25,57.95,21.65,25.77,19.59,19.59,3.09,9.28,16.49,59.79,5.15,12.79,26.74,31.4,29.07,3.19675673194121,3.23374505109331,3.9519866644268,14.4957377808177,5.87892636336574,22.4942720257997,20.0614044634518,12.7978735873532,8.18320081677472,5.56949534048291,5.59984964697009,4.50165038442855,6.14257601909085,18.8942512870252,20.0866887160757,23.6807759119041,25.9987027889923,75.0872118482183,64.5479611354796,61.6021685941156,27.3786734725733,18.6262272741434,58.0234074450762,20.0679546532588,30.8196688765062,11.8262500503947,20.9823898597507,7.1084876362369,2.88193363591877,1.69856428681704,3.28068338497329,11.8740401371372,28.2464197493801,54.2377772348768,1.67717716370158,5.72042758258816,9.04174927810825,23.9991504482277,57.8956449574693,21.6957014240808,33.9969665690617,16.868985715262,17.6259031268049,5.98342982316911,10.8685430939949,20.2423079728928,53.2598097687772,2.99369259455408,15.46978790113,27.0310309436597,27.1507355321303,29.3023164417757,3300998
"Bosnia and Herzegovina","BIH",NA,NA,"NAT_TOTAL",2020-09-27,1,1,1,1,2,1,3,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,2,0,0,0,3,1,0,NA,NA,26920,822,40.74,40.74,46.43,46.43,33.89,33.89,39.1,39.1,0,0,"BA",3300998,231,0,1583,56,26795,808,3165,4834,0.00811724211889859,6.99788367033243e-05,0.000958800944441651,0.00146440561309034,"BA",3300998,231,0,26795,808,56,66865.4839232628,66583.1270819656,67149.0381457784,0,7900.65055203883,11438.2737727043,0.0202561419071635,0.0201706050963877,0.0203420414510334,0,0.00239341270489677,0.00346509563856273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,3.23,4.3,4.3,11.83,5.38,15.05,18.28,13.98,12.9,5.38,6.45,4.3,5.38,21.51,17.02,21.98,10,25,73.12,64.13,54.35,28.26,14.89,58.24,20.21,29.79,18.09,15.96,6.38,3.19,3.61,2.41,13.25,33.73,46.99,3.45,1.15,6.9,28.74,59.77,17.02,28.72,26.6,17.02,6.38,10.64,28.72,45.74,8.6,20.69,28.74,24.14,26.44,3.24553238872443,3.61243897179658,3.99956226107199,14.0013846304772,5.87763882275491,21.6045191058833,19.9675500091463,12.8473234751847,8.64867516669635,5.56636076400681,5.65717935453609,4.01249668047792,6.0590107121386,19.1285688219267,19.1867259603331,23.505560111435,25.6654382817167,74.8454275877246,64.6398796837636,60.6141851612703,28.0417524578546,16.9143431271641,58.06202056147,20.0379220059241,30.7285918102688,12.8279468755747,19.3830599945974,6.96451285543266,2.89824356962226,1.75540034653372,3.04888147605973,12.0718464256132,28.3865886287386,53.3088575957016,1.81529990895269,5.31183840170642,8.3670403626215,24.7918320659938,58.0850682360477,20.8837097882319,33.0168148626832,18.3722281526999,17.9072553597067,6.02951138678886,10.8219781228887,20.6895545775432,52.5038051023376,7.44735757147349,15.6589732113402,27.3795863515895,27.0257996580423,28.8572342950656,3300998
"Bosnia and Herzegovina","BIH",NA,NA,"NAT_TOTAL",2020-09-28,1,1,1,1,2,1,3,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,2,0,0,0,3,1,0,NA,NA,27001,829,40.74,40.74,46.43,46.43,33.89,33.89,39.1,39.1,0,0,"BA",3300998,122,2,1493,53,26917,810,2993,4659,0.00815420063871593,3.69585198173401e-05,0.000906695490272942,0.00141139134286055,"BA",3300998,122,2,26917,810,53,66595.7371271655,66314.8556081165,66877.8083408465,0,6260.1671705675,9456.85573780799,0.0201744251669239,0.020089335288333,0.0202598754500447,0,0.00189644682322361,0.00286484746061888,"BIH","Bosnia and Herzegovina",104,0.005722,0.008674,0.009615,0.009569,0.012378,0.012716,0.019231,0.013467,0.564793,0.057018,0.528846,0.048947,0.475309,0.057433,0.538462,0.048884,0.240795,0.049173,0.288462,0.044425,0.0101718899045166,0.0133459509791252,0.0133379254260154,0.0173023146034662,0.485509576989505,0.497029938732374,0.492198923880008,0.554138237625939,0.305001449481569,0.257323204975017,3300998,98,2.08,1.04,3.12,9.28,4.21,23.71,15.62,17.35,7.37,8.42,6.25,3.16,7.37,25,21.43,16.49,18.75,26.88,67.71,56.84,61.29,27.66,13.83,60.22,27.55,28.57,14.29,15.31,5.1,3.06,1.12,1.12,13.48,25.84,58.43,2.25,2.25,10.11,20.22,65.17,16.33,29.59,26.53,13.27,3.06,9.18,18.37,58.16,4.21,7.95,26.14,32.95,32.95,3.03115038755934,2.98149380509877,3.99364576489141,13.3515170836531,5.84124725754142,21.7544031544155,19.6136281114964,12.9897901679176,8.50432231205854,5.7893568988755,5.69626089893747,4.00368740683574,6.18705258467918,19.6766885607921,19.4192760198587,22.1399728379374,25.8491700621013,73.5429767054687,62.4974100300864,60.6916683328039,28.3552414926481,15.9518531652904,58.5035861841088,21.2117792755832,30.4706679141149,13.0124269684922,17.8034460205377,6.59610681751985,2.90272378088891,1.73974986392482,2.66974336358806,12.2871133614142,28.3255985944253,53.9348071568139,1.8641219621376,5.04844711897901,8.50545858784899,24.0159288232616,58.7473356352081,19.8343997948452,29.9390030022379,19.422671250403,16.9622888229009,5.72229413387173,10.6572672041151,20.554556523209,53.0822600260192,5.88563242467994,15.339536304331,26.7172379494714,27.277247657331,29.3539371715926,3300998
"Bosnia and Herzegovina","BIH",NA,NA,"NAT_TOTAL",2020-09-29,1,1,1,1,2,1,3,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,2,0,0,0,3,1,0,NA,NA,27226,843,40.74,40.74,46.43,46.43,33.89,33.89,39.1,39.1,0,0,"BA",3300998,80,12,1481,59,26997,822,2791,4453,0.00817843573367812,2.42350949621902e-05,0.000845501875493411,0.00134898597333291,"BA",3300998,80,12,26997,822,59,67056.4278933543,66775.9030015312,67338.1312674052,0,5410.36482248981,9061.56475167773,0.0203139862227588,0.0202290043803514,0.0203993250730249,0,0.00163900881566418,0.00274509852828682,"BIH","Bosnia and Herzegovina",101,0.029272,0.019003,0.029703,0.016892,0.029272,0.019003,0.029703,0.016892,0.447025,0.056048,0.485149,0.04973,0.50656,0.056361,0.534653,0.049632,0.367022,0.054336,0.405941,0.048864,0.0117664634131395,0.0150739574313755,0.0146925826875505,0.0185618255778665,0.474327152290036,0.492620487242194,0.494984867545573,0.552632281179682,0.316786723165361,0.342645131140831,3300998,97,1.03,1.03,1.03,13.4,4.12,15.46,21.65,8.25,8.33,3.09,4.12,1.03,9.28,23.71,25.26,18.09,23.53,25.56,68.48,58.24,64.13,25,9.68,58.7,19.59,30.93,12.37,17.53,8.25,3.09,1.2,9.64,12.05,22.89,54.22,2.41,7.23,16.87,22.89,50.6,19.59,30.93,20.62,12.37,4.12,16.49,17.53,48.45,6.19,20.24,28.57,23.81,27.38,2.73707590199813,2.73468091415835,3.89893292599703,13.4193650912999,5.64417714905794,20.9683910505198,19.8859207542741,12.8766899812732,8.47656464453839,5.60140631045464,5.59132638260335,3.9142662627079,6.58976082674518,19.9045616644154,20.3596173499541,21.2106017595248,25.6759573444876,72.3464157657144,61.2517243543423,61.1681635780165,27.7898381340907,13.9482705198782,58.5691379003807,20.9735127895876,30.5597309179204,12.8618843952915,17.5105439815598,6.88696143499884,2.90994762224986,1.7269255231895,4.22063255884897,12.2955065808008,28.1927742814165,53.9606205177072,1.9313792604645,5.22070315502027,13.5975237798221,23.8983262657376,58.0757367402386,19.6528244815437,29.658679992332,19.6448215244577,16.067502742086,5.46818050419993,11.1114277750791,20.3822048819058,52.6196920141483,6.52106492326905,15.5091047626408,27.1976012010483,27.1371505932397,29.0584897256482,3300998
"Bosnia and Herzegovina","BIH",NA,NA,"NAT_TOTAL",2020-09-30,1,1,1,1,2,1,3,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,2,0,0,0,3,1,0,NA,NA,27469,856,40.74,40.74,46.43,46.43,33.89,33.89,39.1,39.1,0,0,"BA",3300998,225,14,1485,58,27222,836,2622,4388,0.00824659693825928,6.816120458116e-05,0.000794305237385785,0.00132929495867613,"BA",3300998,225,14,27222,836,58,68060.1487021031,67778.0742699562,68343.3970534876,422.200253640243,4611.99017941867,9004.82730275021,0.0206180520867032,0.0205326008285846,0.0207038589703743,0.000127900790500401,0.00139715024953625,0.00272791056000343,"BIH","Bosnia and Herzegovina",115,0.01085,0.010768,0.017391,0.01219,0.01085,0.010768,0.017391,0.01219,0.436079,0.051547,0.443478,0.046326,0.45893,0.051798,0.495652,0.046623,0.358988,0.049864,0.382609,0.045322,0.0116192724727336,0.0153135356019068,0.0142544277500328,0.0184642087982901,0.462143443855914,0.471482868529878,0.489289301442768,0.543129658595824,0.325468425463071,0.377467010179906,3300998,110,1.83,1.83,2.75,7.34,2.75,13.76,15.6,10.09,5.45,0.92,0.92,2.75,3.67,11.82,21.3,19.05,15.79,30.39,80.39,70.71,63,22,15.84,53.92,18.18,28.18,19.09,18.18,5.45,1.82,0,1.05,6.32,31.58,61.05,1.01,3.03,6.06,25.25,64.65,16.36,37.27,20,13.64,3.64,11.82,23.64,48.18,3.64,12.24,32.65,27.55,27.55,2.64483975762326,2.71717259282098,3.85985932649289,12.7196285883167,5.37348275825665,20.0220722887476,19.4605893663988,12.817461863596,8.16118960991442,5.36278041203623,5.27188312703517,3.89329605980047,6.21984332239634,19.4567548437522,20.3837998847914,20.6266496876648,26.5178969025283,73.9633814562776,63.8992906427603,61.4416234907355,25.1323015538677,14.3567805550224,57.6909536717605,20.5358507405285,30.25279688631,13.8995691484274,17.6369559913809,6.60882406755911,2.80711197006221,1.56525966796311,3.29179826959567,11.6117875104863,28.2776084853057,54.7977671314841,1.83345221081882,5.03056319209371,9.21361519524009,23.9692900435256,58.6784290048273,18.5650098085278,32.5690287548727,19.7766098964832,15.669021382477,5.05792025096783,11.1555620495553,20.5498538977009,52.1385568646827,5.32681801438601,15.3657227024443,29.0232656086493,27.1571090792732,28.8115819324152,3300998
"Bosnia and Herzegovina","BIH",NA,NA,"NAT_TOTAL",2020-10-01,1,1,1,1,2,1,3,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,2,0,0,0,3,1,0,NA,NA,27749,861,40.74,40.74,46.43,46.43,33.89,33.89,39.1,39.1,0,0,"BA",3300998,243,13,1384,59,27465,849,2573,4331,0.00832021103920693,7.36141009476528e-05,0.000779461241721443,0.00131202745351557,"BA",3300998,243,13,27465,849,59,69052.3228059705,68768.5504587421,69337.2661353487,1591.2232042689,5842.40623070365,10596.0505070191,0.0209186200070314,0.0208326543847473,0.0210049403651104,0.000482043068268717,0.00176989087260994,0.00320995362827215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,3.53,3.53,3.53,9.41,4.71,23.53,16.47,11.76,7.14,5.88,7.06,5.95,4.76,18.6,17.44,29.76,28,29.49,67.09,63.29,71.79,32.05,19.48,71.43,11.63,30.23,17.44,11.63,10.47,1.16,5.8,0,10.14,27.54,56.52,4.23,2.82,7.04,22.54,63.38,9.3,32.56,24.42,13.95,1.16,8.14,15.12,56.98,5.95,10,25.71,30,34.29,2.75527994266543,2.77210773298867,3.85640255716015,12.342539801063,5.30624641065987,20.2963748582985,18.5849906247654,12.8049612790114,8.03963151976578,5.38729374431438,5.3891316639483,3.99166969856129,6.0875031139453,19.4063104071013,19.690003516161,22.5137260715792,26.9843514401111,72.5991762699054,63.8912929198249,62.943403077251,28.1914482888581,15.9188962685557,60.2322589479333,19.1516957685233,30.2540143346477,14.6419139768469,14.3798603936315,7.34702436984976,2.65685338378167,1.79883963834528,2.74664232312621,11.4519594245598,28.2614021242824,55.0379603028902,2.14853754325167,4.83324404800389,8.65827631459562,23.8322128065543,59.154817442523,15.626856535914,32.4221765714798,21.4229117368852,15.3956127011173,4.16683069137518,10.8977614884542,20.2431276256503,52.6253121811456,5.79398063785036,15.1446396733421,27.7312180812063,27.2769158828784,29.4414030605458,3300998
"Bosnia and Herzegovina","BIH",NA,NA,"NAT_TOTAL",2020-10-02,1,1,1,1,2,1,3,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,2,0,0,0,3,1,0,NA,NA,27975,871,40.74,40.74,46.43,46.43,33.89,33.89,39.1,39.1,0,0,"BA",3300998,280,5,1429,52,27745,854,2533,4283,0.0084050338715746,8.48228323676658e-05,0.000767343694240348,0.00129748639653826,"BA",3300998,280,5,27745,854,52,69502.9470808924,69218.2059395645,69788.8595544799,450.624274921865,5789.33680029379,10781.1435554733,0.0210551315332189,0.0209688724257223,0.0211417454825722,0.000136511526187494,0.00175381408904028,0.00326602547334876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,0,0,0,14.81,10.98,23.17,19.75,13.41,12.35,3.7,6.17,0,6.17,23.17,22.22,18.42,0,28,75,55.41,53.33,20.27,24,52.63,21.69,19.28,15.66,22.89,4.82,6.02,4,12,9.33,25.33,49.33,4,5.33,10.67,32,48,14.46,39.76,14.46,18.07,8.43,13.25,25.3,42.17,1.23,17.33,28,21.33,33.33,2.48372970493757,2.67801705760488,2.71501653657238,12.6405047853172,5.87263932012808,20.4962674472423,18.9160262703201,12.837036105728,8.43643562589744,5.34903481102698,5.43495617476004,3.86814881093915,6.09120126242621,19.6176917486706,19.9713631536515,21.7010889463823,27.0741168119404,73.006637898878,61.5863957409546,61.7107447390318,24.3347141952188,20.3619686398951,59.0619840759985,19.4180255857111,28.5381086617249,14.9703787583029,17.7189782135582,6.88132958298327,2.92769363469322,2.33069292107905,4.28766837311536,10.3928067692128,28.1916564035021,54.428826131045,2.64041667921416,4.85440606678848,8.87966841673467,24.7067799148974,58.2283265443715,14.8860050940746,33.2706483065437,19.8293636215754,16.1084221256933,5.02033044120891,11.0677248798095,20.4987546272137,51.4972953303361,3.79716569302147,15.2034932638666,27.796249434946,27.0408639298612,29.8642016696337,3300998
"Bosnia and Herzegovina","BIH",NA,NA,"NAT_TOTAL",2020-10-03,1,1,1,1,2,1,3,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,2,0,0,0,3,1,0,NA,NA,27975,871,40.74,40.74,46.43,46.43,33.89,33.89,39.1,39.1,0,0,"BA",3300998,0,0,1181,46,27745,854,2321,4115,0.0084050338715746,0,0.000703120692590544,0.00124659269711766,"BA",3300998,0,0,27745,854,46,68857.0147409673,68574.8694658712,69140.3208780072,0,5653.19425589839,10364.6982848698,0.0208594536382534,0.0207739809190648,0.0209452780274351,0,0.00171257124539257,0.00313986808985338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,6.33,7.59,7.59,15.19,5.19,29.11,25.32,17.72,6.49,7.79,10.26,11.39,7.69,22.78,26.25,15.38,25,22.97,72.97,67.57,63.51,25.68,18.92,54.79,23.75,20,16.25,16.25,8.75,6.25,0,2.86,12.86,30,54.29,1.39,2.78,8.33,27.78,59.72,17.5,33.75,20,16.25,7.5,10,21.25,50,5.13,12.5,30.56,22.22,34.72,2.90011285238592,2.90464885096621,3.94604419278531,12.9525241800709,5.86588270938393,21.3179580620944,20.0125048070613,12.9843891312671,8.22971488567751,5.42766379316397,5.74407885524969,4.16937441758681,6.22124986125501,19.7945213977144,21.3053801141245,20.3337869032333,26.2865885809314,72.937510428366,63.1868995243673,62.00008539919,24.8783118812908,19.680679216776,58.3714008729717,19.9915059978662,26.6448055648715,15.398261035559,17.1100851697485,7.24397532249773,3.23707481626799,1.81570638476253,4.156689259729,11.3720594003905,28.2365935399699,54.4278724224993,2.33203427260271,4.66457069262223,8.64475898965516,24.8174417509915,58.3848713374174,15.0151850991146,33.2286348176149,19.9338733923314,16.2862471258891,5.4126639944252,10.9666560939268,20.5343734534329,51.2687094153613,4.24989729294508,15.0834967907923,29.1407809371673,26.8504743153224,30.3739641933027,3300998
