"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","owid_iso_code","owid_continent","owid_location","owid_date","owid_total_cases","owid_new_cases","owid_new_cases_smoothed","owid_total_deaths","owid_new_deaths","owid_new_deaths_smoothed","owid_total_cases_per_million","owid_new_cases_per_million","owid_new_cases_smoothed_per_million","owid_total_deaths_per_million","owid_new_deaths_per_million","owid_new_deaths_smoothed_per_million","owid_reproduction_rate","owid_icu_patients","owid_icu_patients_per_million","owid_hosp_patients","owid_hosp_patients_per_million","owid_weekly_icu_admissions","owid_weekly_icu_admissions_per_million","owid_weekly_hosp_admissions","owid_weekly_hosp_admissions_per_million","owid_new_tests","owid_total_tests","owid_total_tests_per_thousand","owid_new_tests_per_thousand","owid_new_tests_smoothed","owid_new_tests_smoothed_per_thousand","owid_positive_rate","owid_tests_per_case","owid_tests_units","owid_total_vaccinations","owid_total_vaccinations_per_hundred","owid_stringency_index","owid_population","owid_population_density","owid_median_age","owid_aged_65_older","owid_aged_70_older","owid_gdp_per_capita","owid_extreme_poverty","owid_cardiovasc_death_rate","owid_diabetes_prevalence","owid_female_smokers","owid_male_smokers","owid_handwashing_facilities","owid_hospital_beds_per_thousand","owid_life_expectancy","owid_human_development_index","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active","W_date","W_p_cases","W_p_cases_recent","W_p_cases_fatalities","W_p_cases_stillsick","W_p_cases_smooth","W_p_cases_smooth_low","W_p_cases_smooth_high","W_p_cases_fatalities_smooth","W_p_cases_fatalities_smooth_low","W_p_cases_fatalities_smooth_high","W_p_cases_recent_smooth","W_p_cases_recent_smooth_low","W_p_cases_recent_smooth_high","W_p_cases_stillsick_smooth","W_p_cases_stillsick_smooth_low","W_p_cases_stillsick_smooth_high","gmob_country_region_code","gmob_country_region","gmob_sub_region_1","gmob_sub_region_2","gmob_metro_area","gmob_iso_3166_2_code","gmob_census_fips_code","gmob_date","gmob_retail_and_recreation_percent_change_from_baseline","gmob_grocery_and_pharmacy_percent_change_from_baseline","gmob_parks_percent_change_from_baseline","gmob_transit_stations_percent_change_from_baseline","gmob_workplaces_percent_change_from_baseline","gmob_residential_percent_change_from_baseline"
"United States","USA",NA,NA,"NAT_TOTAL",2020-06-19,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,0,NA,NA,2216739,121960,68.98,68.98,68.57,68.57,63.89,63.89,64.1,64.1,62.5,62.5,31189,659,24719.4285714286,625.857142857143,3315,-34,900.142857142859,-22.7142857142857,329064917,"US","USA","North America","United States","2020-06-19",2216739,31189,24719.429,121960,659,625.857,6697.043,94.226,74.68,368.456,1.991,1.891,1.21,5341,16.136,28706,86.724,NA,NA,NA,NA,706583,29907154,90.353,2.135,607209,1.834,NA,NA,"tests performed",NA,NA,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/06/19","US",329064917,31189,659,2216738,121960,10220974.4635832,10201526.7163119,10240459.285195,82516.3989421483,607760.182979539,908729.167025786,0.0310606629134616,0.0310015628810163,0.031119875611641,0.000250760244192632,0.00184693095976421,0.00276154983433189,"2020/06/19","US",329064917,31189,659,2216738,121960,9365942.02898551,52826.0869565215,484565.217391305,767173.913043479,0.0067364762558386,0.000370625957673877,0.0284622928338043,0.000160533937917549,0.0014725520478116,0.00233137558399602,"2020-06-19",0.061624649859944,0,0,0,0.044390492388275,0.0412820977573507,0.0474988870191993,0.00232421100008011,0.00215485191258442,0.0024935700875758,1.58355920856399e-05,-5.06038652776244e-05,8.22750494489042e-05,0.0415842328335365,-0.128203219706651,0.211371685373724,"US","United States",NA,NA,NA,NA,NA,"2020-06-19",-15,0,60,-28,-36,9
"United States","USA",NA,NA,"NAT_TOTAL",2020-06-20,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,0,NA,NA,2248483,122563,68.98,68.98,68.57,68.57,63.89,63.89,64.1,64.1,62.5,62.5,31744,603,25656.5714285714,602.142857142857,555,-56,937.142857142855,-23.7142857142858,329064917,"US","USA","North America","United States","2020-06-20",2248483,31744,25656.571,122563,603,602.143,6792.946,95.903,77.512,370.278,1.822,1.819,1.22,5229,15.797,28084,84.845,NA,NA,NA,NA,585824,30492978,92.123,1.77,614660,1.857,0.079,12.7,"tests performed",NA,NA,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/06/20","US",329064917,31744,603,2248482,122563,10298513.9007557,10278919.3085083,10318145.8459614,77539.4371724334,681163.912685832,921091.809649063,0.0312962985986004,0.0312367523168941,0.0313559583927369,0.000235635685138788,0.00206999858537284,0.00279911884270867,"2020/06/20","US",329064917,31744,603,2248482,122563,9413623.1884058,47681.1594202891,510797.101449275,786884.057971014,0.00683294354347717,0.000372458422846699,0.02860719177914,0.000144898945335729,0.00155226848886257,0.00239127302036581,"2020-06-20",0.061624649859944,0,0,0,0.044390492392205,0.0412820977623354,0.0474988870220745,0.00232421100008012,0.00215485191258443,0.00249357008757581,1.82571319871547e-05,-5.6384303015057e-05,9.28985669893663e-05,0.0401737206889491,-0.119642794246397,0.199990235624295,"US","United States",NA,NA,NA,NA,NA,"2020-06-20",-17,6,69,-20,-11,3
"United States","USA",NA,NA,"NAT_TOTAL",2020-06-21,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,0,NA,NA,2274194,122859,68.98,68.98,68.57,68.57,63.89,63.89,64.1,64.1,62.5,62.5,25711,296,26607.2857142857,599.428571428571,-6033,-307,950.714285714286,-2.71428571428567,329064917,"US","USA","North America","United States","2020-06-21",2274194,25711,26607.286,122859,296,599.429,6870.622,77.676,80.384,371.172,0.894,1.811,1.22,5195,15.695,28325,85.573,478,1.444,6829,20.631,425569,30918547,93.409,1.286,616085,1.861,NA,NA,"tests performed",NA,NA,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/06/21","US",329064917,25711,296,2274193,122859,10319125.2470502,10299491.7132514,10338796.2075163,20611.3462945558,657144.765634498,886929.112101451,0.0313589347084673,0.0312992700867331,0.0314187130666266,6.26361098669045e-05,0.00199700646190277,0.00269530134110726,"2020/06/21","US",329064917,25711,296,2274193,122859,9434275.36231884,20652.173913043,503333.333333332,748115.942028984,0.00691107706264536,0.000373357941405829,0.0286699519606304,6.27601814903987e-05,0.00152958673906077,0.00227346004809435,"2020-06-21",0.061624649859944,0,0,0,0.0443904923961349,0.0412820977672981,0.0474988870249717,0.00232421100008013,0.00215485191258444,0.00249357008757581,2.10489678310575e-05,-6.27493238469609e-05,0.000104847259509076,0.0388110522671975,-0.111515642281177,0.189137746815572,"US","United States",NA,NA,NA,NA,NA,"2020-06-21",-17,2,59,-23,-13,2
"United States","USA",NA,NA,"NAT_TOTAL",2020-06-22,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,0,NA,NA,2305200,123247,68.98,68.98,68.57,68.57,63.89,63.89,64.1,64.1,62.5,62.5,31006,388,28250.4285714286,599.714285714286,5295,92,1643.14285714286,0.285714285714221,329064917,"US","USA","North America","United States","2020-06-22",2305200,31006,28250.429,123247,388,599.714,6964.295,93.673,85.348,372.344,1.172,1.812,1.24,5323,16.081,28954,87.474,NA,NA,NA,NA,546883,31465430,95.061,1.652,621615,1.878,NA,NA,"tests performed",NA,NA,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,"2020/06/22","US",329064917,186843,4243,1122871,52293,2280912,119975,2137887,2280897,0.0069314955261548,0.000567799818052315,0.0064968548439942,0.00693144994244403,"2020/06/22","US",329064917,31006,388,2305199,123247,10368104.982472,10348378.6549252,10387868.9128174,48979.7354217805,647359.18286977,870685.270953747,0.0315077799146604,0.0314478333007016,0.0315678408002923,0.0001488452061931,0.00196726891694069,0.00264593770399944,"2020/06/22","US",329064917,31006,388,2305199,123247,9455942.02898551,21666.6666666679,464057.971014492,716231.884057971,0.00700530163171421,0.000374537040057661,0.0287357950984046,6.58431377741429e-05,0.00141023228864745,0.0021765671363197,"2020-06-22",0.061624649859944,0,0,0,0.0443904924000649,0.0412820977722389,0.0474988870278909,0.00232421100008013,0.00215485191258445,0.00249357008757582,2.42677243646277e-05,-6.97425532529147e-05,0.00011827800198217,0.0374946047380046,-0.103802222177974,0.178791431653983,"US","United States",NA,NA,NA,NA,NA,"2020-06-22",-16,-5,43,-32,-38,11
"United States","USA",NA,NA,"NAT_TOTAL",2020-06-23,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,0,NA,NA,2341372,124088,68.98,68.98,68.57,68.57,63.89,63.89,64.1,64.1,62.5,62.5,36172,841,30049.7142857143,602.714285714286,5166,453,1799.28571428571,3,329064917,"US","USA","North America","United States","2020-06-23",2341372,36172,30049.714,124088,841,602.714,7073.575,109.28,90.784,374.885,2.541,1.821,1.27,5402,16.32,30394,91.824,NA,NA,NA,NA,703473,32168903,97.186,2.125,625564,1.89,NA,NA,"tests performed",NA,NA,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/06/23","US",329064917,36172,841,2341371,124088,10475347.1330538,10455417.7698788,10495314.4841433,107242.150581798,690393.959521038,901124.752668949,0.0318336795929352,0.0317731159711529,0.0318943586567246,0.00032589967827472,0.00209804790439279,0.0027384406726924,"2020/06/23","US",329064917,36172,841,2341371,124088,9482246.37681159,26304.347826086,435579.710144928,692318.840579709,0.00711522523077111,0.000377092766774648,0.0288157317506187,7.99366522140857e-05,0.00132368930153963,0.00210389745248871,"2020-06-23",0.061624649859944,0,0,0,0.0443904924039948,0.0412820977771576,0.047498887030832,0.00232421100008015,0.00215485191258446,0.00249357008757583,2.79786852526136e-05,-7.74072912316425e-05,0.00013336466173687,0.0362228103165188,-0.0964838197020554,0.168929440335093,"US","United States",NA,NA,NA,NA,NA,"2020-06-23",-13,0,54,-30,-38,11
"United States","USA",NA,NA,"NAT_TOTAL",2020-06-24,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,0,NA,NA,2375813,124844,68.98,68.98,68.57,68.57,63.89,63.89,64.1,64.1,62.5,62.5,34441,756,31162.4285714286,605.142857142857,-1731,-85,1112.71428571429,2.42857142857144,329064917,"US","USA","North America","United States","2020-06-24",2375813,34441,31162.429,124844,756,605.143,7177.625,104.051,94.146,377.169,2.284,1.828,1.28,5293,15.991,31271,94.474,NA,NA,NA,NA,767335,32936238,99.504,2.318,634214,1.916,NA,NA,"tests performed",NA,NA,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/06/24","US",329064917,34441,756,2375812,124844,10564051.2750376,10543954.0354843,10584186.8208123,88704.141983794,707426.449241215,950836.9944339,0.0321032438564017,0.0320421700727346,0.0321644340493833,0.000269564263466573,0.0021498081767289,0.00288951190270429,"2020/06/24","US",329064917,34441,756,2375812,124844,9569492.75362319,87246.3768115956,483333.333333334,731811.5942029,0.00721988846960553,0.000379390185797291,0.0290808659910202,0.000265134240401555,0.00146880845803849,0.00222391253639141,"2020-06-24",0.061624649859944,0,0,0,0.0443904924079248,0.0412820977820544,0.0474988870337951,0.00232421100008016,0.00215485191258447,0.00249357008757584,3.22571171776544e-05,-8.57853932078726e-05,0.000150299627563181,0.0349941543962074,-0.0895425143978152,0.15953082319023,"US","United States",NA,NA,NA,NA,NA,"2020-06-24",-12,-1,57,-30,-36,11
"United States","USA",NA,NA,"NAT_TOTAL",2020-06-25,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,0,NA,NA,2416165,125389,68.98,68.98,68.57,68.57,63.89,63.89,64.1,64.1,62.5,62.5,40352,545,32945,584,5911,-211,1782.57142857143,-21.1428571428571,329064917,"US","USA","North America","United States","2020-06-25",2416165,40352,32945,125389,545,584,7299.534,121.908,99.531,378.816,1.647,1.764,1.3,5320,16.072,31926,96.452,NA,NA,NA,NA,774773,33711011,101.845,2.341,644349,1.947,NA,NA,"tests performed",NA,NA,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/06/25","US",329064917,40352,545,2416164,125389,10656637.7213011,10636364.9424418,10676949.139824,92586.446263494,731445.401516708,1043423.44069739,0.0323846061088946,0.0323229988763638,0.0324463307640418,0.000281362252492854,0.00222279970829193,0.00317087415519715,"2020/06/25","US",329064917,40352,545,2416164,125389,9631304.34782609,61811.5942028984,499420.289855072,749927.536231885,0.00734251472939608,0.000381046393955148,0.0292687061131652,0.000187840122144952,0.00151769533625206,0.00227896532717246,"2020-06-25",0.061624649859944,0,0,0,0.0443904924118547,0.0412820977869292,0.0474988870367802,0.00232421100008016,0.00215485191258448,0.00249357008757585,3.71897964188908e-05,-9.49158164647851e-05,0.000169295409302567,0.0338071737450793,-0.0829611473029618,0.15057549479312,"US","United States",NA,NA,NA,NA,NA,"2020-06-25",-13,1,64,-29,-36,11
"United States","USA",NA,NA,"NAT_TOTAL",2020-06-26,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,0,NA,NA,2461586,126020,68.98,68.98,68.57,68.57,63.89,63.89,64.1,64.1,62.5,62.5,45421,631,34978.1428571429,580,5069,86,2033.14285714286,-4,329064917,"US","USA","North America","United States","2020-06-26",2461586,45421,34978.143,126020,631,580,7436.756,137.222,105.673,380.722,1.906,1.752,1.3,5283,15.961,31810,96.102,NA,NA,NA,NA,808365,34519376,104.287,2.442,658889,1.991,NA,NA,"tests performed",NA,NA,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/06/26","US",329064917,45421,631,2461585,126020,10773426.7963195,10752932.5544672,10793960.0985812,116789.075018369,848089.807111854,1156076.80824962,0.0327395180699845,0.0326772378304529,0.0328019170107435,0.000354911961089941,0.00257727203143887,0.00351321805675694,"2020/06/26","US",329064917,45421,631,2461585,126020,9703768.11594203,72463.7681159414,535362.31884058,800942.028985508,0.00748054524451174,0.000382963948721401,0.0294889172762894,0.000220211163124209,0.00162692007316167,0.00243399398601191,"2020-06-26",0.061624649859944,0,0,0,0.0443904924157847,0.0412820977917821,0.0474988870397872,0.00232421100008017,0.00215485191258448,0.00249357008757586,4.28767688712328e-05,-0.000104832756032076,0.000190586293774541,0.0326604547630917,-0.0767232899452587,0.142044199471442,"US","United States",NA,NA,NA,NA,NA,"2020-06-26",-17,-3,57,-28,-36,11
"United States","USA",NA,NA,"NAT_TOTAL",2020-06-27,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,0,NA,NA,2502740,126524,68.98,68.98,68.57,68.57,63.89,63.89,64.1,64.1,62.5,62.5,41154,504,36322.4285714286,565.857142857143,-4267,-127,1344.28571428572,-14.1428571428571,329064917,"US","USA","North America","United States","2020-06-27",2502740,41154,36322.429,126524,504,565.857,7561.088,124.331,109.735,382.245,1.523,1.71,1.29,5314,16.054,32566,98.386,NA,NA,NA,NA,696385,35215761,106.391,2.104,674683,2.038,0.094,10.6,"tests performed",NA,NA,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/06/27","US",329064917,41154,504,2502739,126524,10854057.4616431,10833410.3750164,10874743.898961,80630.6653236691,921132.604351632,1192076.9802274,0.0329845477317873,0.0329218030101228,0.0330474120368202,0.000245029661802778,0.00279924281430351,0.00362261948522273,"2020/06/27","US",329064917,41154,504,2502739,126524,9762681.15942029,58913.0434782598,573333.333333332,831739.130434781,0.00760560871337129,0.000384495561403162,0.0296679489519094,0.000179031675619981,0.00174231072263876,0.00252758373033969,"2020-06-27",0.061624649859944,0,0,0,0.0443904924197146,0.0412820977966129,0.0474988870428162,0.00232421100008018,0.00215485191258449,0.00249357008757587,4.94333792024538e-05,-0.000115563278535369,0.000214430036940277,0.0315526317986644,-0.0708132145731375,0.133918478170466,"US","United States",NA,NA,NA,NA,NA,"2020-06-27",-19,-1,62,-20,-12,4
"United States","USA",NA,NA,"NAT_TOTAL",2020-06-28,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,0,NA,NA,2543302,126813,68.98,68.98,68.57,68.57,63.89,63.89,64.1,64.1,62.5,62.5,40562,289,38444,564.857142857143,-592,-215,2121.57142857143,-1,329064917,"US","USA","North America","United States","2020-06-28",2543302,40562,38444,126813,289,564.857,7683.63,122.543,116.144,383.118,0.873,1.707,1.27,5252,15.867,32575,98.413,529,1.598,7784,23.516,566994,35782755,108.104,1.713,694887,2.099,NA,NA,"tests performed",NA,NA,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/06/28","US",329064917,40562,289,2543301,126813,10906474.0507645,10885727.5034585,10927260.1378463,52416.5891213696,910517.940616762,1185728.25116226,0.0331438372409797,0.0330807902668593,0.0332070043730804,0.000159289509192405,0.00276698576353177,0.00360332624325997,"2020/06/28","US",329064917,40562,289,2543301,126813,9814130.43478261,51449.2753623202,596884.057971016,822246.376811594,0.00772887314511258,0.000385373807563934,0.0298242988777275,0.000156349925818194,0.00181387935065413,0.00249873606797042,"2020-06-28",0.061624649859944,0,0,0,0.0443904924236445,0.0412820978014218,0.0474988870458672,0.00232421100008019,0.0021548519125845,0.00249357008757588,5.69926103040181e-05,-0.000127124344157262,0.000241109564765298,0.0304823855222965,-0.0652158655736496,0.126180636618243,"US","United States",NA,NA,NA,NA,NA,"2020-06-28",-17,-4,55,-22,-12,3
"United States","USA",NA,NA,"NAT_TOTAL",2020-06-29,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,0,NA,NA,2583422,127198,68.98,68.98,68.57,68.57,63.89,63.89,64.1,64.1,62.5,62.5,40120,385,39746,564.428571428571,-442,96,1302,-0.428571428571445,329064917,"US","USA","North America","United States","2020-06-29",2583422,40120,39746,127198,385,564.429,7804.838,121.207,120.078,384.281,1.163,1.705,1.27,5380,16.254,33744,101.945,NA,NA,NA,NA,662356,36445111,110.105,2.001,711383,2.149,NA,NA,"tests performed",NA,NA,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,"2020/06/29","US",329064917,268084,5829,1219197,46276,2548996,125804,2211361,2548961,0.00774617976063367,0.000814684234478876,0.00672013601498576,0.00774607339864189,"2020/06/29","US",329064917,40120,385,2583421,127198,10958591.9170589,10937746.6033724,10979476.9580419,52117.8662943561,891930.635635372,1173638.74352609,0.0333022189571757,0.0332388718405139,0.0333656868016771,0.000158381716196005,0.00271050054125148,0.00356658726863335,"2020/06/29","US",329064917,40120,385,2583421,127198,9847536.23188406,33405.7971014492,584420.289855072,800869.565217393,0.00785079437684328,0.000386543789473613,0.0299258162239278,0.000101517346200261,0.00177600303059676,0.00243377377484879,"2020-06-29",0.061624649859944,0,0,0,0.0443904924275745,0.0412820978062088,0.0474988870489402,0.0023242110000802,0.00215485191258451,0.00249357008757589,6.57077804849805e-05,-0.000139519085040843,0.000270934646010804,0.0294484413553497,-0.0599168320333572,0.118813714744057,"US","United States",NA,NA,NA,NA,NA,"2020-06-29",-13,-3,46,-31,-36,10
"United States","USA",NA,NA,"NAT_TOTAL",2020-06-30,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,0,NA,NA,2629439,127831,68.98,68.98,68.57,68.57,63.89,63.89,64.1,64.1,62.5,62.5,46017,633,41152.4285714286,534.714285714286,5897,248,1406.42857142857,-29.7142857142858,329064917,"US","USA","North America","United States","2020-06-30",2629439,46017,41152.429,127831,633,534.714,7943.861,139.023,124.327,386.193,1.912,1.615,1.27,5424,16.387,35335,106.751,NA,NA,NA,NA,854355,37299466,112.686,2.581,732938,2.214,NA,NA,"tests performed",NA,NA,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/06/30","US",329064917,46017,633,2629438,127831,11051127.8466093,11030107.2133316,11072188.5399712,92535.9295504969,912669.781968264,1194503.02081297,0.0335834276937196,0.0335195477958887,0.0336474293307032,0.000281208736543911,0.00277352502445061,0.00362999201404679,"2020/06/30","US",329064917,46017,633,2629438,127831,9878115.94202899,30579.7101449277,565000,791956.521739131,0.0079906360847334,0.000388467422067968,0.0300187453347662,9.29291108384177e-05,0.00171698643887947,0.00240668780178451,"2020-06-30",0.061624649859944,0,0,0,0.0443904924315044,0.0412820978109737,0.0474988870520351,0.00232421100008021,0.00215485191258452,0.0024935700875759,7.57556531141724e-05,-0.000152732182557553,0.000304243488785898,0.0284495679521258,-0.0549023213999287,0.11180145730418,"US","United States",NA,NA,NA,NA,NA,"2020-06-30",-10,1,50,-30,-37,11
"United States","USA",NA,NA,"NAT_TOTAL",2020-07-01,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,0,NA,NA,2681029,128521,68.98,68.98,68.57,68.57,65.56,65.56,66.03,66.03,62.5,62.5,51590,690,43602.2857142857,525.285714285714,5573,57,2449.85714285714,-9.42857142857133,329064917,"US","USA","North America","United States","2020-07-01",2681029,51590,43602.286,128521,690,525.286,8099.721,155.86,131.728,388.278,2.085,1.587,1.28,5512,16.652,36569,110.479,NA,NA,NA,NA,880256,38179722,115.346,2.659,749069,2.263,NA,NA,"tests performed",NA,NA,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/01","US",329064917,51590,690,2681028,128521,11166026.294826,11144787.8853052,11187305.1779784,114898.448216673,945051.831242789,1240833.97504164,0.0339325942024565,0.0338680525013403,0.0339972588994604,0.000349166508736855,0.00287193128899484,0.00377078780185382,"2020/07/01","US",329064917,51590,690,2681028,128521,9944710.14492754,66594.2028985508,578768.115942029,812826.086956521,0.00814741366063037,0.000390564272763237,0.0302211193936774,0.00020237405891115,0.00175882655987308,0.00247010861676428,"2020-07-01",0.0723905723905724,0,0,0,0.0443904924354344,0.0412820978157167,0.047498887055152,0.00232421100008022,0.00215485191258453,0.00249357008757591,8.73400217812357e-05,-0.000166724155128419,0.000341404198690891,0.0274845757334315,-0.0501591342044437,0.105128285671307,"US","United States",NA,NA,NA,NA,NA,"2020-07-01",-7,4,54,-27,-37,10
"United States","USA",NA,NA,"NAT_TOTAL",2020-07-02,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,0,NA,NA,2736658,129250,68.98,68.98,68.57,68.57,65.56,65.56,66.03,66.03,62.5,62.5,55629,729,45784.7142857143,551.571428571429,4039,39,2182.42857142857,26.2857142857142,329064917,"US","USA","North America","United States","2020-07-02",2736658,55629,45784.714,129250,729,551.571,8267.783,168.062,138.321,390.48,2.202,1.666,1.27,5626,16.997,37627,113.676,NA,NA,NA,NA,848803,39028525,117.91,2.564,759645,2.295,NA,NA,"tests performed",NA,NA,68.98,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/02","US",329064917,55629,729,2736657,129250,11294157.2679197,11272675.9707229,11315679.5000401,128130.973093705,995643.36716406,1368820.27871212,0.0343219732169739,0.0342566934010863,0.0343873774305758,0.000389379014517385,0.00302567461837343,0.00415972717842821,"2020/07/02","US",329064917,55629,729,2736657,129250,10014202.8985507,69492.7536231875,600579.710144928,845797.101449275,0.0083164654103798,0.000392779641106499,0.0304323018991135,0.000211182505436116,0.00182511011997346,0.00257030469598579,"2020-07-02",0.0870445344129555,0,0,0,0.0443904924393643,0.0412820978204377,0.0474988870582909,0.00232421100008023,0.00215485191258454,0.00249357008757592,0.000100695843691691,-0.000181424331871459,0.000382816019254841,0.0265523154698835,-0.0456746398067813,0.0987792707465483,"US","United States",NA,NA,NA,NA,NA,"2020-07-02",-4,11,77,-24,-39,10
