"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","owid_iso_code","owid_continent","owid_location","owid_date","owid_total_cases","owid_new_cases","owid_new_cases_smoothed","owid_total_deaths","owid_new_deaths","owid_new_deaths_smoothed","owid_total_cases_per_million","owid_new_cases_per_million","owid_new_cases_smoothed_per_million","owid_total_deaths_per_million","owid_new_deaths_per_million","owid_new_deaths_smoothed_per_million","owid_reproduction_rate","owid_icu_patients","owid_icu_patients_per_million","owid_hosp_patients","owid_hosp_patients_per_million","owid_weekly_icu_admissions","owid_weekly_icu_admissions_per_million","owid_weekly_hosp_admissions","owid_weekly_hosp_admissions_per_million","owid_new_tests","owid_total_tests","owid_total_tests_per_thousand","owid_new_tests_per_thousand","owid_new_tests_smoothed","owid_new_tests_smoothed_per_thousand","owid_positive_rate","owid_tests_per_case","owid_tests_units","owid_total_vaccinations","owid_total_vaccinations_per_hundred","owid_stringency_index","owid_population","owid_population_density","owid_median_age","owid_aged_65_older","owid_aged_70_older","owid_gdp_per_capita","owid_extreme_poverty","owid_cardiovasc_death_rate","owid_diabetes_prevalence","owid_female_smokers","owid_male_smokers","owid_handwashing_facilities","owid_hospital_beds_per_thousand","owid_life_expectancy","owid_human_development_index","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","hosp_date","hosp_year_week","hosp_countrycode","hosp_countryname","hosp_hosp_occupancy","hosp_icu_occupancy"
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-07-21,1,1,0,NA,0,NA,3,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,5725,111,23.15,23.15,32.86,32.86,42.22,42.22,35.26,35.26,87.5,87.5,86,0,95.5714285714286,0,"LUX","Europe","Luxembourg","2020-07-21",5725,86,95.571,111,0,0,9145.718,137.385,152.676,177.323,0,0,1.24,5,7.988,60,95.85,NA,NA,NA,NA,16402,399263,637.825,26.202,12065,19.274,0.008,126.2,"tests performed",NA,NA,23.15,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/21","LU",61573,86,0,5725,111,9474.91529697591,9295.2540465511,9658.04908992001,0,1220.54547033861,1220.54547033861,0.153881007860197,0.150963150188412,0.156855262695013,0,0.0198227383810861,0.0198227383810861,"2020-07-21","2020-W30","LU","Luxembourg",60,5
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-07-22,1,1,0,NA,0,NA,3,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,5854,111,23.15,23.15,32.86,32.86,42.22,42.22,35.26,35.26,87.5,87.5,129,0,104.571428571429,0,"LUX","Europe","Luxembourg","2020-07-22",5854,129,104.571,111,0,0,9351.796,206.078,167.053,177.323,0,0,1.22,1,1.598,58,92.655,NA,NA,NA,NA,7176,406439,649.288,11.464,11027,17.616,0.009,105.4,"tests performed",NA,NA,23.15,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/22","LU",61573,129,0,5854,111,9551.98737615805,9370.81179799568,9736.66580880411,0,1220.54547033861,1220.54547033861,0.155132726619753,0.152190274925628,0.158132067770031,0,0.0198227383810861,0.0198227383810861,"2020-07-22","2020-W30","LU","Luxembourg",58,1
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-07-23,1,1,0,NA,0,NA,3,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,5952,112,23.15,23.15,32.86,32.86,42.22,42.22,35.26,35.26,87.5,87.5,98,1,95.2857142857143,0.142857142857143,"LUX","Europe","Luxembourg","2020-07-23",5952,98,95.286,112,1,0.143,9508.352,156.556,152.219,178.921,1.598,0.228,1.19,3,4.793,52,83.07,NA,NA,NA,NA,15276,421715,673.692,24.403,11282,18.023,0.008,118.4,"tests performed",NA,NA,23.15,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/23","LU",61573,98,1,5952,112,9660.25676452389,9478.46832915308,9845.53173739073,0,1220.54547033861,1220.54547033861,0.156891117283938,0.153938712246489,0.159900146775222,0,0.0198227383810861,0.0198227383810861,"2020-07-23","2020-W30","LU","Luxembourg",52,3
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-07-24,1,1,0,NA,0,NA,3,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,6056,112,23.15,23.15,32.86,32.86,42.22,42.22,35.26,35.26,87.5,87.5,104,0,92.4285714285714,0.142857142857143,"LUX","Europe","Luxembourg","2020-07-24",6056,104,92.429,112,0,0.143,9674.492,166.141,147.655,178.921,0,0.228,1.16,4,6.39,48,76.68,NA,NA,NA,NA,10599,432314,690.624,16.932,10733,17.146,0.009,116.1,"tests performed",NA,NA,23.15,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/24","LU",61573,104,0,6056,112,9686.56419222357,9504.22636327576,9872.40015795754,147.057002531128,1367.60247286974,1367.60247286974,0.157318373186682,0.154357045511438,0.160336513698497,0.00238833583764196,0.0222110742187281,0.0222110742187281,"2020-07-24","2020-W30","LU","Luxembourg",48,4
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-07-25,1,1,0,NA,0,NA,3,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,6189,112,23.15,23.15,32.86,32.86,42.22,42.22,35.26,35.26,87.5,87.5,133,0,100.857142857143,0.142857142857143,"LUX","Europe","Luxembourg","2020-07-25",6189,133,100.857,112,0,0.143,9886.961,212.468,161.12,178.921,0,0.228,1.13,4,6.39,54,86.265,NA,NA,NA,NA,6145,438459,700.441,9.817,9786,15.633,0.01,97,"tests performed",NA,NA,23.15,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/25","LU",61573,133,0,6189,112,9753.04551254165,9569.40170291994,9940.2135810313,67.5314077419735,1380.89642513754,1435.13388061172,0.158398088651546,0.155415550694622,0.161437863690762,0.0010967698137491,0.0224269797660913,0.0233078440324772,"2020-07-25","2020-W30","LU","Luxembourg",54,4
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-07-26,1,1,0,NA,0,NA,3,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,6272,112,23.15,23.15,32.86,32.86,42.22,42.22,35.26,35.26,87.5,87.5,83,0,95.2857142857143,0.142857142857143,"LUX","Europe","Luxembourg","2020-07-26",6272,83,95.286,112,0,0.143,10019.553,132.593,152.219,178.921,0,0.228,1.09,6,9.585,61,97.448,NA,NA,NA,NA,1089,439548,702.18,1.74,9496,15.17,0.01,99.7,"tests performed",NA,NA,23.15,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/26","LU",61573,83,0,6272,112,9734.60768789838,9551.25613255506,9921.4789680172,0,658.703497075363,1435.13388061172,0.158098642065489,0.155120850576634,0.161133596998964,0,0.0106979276156004,0.0233078440324772,"2020-07-26","2020-W30","LU","Luxembourg",61,6
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-07-27,1,1,0,NA,0,NA,3,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,6321,112,23.15,23.15,32.86,32.86,42.22,42.22,35.26,35.26,87.5,87.5,49,0,97.4285714285714,0.142857142857143,"LUX","Europe","Luxembourg","2020-07-27",6321,49,97.429,112,0,0.143,10097.831,78.278,155.643,178.921,0,0.228,1.06,5,7.988,55,87.863,NA,NA,NA,NA,14381,453929,725.154,22.974,10153,16.219,0.01,104.2,"tests performed",NA,NA,23.15,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,"2020/07/27","LU",613894,789,1,2233,2,6272,112,2448,5474,0.0102167475166723,0.00128523816815281,0.00398765910727259,0.00891684883709565,"2020/07/27","LU",61573,49,0,6321,112,9659.54242551637,9477.54987662804,9845.02968435421,0,627.774178534213,1435.13388061172,0.156879515786406,0.153923795764833,0.159891992989691,0,0.0101956081161258,0.0233078440324772,"2020-07-27","2020-W31","LU","Luxembourg",55,5
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-07-28,1,1,0,NA,0,NA,4,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,6375,113,25.93,25.93,35.71,35.71,43.89,43.89,37.18,37.18,87.5,87.5,54,1,92.8571428571429,0.285714285714286,"LUX","Europe","Luxembourg","2020-07-28",6375,54,92.857,113,1,0.286,10184.097,86.265,148.34,180.518,1.598,0.456,1.04,4,6.39,59,94.253,NA,NA,NA,NA,8485,462414,738.709,13.555,9022,14.413,0.01,97.2,"tests performed",NA,NA,25.93,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/28","LU",61573,54,1,6375,113,9677.95242812643,9497.02976461529,9862.32174927508,0,431.738691663655,1435.13388061172,0.157178510518026,0.154240166381617,0.160172831424083,0,0.00701181835648182,0.0233078440324772,"2020-07-28","2020-W31","LU","Luxembourg",59,4
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-07-29,1,1,0,NA,0,NA,4,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,6533,114,25.93,25.93,35.71,35.71,43.89,43.89,37.18,37.18,87.5,87.5,158,1,97,0.428571428571429,"LUX","Europe","Luxembourg","2020-07-29",6533,158,97,114,1,0.429,10436.502,252.406,154.958,182.116,1.598,0.685,1.03,6,9.585,63,100.643,NA,NA,NA,NA,6725,469139,749.452,10.743,8957,14.309,0.011,92.3,"tests performed",NA,NA,25.93,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/29","LU",61573,158,1,6533,114,9855.6035851028,9672.77883577151,10041.8838966397,0,315.614627465849,1435.13388061172,0.160063722493671,0.15709448680057,0.163089079574484,0,0.00512586080694216,0.0233078440324772,"2020-07-29","2020-W31","LU","Luxembourg",63,6
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-07-30,1,1,0,NA,0,NA,4,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,6616,114,25.93,25.93,35.71,35.71,43.89,43.89,37.18,37.18,87.5,87.5,83,0,94.8571428571429,0.285714285714286,"LUX","Europe","Luxembourg","2020-07-30",6616,83,94.857,114,0,0.286,10569.095,132.593,151.535,182.116,0,0.456,1,7,11.183,55,87.863,NA,NA,NA,NA,9802,478941,765.111,15.659,8175,13.06,0.012,86.2,"tests performed",NA,NA,25.93,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/30","LU",61573,83,0,6616,114,9833.86979847648,9651.39725231959,10019.7922316529,0,300.302224645249,1435.13388061172,0.159710746568731,0.156747230966813,0.162730291388318,0,0.00487717383666947,0.0233078440324772,"2020-07-30","2020-W31","LU","Luxembourg",55,7
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-07-31,1,1,0,NA,0,NA,4,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,6695,114,25.93,25.93,35.71,35.71,43.89,43.89,37.18,37.18,87.5,87.5,79,0,91.2857142857143,0.285714285714286,"LUX","Europe","Luxembourg","2020-07-31",6695,79,91.286,114,0,0.286,10695.298,126.203,145.829,182.116,0,0.456,0.97,6,9.585,53,84.668,NA,NA,NA,NA,8723,487664,779.046,13.935,7907,12.631,0.012,86.6,"tests performed",NA,NA,25.93,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/31","LU",61573,79,0,6695,114,9804.35518061439,9622.38036558988,9989.771434456,47.6580304849176,262.246440758019,1428.55445562246,0.159231403060016,0.156275971052083,0.162242727079337,0.000774008583062667,0.00425911423445372,0.0232009883491539,"2020-07-31","2020-W31","LU","Luxembourg",53,6
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-08-01,1,1,0,NA,0,NA,4,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,6793,116,25.93,25.93,35.71,35.71,43.89,43.89,37.18,37.18,87.5,87.5,98,2,86.2857142857143,0.571428571428571,"LUX","Europe","Luxembourg","2020-08-01",6793,98,86.286,116,2,0.571,10851.854,156.556,137.842,185.311,3.195,0.913,0.95,6,9.585,57,91.058,NA,NA,NA,NA,6238,493902,789.011,9.965,7920,12.652,0.011,91.8,"tests performed",NA,NA,25.93,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/01","LU",61573,98,2,6793,116,9973.47810405994,9791.21635025661,10159.1326280474,172.77456103337,435.021001791389,879.13608859365,0.161978108977311,0.159018016829724,0.164993302714622,0.00280601174270166,0.00706512597715539,0.0142779479413647,"2020-08-01","2020-W31","LU","Luxembourg",57,6
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-08-02,1,1,0,NA,0,NA,4,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,6855,117,25.93,25.93,35.71,35.71,43.89,43.89,37.18,37.18,87.5,87.5,62,1,83.2857142857143,0.714285714285714,"LUX","Europe","Luxembourg","2020-08-02",6855,62,83.286,117,1,0.714,10950.899,99.045,133.049,186.908,1.598,1.141,0.92,7,11.183,61,97.448,NA,NA,NA,NA,866,494768,790.395,1.383,7889,12.603,0.011,94.7,"tests performed",NA,NA,25.93,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/02","LU",61573,62,1,6855,117,10003.2499524564,9821.81325586835,10188.0382984814,29.7718483964563,464.792850187845,877.978618448957,0.162461630137502,0.159514937649105,0.165462756378305,0.000483521160191258,0.00754864713734665,0.0142591496020814,"2020-08-02","2020-W31","LU","Luxembourg",61,7
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-08-03,1,1,0,NA,0,NA,4,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,6864,118,25.93,25.93,35.71,35.71,43.89,43.89,37.18,37.18,87.5,87.5,9,1,77.5714285714286,0.857142857142857,"LUX","Europe","Luxembourg","2020-08-03",6864,9,77.571,118,1,0.857,10965.277,14.378,123.921,188.506,1.598,1.369,0.89,7,11.183,59,94.253,NA,NA,NA,NA,6280,501048,800.427,10.032,6731,10.753,0.012,86.8,"tests performed",NA,NA,25.93,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,"2020/08/03","LU",613894,423,5,2625,7,6695,117,2809,4745,0.0109057915535907,0.000689044036918426,0.0045757085099382,0.00772934741176816,"2020/08/03","LU",61573,9,1,6864,118,9956.66231387535,9777.41103408213,10139.199844108,0,464.792850187845,681.943131578399,0.161705005666044,0.15879380628006,0.164669576666851,0,0.00754864713734665,0.0110753598424374,"2020-08-03","2020-W32","LU","Luxembourg",59,7
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-08-04,1,1,0,NA,0,NA,4,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,6917,118,25.93,25.93,35.71,35.71,43.89,43.89,37.18,37.18,87.5,87.5,53,0,77.4285714285714,0.714285714285714,"LUX","Europe","Luxembourg","2020-08-04",6917,53,77.429,118,0,0.714,11049.944,84.668,123.693,188.506,0,1.141,0.89,5,7.988,47,75.083,NA,NA,NA,NA,7856,508904,812.977,12.55,6641,10.609,0.012,85.8,"tests performed",NA,NA,25.93,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/04","LU",61573,53,0,6917,118,9894.10501102978,9715.93510789168,10075.5421770748,0,464.792850187845,565.819067380593,0.160689019716918,0.157795382844618,0.163635719829711,0,0.00754864713734665,0.00918940229289775,"2020-08-04","2020-W32","LU","Luxembourg",47,5
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-08-05,1,1,0,NA,0,NA,4,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,7007,118,25.93,25.93,35.71,35.71,43.89,43.89,37.18,37.18,87.5,87.5,90,0,67.7142857142857,0.571428571428571,"LUX","Europe","Luxembourg","2020-08-05",7007,90,67.714,118,0,0.571,11193.72,143.775,108.174,188.506,0,0.913,0.88,9,14.378,51,81.473,NA,NA,NA,NA,10091,518995,829.097,16.12,7122,11.377,0.01,105.2,"tests performed",NA,NA,25.93,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/05","LU",61573,90,0,7007,118,9890.95457382739,9712.79934886668,10072.377578039,0,317.735847656717,550.506664559993,0.160637853829233,0.157744455343522,0.163584323941322,0,0.00516031129970469,0.00894071532262506,"2020-08-05","2020-W32","LU","Luxembourg",51,9
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-08-06,1,1,0,NA,0,NA,4,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,7073,119,25.93,25.93,35.71,35.71,43.89,43.89,37.18,37.18,87.5,87.5,66,1,65.2857142857143,0.714285714285714,"LUX","Europe","Luxembourg","2020-08-06",7073,66,65.286,119,1,0.714,11299.155,105.435,104.294,190.103,1.598,1.141,0.86,6,9.585,48,76.68,NA,NA,NA,NA,6232,525227,839.053,9.956,6612,10.563,0.01,101.3,"tests performed",NA,NA,25.93,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/06","LU",61573,66,1,7073,119,9942.29016603954,9764.53349291932,10123.2827781692,0,250.204439914743,464.792850187845,0.161471589268666,0.158584663617484,0.164411069432531,0,0.00406354148595559,0.00754864713734665,"2020-08-06","2020-W32","LU","Luxembourg",48,6
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-08-07,1,1,0,NA,1,1,4,1,0,NA,1,1,0,NA,0,2,1,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,7113,119,35.19,35.19,42.86,42.86,51.11,51.11,43.59,43.59,100,100,40,0,59.7142857142857,0.714285714285714,"LUX","Europe","Luxembourg","2020-08-07",7113,40,59.714,119,0,0.714,11363.055,63.9,95.394,190.103,0,1.141,0.85,8,12.78,49,78.278,NA,NA,NA,NA,6926,532153,850.117,11.064,6356,10.154,0.009,106.4,"tests performed",NA,NA,35.19,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/07","LU",61573,40,0,7113,119,9876.80483368611,9700.18153513712,10056.6441328303,0,250.204439914743,464.792850187845,0.160408049529601,0.157539530884269,0.163328798870126,0,0.00406354148595559,0.00754864713734665,"2020-08-07","2020-W32","LU","Luxembourg",49,8
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-08-08,1,1,0,NA,1,1,4,1,0,NA,1,1,0,NA,0,2,1,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,7169,120,35.19,35.19,42.86,42.86,51.11,51.11,43.59,43.59,100,100,56,1,53.7142857142857,0.571428571428571,"LUX","Europe","Luxembourg","2020-08-08",7169,56,53.714,120,1,0.571,11452.516,89.46,85.809,191.701,1.598,0.913,0.84,8,12.78,47,75.083,NA,NA,NA,NA,5923,538076,859.579,9.462,6311,10.082,0.009,117.5,"tests performed",NA,NA,35.19,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/08","LU",61573,56,1,7169,120,9919.85378032579,9743.76173050405,10099.1282160543,0,250.204439914743,464.792850187845,0.161107202512884,0.158247311816934,0.164018777971746,0,0.00406354148595559,0.00754864713734665,"2020-08-08","2020-W32","LU","Luxembourg",47,8
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-08-09,1,1,0,NA,1,1,4,1,0,NA,1,1,0,NA,0,2,1,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,7205,120,35.19,35.19,42.86,42.86,51.11,51.11,43.59,43.59,100,100,36,0,50,0.428571428571429,"LUX","Europe","Luxembourg","2020-08-09",7205,36,50,120,0,0.429,11510.026,57.51,79.875,191.701,0,0.685,0.83,6,9.585,41,65.498,NA,NA,NA,NA,349,538425,860.137,0.558,6237,9.964,0.008,124.7,"tests performed",NA,NA,35.19,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/09","LU",61573,36,0,7205,120,9856.49283653833,9681.49133028429,10034.657649575,0,250.204439914743,464.792850187845,0.160078164723797,0.157235985420303,0.162971718928345,0,0.00406354148595559,0.00754864713734665,"2020-08-09","2020-W32","LU","Luxembourg",41,6
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-08-10,1,1,0,NA,1,1,4,1,0,NA,1,1,0,NA,0,2,1,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,7216,121,35.19,35.19,42.86,42.86,51.11,51.11,43.59,43.59,100,100,11,1,50.2857142857143,0.428571428571429,"LUX","Europe","Luxembourg","2020-08-10",7216,11,50.286,121,1,0.429,11527.599,17.573,80.332,193.298,1.598,0.685,0.83,4,6.39,45,71.888,NA,NA,NA,NA,5562,543987,869.022,8.885,6134,9.799,0.008,122,"tests performed",NA,NA,35.19,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,"2020/08/10","LU",613894,418,2,2993,9,7113,119,3168,4309,0.0115866908619403,0.00068089930834965,0.00516050002117629,0.00701912708057091,"2020/08/10","LU",61573,11,1,7216,121,9845.35268458687,9671.82196099212,10021.9968765801,0,250.204439914743,464.792850187845,0.15989723879926,0.157078946307507,0.162766096772613,0,0.00406354148595559,0.00754864713734665,"2020-08-10","2020-W33","LU","Luxembourg",45,4
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-08-11,1,1,0,NA,1,1,4,1,0,NA,1,1,0,NA,0,2,1,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,7242,122,35.19,35.19,42.86,42.86,51.11,51.11,43.59,43.59,100,100,26,1,46.4285714285714,0.571428571428571,"LUX","Europe","Luxembourg","2020-08-11",7242,26,46.429,122,1,0.571,11569.134,41.535,74.17,194.896,1.598,0.913,0.84,3,4.793,44,70.29,NA,NA,NA,NA,6643,550630,879.634,10.612,5961,9.523,0.008,128.4,"tests performed",NA,NA,35.19,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/11","LU",61573,26,1,7242,122,9859.58011583175,9687.05378685502,10035.179136965,0,250.204439914743,317.735847656717,0.160128304871157,0.157326324636692,0.162980188344972,0,0.00406354148595559,0.00516031129970469,"2020-08-11","2020-W33","LU","Luxembourg",44,3
