"Date","CountryName","RegionName","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings"
2021-02-10,"Aruba","",3,3,2,4,0,2,2,4,2,1,1,0
2021-02-11,"Aruba","",3,3,2,4,0,2,2,4,2,1,1,0
2021-02-12,"Aruba","",3,3,2,4,0,2,2,4,2,1,1,0
2021-02-13,"Aruba","",3,3,2,4,0,2,2,4,2,1,1,0
2021-02-14,"Aruba","",3,3,2,4,0,2,2,4,2,1,1,0
2021-02-15,"Aruba","",3,3,2,4,0,2,2,4,2,1,1,0
2021-02-16,"Aruba","",3,3,2,4,0,2,2,4,2,1,1,0
2021-02-17,"Aruba","",3,3,2,4,0,2,2,4,2,1,1,0
2021-02-18,"Aruba","",3,3,2,4,0,2,2,4,2,1,1,0
2021-02-19,"Aruba","",3,3,2,4,0,2,2,4,2,1,1,0
2021-02-20,"Aruba","",3,3,2,4,0,2,2,4,2,1,1,0
2021-02-21,"Aruba","",3,3,2,4,0,2,2,4,2,1,1,0
2021-02-22,"Aruba","",3,3,2,4,0,2,2,4,2,1,1,0
2021-02-23,"Aruba","",3,3,2,4,0,2,2,4,2,1,1,0
2021-02-24,"Aruba","",3,3,2,4,0,2,2,4,2,1,1,0
2021-02-25,"Aruba","",3,3,2,4,0,2,2,4,2,1,1,0
2021-02-26,"Aruba","",3,3,2,4,0,2,2,4,2,1,1,0
2021-02-27,"Aruba","",3,3,2,4,0,2,2,4,2,1,1,0
2021-02-28,"Aruba","",3,3,2,4,0,2,2,4,2,1,1,0
2020-11-01,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-02,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-03,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-04,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-05,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-06,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-07,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-08,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-09,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-10,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-11,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-12,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-13,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-14,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-15,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-16,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-17,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-18,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-19,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-20,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-21,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-23,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-24,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-26,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-27,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-28,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-30,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-01,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-03,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-04,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-05,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-07,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-08,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-10,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-11,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-12,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-14,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-15,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-16,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-17,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-18,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-19,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-20,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-21,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-22,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-23,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-24,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-25,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-26,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-27,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-29,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-30,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-31,"Australia","",0,0,0,0,0,0,0,0,0,0,0,0
2021-01-01,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-02,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-03,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-04,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-05,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-06,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-07,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-08,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-09,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-10,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-11,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-12,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-13,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-14,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-15,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-16,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-17,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-18,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-19,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-20,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-21,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-22,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-23,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-24,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-25,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-26,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-27,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-28,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-29,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-30,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-01-31,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-01,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-02,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-03,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-04,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-05,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-06,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-07,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-08,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-09,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-10,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-11,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-12,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-13,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-14,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-15,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-16,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-17,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-18,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-19,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-20,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-21,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-22,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-23,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-24,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-25,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-26,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-27,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2021-02-28,"Australia","",3,2,2,4,0,1,2,4,2,1,2,0
2020-11-01,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-02,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-03,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-04,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-05,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-06,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-07,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-08,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-09,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-10,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-11,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-12,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-13,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-14,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-15,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-16,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-17,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-18,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-19,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-20,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-21,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-23,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-24,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-26,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-27,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-28,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-30,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-01,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-03,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-04,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-05,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-07,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-08,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-10,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-11,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-12,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-14,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-15,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-16,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-17,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-18,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-19,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-20,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-21,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-22,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-23,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-24,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-25,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-26,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-27,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-29,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-30,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2020-12-31,"Austria","",0,0,0,0,0,0,0,0,0,0,0,0
2021-01-01,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-02,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-03,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-04,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-05,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-06,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-07,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-08,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-09,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-10,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-11,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-12,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-13,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-14,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-15,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-16,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-17,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-18,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-19,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-20,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-21,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-22,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-23,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-24,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-25,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-26,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-27,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-28,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-29,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-30,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-01-31,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-01,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-02,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-03,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-04,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-05,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-06,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-07,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-08,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-09,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-10,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-11,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-12,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-13,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-14,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-15,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-16,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-17,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-18,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-19,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-20,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-21,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-22,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-23,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-24,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-25,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-26,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-27,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2021-02-28,"Austria","",3,3,2,4,1,2,1,3,2,3,2,3
2020-11-01,"Belgium","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-02,"Belgium","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-03,"Belgium","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-04,"Belgium","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-05,"Belgium","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-06,"Belgium","",0,0,0,0,0,0,0,0,0,0,0,0
2020-11-07,"Belgium","",0,0,0,0,0,0,0,0,0,0,0,0
