"Attribute","Best.Lag","Miscoding"
"umdchl_pct_worried_ill_covid19_nottooworried",15,0.00351912171600301
"umdchl_pct_chest_pain_smooth_high",22,0.00351242469702941
"umdchl_pct_anosmia_ageusia_smooth",9,0.00350963982037886
"umdchl_pct_difficulty_breathing_smooth",7,0.00350817171814609
"umdchl_pct_worried_ill_covid19_somewhat_smooth_high",29,0.00350488326793281
"umdchl_pct_anosmia_ageusia_smooth_high",8,0.00349480423233174
"umdchl_pct_feel_nervous_little_time_smooth_high",8,0.00348952483736737
"umdapi_percent_cli_smooth_high",29,0.00348776092592755
"umdapi_percent_ili_smooth",24,0.00348330845454343
"stringencylegacyindex",24,0.00348240241798997
"umdchl_pct_finances_very_worried_smooth_low",27,0.00346568982234393
"umdapi_percent_cli_unw_smooth",23,0.00346524977416073
"umdchl_pct_direct_contact_with_non_hh",23,0.00343269609496088
"umdchl_pct_feel_depressed_all_time_smooth",20,0.00340547957591438
"umdapi_percent_ili_unw_smooth",24,0.00336762203973785
"umdchl_pct_aches_muscle_pain_smooth",17,0.0033581835900138
"umdapi_percent_cli_smooth",29,0.00333783649728602
"umdchl_pct_wear_mask_some_time_smooth_high",1,0.00328190252898299
"W_p_cases",1,0.00326756178718504
"umdchl_pct_chills_smooth_low",1,0.00326379335277489
"umdchl_pct_feel_depressed_most_time_smooth_low",24,0.00324674314260925
"umdapi_percent_dc_smooth_low",25,0.00321075944566412
"umdchl_pct_finances_nottoo_worried_smooth",17,0.0032006385564126
"umdapi_percent_dc_unw_smooth_high",29,0.00319569154675635
"umdapi_percent_dc_smooth",25,0.00318871804243315
"umdchl_pct_difficulty_breathing_smooth_low",7,0.00318393858764958
"umdchl_pct_aches_muscle_pain_smooth_high",12,0.00317703372329794
"umdchl_pct_wear_mask_some_time_smooth",1,0.00315564761968847
"umdchl_pct_finances_somewhat_worried_smooth",11,0.00315370757679551
"umdchl_pct_feel_nervous_some_time_smooth_low",14,0.00315341207011777
"umdchl_pct_feel_depressed_some_time_smooth_low",20,0.00314942645217311
"umdchl_pct_feel_depressed_most_time_smooth",22,0.0031261770506487
"umdapi_percent_dc_smooth_high",25,0.00312544064381008
"umdchl_pct_enough_toeat_not_worried_smooth",20,0.00311566610927979
"umdchl_pct_feel_depressed_all_time_smooth_high",18,0.00310574197359885
"umdchl_pct_wear_mask_some_time_smooth_low",3,0.00310505380428465
"W_p_cases_stillsick",7,0.00308746041715078
"umdchl_pct_feel_depressed_some_time_smooth",19,0.00308517621824305
"umdapi_percent_dc_unw_smooth",29,0.00307894569677606
"umdchl_pct_chills_smooth_high",12,0.00306961674694805
"umdchl_pct_enough_toeat_not_worried_smooth_high",20,0.00306380785453187
"umdapi_percent_dc_unw_smooth_low",29,0.00306078819548235
"umdchl_pct_feel_depressed_some_time_smooth_high",17,0.00301467128010635
"owid_stringency_index",2,0.00300307307966541
"c7_restrictions.on.internal.movement",1,0.00299405393751045
"umdchl_pct_feel_nervous_some_time_smooth",13,0.00299238844586974
"umdchl_pct_attended_public_event",8,0.00298611141550395
"umdchl_pct_feel_nervous_none_time_smooth_high",11,0.00298501020608058
"umdchl_pct_feel_depressed_most_time_smooth_high",21,0.00298312235144638
"umdchl_pct_feel_depressed_none_time",18,0.00296046472494593
"c2_workplace.closing",1,0.00295288064152845
"umdchl_pct_feel_nervous_none_time_smooth",10,0.00292884782663434
"umdchl_pct_worked_outside_home_smooth",26,0.00292483664378112
"umdchl_pct_wear_mask_some_time",1,0.00291314402927874
"umdchl_pct_enough_toeat_very_worried_smooth_low",27,0.00289358919297046
"umdchl_pct_ate_outside_home",24,0.00288400401753554
"umdchl_pct_feel_depressed_none_time_smooth_high",15,0.002872408345738
"umdchl_pct_feel_nervous_none_time_smooth_low",10,0.00286821809667462
"umdchl_pct_feel_nervous_some_time_smooth_high",11,0.00286251697532339
"umdchl_pct_feel_depressed_none_time_smooth",15,0.00283299541831537
"umdchl_pct_worried_ill_covid19_very",29,0.00279875536293145
"umdchl_pct_feel_depressed_none_time_smooth_low",15,0.00277159729482579
"umdapi_percent_dc",19,0.00276800134438697
"umdchl_pct_enough_toeat_nottoo_worried_smooth",1,0.00276233217443864
"umdapi_percent_dc_unw",19,0.00274865691188959
"umdchl_pct_worked_outside_home_smooth_low",24,0.00274420997132313
"umdchl_pct_worried_ill_covid19_somewhat_smooth",25,0.0027352045503915
"umdchl_pct_stuffy_runny_nose_smooth",7,0.00272949629374087
"umdapi_dc_se",24,0.00271523402687779
"umdchl_pct_stuffy_runny_nose_smooth_low",6,0.00270274683334375
"umdchl_pct_stuffy_runny_nose_smooth_high",7,0.00269625546915192
"umdchl_pct_enough_toeat_nottoo_worried_smooth_high",1,0.00269159910287116
"umdchl_pct_ate_outside_home_smooth_low",26,0.00266535310941788
"umdchl_pct_worried_ill_covid19_somewhat_smooth_low",27,0.00265514052594919
"umdchl_pct_ate_outside_home_smooth",26,0.0026364423344633
"umdchl_pct_ate_outside_home_smooth_high",26,0.0026364423344633
"umdchl_pct_enough_toeat_very_worried_smooth",22,0.0026317620314208
"umdchl_pct_worked_outside_home_smooth_high",26,0.00262995168820706
"umdchl_pct_feel_nervous_none_time",7,0.00262773254527717
"owid_reproduction_rate",1,0.00261872277698368
"umdchl_pct_enough_toeat_nottoo_worried_smooth_low",1,0.00260096073110688
"umdchl_pct_feel_nervous_most_time_smooth_low",13,0.00259211247129023
"umdapi_ili_se_unw",22,0.00256036983066348
"umdapi_dc_se_unw",24,0.00253715733315535
"conf_cases_active",9,0.0025300758280304
"conf_p_cases_active",9,0.0025300758280304
"umdchl_pct_feel_nervous_most_time_smooth",12,0.0025082387007909
"umdchl_pct_grocery_outside_home_smooth_high",22,0.00248433884804248
"umdchl_pct_finances_not_worried_smooth",7,0.00246675475894358
"W_p_cases_recent",18,0.00243123345459181
"umdchl_pct_feel_nervous_some_time",9,0.00242014212904144
"umdchl_pct_finances_nottoo_worried_smooth_high",1,0.00240991723185697
"umdapi_cli_se_unw",22,0.00239387498371975
"umdchl_pct_feel_depressed_little_time_smooth_low",8,0.00239345774225319
"owid_hosp_patients",10,0.00238712833384228
"owid_hosp_patients_per_million",10,0.00238712833384228
"hosp_hosp_occupancy",10,0.00238712833384228
"umdchl_pct_feel_nervous_most_time_smooth_high",11,0.00237382532552507
"umdchl_pct_finances_somewhat_worried_smooth_low",1,0.0023572022256014
"umdchl_pct_finances_not_worried_smooth_high",1,0.0023572022256014
"umdchl_pct_sore_throat",18,0.00231596080364649
"umdchl_pct_used_public_transit_smooth_high",16,0.00230543916949356
"umdchl_pct_used_public_transit",13,0.00230529403904392
"umdchl_pct_finances_nottoo_worried_smooth_low",1,0.00230507009203864
"umdchl_pct_feel_nervous_all_time_smooth_low",1,0.00230507009203864
"h6_facial.coverings",29,0.00226783200081007
"umdchl_pct_used_public_transit_smooth_low",15,0.00225515431512989
"umdchl_pct_finances_somewhat_worried_smooth_high",1,0.00225350708470161
"umdchl_pct_finances_very_worried_smooth",20,0.00225052871184981
"umdchl_pct_used_public_transit_smooth",16,0.00225035664204386
"c8_international.travel.controls",1,0.00224779814522217
"umdchl_pct_feel_depressed_little_time_smooth",8,0.00221537034779364
"umdchl_pct_feel_nervous_all_time_smooth",1,0.00220249996975792
"umdchl_pct_finances_not_worried_smooth_low",1,0.00220249996975792
"umdchl_pct_enough_toeat_not_worried",17,0.00219205300334777
"umdchl_pct_worried_ill_covid19_notworried",21,0.00216035322953171
"umdchl_pct_feel_depressed_some_time",19,0.00215553377498
"c4_restrictions.on.gatherings",29,0.00213488036841254
"umdchl_pct_feel_depressed_little_time_smooth_high",8,0.0021337293194552
"umdchl_pct_eye_pain",1,0.00210344666094772
"umdchl_pct_finances_very_worried_smooth_high",1,0.0021021028875829
"umdchl_pct_nausea_smooth_high",5,0.00209699142152526
"umdapi_hf_se_unw",29,0.00207258372823213
"umdchl_pct_enough_toeat_somewhat_worried_smooth_low",14,0.00207063837919408
"umdchl_pct_tested_recently_smooth_high",1,0.00207054923485384
"umdchl_pct_fatigue",1,0.0020669098888513
"umdchl_pct_stuffy_runny_nose",11,0.00204142473600043
"umdchl_pct_tested_recently_smooth",1,0.0020356887144676
"umdchl_pct_feel_nervous_all_time_smooth_high",1,0.00201927306690343
"umdchl_pct_chills",9,0.00201645454467283
"umdchl_pct_cough",1,0.00201348212500849
"umdchl_pct_tested_recently_smooth_low",1,0.00200453784309895
"umdchl_pct_aches_muscle_pain",16,0.00199493783084781
"containmenthealthindex",5,0.00196520115679016
"umdchl_pct_ili",19,0.00196023195759116
"umdapi_sample_size",22,0.00195196650336993
"c1_school.closing",26,0.00194754899774679
"containmenthealthindexfordisplay",5,0.00193228694280517
"umdchl_pct_tested_recently",1,0.00193116959646669
"umdchl_pct_enough_toeat_very_worried_smooth_high",23,0.00192486209551149
"c6_stay.at.home.requirements",27,0.00191648613907177
"umdchl_pct_grocery_outside_home_smooth",1,0.00190744818990361
"umdchl_pct_nausea_smooth",4,0.00189783530667923
"umdchl_pct_chest_pain",14,0.0018906355004322
"hosp_hosp_weekly_admission",29,0.00188924640495353
"umdchl_total_responses",24,0.00188588626011794
"umdchl_pct_fever",16,0.00188233392005239
"umdchl_pct_nausea_smooth_low",7,0.00184030176845404
"umdchl_pct_grocery_outside_home_smooth_low",1,0.00180752829850886
"umdchl_pct_cli",13,0.00176769967018716
"umdchl_pct_headache",15,0.00174739489953878
"umdchl_pct_feel_depressed_little_time",6,0.0016726112619088
"stringencyindex",11,0.00164802757047406
"stringencyindexfordisplay",17,0.0015917438488037
"umdchl_pct_worked_outside_home",26,0.00158476344030575
"umdchl_pct_feel_nervous_little_time",8,0.00158420592435429
"umdchl_pct_feel_depressed_most_time",6,0.00157615555613878
"umdchl_pct_feel_nervous_most_time",2,0.00157254879112569
"c2_flag",29,0.00154098379282183
"conf_cum_deaths",29,0.00151768518780363
"W_p_cases_recent_smooth",29,0.00149062247028949
"umdapi_hf_se",29,0.00148519546542077
"umdapi_ili_se",19,0.00148336563568768
"umdchl_pct_difficulty_breathing",16,0.00148253527629728
"cases",29,0.00144070655974181
"ccfr_cases",29,0.00144070655974181
"umdapi_percent_cli_unw",17,0.0014384766538123
"umdapi_percent_mc",1,0.00143642771924524
"ccfr_cases_active",24,0.00142509734692595
"ccfr_p_cases_active",24,0.00142509734692595
"owid_new_cases",29,0.00141732761255514
"owid_new_cases_per_million",29,0.00141732761255514
"umdchl_pct_enough_toeat_nottoo_worried",1,0.0014074668423576
"umdapi_percent_hf_unw_smooth_low",8,0.00137642264685663
"umdapi_percent_hf_unw",17,0.00136150619338421
"umdchl_pct_anosmia_ageusia",13,0.00134733365508716
"umdapi_percent_hf_unw_smooth",11,0.00134137163089421
"umdapi_percent_mc_smooth_high",1,0.00133878180167953
"umdapi_percent_ili_unw",22,0.0013128052396807
"umdchl_pct_enough_toeat_somewhat_worried_smooth_high",13,0.00130950221139589
"umdapi_percent_mc_smooth",1,0.00129724307240848
"umdapi_percent_mc_smooth_low",1,0.00129724307240848
"umdapi_percent_hf_unw_smooth_high",11,0.00127598878455041
"umdapi_percent_mc_unw_smooth",1,0.00125606491019694
"umdapi_percent_mc_unw_smooth_low",1,0.00125606491019694
"umdapi_percent_hf_smooth_low",1,0.00125606491019694
"umdapi_percent_mc_unw_smooth_high",1,0.00125606491019694
"umdapi_percent_hf",28,0.0012373779042883
"c1_flag",10,0.00123551087905724
"umdapi_cli_se",22,0.00122935471094303
"governmentresponseindex",24,0.00122838376028549
"umdapi_percent_mc_unw",1,0.00121524056381856
"umdapi_percent_hf_smooth",1,0.00121524056381856
"governmentresponseindexfordisplay",24,0.00121514246347647
"W_p_cases_recent_smooth_high",28,0.00120167346160299
"owid_new_deaths",23,0.0011957229613732
"owid_new_deaths_per_million",23,0.0011957229613732
"umdapi_percent_hf_smooth_high",1,0.0011747634838028
"deaths",25,0.00110925357832314
"ccfr_deaths",25,0.00110925357832314
"economicsupportindex",29,0.00109972729089211
"economicsupportindexfordisplay",29,0.00109969791446227
"W_p_cases_stillsick_smooth_low",29,0.00108753550107375
"umdchl_pct_no_public_smooth",1,0.00107728605710708
"umdchl_pct_no_public_smooth_low",1,0.00107728605710708
"umdchl_pct_no_public_smooth_high",1,0.00107728605710708
"W_p_cases_stillsick_smooth_high",29,0.00106252387042005
"umdapi_percent_ili",22,0.00104247023949879
"ccfr_cases_contagious",28,0.00103867138289407
"ccfr_p_cases_contagious",28,0.00103867138289407
"umdchl_pct_no_public",1,0.0010372943761616
"W_p_cases_stillsick_smooth",29,0.00101841485662176
"h2_testing.policy",1,0.00101282610652197
"umdchl_pct_wear_mask_none_time",1,0.000997627784544713
"umdchl_pct_wear_mask_none_time_smooth_low",1,0.000997627784544713
"umdchl_pct_wear_mask_none_time_smooth_high",1,0.000997627784544713
"umdchl_pct_wear_mask_none_time_smooth",1,0.000997627784544712
"umdapi_percent_cli",24,0.000950635834230005
"umdchl_pct_grocery_outside_home",4,0.000941661074552949
"umdchl_pct_enough_toeat_somewhat_worried_smooth",14,0.000939431507505617
"e2_debt.contract.relief",29,0.000894655701279083
"W_p_cases_recent_smooth_low",2,0.000862891921889675
"c5_close.public.transport",1,0.00085114424884551
"umdchl_pct_enough_toeat_very_worried",20,0.000812472498917664
"umdchl_pct_feel_depressed_all_time",5,0.000812293248606878
"owid_new_deaths_smoothed",22,0.000779972846951772
"owid_new_deaths_smoothed_per_million",22,0.000779972846951772
"umdchl_pct_finances_somewhat_worried",15,0.000776310620106812
"umdchl_pct_worried_ill_covid19_somewhat",29,0.000737376850642569
"conf_cases_contagious",13,0.000730845157202524
"conf_p_cases_contagious",13,0.000730845157202524
"avgdeaths7days",22,0.000722767614506058
"umdchl_pct_finances_not_worried",14,0.000608887930016041
"ccfr_cases_daily",29,0.00058962818613501
"ccfr_p_cases_daily",29,0.00058962818613501
"umdchl_pct_enough_toeat_somewhat_worried",28,0.000580124373564763
"e1_income.support",23,0.000577622166100325
"umdchl_pct_finances_very_worried",25,0.000570861034693169
"umdchl_pct_finances_nottoo_worried",24,0.000555092041406421
"umdapi_mc_se",22,0.000546455668627481
"umdapi_mc_se_unw",22,0.00053972345388341
"c6_flag",8,0.000536451965343162
"c7_flag",9,0.000464395642537854
"umdchl_pct_nausea",4,0.000458923569915464
"umdchl_pct_feel_nervous_all_time",1,0.000450770342588866
"W_p_cases_fatalities_smooth_high",18,0.000344962141539452
"owid_weekly_icu_admissions",3,0.000326902557513162
"owid_weekly_icu_admissions_per_million",3,0.000326902557513162
"c3_cancel.public.events",29,0.000311241340495103
"owid_weekly_hosp_admissions",1,0.000310414971921215
"owid_weekly_hosp_admissions_per_million",1,0.000310414971921215
"W_p_cases_fatalities_smooth_low",1,0.000265641708221047
"W_p_cases_fatalities_smooth",4,0.000265166333553298
"e1_flag",1,0.000217055233064464
"c4_flag",13,0.000211765993004314
"c3_flag",17,0.000183013499605984
"h3_contact.tracing",29,0.000125750530372582
"conf_deaths_prev_week",20,0.00011819561708277
"owid_total_tests",24,0.00010227078003488
"owid_total_tests_per_thousand",24,0.00010227078003488
"conf_cases_prev_week",20,6.60971609251888e-05
"e3_fiscal.measures",29,5.36216329698828e-05
"W_p_cases_fatalities",1,5.00576836273502e-05
"h1_public.information.campaigns",1,4.3313848522965e-05
"conf_deaths",26,3.51537243219492e-05
"h4_emergency.investment.in.healthcare",1,2.16077977287372e-05
"h5_investment.in.vaccines",1,2.16077977287372e-05
"conf_cases",28,1.65849472668704e-05
"conf_p_cases",28,1.65849472668704e-05
