"Attribute","Best.Lag","Miscoding"
"umdchl_pct_feel_nervous_little_time_smooth_low",17,0.00337142955905976
"umdchl_pct_worried_ill_covid19_nottooworried_smooth_high",24,0.00328682848359791
"umdchl_pct_feel_nervous_little_time_smooth_high",18,0.00327784319592105
"umdchl_pct_worried_ill_covid19_nottooworried_smooth",25,0.00323416571300046
"umdapi_cli_se_unw",1,0.00315808807741761
"umdchl_pct_headache_smooth_high",22,0.00314214808651748
"umdchl_pct_worried_ill_covid19_notworried_smooth_low",23,0.00313442655548447
"umdchl_pct_worried_ill_covid19_notworried_smooth",26,0.00312337146346733
"umdchl_pct_worried_ill_covid19_nottooworried_smooth_low",24,0.00309371969220255
"umdchl_pct_enough_toeat_nottoo_worried_smooth",1,0.00307446591256587
"umdchl_pct_worked_outside_home_smooth",1,0.0030736013210005
"umdchl_pct_worked_outside_home_smooth_low",1,0.00303094842837123
"umdapi_ili_se_unw",21,0.00302371205692778
"umdchl_pct_worried_ill_covid19_notworried_smooth_high",28,0.0030215295781207
"umdchl_pct_chills",6,0.0030053331433203
"c6_flag",1,0.00299589158804111
"umdchl_pct_cough",1,0.00296899885220337
"umdchl_pct_fatigue_smooth_high",3,0.00286909996671408
"umdapi_dc_se_unw",29,0.00284017328360156
"umdchl_pct_aches_muscle_pain_smooth_high",4,0.00281469564890346
"economicsupportindexfordisplay",1,0.00281372849535536
"umdchl_pct_finances_very_worried_smooth",29,0.00279631373894016
"umdchl_pct_aches_muscle_pain_smooth",4,0.00276843913347285
"umdchl_pct_stuffy_runny_nose_smooth_low",1,0.00275587108643873
"umdchl_pct_difficulty_breathing_smooth_high",4,0.00273430430778387
"umdchl_pct_aches_muscle_pain_smooth_low",3,0.00273169867292449
"h6_facial.coverings",1,0.0027281389801378
"umdchl_pct_difficulty_breathing_smooth",4,0.00271057269489644
"e2_debt.contract.relief",1,0.00269633435396854
"umdapi_sample_size",28,0.0026954703253009
"umdchl_pct_enough_toeat_somewhat_worried_smooth_low",1,0.00269513074159868
"umdchl_pct_enough_toeat_somewhat_worried_smooth_high",1,0.00268639381026033
"umdchl_pct_enough_toeat_nottoo_worried_smooth_high",23,0.00266365779950447
"umdchl_pct_enough_toeat_somewhat_worried_smooth",1,0.00266034783274027
"owid_tests_per_case",29,0.00265309425414109
"umdapi_cli_se",28,0.00264722233583841
"economicsupportindex",1,0.0026450399557599
"umdchl_pct_finances_nottoo_worried_smooth_low",5,0.0026381614411524
"umdchl_pct_fatigue_smooth",28,0.0026326747683411
"umdchl_pct_worried_ill_covid19_somewhat_smooth_low",29,0.00262341753099988
"umdchl_pct_stuffy_runny_nose_smooth_high",2,0.00261811627436076
"umdchl_pct_enough_toeat_not_worried",18,0.00261799681870467
"umdapi_percent_ili_unw",1,0.0026105121792932
"umdchl_pct_stuffy_runny_nose_smooth",1,0.00260781834860741
"umdchl_pct_worried_ill_covid19_somewhat_smooth",29,0.00259331777415451
"umdchl_pct_enough_toeat_nottoo_worried_smooth_low",23,0.00253381907124394
"umdchl_pct_worried_ill_covid19_somewhat_smooth_high",29,0.00251969789588572
"umdchl_pct_difficulty_breathing_smooth_low",1,0.00251949367488828
"umdchl_pct_worried_ill_covid19_very_smooth_high",29,0.00249255194510174
"umdapi_percent_cli_unw",1,0.00246248970986722
"c1_school.closing",1,0.00244810036045253
"umdchl_pct_worried_ill_covid19_very_smooth",29,0.00244168057951659
"umdchl_pct_wear_mask_half_time",24,0.00240756483677203
"conf_cum_deaths",9,0.00240273087310382
"umdchl_pct_worried_ill_covid19_very_smooth_low",29,0.00235516288082874
"umdchl_pct_eye_pain_smooth_high",26,0.00235315173315112
"umdchl_pct_eye_pain_smooth",25,0.00230853237377879
"umdchl_pct_worried_ill_covid19_nottooworried",29,0.00230313572533569
"umdchl_pct_eye_pain_smooth_low",25,0.00223604974479603
"umdapi_percent_dc_unw_smooth_high",29,0.0021978356799084
"umdchl_pct_feel_depressed_all_time_smooth_high",11,0.00218900696613403
"umdapi_mc_se_unw",27,0.00217548408133979
"umdchl_pct_feel_depressed_little_time_smooth_low",24,0.00216624765571869
"umdchl_pct_sore_throat",1,0.00216248693371311
"umdapi_percent_dc_unw_smooth",29,0.00214969490990823
"umdchl_pct_feel_depressed_little_time_smooth",28,0.00213609912598387
"umdchl_pct_attended_public_event_smooth",18,0.00209155761762813
"umdchl_pct_attended_public_event_smooth_low",18,0.00209155761762813
"owid_reproduction_rate",1,0.00207419028076276
"umdchl_pct_attended_public_event_smooth_high",18,0.00206976877831658
"umdchl_pct_feel_nervous_none_time_smooth_high",28,0.00206066184719796
"umdchl_pct_fatigue_smooth_low",29,0.00205837329677958
"umdchl_pct_feel_nervous_none_time_smooth_low",25,0.00204402560092148
"umdchl_pct_feel_nervous_none_time_smooth",26,0.0020318926016368
"umdchl_pct_feel_depressed_all_time_smooth",14,0.0020302637032969
"umdchl_pct_feel_nervous_all_time_smooth_low",11,0.00202832431733475
"umdchl_pct_fever",27,0.00201918494978492
"umdchl_pct_cli",26,0.00201011417589669
"umdapi_ili_se",28,0.00199180796015648
"umdapi_percent_dc_unw_smooth_low",29,0.00198120096609664
"umdchl_pct_feel_depressed_all_time_smooth_low",14,0.0019620682441237
"governmentresponseindexfordisplay",10,0.00195225365073176
"umdchl_pct_headache",4,0.001941074141863
"umdapi_percent_dc_smooth",29,0.00192382505201228
"umdchl_pct_finances_nottoo_worried_smooth_high",29,0.00191184795111362
"umdapi_percent_dc_smooth_low",29,0.00190196337583414
"umdchl_pct_finances_very_worried_smooth_low",29,0.00189705402444479
"umdapi_percent_dc_smooth_high",29,0.00189659188425346
"umdchl_pct_tested_recently_smooth_low",1,0.00188963786803888
"c7_flag",1,0.00188778070793427
"umdchl_pct_tested_recently_smooth",1,0.00185675199342107
"umdchl_pct_feel_nervous_some_time_smooth_low",24,0.00185141732550739
"umdchl_pct_ili",29,0.00184483199244357
"umdchl_pct_tested_recently_smooth_high",1,0.00180903472979183
"stringencyindexfordisplay",3,0.00180686915534271
"umdchl_pct_feel_nervous_all_time_smooth",18,0.00179820854450288
"governmentresponseindex",10,0.00179380248519397
"umdchl_pct_wear_mask_half_time_smooth_low",29,0.00177023796482318
"umdchl_pct_wear_mask_most_time_smooth_high",23,0.00175530090061744
"umdchl_pct_finances_not_worried_smooth_high",22,0.00175479210312678
"umdchl_pct_grocery_outside_home_smooth_high",29,0.00175154761552899
"umdchl_pct_grocery_outside_home_smooth",28,0.00173035737808595
"umdchl_pct_grocery_outside_home_smooth_low",29,0.00171850338704682
"c6_stay.at.home.requirements",29,0.00171838303640077
"umdapi_percent_ili",1,0.00171282204390439
"umdapi_percent_cli",28,0.00171198893594497
"containmenthealthindex",13,0.00170876639622926
"umdchl_pct_feel_depressed_little_time_smooth_high",27,0.00169289276453148
"umdchl_total_responses",29,0.00168611871986205
"umdchl_pct_wear_mask_most_time_smooth",22,0.00167327546791351
"umdchl_pct_feel_nervous_some_time_smooth",29,0.00167006213066759
"umdchl_pct_feel_nervous_all_time_smooth_high",13,0.00166199628636086
"umdchl_pct_worried_ill_covid19_very",29,0.00164781662355176
"umdchl_pct_wear_mask_most_time_smooth_low",21,0.00164466120748769
"containmenthealthindexfordisplay",23,0.0016444885419594
"owid_stringency_index",3,0.001638460250621
"umdchl_pct_feel_depressed_some_time_smooth_low",29,0.0016353354007221
"stringencyindex",3,0.0016145645393957
"umdapi_hf_se",26,0.00160075820925581
"umdapi_percent_dc_unw",26,0.00159954937211911
"c7_restrictions.on.internal.movement",12,0.0015832412936205
"W_p_cases_stillsick_smooth",29,0.00157730404297673
"umdchl_pct_feel_depressed_none_time_smooth_high",29,0.00157727071369127
"umdchl_pct_feel_depressed_most_time_smooth",25,0.00156797768287229
"umdchl_pct_feel_depressed_most_time_smooth_low",25,0.00156797768287229
"umdchl_pct_feel_depressed_most_time_smooth_high",25,0.00155642228213152
"umdchl_pct_stuffy_runny_nose",1,0.00154205864371076
"stringencylegacyindexfordisplay",1,0.00154084358405398
"umdchl_pct_feel_depressed_some_time_smooth",25,0.00153765555065008
"umdchl_pct_feel_nervous_some_time_smooth_high",29,0.00153130439456353
"umdchl_pct_feel_nervous_most_time_smooth_low",27,0.0015194628937609
"umdchl_pct_wear_mask_half_time_smooth",29,0.0015002629388164
"umdchl_pct_feel_depressed_none_time_smooth",29,0.00149830257166603
"umdchl_pct_enough_toeat_somewhat_worried",3,0.00149409913206575
"umdchl_pct_feel_nervous_most_time_smooth",26,0.00147532267079375
"umdchl_pct_finances_somewhat_worried_smooth_low",12,0.00146596264456811
"umdchl_pct_feel_depressed_some_time_smooth_high",29,0.00145645550510921
"umdchl_pct_feel_depressed_none_time_smooth_low",29,0.00144164133990909
"stringencylegacyindex",1,0.00143981301043972
"umdchl_pct_feel_nervous_most_time_smooth_high",24,0.00142123986890797
"umdchl_pct_attended_public_event",15,0.00139878575016946
"umdchl_pct_ate_outside_home_smooth_high",29,0.00139345566832677
"umdchl_pct_worked_outside_home",4,0.00136462021891778
"umdchl_pct_finances_very_worried_smooth_high",29,0.0013430365843014
"umdchl_pct_ate_outside_home_smooth",29,0.00133773915863137
"umdchl_pct_used_public_transit_smooth_high",1,0.00132090807974576
"umdchl_pct_ate_outside_home_smooth_low",29,0.00131266391249928
"umdchl_pct_used_public_transit_smooth",1,0.00130798538399746
"umdchl_pct_finances_very_worried",29,0.00125739728398925
"umdapi_percent_dc",25,0.00121985701680371
"umdchl_pct_spent_time_with_non_hh_smooth",29,0.00121878503912234
"umdchl_pct_spent_time_with_non_hh_smooth_high",29,0.00121878503912234
"umdchl_pct_wear_mask_half_time_smooth_high",29,0.00120754574664178
"umdchl_pct_ate_outside_home",29,0.00117118426400268
"umdchl_pct_spent_time_with_non_hh",24,0.00117015673541282
"umdchl_pct_finances_not_worried_smooth",18,0.00116886160400742
"umdchl_pct_used_public_transit_smooth_low",1,0.00116686353143637
"umdapi_percent_mc",28,0.00115590718035165
"umdchl_pct_wear_mask_some_time",29,0.00115476967533683
"conf_cases_active",9,0.00114719817921266
"conf_p_cases_active",9,0.00114719817921266
"umdchl_pct_finances_somewhat_worried_smooth_high",12,0.00114687221891326
"h2_testing.policy",1,0.0011172571854965
"h3_contact.tracing",1,0.00111725718549649
"umdchl_pct_worried_ill_covid19_somewhat",29,0.00108869104773445
"umdchl_pct_wear_mask_some_time_smooth_low",2,0.00107756254330876
"umdchl_pct_finances_not_worried_smooth_low",1,0.00107652204004088
"umdchl_pct_wear_mask_some_time_smooth",1,0.0010693349645061
"c2_workplace.closing",11,0.00105825504664514
"umdchl_pct_chest_pain",29,0.00105621397102058
"umdchl_pct_wear_mask_some_time_smooth_high",1,0.00104629709747956
"umdchl_pct_spent_time_with_non_hh_smooth_low",29,0.00102019440049681
"W_p_cases_stillsick_smooth_low",1,0.00101203297631377
"umdchl_pct_used_public_transit",1,0.00100894419618845
"umdapi_dc_se",26,0.000998317178857444
"umdchl_pct_nausea",5,0.000995632673500239
"W_p_cases_stillsick_smooth_high",1,0.000989600712394514
"umdchl_pct_worried_ill_covid19_notworried",27,0.000980402932981767
"umdchl_pct_direct_contact_with_non_hh_smooth_high",29,0.000967586923504635
"umdchl_pct_direct_contact_with_non_hh_smooth",29,0.000954759392757045
"umdchl_pct_direct_contact_with_non_hh_smooth_low",29,0.000941026525618618
"umdapi_mc_se",25,0.000938012405046885
"umdchl_pct_finances_nottoo_worried",28,0.000928941266775431
"umdchl_pct_feel_nervous_none_time",29,0.000924731468958458
"c4_restrictions.on.gatherings",1,0.000906836676202513
"c4_flag",1,0.000896815673468948
"umdapi_percent_hf_unw_smooth_low",2,0.000895743390187058
"umdapi_percent_hf_smooth_low",1,0.00088958887815655
"umdchl_pct_wear_mask_all_time",27,0.000879550098726996
"umdapi_percent_mc_unw",25,0.000870851466674848
"umdapi_percent_hf_unw_smooth",1,0.000863629035746966
"umdchl_pct_eye_pain",18,0.000858377194687312
"umdapi_percent_hf_smooth",1,0.000837826981848699
"umdapi_percent_hf_unw_smooth_high",1,0.000837826981848699
"umdchl_pct_aches_muscle_pain",1,0.000837034604059024
"umdchl_pct_enough_toeat_very_worried",29,0.000817843824196218
"umdapi_percent_hf_unw",26,0.000807876025772659
"umdchl_pct_feel_depressed_none_time",26,0.000800918557880443
"conf_cases_contagious",9,0.000799077385380742
"conf_p_cases_contagious",9,0.000799077385380742
"umdchl_pct_enough_toeat_nottoo_worried",11,0.000774626760140961
"umdchl_pct_direct_contact_with_non_hh",29,0.000772599012655133
"umdchl_pct_wear_mask_most_time",20,0.000769780955049515
"umdchl_pct_anosmia_ageusia",26,0.000769379257892942
"c3_cancel.public.events",1,0.000739941291122008
"c5_close.public.transport",1,0.000739941291122008
"h6_flag",21,0.000739450821468214
"umdapi_percent_hf_smooth_high",1,0.000736158545434955
"umdchl_pct_grocery_outside_home",26,0.000714791115135007
"umdchl_pct_no_public",1,0.000714214187795557
"umdchl_pct_no_public_smooth_high",1,0.000689801844041218
"umdchl_pct_no_public_smooth",1,0.000689801844041216
"umdchl_pct_no_public_smooth_low",1,0.000689801844041216
"umdchl_pct_finances_not_worried",24,0.000670815236982047
"umdapi_percent_mc_smooth_low",25,0.000659150241557679
"umdchl_pct_finances_somewhat_worried",8,0.000653277046620598
"e1_income.support",1,0.000645354183336017
"umdapi_percent_mc_smooth",25,0.000629695621190677
"umdapi_percent_mc_smooth_high",25,0.000629695621190677
"c8_international.travel.controls",1,0.000595732191330217
"umdchl_pct_difficulty_breathing",10,0.00058438477798528
"umdchl_pct_feel_nervous_little_time",29,0.000571633433491625
"umdchl_pct_feel_nervous_most_time",16,0.000556388620635318
"umdchl_pct_feel_depressed_little_time",5,0.000549691809475862
"umdchl_pct_fatigue",5,0.000535260047234626
"c1_flag",29,0.00053161500191643
"umdchl_pct_feel_nervous_some_time",24,0.000529927406759845
"umdapi_percent_mc_unw_smooth_low",1,0.000515926278708093
"umdapi_percent_mc_unw_smooth",1,0.000492145541464072
"umdapi_percent_mc_unw_smooth_high",1,0.000492145541464072
"umdchl_pct_feel_depressed_all_time",23,0.00048919344826676
"umdchl_pct_wear_mask_all_time_smooth",28,0.00047052400302644
"umdchl_pct_wear_mask_all_time_smooth_high",28,0.00047052400302644
"umdchl_pct_wear_mask_all_time_smooth_low",27,0.000466774908926164
"umdchl_pct_feel_depressed_some_time",21,0.000457169662234122
"umdapi_percent_hf",21,0.000456528971996904
"c3_flag",1,0.000448432012424143
"umdchl_pct_feel_depressed_most_time",12,0.000409927019458945
"umdchl_pct_tested_recently",26,0.000407700496341541
"owid_weekly_hosp_admissions",29,0.000401090869470798
"owid_weekly_hosp_admissions_per_million",29,0.000401090869470798
"umdchl_pct_feel_nervous_all_time",15,0.000281205998114669
"umdchl_pct_wear_mask_none_time",1,0.000274610814490297
"umdchl_pct_wear_mask_none_time_smooth",1,0.000274610814490297
"umdchl_pct_wear_mask_none_time_smooth_low",1,0.000274610814490297
"umdchl_pct_wear_mask_none_time_smooth_high",1,0.000274610814490297
"e3_fiscal.measures",7,0.000178953604422133
"conf_deaths",28,0.000108279513091903
"conf_deaths_prev_week",22,5.39068231258682e-05
"conf_cases_prev_week",16,2.65149039547736e-05
"h5_investment.in.vaccines",11,1.40940289622262e-05
"conf_cases",29,9.40168290868068e-06
"conf_p_cases",29,9.40168290868068e-06
