"Date","CountryName","RegionName","PredictedDailyNewCases","PredictedDailyNewDeaths","avgcases7days_delta","avgdeaths7days_delta","PredictedDailyNewHospital","PredictedDailyNewICU"
2020-04-24,"United States","Georgia",756.714285714286,35.5714285714286,-131,-6.42857142857143,196.785714285714,59.0357142857143
2020-04-25,"United States","Georgia",793.285714285714,33.4285714285714,36.5714285714287,-2.14285714285714,208.892857142857,62.6678571428572
2020-04-26,"United States","Georgia",740.714285714286,32.7142857142857,-52.5714285714287,-0.714285714285715,217.571428571428,65.2714285714285
2020-04-27,"United States","Georgia",699.285714285714,31.4285714285714,-41.4285714285713,-1.28571428571429,189.392857142857,56.8178571428572
2020-04-28,"United States","Georgia",720.142857142857,34,20.8571428571428,2.57142857142857,222.392857142857,66.7178571428572
2020-04-29,"United States","Georgia",651.571428571429,36.1428571428571,-68.5714285714286,2.14285714285715,221.928571428572,66.5785714285715
2020-04-30,"United States","Georgia",625.857142857143,35.8571428571429,-25.7142857142857,-0.285714285714292,189.178571428572,56.7535714285714
2020-05-01,"United States","Georgia",714,38.5714285714286,88.1428571428571,2.71428571428572,198.321428571428,59.4964285714285
2020-05-02,"United States","Georgia",729.857142857143,38.5714285714286,15.8571428571429,0,185.178571428572,55.5535714285715
2020-05-03,"United States","Georgia",739.857142857143,38.2857142857143,10,-0.285714285714285,174.821428571428,52.4464285714285
2020-05-04,"United States","Georgia",735.571428571429,35.8571428571429,-4.28571428571433,-2.42857142857143,180.035714285714,54.0107142857143
2020-05-05,"United States","Georgia",725.142857142857,37.5714285714286,-10.4285714285714,1.71428571428572,162.892857142857,48.8678571428572
2020-05-06,"United States","Georgia",709.714285714286,32.2857142857143,-15.4285714285714,-5.28571428571428,156.464285714286,46.9392857142857
2020-05-07,"United States","Georgia",764.857142857143,31.8571428571429,55.1428571428572,-0.428571428571427,178.5,53.55
2020-05-08,"United States","Georgia",670.285714285714,33,-94.5714285714286,1.14285714285714,182.464285714286,54.7392857142857
2020-05-09,"United States","Georgia",608.142857142857,32.2857142857143,-62.1428571428572,-0.714285714285715,184.964285714286,55.4892857142857
2020-05-10,"United States","Georgia",702.142857142857,31.7142857142857,94,-0.571428571428569,183.892857142857,55.1678571428572
2020-05-11,"United States","Georgia",650.142857142857,28.2857142857143,-52,-3.42857142857143,181.285714285714,54.3857142857143
2020-05-12,"United States","Georgia",703.714285714286,28.4285714285714,53.5714285714286,0.142857142857142,177.428571428572,53.2285714285714
2020-05-13,"United States","Georgia",669.142857142857,27.1428571428571,-34.5714285714286,-1.28571428571428,191.214285714286,57.3642857142857
2020-05-14,"United States","Georgia",622.714285714286,27.1428571428571,-46.4285714285714,0,167.571428571428,50.2714285714286
2020-05-15,"United States","Georgia",655.857142857143,26.8571428571429,33.1428571428572,-0.285714285714285,152.035714285714,45.6107142857143
2020-05-16,"United States","Georgia",660.571428571429,27.8571428571429,4.71428571428567,1,175.535714285714,52.6607142857143
2020-05-17,"United States","Georgia",571.285714285714,29.1428571428571,-89.2857142857142,1.28571428571428,162.535714285714,48.7607142857143
2020-05-18,"United States","Georgia",611.571428571429,29.2857142857143,40.2857142857142,0.142857142857142,175.928571428572,52.7785714285714
2020-05-19,"United States","Georgia",561.571428571429,25.2857142857143,-50,-4,167.285714285714,50.1857142857143
2020-05-20,"United States","Georgia",624.857142857143,25.7142857142857,63.2857142857143,0.428571428571431,155.678571428572,46.7035714285715
2020-05-21,"United States","Georgia",669.428571428571,32.8571428571429,44.5714285714286,7.14285714285714,163.964285714286,49.1892857142857
2020-05-22,"United States","Georgia",672.857142857143,31.4285714285714,3.42857142857144,-1.42857142857143,165.142857142857,49.5428571428572
2020-05-23,"United States","Georgia",718.571428571429,32,45.7142857142857,0.571428571428573,142.821428571428,42.8464285714285
2020-05-24,"United States","Georgia",760.428571428571,31,41.8571428571429,-1,152.892857142857,45.8678571428572
2020-05-25,"United States","Georgia",731,28.4285714285714,-29.4285714285714,-2.57142857142857,140.392857142857,42.1178571428572
2020-05-26,"United States","Georgia",732.571428571429,31.5714285714286,1.57142857142856,3.14285714285715,156.214285714286,46.8642857142857
2020-05-27,"United States","Georgia",691,33.7142857142857,-41.5714285714286,2.14285714285714,167.357142857143,50.2071428571428
2020-05-28,"United States","Georgia",657.571428571429,28.2857142857143,-33.4285714285714,-5.42857142857143,168.214285714286,50.4642857142857
2020-05-29,"United States","Georgia",628.428571428571,25.5714285714286,-29.1428571428571,-2.71428571428571,179.642857142857,53.8928571428572
2020-05-30,"United States","Georgia",584.142857142857,26,-44.2857142857143,0.428571428571427,190.107142857143,57.0321428571428
2020-05-31,"United States","Georgia",594.428571428571,32.2857142857143,10.2857142857143,6.28571428571428,182.75,54.825
2020-06-01,"United States","Georgia",643.142857142857,35.1428571428571,48.7142857142857,2.85714285714286,183.142857142857,54.9428571428572
2020-06-02,"United States","Georgia",603.428571428571,29.4285714285714,-39.7142857142857,-5.71428571428572,172.75,51.825
2020-06-03,"United States","Georgia",608,27.1428571428571,4.57142857142856,-2.28571428571428,164.392857142857,49.3178571428572
2020-06-04,"United States","Georgia",656.142857142857,25.1428571428571,48.1428571428571,-2,157.107142857143,47.1321428571428
2020-06-05,"United States","Georgia",677.142857142857,26.7142857142857,21,1.57142857142857,146.035714285714,43.8107142857143
2020-06-06,"United States","Georgia",718.285714285714,24.8571428571429,41.1428571428572,-1.85714285714286,148.607142857143,44.5821428571428
2020-06-07,"United States","Georgia",690.714285714286,18.1428571428571,-27.5714285714287,-6.71428571428572,160.785714285714,48.2357142857143
2020-06-08,"United States","Georgia",656.428571428571,16.2857142857143,-34.2857142857142,-1.85714285714286,150.857142857143,45.2571428571428
2020-06-09,"United States","Georgia",720.285714285714,26.1428571428571,63.8571428571429,9.85714285714286,152,45.6
2020-06-10,"United States","Georgia",726.571428571429,29.4285714285714,6.28571428571422,3.28571428571428,164.035714285714,49.2107142857143
2020-06-11,"United States","Georgia",730.571428571429,32.2857142857143,4,2.85714285714286,169.285714285714,50.7857142857143
2020-06-12,"United States","Georgia",737.428571428571,34.8571428571429,6.85714285714289,2.57142857142857,179.571428571428,53.8714285714285
2020-06-13,"United States","Georgia",777.857142857143,38.4285714285714,40.4285714285714,3.57142857142858,172.678571428572,51.8035714285715
2020-06-14,"United States","Georgia",826.142857142857,38.7142857142857,48.2857142857142,0.285714285714285,164.107142857143,49.2321428571428
2020-06-15,"United States","Georgia",845.285714285714,40.8571428571429,19.1428571428572,2.14285714285714,180.071428571428,54.0214285714286
2020-06-16,"United States","Georgia",832.714285714286,34.8571428571429,-12.5714285714287,-6,181.642857142857,54.4928571428572
2020-06-17,"United States","Georgia",864.285714285714,35.1428571428571,31.5714285714287,0.285714285714292,182.642857142857,54.7928571428572
2020-06-18,"United States","Georgia",848.428571428571,32.8571428571429,-15.8571428571429,-2.28571428571429,184.357142857143,55.3071428571428
2020-06-19,"United States","Georgia",889.428571428571,31.1428571428571,41,-1.71428571428571,194.464285714286,58.3392857142857
2020-06-20,"United States","Georgia",1000.71428571429,27.8571428571429,111.285714285714,-3.28571428571428,206.535714285714,61.9607142857143
2020-06-21,"United States","Georgia",1002.85714285714,27.4285714285714,2.14285714285722,-0.428571428571431,211.321428571428,63.3964285714285
2020-06-22,"United States","Georgia",1073.42857142857,22,70.5714285714284,-5.42857142857143,208.178571428572,62.4535714285715
2020-06-23,"United States","Georgia",1247.42857142857,23.7142857142857,174,1.71428571428572,216.071428571428,64.8214285714285
2020-06-24,"United States","Georgia",1335.85714285714,17.5714285714286,88.4285714285716,-6.14285714285714,212.107142857143,63.6321428571428
2020-06-25,"United States","Georgia",1454.71428571429,20,118.857142857143,2.42857142857143,222.357142857143,66.7071428571428
2020-06-26,"United States","Georgia",1569.42857142857,19.1428571428571,114.714285714286,-0.857142857142858,250.178571428572,75.0535714285717
2020-06-27,"United States","Georgia",1596.57142857143,19.1428571428571,27.1428571428573,0,250.714285714285,75.2142857142855
2020-06-28,"United States","Georgia",1787,19.2857142857143,190.428571428571,0.142857142857142,268.357142857142,80.5071428571427
2020-06-29,"United States","Georgia",1927,19.4285714285714,140,0.142857142857142,311.857142857142,93.5571428571428
2020-06-30,"United States","Georgia",1925.85714285714,15.7142857142857,-1.14285714285711,-3.71428571428571,333.964285714285,100.189285714285
2020-07-01,"United States","Georgia",2123,18.4285714285714,197.142857142857,2.71428571428571,363.678571428573,109.103571428572
2020-07-02,"United States","Georgia",2373.42857142857,14.8571428571429,250.428571428572,-3.57142857142857,392.357142857142,117.707142857143
2020-07-03,"United States","Georgia",2499.71428571429,12.4285714285714,126.285714285714,-2.42857142857143,399.142857142858,119.742857142857
2020-07-04,"United States","Georgia",2619.14285714286,11.5714285714286,119.428571428572,-0.857142857142858,446.75,134.025
2020-07-05,"United States","Georgia",2615.14285714286,11.7142857142857,-4,0.142857142857142,481.75,144.525
2020-07-06,"United States","Georgia",2521,13.4285714285714,-94.1428571428573,1.71428571428572,481.464285714285,144.439285714285
2020-07-07,"United States","Georgia",2739.85714285714,13.4285714285714,218.857142857143,0,530.75,159.225
2020-07-08,"United States","Georgia",2806.85714285714,13.5714285714286,67,0.142857142857142,593.357142857143,178.007142857143
2020-07-09,"United States","Georgia",2716.85714285714,11.5714285714286,-90,-2,624.928571428572,187.478571428572
2020-07-10,"United States","Georgia",2960.57142857143,15.4285714285714,243.714285714286,3.85714285714286,654.785714285715,196.435714285715
2020-07-11,"United States","Georgia",3011.71428571429,19.8571428571429,51.1428571428573,4.42857142857143,653.785714285715,196.135714285714
2020-07-12,"United States","Georgia",3059.85714285714,20.4285714285714,48.1428571428569,0.571428571428569,630.25,189.075
2020-07-13,"United States","Georgia",3358.28571428571,21.1428571428571,298.428571428572,0.714285714285715,684.964285714285,205.489285714286
2020-07-14,"United States","Georgia",3356.14285714286,22.1428571428571,-2.14285714285688,1,701.714285714285,210.514285714285
2020-07-15,"United States","Georgia",3421.14285714286,24.1428571428571,65,2,679.214285714285,203.764285714285
2020-07-16,"United States","Georgia",3508.57142857143,25,87.4285714285711,0.857142857142858,740.142857142857,222.042857142857
2020-07-17,"United States","Georgia",3425,23.8571428571429,-83.5714285714284,-1.14285714285714,752.928571428572,225.878571428572
2020-07-18,"United States","Georgia",3639.85714285714,24.7142857142857,214.857142857143,0.857142857142858,764.964285714285,229.489285714286
2020-07-19,"United States","Georgia",3742,24.4285714285714,102.142857142857,-0.285714285714288,839.571428571428,251.871428571428
2020-07-20,"United States","Georgia",3572.85714285714,21.5714285714286,-169.142857142857,-2.85714285714285,839.035714285715,251.710714285714
2020-07-21,"United States","Georgia",3575,28.5714285714286,2.14285714285734,7,855.285714285715,256.585714285715
2020-07-22,"United States","Georgia",3494.85714285714,34.8571428571429,-80.1428571428573,6.28571428571428,877.142857142857,263.142857142857
2020-07-23,"United States","Georgia",3617.14285714286,36.5714285714286,122.285714285715,1.71428571428572,856.25,256.875
2020-07-24,"United States","Georgia",3746.85714285714,44.4285714285714,129.714285714285,7.85714285714286,909.964285714285,272.989285714285
2020-07-25,"United States","Georgia",3615.42857142857,46.4285714285714,-131.428571428571,2,935.5,280.65
2020-07-26,"United States","Georgia",3546.28571428571,46.2857142857143,-69.1428571428573,-0.142857142857146,893.214285714285,267.964285714285
2020-07-27,"United States","Georgia",3608.71428571429,47.4285714285714,62.4285714285716,1.14285714285715,893.75,268.125
2020-07-28,"United States","Georgia",3723.42857142857,44.1428571428571,114.714285714286,-3.28571428571428,873.714285714285,262.114285714285
2020-07-29,"United States","Georgia",3717.28571428571,43.8571428571429,-6.14285714285734,-0.285714285714292,904.285714285715,271.285714285715
2020-07-30,"United States","Georgia",3668.42857142857,44.2857142857143,-48.8571428571427,0.428571428571431,936.714285714285,281.014285714286
2020-07-31,"United States","Georgia",3561.71428571429,44.1428571428571,-106.714285714286,-0.142857142857139,903.857142857143,271.157142857143
2020-08-01,"United States","Georgia",3546.28571428571,47.2857142857143,-15.4285714285716,3.14285714285714,886.571428571428,265.971428571428
2020-08-02,"United States","Georgia",3603.42857142857,48.8571428571429,57.1428571428573,1.57142857142857,902.178571428572,270.653571428572
2020-08-03,"United States","Georgia",3513.14285714286,47.5714285714286,-90.2857142857142,-1.28571428571428,930.857142857143,279.257142857143
2020-08-04,"United States","Georgia",3270.85714285714,51.1428571428571,-242.285714285715,3.57142857142858,929.321428571428,278.796428571428
2020-08-05,"United States","Georgia",3341.42857142857,48.8571428571429,70.5714285714289,-2.28571428571429,917.107142857143,275.132142857143
2020-08-06,"United States","Georgia",3229.85714285714,50.7142857142857,-111.571428571429,1.85714285714286,890.428571428572,267.128571428572
2020-08-07,"United States","Georgia",3236,52.1428571428571,6.14285714285734,1.42857142857143,886.571428571428,265.971428571428
2020-08-08,"United States","Georgia",3345,51.5714285714286,109,-0.571428571428577,900.857142857143,270.257142857143
2020-08-09,"United States","Georgia",3345.57142857143,51.2857142857143,0.571428571428442,-0.285714285714285,878.285714285715,263.485714285714
2020-08-10,"United States","Georgia",3370,55.2857142857143,24.4285714285716,4,817.714285714285,245.314285714285
2020-08-11,"United States","Georgia",3520,61.4285714285714,150,6.14285714285715,835.357142857143,250.607142857143
2020-08-12,"United States","Georgia",3491.42857142857,67.4285714285714,-28.5714285714284,6,807.464285714285,242.239285714285
2020-08-13,"United States","Georgia",3396.14285714286,73.1428571428571,-95.2857142857142,5.71428571428571,809,242.7
2020-08-14,"United States","Georgia",3270.14285714286,65.1428571428571,-126,-8,836.25,250.875
2020-08-15,"United States","Georgia",3105.85714285714,69,-164.285714285715,3.85714285714286,836.392857142857,250.917857142857
2020-08-16,"United States","Georgia",2919.14285714286,71.8571428571429,-186.714285714285,2.85714285714286,842.5,252.75
2020-08-17,"United States","Georgia",2833.71428571429,71.1428571428571,-85.4285714285716,-0.714285714285722,880,264
2020-08-18,"United States","Georgia",2727,63.2857142857143,-106.714285714286,-7.85714285714285,872.857142857143,261.857142857143
2020-08-19,"United States","Georgia",2547,56.1428571428571,-180,-7.14285714285714,849.035714285715,254.710714285714
2020-08-20,"United States","Georgia",2581.85714285714,52.2857142857143,34.8571428571427,-3.85714285714286,817.535714285715,245.260714285714
2020-08-21,"United States","Georgia",2533.57142857143,60.7142857142857,-48.2857142857142,8.42857142857143,776.464285714285,232.939285714285
2020-08-22,"United States","Georgia",2436.28571428571,60.4285714285714,-97.2857142857142,-0.285714285714285,729.785714285715,218.935714285715
2020-08-23,"United States","Georgia",2417,61.4285714285714,-19.2857142857142,1,708.428571428572,212.528571428572
2020-08-24,"United States","Georgia",2484.57142857143,61.2857142857143,67.5714285714284,-0.142857142857146,681.75,204.525
2020-08-25,"United States","Georgia",2382.42857142857,66.8571428571429,-102.142857142857,5.57142857142858,636.75,191.025
2020-08-26,"United States","Georgia",2372.57142857143,66,-9.85714285714312,-0.857142857142861,645.464285714285,193.639285714285
2020-08-27,"United States","Georgia",2333.28571428571,69.8571428571429,-39.2857142857142,3.85714285714286,633.392857142857,190.017857142857
2020-08-28,"United States","Georgia",2248.85714285714,67.5714285714286,-84.4285714285716,-2.28571428571429,609.071428571428,182.721428571428
2020-08-29,"United States","Georgia",2219.42857142857,69.1428571428571,-29.4285714285711,1.57142857142857,604.25,181.275
2020-08-30,"United States","Georgia",2146.28571428571,67.4285714285714,-73.1428571428573,-1.71428571428571,621.142857142857,186.342857142857
2020-08-31,"United States","Georgia",2031.14285714286,68.1428571428571,-115.142857142857,0.714285714285708,595.607142857143,178.682142857143
2020-09-01,"United States","Georgia",2049,67.2857142857143,17.8571428571429,-0.857142857142847,593.142857142857,177.942857142857
2020-09-02,"United States","Georgia",2003.28571428571,69.1428571428571,-45.7142857142858,1.85714285714285,583.321428571428,174.996428571428
2020-09-03,"United States","Georgia",2030.57142857143,67.8571428571429,27.2857142857144,-1.28571428571428,562.214285714285,168.664285714285
2020-09-04,"United States","Georgia",1997.42857142857,65.7142857142857,-33.1428571428573,-2.14285714285715,554.857142857143,166.457142857143
2020-09-05,"United States","Georgia",1970,57.2857142857143,-27.4285714285713,-8.42857142857142,536.571428571428,160.971428571428
2020-09-06,"United States","Georgia",2032.28571428571,61.8571428571429,62.2857142857142,4.57142857142857,507.785714285715,152.335714285714
2020-09-07,"United States","Georgia",1905.14285714286,58.7142857142857,-127.142857142857,-3.14285714285714,512.25,153.675
2020-09-08,"United States","Georgia",1807.57142857143,48.1428571428571,-97.5714285714284,-10.5714285714286,500.821428571427,150.246428571428
2020-09-09,"United States","Georgia",1812.42857142857,47.5714285714286,4.85714285714266,-0.571428571428577,507.642857142858,152.292857142857
2020-09-10,"United States","Georgia",1690.71428571429,48,-121.714285714286,0.428571428571431,499.357142857142,149.807142857143
2020-09-11,"United States","Georgia",1632.42857142857,45,-58.2857142857144,-3,492.5,147.75
2020-09-12,"United States","Georgia",1622.42857142857,44.2857142857143,-10,-0.714285714285715,508.071428571427,152.421428571428
2020-09-13,"United States","Georgia",1587.85714285714,42.2857142857143,-34.5714285714284,-2,476.285714285715,142.885714285714
2020-09-14,"United States","Georgia",1647.14285714286,44.1428571428571,59.2857142857142,1.85714285714286,451.892857142858,135.567857142857
2020-09-15,"United States","Georgia",1663.42857142857,46.7142857142857,16.2857142857142,2.57142857142857,453.107142857142,135.932142857143
2020-09-16,"United States","Georgia",1679.42857142857,41.5714285714286,16,-5.14285714285715,422.678571428573,126.803571428572
2020-09-17,"United States","Georgia",1682.85714285714,38.5714285714286,3.42857142857156,-3,408.107142857142,122.432142857143
2020-09-18,"United States","Georgia",1724.71428571429,41.4285714285714,41.8571428571429,2.85714285714286,405.607142857142,121.682142857143
2020-09-19,"United States","Georgia",1730.85714285714,44.5714285714286,6.14285714285711,3.14285714285714,396.964285714285,119.089285714285
2020-09-20,"United States","Georgia",1691.57142857143,38.4285714285714,-39.2857142857142,-6.14285714285714,411.785714285715,123.535714285715
2020-09-21,"United States","Georgia",1714.57142857143,35.8571428571429,23,-2.57142857142858,415.857142857142,124.757142857143
2020-09-22,"United States","Georgia",1614.28571428571,39.4285714285714,-100.285714285714,3.57142857142858,419.857142857142,125.957142857143
2020-09-23,"United States","Georgia",1586.42857142857,50,-27.8571428571429,10.5714285714286,420.714285714285,126.214285714285
2020-09-24,"United States","Georgia",1542.14285714286,48.8571428571429,-44.2857142857142,-1.14285714285715,431.178571428573,129.353571428572
