Date,CountryName,RegionName,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
2020-01-01,United States,Mississippi,3,2,1,4,1,1,1,3,2,1,1,3
2020-01-01,United States,Missouri,3,1,1,4,0,1,1,3,2,2,1,1
2020-01-01,United States,Montana,3,1,1,3,1,2,1,3,2,3,2,1
2020-01-01,United States,Nebraska,3,1,2,1,1,1,1,3,2,3,1,2
2020-01-01,United States,Nevada,3,1,2,3,0,1,1,3,2,2,2,2
2020-01-01,United States,New Hampshire,3,2,2,4,2,2,1,3,2,2,2,1
2020-01-01,United States,New Jersey,3,3,2,4,0,2,1,3,2,1,1,1
2020-01-01,United States,New Mexico,3,3,2,4,2,1,2,3,2,3,2,2
2020-01-01,United States,New York,3,3,2,4,1,2,1,3,2,1,1,0
2020-01-01,United States,North Carolina,3,2,2,3,1,1,2,3,2,1,1,3
2020-01-01,United States,North Dakota,3,1,1,0,1,1,2,3,2,2,1,1
2020-01-01,United States,Ohio,3,2,2,4,0,2,1,3,2,2,1,2
2020-01-01,United States,Oklahoma,3,1,1,3,1,1,1,3,2,3,1,2
2020-01-01,United States,Oregon,3,2,2,4,0,2,1,3,2,1,1,2
2020-01-01,United States,Pennsylvania,3,2,2,3,1,1,1,3,2,2,1,2
2020-01-01,United States,Rhode Island,3,2,2,3,0,1,2,3,2,3,2,3
2020-01-01,United States,South Carolina,3,1,2,3,1,0,1,3,2,1,1,0
2020-01-01,United States,Tennessee,3,3,2,4,2,3,2,4,2,3,2,4
2020-01-01,United States,Texas,3,2,2,4,0,1,1,3,2,2,1,2
2020-01-01,United States,Utah,3,1,2,3,0,1,1,3,2,2,2,3
2020-01-01,United States,Vermont,3,2,2,4,0,2,2,3,2,1,2,2
2020-01-01,United States,Virginia,3,3,2,4,2,3,2,4,2,3,2,4
2020-01-01,United States,Washington DC,2,3,2,3,2,2,2,3,2,2,1,1
2020-01-01,United States,West Virginia,3,2,2,3,0,1,1,3,2,2,2,1
2020-01-01,United States,Wisconsin,3,2,2,4,1,2,1,3,2,3,1,1
2020-01-01,United States,Wyoming,3,1,2,3,2,1,1,3,2,2,1,2
2020-01-01,Uruguay,,3,1,2,0,1,1,1,4,2,1,1,2
2020-01-01,Uzbekistan,,3,3,2,3,2,0,2,4,2,1,2,3
2020-01-01,Vietnam,,3,2,1,3,0,2,0,3,2,3,2,3
2020-01-01,Zimbabwe,,3,3,2,4,2,3,2,4,2,3,2,4
