,c1_school.closing,c1_flag,c2_workplace.closing,c2_flag,c3_cancel.public.events,c3_flag,c4_restrictions.on.gatherings,c4_flag,c5_close.public.transport,c5_flag,c6_stay.at.home.requirements,c6_flag,c7_restrictions.on.internal.movement,c7_flag,c8_international.travel.controls,e1_income.support,e1_flag,e2_debt.contract.relief,e3_fiscal.measures,e4_international.support,h1_public.information.campaigns,h1_flag,h2_testing.policy,h3_contact.tracing,h4_emergency.investment.in.healthcare,h5_investment.in.vaccines,h6_facial.coverings,h6_flag,h7_vaccination.policy,h7_flag,confirmedcases,confirmeddeaths,stringencyindex,stringencyindexfordisplay,stringencylegacyindex,stringencylegacyindexfordisplay,governmentresponseindex,governmentresponseindexfordisplay,containmenthealthindex,containmenthealthindexfordisplay,economicsupportindex,economicsupportindexfordisplay,cases,deaths,avgcases7days,avgdeaths7days,population,ccfr_population,ccfr_cases,ccfr_deaths,ccfr_cum_cases,ccfr_cum_deaths,ccfr_cases_infected,ccfr_cases_infected_low,ccfr_cases_infected_high,ccfr_cases_daily,ccfr_cases_contagious,ccfr_cases_active,ccfr_p_cases_infected,ccfr_p_cases_infected_low,ccfr_p_cases_infected_high,ccfr_p_cases_daily,ccfr_p_cases_contagious,ccfr_p_cases_active
c6_stay.at.home.requirements,0.013885991734451686,0.0020900641991465066,0.018546119057130522,0.0471839800173094,0.009176706904268325,0.0471839800173094,0.009464494413365046,0.005783378924807761,0.009034273288990497,0.0471839800173094,0.0471839800173094,0.01565815673214713,0.011606590935021463,0.01709184423246395,0.001940405860998117,0.008892793938153983,0.0005362463603346445,0.008892793938153983,0.00029195403754486514,0.0002848298958658816,0.0032247305923905913,0.0471839800173094,0.007405669411494217,0.007928026601738601,0.00041025517177134476,0.00019842541059832895,0.0471839800173094,0.0471839800173094,0.00145334769531856,0.0471839800173094,0.013109105440153581,0.015677353624533392,0.018541943023499576,0.018541943023499576,0.010775096921431433,0.010775096921431433,0.012724487096412215,0.012724487096412215,0.013282612412907386,0.013282612412907386,0.009327973614822023,0.009327973614822023,0.004131557878336971,0.01602137268009397,0.008341018441070701,0.017026693746628106,0.0471839800173094,0.0471839800173094,0.005238514618676664,0.018250170226985045,0.010907448705819646,0.015280312460411066,0.010918210877375703,0.010813796178890145,0.010368616828362268,0.005569854071738326,0.01107119260218722,0.011795992706394162,0.010918210877375703,0.010813796178890145,0.010368616828362268,0.005569854071738326,0.01107119260218722,0.011795992706394162
c6_flag,0.002195359252793669,0.005751824043993669,0.007994964279899206,0.03918843032145865,0.03918843032145865,0.03918843032145865,0.03918843032145865,0.016182004918657258,0.03918843032145865,0.03918843032145865,0.013004807645203328,0.03918843032145865,0.012682859392314703,0.016609610004288594,0.012576372356046457,0.03918843032145865,0.00038872141080890585,0.03918843032145865,0.00013072373341312511,0.03918843032145865,0.03918843032145865,0.03918843032145865,0.008993490786366493,0.03918843032145865,0.0005401189947493634,0.0001326482045744171,0.03918843032145865,0.03918843032145865,0.001190465252960649,0.03918843032145865,0.007137885936111844,0.010688727895552069,0.013084779729930085,0.013084779729930085,0.005877458063258966,0.005877458063258966,0.010149195347383004,0.010149195347383004,0.010317367254687904,0.010317367254687904,0.00038872141080890585,0.00038872141080890585,0.0008412576967955703,0.005635503958360002,0.004805532633173475,0.007797860470239372,0.03918843032145865,0.03918843032145865,0.0008412576967955703,0.005635503958360002,0.007137885936111844,0.010688727895552069,0.006577700136966147,0.006577700136966147,0.006577700136966147,0.002429698944675333,0.0028550427035520048,0.0026767060651166773,0.006577700136966147,0.006577700136966147,0.006577700136966147,0.002429698944675333,0.0028550427035520048,0.0026767060651166773
c7_restrictions.on.internal.movement,0.01451803497746222,0.006276250698393721,0.015397358403555108,0.04483994548746168,0.01421303444270498,0.04483994548746168,0.013996335403882475,0.01186774388199215,0.013977591050591664,0.04483994548746168,0.011029991633404108,0.014511903618275998,0.04483994548746168,0.002876473504041646,0.0094251222295908,0.01374440592276395,0.0002509659114526315,0.01374440592276395,0.0002282044733386858,0.0002576505488024771,0.004823829277465691,0.04483994548746168,0.006682581963172468,0.012171187291087652,0.0005540082496413829,8.707219548746588e-05,0.04483994548746168,0.04483994548746168,0.0007847264593672382,0.04483994548746168,0.009763040878058769,0.006310739806924378,0.013777162241653103,0.013777162241653103,0.018995743106320084,0.018995743106320084,0.025024389664064124,0.025024389664064124,0.020946211773934558,0.020946211773934558,0.013918445394581511,0.013918445394581511,0.008004109889107738,0.004247518554898972,0.00926471624839968,0.004964852528790956,0.04483994548746168,0.04483994548746168,0.009379748411482692,0.005646956720268096,0.013454236589123545,0.008884313770456693,0.009006736456581677,0.00874797302510985,0.006962035319564883,0.0065640374434158015,0.011030761087750683,0.010157221321340303,0.009006736456581677,0.00874797302510985,0.006962035319564883,0.0065640374434158015,0.011030761087750683,0.010157221321340303
c7_flag,0.010413062291011325,0.00133463801233944,0.026299603205065438,0.03898086437322164,0.03898086437322164,0.03898086437322164,0.00036526101588234505,0.008997172932954827,0.03898086437322164,0.03898086437322164,0.014120361649642373,0.016521635328546117,0.0025006146264287166,0.03898086437322164,0.026299603205065428,0.03898086437322164,0.0014812287975098236,0.03898086437322164,0.00010049306975896017,0.000300696964696882,0.03898086437322164,0.03898086437322164,0.026299603205065428,0.03898086437322164,0.00019992143283123349,0.00038638433929265515,0.03898086437322164,0.03898086437322164,0.000917143547810637,0.03898086437322164,0.004242407913677523,0.012836850908264566,0.013892483450504934,0.013892483450504934,0.014352017906608037,0.014352017906608037,0.007040883522990916,0.007040883522990916,0.0077848589547773305,0.0077848589547773305,0.0014812287975098236,0.0014812287975098236,0.0020511535841321415,0.007337716848614987,0.004196784285935493,0.009028910030699847,0.03898086437322164,0.03898086437322164,0.0020511535841321415,0.007337716848614987,0.004242407913677523,0.012836850908264566,0.0069354859159191035,0.0069354859159191035,0.0069354859159191035,0.005211432214312836,0.007748982297065978,0.008485051897742025,0.0069354859159191035,0.0069354859159191035,0.0069354859159191035,0.005211432214312836,0.007748982297065978,0.008485051897742025
c8_international.travel.controls,0.01747223692133622,0.0013015339132359913,0.02206585023472994,0.046431292980570534,0.015018436477135527,0.046431292980570534,0.015495438656049491,0.009010222183522381,0.014782533541751663,0.046431292980570534,0.001909452169998553,0.014900755776803623,0.009759615157029746,0.031326257160321225,0.046431292980570534,0.014548325405620623,0.002440834738582112,0.014548325405620623,0.0002732192540783481,0.00034866606602367174,0.005242751009605427,0.046431292980570534,0.027674585033909134,0.012954135674148225,0.00038481701357741857,0.00011525026102015435,0.046431292980570534,0.046431292980570534,0.001061677826977597,0.046431292980570534,0.009773367972685177,0.01274051704154021,0.01254093422883035,0.01254093422883035,0.010764485129706439,0.010764485129706439,0.009152896184912903,0.009152896184912903,0.008423148774084385,0.008423148774084385,0.01622437295524603,0.01622437295524603,0.008024506807112858,0.005504240590270144,0.006030037708392341,0.008564266491736933,0.046431292980570534,0.046431292980570534,0.007166561864656011,0.0023923051663707704,0.016750510910741475,0.017900933767113367,0.012490526682032264,0.012288414733132198,0.010745044860665291,0.0021951707664663684,0.004657359604515979,0.004620097076706618,0.012490526682032264,0.012288414733132198,0.010745044860665291,0.0021951707664663684,0.004657359604515979,0.004620097076706618
e1_income.support,0.012082631581604539,0.034400001988902584,0.018415078639748585,0.034400001988902584,0.030842380770031135,0.034400001988902584,0.030638641624598822,0.034400001988902584,0.033185592440351054,0.034400001988902584,0.006483389681141233,0.034400001988902584,0.010544339114140376,0.034400001988902584,0.010778558828804814,0.034400001988902584,0.034400001988902584,0.03276108160707972,0.0003295810093417954,0.000140365934811673,0.010052861978422768,0.034400001988902584,0.012248910371391251,0.02341083763430052,0.0001397196058239907,4.691419165783534e-05,0.034400001988902584,0.034400001988902584,0.00042470284949916426,0.034400001988902584,0.0021625394662285564,0.0025701327024503745,0.010455389703299775,0.010455389703299775,0.018428683742733543,0.018428683742733543,0.01506056807482215,0.01506056807482215,0.014024375663907398,0.014024375663907398,0.028078906759825446,0.028078906759825446,0.0018187767169509602,0.0006582307454920245,0.0018602358306729178,0.00034348964404885623,0.034400001988902584,0.034400001988902584,0.0027657131559096332,0.0031430545379033384,0.004442311404986762,0.008849751395998091,0.00693745343849266,0.0065066905471953245,0.0027468864426880217,0.002470364722595432,0.0032194237454214432,0.003501330510553978,0.00693745343849266,0.0065066905471953245,0.0027468864426880217,0.002470364722595432,0.0032194237454214432,0.003501330510553978
e1_flag,0.003389774172512253,0.00015544559460133202,0.0059423396218879114,0.05415358708034211,0.01270468661908299,0.05415358708034211,0.026753578427290904,0.00033907540190550116,0.006216128898547952,0.05415358708034211,0.0006154560077434229,0.000537165142812742,0.0003030936856033376,0.0020577751150885845,0.002846786037594129,0.05415358708034211,0.05415358708034211,0.05415358708034211,4.2763296764763266e-05,0.00013094899838839947,0.05415358708034211,0.05415358708034211,0.004120971443397147,0.05415358708034211,0.0001303560276182166,4.237579515644759e-05,0.05415358708034211,0.05415358708034211,0.0003254844690209592,0.05415358708034211,0.0005709187240600097,0.0027395861791566513,0.004188614973165729,0.004188614973165729,0.005023754351218586,0.005023754351218586,0.0038873971066488624,0.0038873971066488624,0.0038873971066488624,0.0038873971066488624,0.05415358708034211,0.05415358708034211,0.000484155367458181,0.0005962563281686554,0.0004938643914105698,0.0006484381802784668,0.05415358708034211,0.05415358708034211,0.000484155367458181,0.0005962563281686554,0.0005709187240600097,0.0027395861791566513,0.0033424417332796803,0.0033424417332796803,0.0033424417332796803,0.00028114721131442444,0.0005654191456114737,0.0006210780006195653,0.0033424417332796803,0.0033424417332796803,0.0033424417332796803,0.00028114721131442444,0.0005654191456114737,0.0006210780006195653
e2_debt.contract.relief,0.011961364788240949,0.03405474790209865,0.01896837861642078,0.03405474790209865,0.03208340411519473,0.03405474790209865,0.029644356453067164,0.03405474790209865,0.03149676202687116,0.03405474790209865,0.006418319429561636,0.03405474790209865,0.010438511324567048,0.03405474790209865,0.010670380303504087,0.032432276471643665,0.03405474790209865,0.03405474790209865,0.0010097248661268983,0.00013229454112094946,0.009665237674260632,0.03405474790209865,0.012192411065674364,0.02394945510259423,0.0001316938986795536,4.419923437985382e-05,0.03405474790209865,0.03405474790209865,0.00040040928595571663,0.03405474790209865,0.0021408352352569686,0.002544337680129276,0.010873624238640581,0.010873624238640581,0.019165864488818244,0.019165864488818244,0.015663018090506776,0.015663018090506776,0.014588682866066216,0.014588682866066216,0.029187683805462286,0.029187683805462286,0.0018005226454915026,0.0006516244419512585,0.0018415656566663466,0.00034004222554518245,0.03405474790209865,0.03405474790209865,0.0027379551990841366,0.0031115094111150068,0.0043977263445579215,0.00876093126053262,0.006867825996249366,0.006441386437512066,0.0027193174393306944,0.00244557101715765,0.0031871121424855197,0.0034661895629339735,0.006867825996249366,0.006441386437512066,0.0027193174393306944,0.00244557101715765,0.0031871121424855197,0.0034661895629339735
e3_fiscal.measures,0.0005329340720577481,9.095459657604571e-05,0.001465641793911558,0.09571863444329184,0.0025184240334106744,0.09571863444329184,0.0008851364615001827,0.0002001604960832135,0.0009061069657118269,0.09571863444329184,0.0005922654634846041,0.0003192956989854632,0.00048714199636878567,0.0002467636252558335,0.0005632445754835606,0.0009170651839734056,7.55858400394355e-05,0.002838061982633155,0.09571863444329184,8.20012942435184e-05,0.00014583232617733708,0.09571863444329184,0.0005341032266781077,0.00019635196340389742,8.172701574793335e-05,4.1426019182063225e-05,0.09571863444329184,0.09571863444329184,0.00012171272061997887,0.09571863444329184,0.0008529117871430298,0.0011285043909965372,0.0011018381230494677,0.0011018381230494677,0.0010500859563801152,0.0010500859563801152,0.0010975544254469417,0.0010975544254469417,0.0012438066248132696,0.0012438066248132696,0.002479241846572772,0.002479241846572772,0.0008362550395296152,0.001014227323796232,0.0007329923226633219,0.0006170909260316198,0.09571863444329184,0.09571863444329184,0.0007343012816033529,0.0008075456886671405,0.0007557809617383346,0.0007533747542124196,0.0008366933623151268,0.0008614003843921227,0.0011209647009007815,0.00015618480592795384,0.00020252805911154107,0.0002190685806756635,0.0008366933623151268,0.0008614003843921227,0.0011209647009007815,0.00015618480592795384,0.00020252805911154107,0.0002190685806756635
e4_international.support,0.0007121292335645955,0.0002557594335828192,0.00037494077243309837,0.08867443612250836,0.00033884060965057446,0.08867443612250836,0.00037337990082973916,0.0015904408784401245,0.0003646949024675756,0.08867443612250836,0.0005352903760444598,0.08867443612250836,0.0005095237490443215,0.0006840313630028956,0.0006658820983649992,0.00036182759885447735,0.00021442399698604086,0.00034447895106171815,7.596659282334216e-05,0.08867443612250836,0.00019990438701400414,0.08867443612250836,0.0004615281153827743,0.0002686804035808886,0.00011223031475622067,3.7927683177045817e-05,0.08867443612250836,0.08867443612250836,0.00016698689897271505,0.08867443612250836,0.0013571567041905889,0.00041411529719857706,0.0005563380809280816,0.0005563380809280816,0.0002742064164556576,0.0002742064164556576,0.0003511666726597078,0.0003511666726597078,0.0004607336051521443,0.0004607336051521443,0.00032575773794270307,0.00032575773794270307,0.0011053719482796106,0.00038414441474898255,0.0007476483223596794,0.0004390892415239696,0.08867443612250836,0.08867443612250836,0.0008357482231270834,0.00026884868965112383,0.0007344333863947708,0.00041467199248671524,0.0004241012994580084,0.0004230407477450248,0.000420459171042459,0.00021565643481570693,0.0006004003395118585,0.0005636925804949374,0.0004241012994580084,0.0004230407477450248,0.000420459171042459,0.00021565643481570693,0.0006004003395118585,0.0005636925804949374
h1_public.information.campaigns,0.0036596428489269056,0.03386275675332238,0.005556549264429281,0.03386275675332238,0.009184846982183175,0.03386275675332238,0.009279972244871445,0.03386275675332238,0.00973532107569922,0.03386275675332238,0.002314308110614249,0.03386275675332238,0.003642916057693504,0.03386275675332238,0.003823585146138276,0.009895860470004387,0.03386275675332238,0.009610747766139403,5.1591674043783e-05,7.633895322463714e-05,0.03386275675332238,0.03386275675332238,0.010222736390004506,0.01520051304251344,7.605219741608979e-05,2.5658702783850314e-05,0.03386275675332238,0.03386275675332238,0.0002293814083197303,0.03386275675332238,0.00011811575571659907,0.03386275675332238,0.005992148976548543,0.005992148976548543,0.010561769724691004,0.010561769724691004,0.008121736197268843,0.008121736197268843,0.007598584653915119,0.007598584653915119,0.008237191117625128,0.008237191117625128,0.0001000486814911243,4.848593020593524e-05,0.03386275675332238,0.03386275675332238,0.03386275675332238,0.03386275675332238,0.001017824252651035,0.0011522174852185841,0.0015974865625799383,0.002898338230781427,0.03386275675332238,0.03386275675332238,0.03386275675332238,0.0009148641346932768,0.0011814924765412387,0.0012798620620230613,0.03386275675332238,0.03386275675332238,0.03386275675332238,0.0009148641346932768,0.0011814924765412387,0.0012798620620230613
h1_flag,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625
