,h6_facial.coverings,h6_flag,h7_vaccination.policy,confirmedcases,confirmeddeaths,cases,deaths,avgcases7days,avgdeaths7days,population,owid_total_cases,owid_new_cases,owid_new_cases_smoothed,owid_total_deaths,owid_new_deaths,owid_new_deaths_smoothed,owid_total_cases_per_million,owid_new_cases_per_million,owid_new_cases_smoothed_per_million,owid_total_deaths_per_million,owid_new_deaths_per_million,owid_new_deaths_smoothed_per_million,owid_reproduction_rate,owid_population,owid_population_density,owid_median_age,owid_aged_65_older,owid_aged_70_older,owid_gdp_per_capita,owid_extreme_poverty,owid_cardiovasc_death_rate,owid_diabetes_prevalence,owid_female_smokers,owid_male_smokers,owid_handwashing_facilities,owid_hospital_beds_per_thousand,owid_life_expectancy,owid_human_development_index,conf_population,conf_cases,conf_deaths,conf_cases_prev_week,conf_deaths_prev_week,conf_cases_infected,conf_cum_deaths,conf_cases_contagious,conf_cases_active,conf_p_cases_infected,conf_p_cases,conf_p_cases_contagious,conf_p_cases_active,ccfr_population,ccfr_cases,ccfr_deaths,ccfr_cum_cases,ccfr_cum_deaths,ccfr_cases_infected,ccfr_cases_infected_low,ccfr_cases_infected_high,ccfr_cases_daily,ccfr_cases_contagious,ccfr_cases_active,ccfr_p_cases_infected,ccfr_p_cases_infected_low,ccfr_p_cases_infected_high,ccfr_p_cases_daily,ccfr_p_cases_contagious,ccfr_p_cases_active
owid_total_cases,0.016652540948439282,0.02823879264908817,0.02823879264908817,0.02823879264908817,0.010252633095519012,0.0011060841056590351,0.0005673696596126116,0.004837647314037106,0.0037452042341294973,0.02823879264908817,0.02823879264908817,0.0011117809766316516,0.004802879121661378,0.009691282735373473,0.0004909481573187678,0.002954400575652593,0.02823879264908817,0.0011117809766316516,0.004802879121661378,0.009691282735373473,0.0004909481573187678,0.002954400575652593,0.0188143497199348,0.02823879264908817,0.02823879264908817,0.02823879264908817,0.02823879264908817,0.02823879264908817,0.02823879264908817,0.02823879264908817,0.02823879264908817,0.02823879264908817,0.02823879264908817,0.02823879264908817,0.02823879264908817,0.02823879264908817,0.02823879264908817,0.02823879264908817,0.02823879264908817,0.0016754575945401719,0.004738764689579048,0.00974878306946233,0.012664310200549866,0.02823879264908817,0.014819777241399846,0.01382233031393527,0.012265083630848474,0.02823879264908817,0.0016754575945401719,0.01382233031393527,0.012265083630848474,0.02823879264908817,0.0011060841056590351,0.0005673696596126116,0.02823879264908817,0.010252633095519012,0.011031941122709079,0.012219583112054754,0.003097757115073668,0.0001382663511021958,0.001802036555311564,0.002855172630084214,0.011031941122709079,0.012219583112054754,0.003097757115073668,0.0001382663511021958,0.001802036555311564,0.002855172630084214
owid_new_cases,0.0013655147037168248,0.03827213294309765,0.03827213294309765,0.0015068005870508582,0.0025992189845980215,0.03827213294309765,0.0023535985971709383,0.003318737686152171,0.003449926028453976,0.03827213294309765,0.0015068005870508582,0.03827213294309765,0.003293607131615027,0.0028228947933062157,0.0024764639405774587,0.003830446396799101,0.0015068005870508667,0.03827213294309765,0.003293607131615027,0.0028228947933062157,0.0024764639405774587,0.003830446396799101,0.0017935474613965715,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.00047486769270397184,0.0003360138410692377,0.0009792736240551993,0.000560529665274386,0.0008244627200254152,0.0003818904367261816,0.0008361423791843401,0.0008361423791843401,0.0008244627200254152,0.00047486769270397184,0.0008361423791843401,0.0008361423791843401,0.03827213294309765,0.03827213294309765,0.0023535985971709383,0.0015068005870508667,0.0025992189845980215,0.0020978879549350014,0.00247368130369123,0.005298271220665586,4.1242371257430705e-05,0.0005078586954965122,0.0008613002240935573,0.0020978879549350014,0.00247368130369123,0.005298271220665586,4.1242371257430705e-05,0.0005078586954965122,0.0008613002240935573
owid_new_cases_smoothed,0.00811203209481487,0.03363893665839157,0.03363893665839157,0.005721340446780587,0.005177383137133144,0.002894885473008532,0.0012215904894438254,0.03363893665839157,0.003915428382586564,0.03363893665839157,0.005721340446780587,0.002894885473008532,0.03363893665839157,0.005177383137133136,0.0013421244143577424,0.004212767740665955,0.00572134044678058,0.002894885473008532,0.03363893665839157,0.005177383137133136,0.0013421244143577424,0.004212767740665955,0.009141462782684,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.003725165959807719,0.0027425124921081237,0.0030356714389165656,0.0024418589957185097,0.010840345424987387,0.0024080834716936096,0.0017446686924327494,0.0024418589957185097,0.03363893665839157,0.0024080834716936096,0.0017446686924327494,0.03363893665839157,0.002894885473008532,0.0012215904894438254,0.00572134044678058,0.005177383137133136,0.006276184134198661,0.006248625663495582,0.0031608742271372406,8.573776432698425e-05,0.001069345391548336,0.000957903383288944,0.006276184134198661,0.006248625663495582,0.0031608742271372406,8.573776432698425e-05,0.001069345391548336,0.000957903383288944
owid_total_deaths,0.01196178890535027,0.028094594132055332,0.028094594132055332,0.009641795187660207,0.028094594132055332,0.002072214883172157,0.00154472394608803,0.004324051006160959,0.009309468988419134,0.028094594132055332,0.009641795187660207,0.002072214883172157,0.004324051006160959,0.028094594132055332,0.0014835003336938612,0.008274810006999221,0.009641795187660207,0.002072214883172157,0.004324051006160965,0.028094594132055332,0.0014835003336938612,0.008274810006999221,0.005185684548296086,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.009053648397364817,0.008027171203617428,0.004213937479577748,0.010213743542277784,0.014087944735004774,0.028094594132055332,0.00827304033344628,0.012135184094832954,0.014087944735004774,0.009053648397364817,0.00827304033344628,0.012135184094832954,0.028094594132055332,0.002072214883172157,0.00154472394608803,0.009641795187660207,0.028094594132055332,0.009784346363979348,0.011189685976067797,0.003829355447623207,0.00039804885001751815,0.005403196504443684,0.008990094375071537,0.009784346363979348,0.011189685976067797,0.003829355447623207,0.00039804885001751815,0.005403196504443684,0.008990094375071537
owid_new_deaths,0.0005305116202152169,0.0267728963028075,0.0267728963028075,0.00046546267998374274,0.0014137097127112127,0.0017323861300675137,0.0267728963028075,0.0010681835200668371,0.0030878263080214153,0.0267728963028075,0.00046546267998374274,0.0017323861300675137,0.0010681835200668371,0.0014137097127112127,0.0267728963028075,0.003942892738820624,0.00046546267998374274,0.0017323861300675137,0.0010681835200668371,0.0014137097127112127,0.0267728963028075,0.003942892738820624,0.0005281081214551854,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0017323861300675137,0.0267728963028075,0.00046546267998374274,0.0014137097127112127,0.0011654180888750528,0.0009530385169641557,0.0008400722394901385,2.0838767133990242e-05,0.00012499924506925603,0.0001419916026406859,0.0011654180888750528,0.0009530385169641557,0.0008400722394901385,2.0838767133990242e-05,0.00012499924506925603,0.0001419916026406859
owid_new_deaths_smoothed,0.0038748434604987227,0.03435992838277749,0.03435992838277749,0.0035948063876143632,0.010120163255790854,0.003438895450738698,0.004411503646379635,0.004303061042996675,0.02532957663442578,0.03435992838277749,0.0035948063876143632,0.003438895450738698,0.004303061042996675,0.010120163255790854,0.005060248640810796,0.03435992838277749,0.0035948063876143632,0.003438895450738698,0.004303061042996675,0.010120163255790854,0.005060248640810796,0.03435992838277749,0.004359003038349713,0.03435992838277749,0.03435992838277749,0.03435992838277749,0.03435992838277749,0.03435992838277749,0.03435992838277749,0.03435992838277749,0.03435992838277749,0.03435992838277749,0.03435992838277749,0.03435992838277749,0.03435992838277749,0.03435992838277749,0.03435992838277749,0.03435992838277749,0.03435992838277749,0.0033744057136208478,0.024281145396225997,0.004531498319737135,0.006708901529004727,0.0043606040852336705,0.008298173778173644,0.0024305848741228635,0.0044376696342623215,0.0043606040852336705,0.0033744057136208478,0.0024305848741228635,0.0044376696342623215,0.03435992838277749,0.003438895450738698,0.004411503646379635,0.0035948063876143632,0.010120163255790854,0.0054411008201609955,0.005925310449130007,0.006042801653306624,3.439106305210662e-05,0.0004235555315677569,0.0006447188468093047,0.0054411008201609955,0.005925310449130007,0.006042801653306624,3.439106305210662e-05,0.0004235555315677569,0.0006447188468093047
owid_total_cases_per_million,0.016652540948439286,0.028238792649088174,0.028238792649088174,0.028238792649088174,0.010252633095519013,0.0011060841056590354,0.0005673696596126117,0.004837647314037107,0.003745204234129498,0.028238792649088174,0.028238792649088174,0.001111780976631658,0.004802879121661373,0.009691282735373475,0.0004909481573187679,0.0029544005756525936,0.028238792649088174,0.0011117809766316518,0.004802879121661379,0.009691282735373475,0.0004909481573187679,0.0029544005756525936,0.018814349719934804,0.028238792649088174,0.028238792649088174,0.028238792649088174,0.028238792649088174,0.028238792649088174,0.028238792649088174,0.028238792649088174,0.028238792649088174,0.028238792649088174,0.028238792649088174,0.028238792649088174,0.028238792649088174,0.028238792649088174,0.028238792649088174,0.028238792649088174,0.028238792649088174,0.001675457594540172,0.004738764689579049,0.009748783069462332,0.012664310200549868,0.028238792649088174,0.014819777241399847,0.013822330313935273,0.012265083630848477,0.028238792649088174,0.001675457594540172,0.013822330313935273,0.012265083630848477,0.028238792649088174,0.0011060841056590354,0.0005673696596126117,0.028238792649088174,0.010252633095519013,0.01103194112270908,0.012219583112054755,0.0030977571150736685,0.00013826635110219583,0.0018020365553115642,0.002855172630084215,0.01103194112270908,0.012219583112054755,0.0030977571150736685,0.00013826635110219583,0.0018020365553115642,0.002855172630084215
owid_new_cases_per_million,0.0013655147037168248,0.03827213294309765,0.03827213294309765,0.0015068005870508582,0.0025992189845980215,0.03827213294309765,0.0023535985971709383,0.003318737686152171,0.003449926028453976,0.03827213294309765,0.0015068005870508582,0.03827213294309765,0.003293607131615027,0.0028228947933062157,0.0024764639405774587,0.003830446396799101,0.0015068005870508582,0.03827213294309765,0.003293607131615027,0.0028228947933062157,0.0024764639405774587,0.003830446396799101,0.0017935474613965715,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.03827213294309765,0.00047486769270397184,0.0003360138410692377,0.0009792736240551993,0.000560529665274386,0.0008244627200254152,0.0003818904367261816,0.0008361423791843401,0.0008361423791843401,0.0008244627200254152,0.00047486769270397184,0.0008361423791843401,0.0008361423791843401,0.03827213294309765,0.03827213294309765,0.0023535985971709383,0.0015068005870508667,0.0025992189845980215,0.0020978879549350014,0.00247368130369123,0.005298271220665586,4.1242371257430705e-05,0.0005078586954965122,0.0008613002240935573,0.0020978879549350014,0.00247368130369123,0.005298271220665586,4.1242371257430705e-05,0.0005078586954965122,0.0008613002240935573
owid_new_cases_smoothed_per_million,0.00811203209481487,0.03363893665839157,0.03363893665839157,0.005721340446780587,0.005177383137133144,0.002894885473008532,0.0012215904894438254,0.03363893665839157,0.003915428382586564,0.03363893665839157,0.005721340446780587,0.002894885473008532,0.03363893665839157,0.005177383137133144,0.0013421244143577424,0.004212767740665955,0.005721340446780587,0.002894885473008532,0.03363893665839157,0.005177383137133136,0.0013421244143577424,0.004212767740665955,0.009141462782684,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.03363893665839157,0.003725165959807719,0.0027425124921081237,0.0030356714389165656,0.0024418589957185097,0.010840345424987387,0.0024080834716936096,0.0017446686924327494,0.0024418589957185097,0.03363893665839157,0.0024080834716936096,0.0017446686924327494,0.03363893665839157,0.002894885473008532,0.0012215904894438254,0.00572134044678058,0.005177383137133136,0.006276184134198661,0.006248625663495582,0.0031608742271372406,8.573776432698425e-05,0.001069345391548336,0.000957903383288944,0.006276184134198661,0.006248625663495582,0.0031608742271372406,8.573776432698425e-05,0.001069345391548336,0.000957903383288944
owid_total_deaths_per_million,0.01196178890535027,0.028094594132055332,0.028094594132055332,0.009641795187660207,0.028094594132055332,0.002072214883172157,0.00154472394608803,0.004324051006160959,0.009309468988419134,0.028094594132055332,0.009641795187660207,0.002072214883172157,0.004324051006160959,0.028094594132055332,0.0014835003336938612,0.008274810006999221,0.009641795187660207,0.002072214883172157,0.004324051006160959,0.028094594132055332,0.0014835003336938612,0.008274810006999221,0.005185684548296086,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.028094594132055332,0.009053648397364817,0.008027171203617428,0.004213937479577748,0.010213743542277784,0.014087944735004774,0.028094594132055332,0.00827304033344628,0.012135184094832954,0.014087944735004774,0.009053648397364817,0.00827304033344628,0.012135184094832954,0.028094594132055332,0.002072214883172157,0.00154472394608803,0.009641795187660207,0.028094594132055332,0.009784346363979348,0.011189685976067797,0.003829355447623207,0.00039804885001751815,0.005403196504443684,0.008990094375071537,0.009784346363979348,0.011189685976067797,0.003829355447623207,0.00039804885001751815,0.005403196504443684,0.008990094375071537
owid_new_deaths_per_million,0.0005305116202152169,0.0267728963028075,0.0267728963028075,0.00046546267998374274,0.0014137097127112127,0.0017323861300675137,0.0267728963028075,0.0010681835200668371,0.0030878263080214153,0.0267728963028075,0.00046546267998374274,0.0017323861300675137,0.0010681835200668371,0.0014137097127112127,0.0267728963028075,0.003942892738820624,0.00046546267998374274,0.0017323861300675137,0.0010681835200668371,0.0014137097127112127,0.0267728963028075,0.003942892738820624,0.0005281081214551854,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0267728963028075,0.0017323861300675137,0.0267728963028075,0.00046546267998374274,0.0014137097127112127,0.0011654180888750528,0.0009530385169641557,0.0008400722394901385,2.0838767133990242e-05,0.00012499924506925603,0.0001419916026406859,0.0011654180888750528,0.0009530385169641557,0.0008400722394901385,2.0838767133990242e-05,0.00012499924506925603,0.0001419916026406859
owid_new_deaths_smoothed_per_million,0.00383952205552628,0.034046718066643576,0.034046718066643576,0.0035620376800500815,0.010027912204002811,0.003407547960159608,0.004371290278170142,0.004263836190878064,0.025098683117511955,0.034046718066643576,0.0035620376800500815,0.003407547960159608,0.004263836190878064,0.010027912204002811,0.005014121592498933,0.034046718066643576,0.0035620376800500815,0.003407547960159608,0.004263836190878064,0.010027912204002811,0.005014121592498933,0.034046718066643576,0.004319268243082953,0.034046718066643576,0.034046718066643576,0.034046718066643576,0.034046718066643576,0.034046718066643576,0.034046718066643576,0.034046718066643576,0.034046718066643576,0.034046718066643576,0.034046718066643576,0.034046718066643576,0.034046718066643576,0.034046718066643576,0.034046718066643576,0.034046718066643576,0.034046718066643576,0.005441984313252025,0.02405980892715881,0.004490191131739719,0.006647746070663781,0.004320854695512724,0.01020234721264489,0.003877967235695033,0.004397217748171027,0.004320854695512724,0.005441984313252025,0.003877967235695033,0.004397217748171027,0.034046718066643576,0.003407547960159608,0.004371290278170142,0.0035620376800500815,0.010027912204002811,0.005391502087328557,0.005871297869758806,0.005987718074694878,3.407756892572973e-05,0.0004196945816709842,0.0006388418673355102,0.005391502087328557,0.005871297869758806,0.005987718074694878,3.407756892572973e-05,0.0004196945816709842,0.0006388418673355102
owid_reproduction_rate,0.010933036412617126,0.025546167147746095,0.025546167147746095,0.017020363749054405,0.004715297313909426,0.0011971703616407872,0.0005039103050409094,0.006942233001978359,0.0032408629894301716,0.025546167147746095,0.017020363749054405,0.0011971703616407872,0.006942233001978359,0.004715297313909426,0.0005039103050409094,0.0032408629894301716,0.017020363749054405,0.0011971703616407872,0.006942233001978359,0.004715297313909426,0.0005039103050409094,0.0032408629894301716,0.025546167147746095,0.025546167147746095,0.025546167147746095,0.025546167147746095,0.025546167147746095,0.025546167147746095,0.025546167147746095,0.025546167147746095,0.025546167147746095,0.025546167147746095,0.025546167147746095,0.025546167147746095,0.025546167147746095,0.025546167147746095,0.025546167147746095,0.025546167147746095,0.025546167147746095,0.0033075995269916127,0.004754978119640589,0.007813379404625492,0.012210436464939594,0.022707881409728396,0.006786746300716233,0.011476392756743293,0.006822727999073473,0.022707881409728396,0.0033075995269916127,0.011476392756743293,0.006822727999073473,0.025546167147746095,0.0011971703616407872,0.0005039103050409094,0.017020363749054405,0.004715297313909426,0.009674856066359759,0.009780002194295884,0.007959867754561915,0.025546167147746095,0.025546167147746095,0.025546167147746095,0.009674856066359759,0.009780002194295884,0.007959867754561915,0.025546167147746095,0.025546167147746095,0.025546167147746095
owid_population,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176
owid_population_density,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176
owid_median_age,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176
owid_aged_65_older,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176
owid_aged_70_older,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176
owid_gdp_per_capita,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176
owid_extreme_poverty,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176
