,c1_school.closing,c1_flag,c2_workplace.closing,c2_flag,c3_cancel.public.events,c3_flag,c4_restrictions.on.gatherings,c4_flag,c5_close.public.transport,c5_flag,c6_stay.at.home.requirements,c6_flag,c7_restrictions.on.internal.movement,c7_flag,c8_international.travel.controls,e1_income.support,e1_flag,e2_debt.contract.relief,e3_fiscal.measures,e4_international.support,h1_public.information.campaigns,h1_flag,h2_testing.policy,h3_contact.tracing,h4_emergency.investment.in.healthcare,h5_investment.in.vaccines,h6_facial.coverings,h6_flag,h7_vaccination.policy,confirmedcases,confirmeddeaths,stringencyindex,stringencyindexfordisplay,stringencylegacyindex,stringencylegacyindexfordisplay,governmentresponseindex,governmentresponseindexfordisplay,containmenthealthindex,containmenthealthindexfordisplay,economicsupportindex,economicsupportindexfordisplay,cases,deaths,avgcases7days,avgdeaths7days,population,owid_total_cases,owid_new_cases,owid_new_cases_smoothed,owid_total_deaths,owid_new_deaths,owid_new_deaths_smoothed,owid_total_cases_per_million,owid_new_cases_per_million,owid_new_cases_smoothed_per_million,owid_total_deaths_per_million,owid_new_deaths_per_million,owid_new_deaths_smoothed_per_million,owid_reproduction_rate,owid_new_tests,owid_total_tests,owid_total_tests_per_thousand,owid_new_tests_per_thousand,owid_new_tests_smoothed,owid_new_tests_smoothed_per_thousand,owid_positive_rate,owid_tests_per_case,owid_stringency_index,owid_population,owid_population_density,owid_median_age,owid_aged_65_older,owid_aged_70_older,owid_gdp_per_capita,owid_extreme_poverty,owid_cardiovasc_death_rate,owid_diabetes_prevalence,owid_female_smokers,owid_male_smokers,owid_handwashing_facilities,owid_life_expectancy,owid_human_development_index,conf_population,conf_cases,conf_deaths,conf_cases_prev_week,conf_deaths_prev_week,conf_cases_infected,conf_cum_deaths,conf_cases_contagious,conf_cases_active,conf_p_cases_infected,conf_p_cases,conf_p_cases_contagious,conf_p_cases_active,ccfr_population,ccfr_cases,ccfr_deaths,ccfr_cum_cases,ccfr_cum_deaths,ccfr_cases_infected,ccfr_cases_infected_low,ccfr_cases_infected_high,ccfr_cases_daily,ccfr_cases_contagious,ccfr_cases_active,ccfr_p_cases_infected,ccfr_p_cases_infected_low,ccfr_p_cases_infected_high,ccfr_p_cases_daily,ccfr_p_cases_contagious,ccfr_p_cases_active,hosp_hosp_occupancy,hosp_icu_occupancy,hosp_hosp_weekly_admission
h4_emergency.investment.in.healthcare,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044
h5_investment.in.vaccines,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044
h6_facial.coverings,0.009016409982225672,0.01874279184798339,0.010355856570491994,0.0008443360518571609,0.010335273483876029,0.01874279184798339,0.010409244667241736,0.0005863228353148025,0.0002043522004716783,0.01874279184798339,0.0075838880367316485,0.010109070724649678,0.00728977179033401,0.000543879258050453,0.010244022742416653,0.00010138096105645239,0.01874279184798339,0.0057326117389356925,0.00010141114349246904,0.01874279184798339,0.0075591749570133706,0.01874279184798339,0.007328288855521058,0.007060713154411103,0.01874279184798339,0.01874279184798339,0.01874279184798339,0.01874279184798339,0.01874279184798339,0.004458357128210545,0.004304868685931049,0.008349684141092835,0.008349684141092835,0.007688334240082559,0.007688334240082559,0.007363854742468147,0.007363854742468147,0.007061570612851014,0.007061570612851014,0.005814446351602979,0.005814446351602979,0.003972840140820763,0.0026838527518375397,0.005156987004587527,0.0028788154528294717,0.01874279184798339,0.0033413389685895364,0.0030090973033905836,0.003879225403311952,0.01874279184798339,0.01874279184798339,0.0023553475316202195,0.0033413389685895364,0.0030090973033905836,0.003879225403311952,0.01874279184798339,0.01874279184798339,0.0023553475316202195,0.01874279184798339,0.0024526300409201955,0.0020626297178333044,0.0020626297178333044,0.0024526300409201955,0.0036541178737871994,0.0036594868916628295,0.003914552763171303,0.004551484013518817,0.004518739693252457,0.01874279184798339,0.01874279184798339,0.01874279184798339,0.01874279184798339,0.01874279184798339,0.01874279184798339,0.01874279184798339,0.01874279184798339,0.01874279184798339,0.01874279184798339,0.01874279184798339,0.01874279184798339,0.01874279184798339,0.01874279184798339,0.01874279184798339,0.0017426479541094075,0.0017547762576141169,0.0023272972613412775,0.0018725270403284495,0.002542650259999001,0.0025258879802460975,0.002719089324627992,0.002707787477186545,0.002542650259999001,0.0017426479541094075,0.002719089324627992,0.002707787477186545,0.01874279184798339,0.004040560259159784,0.002738598299843941,0.004807719466634738,0.004518261858158247,0.003720659668670287,0.0035220419297970337,0.01874279184798339,0.0011191599470561267,0.0023273119460118976,0.0026963594800179765,0.003720659668670287,0.0035220419297970337,0.01874279184798339,0.0011191599470561267,0.0023273119460118976,0.0026963594800179765,0.004795033852877277,0.007487512942129691,0.005022264466067476
h6_flag,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044
h7_vaccination.policy,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044,0.008695652173913044
confirmedcases,0.007023700127494182,0.015914907680363903,0.005485369123078122,0.0008968373801737471,0.003170056568520942,0.015914907680363903,0.0034999208630716832,0.0005787660205388012,0.001012743675192857,0.015914907680363903,0.00383337725900062,0.001423713961919427,0.006910786691318973,0.0022869614869004684,0.005997164724414918,1.9827160132005273e-05,0.015914907680363903,0.0015889711756242317,2.003765853673693e-05,0.015914907680363903,0.001229920438171943,0.015914907680363903,0.0031710056325226815,0.001154257395511248,0.015914907680363903,0.015914907680363903,0.0037856869284496387,0.015914907680363903,0.015914907680363903,0.015914907680363903,0.012354879252813755,0.005691999144414101,0.005912372083670743,0.005383802971420678,0.005748919484541797,0.004693458814519553,0.004694937247148835,0.0050388402521641135,0.004778428572189852,0.0016087715592144974,0.002286035413295803,0.00471924654483698,0.0031680044138776924,0.0060278695463771475,0.005818416926660366,0.015914907680363903,0.015914907680363903,0.004510817993363867,0.005760379709503795,0.010750939933729312,0.0017914692918541437,0.005630712714088591,0.015914907680363903,0.004510817993363867,0.005760379709503795,0.010750939933729312,0.0017914692918541437,0.005630712714088591,0.007442855049997763,0.005413737764832683,0.011808928210615452,0.011808928210615452,0.005413737764832683,0.008370626783185512,0.008305795999108087,0.0075716342401170155,0.0016100425301030289,0.005946326723630057,0.015914907680363903,0.015914907680363903,0.015914907680363903,0.015914907680363903,0.015914907680363903,0.015914907680363903,0.015914907680363903,0.015914907680363903,0.015914907680363903,0.015914907680363903,0.015914907680363903,0.015914907680363903,0.015914907680363903,0.015914907680363903,0.015914907680363903,0.004324638493839998,0.004846873643847324,0.008420991019506911,0.005789707361172545,0.01448505627447483,0.01186960203883488,0.010188280699083372,0.012893172814816205,0.01448505627447483,0.004324638493839998,0.010188280699083372,0.012893172814816205,0.015914907680363903,0.004722855602967895,0.00317260659383349,0.015914907680363903,0.012354879252813755,0.012479855526480529,0.012105970113361795,0.011049503550978437,0.0018022029685338488,0.005182097782367554,0.005547617986693047,0.012479855526480529,0.012105970113361795,0.011049503550978437,0.0018022029685338488,0.005182097782367554,0.005547617986693047,0.004494038506722947,0.004779304778149267,0.004473871629774323
confirmeddeaths,0.00672155220898763,0.01604890529352353,0.004946921729789382,0.0010403579116942249,0.002575280570936058,0.01604890529352353,0.0036430381533372764,0.0005673726460916884,0.0008197831369832906,0.01604890529352353,0.003165566336818154,0.0013677327400915778,0.006167885658867237,0.0020323307548289335,0.005763915924646873,1.951164272728972e-05,0.01604890529352353,0.0018532816174332983,1.9714628761032346e-05,0.01604890529352353,0.001207259959263491,0.01604890529352353,0.002915732641752149,0.0011331922092810355,0.01604890529352353,0.01604890529352353,0.0036861333360534545,0.01604890529352353,0.01604890529352353,0.012458902748519927,0.01604890529352353,0.00545457893122106,0.0058711647847753045,0.005070611280506082,0.005324009546350018,0.004247527730038463,0.00442186015359474,0.004453978830464575,0.00524140152229086,0.0018720580429643532,0.00176822331879651,0.004274716409175968,0.003373475583330477,0.006036740432388691,0.006247836860865012,0.01604890529352353,0.012233760677655454,0.004056031105168381,0.005786574668515008,0.01604890529352353,0.001745064747544694,0.006114582362736481,0.012233760677655454,0.004056031105168381,0.005786574668515008,0.01604890529352353,0.001745064747544694,0.006114582362736481,0.0073374385791767594,0.0046280065699600146,0.011576060513262727,0.011576060513262727,0.0046280065699600146,0.007345107226175739,0.007411277892229684,0.00610157873321826,0.0015942980541973823,0.005597196563817227,0.01604890529352353,0.01604890529352353,0.01604890529352353,0.01604890529352353,0.01604890529352353,0.01604890529352353,0.01604890529352353,0.01604890529352353,0.01604890529352353,0.01604890529352353,0.01604890529352353,0.01604890529352353,0.01604890529352353,0.01604890529352353,0.01604890529352353,0.004176521762069841,0.004728543925776205,0.007373195665568043,0.005086033142216415,0.01454303160502965,0.01422358690343461,0.010125928577279352,0.014467053729229181,0.01454303160502965,0.004176521762069841,0.010125928577279352,0.014467053729229181,0.01604890529352353,0.004278523173818439,0.0033778619567829647,0.012458902748519927,0.01604890529352353,0.012933391759950643,0.013210396858537385,0.010129732854340568,0.0018739534231604084,0.005651730193241538,0.005680971517487657,0.012933391759950643,0.013210396858537385,0.010129732854340568,0.0018739534231604084,0.005651730193241538,0.005680971517487657,0.004016681898485397,0.004076854844092045,0.003847618759297405
stringencyindex,0.009813239329950624,0.018668064670056633,0.00775120421695903,0.0012128954766856932,0.007451968003177106,0.018668064670056633,0.007812679875460889,0.000500938738360199,0.0008608923207025751,0.018668064670056633,0.006484218526146402,0.002788165213432094,0.007271887331864741,0.004070173377056614,0.006821529021574751,5.026462086067535e-05,0.018668064670056633,0.0042969770274411566,5.035747853713514e-05,0.018668064670056633,0.004566853592451797,0.018668064670056633,0.005379374233033131,0.0044701732696575385,0.018668064670056633,0.018668064670056633,0.008316394098845966,0.018668064670056633,0.018668064670056633,0.006676671348897186,0.006344758746695001,0.018668064670056633,0.018668064670056633,0.013251518733486163,0.013251518733486163,0.013130538491046555,0.013130538491046555,0.015035709488113119,0.015035709488113119,0.004335752445191093,0.004335752445191093,0.0033867689122323366,0.0020638987385843267,0.004512432625200841,0.0027391791410003685,0.018668064670056633,0.006974995649077726,0.0022493547965119444,0.003915123270256596,0.00956874286504052,0.0015143687803358232,0.0029146204910852768,0.006974995649077726,0.0022493547965119444,0.003915123270256596,0.00956874286504052,0.0015143687803358232,0.0029146204910852768,0.0062014281610953455,0.0037014253033377234,0.008476444142607217,0.008476444142607217,0.0037014253033377234,0.006279310908697339,0.006236539470208274,0.0071654612818547675,0.0019515285280007476,0.018668064670056633,0.018668064670056633,0.018668064670056633,0.018668064670056633,0.018668064670056633,0.018668064670056633,0.018668064670056633,0.018668064670056633,0.018668064670056633,0.018668064670056633,0.018668064670056633,0.018668064670056633,0.018668064670056633,0.018668064670056633,0.018668064670056633,0.018668064670056633,0.0017540939488853583,0.0012462283125074059,0.00194614822588799,0.0007403830892857007,0.0052697038953770274,0.0047595230035773085,0.002010711028184362,0.0040753867803722055,0.0052697038953770274,0.0017540939488853583,0.002010711028184362,0.0040753867803722055,0.018668064670056633,0.003411053119035374,0.002116583239525427,0.006764366472312109,0.006369956576099261,0.005623811897416174,0.006609655675062389,0.0075161088181339,0.0010383969161594914,0.0025037914398960684,0.003071456521238306,0.005623811897416174,0.006609655675062389,0.0075161088181339,0.0010383969161594914,0.0025037914398960684,0.003071456521238306,0.005881139440521039,0.005406764811936967,0.008704327239317654
stringencyindexfordisplay,0.009846104209689201,0.018730584667756154,0.007777163269403824,0.0012169575058114965,0.007476924903137006,0.018730584667756154,0.007838844812023616,0.0005026163996134363,0.0008637754790192587,0.018730584667756154,0.006505934399457476,0.002797502875680997,0.007296241135394713,0.004083804529223041,0.006844374559463859,5.043295882372181e-05,0.018730584667756154,0.0043113677529190595,5.052612748376887e-05,0.018730584667756154,0.004582148143929975,0.018730584667756154,0.0053973899443893044,0.004485144035372944,0.018730584667756154,0.018730584667756154,0.008344245991857785,0.018730584667756154,0.018730584667756154,0.006958393232598415,0.006852202507790999,0.018730584667756154,0.018730584667756154,0.013295898530501844,0.013579862280115365,0.013174513121023622,0.014587260789403998,0.015086064602005312,0.013170276279390472,0.004350273030891326,0.004392704407773915,0.002947209391307276,0.00204826390503815,0.00401355522307362,0.0030874202207908158,0.018730584667756154,0.006569853252725366,0.001323709043813232,0.0024462320454714747,0.008486197088788028,0.0013895773969872709,0.0028056179095293046,0.006569853252725366,0.001323709043813232,0.0024462320454714747,0.008486197088788028,0.0013895773969872709,0.0028056179095293046,0.006222196959640774,0.003664825910367995,0.008473143560852806,0.008473143560852806,0.003664825910367995,0.006306894100010926,0.006265077242449115,0.006968297617956716,0.001962513811175132,0.018730584667756154,0.018730584667756154,0.018730584667756154,0.018730584667756154,0.018730584667756154,0.018730584667756154,0.018730584667756154,0.018730584667756154,0.018730584667756154,0.018730584667756154,0.018730584667756154,0.018730584667756154,0.018730584667756154,0.018730584667756154,0.018730584667756154,0.018730584667756154,0.0017599684705129248,0.001250401974459414,0.0019526659439672834,0.0007428626579960639,0.005287352316958971,0.004775462811612781,0.0020174449693335012,0.004089035392407615,0.005287352316958971,0.0017599684705129248,0.0020174449693335012,0.004089035392407615,0.018730584667756154,0.0030078982366876744,0.0019528769930184382,0.006917855746210021,0.006590778297619877,0.006411672246284528,0.00812368610562289,0.007617148887648684,0.0011496934833215209,0.0027037564253917035,0.003326543236531993,0.006411672246284528,0.00812368610562289,0.007617148887648684,0.0011496934833215209,0.0027037564253917035,0.003326543236531993,0.005900835581004296,0.005424872255294305,0.008734657698713127
stringencylegacyindex,0.009185081291858603,0.018734557633121738,0.00716578849038142,0.0027131142588358737,0.006566146670814194,0.018734557633121738,0.007337345425275641,0.0008860195506994988,0.0004774654310148942,0.018734557633121738,0.006472137787927802,0.0014136309691212697,0.006292069579716313,0.005408192516413058,0.007672695884170352,3.4768754443625665e-05,0.018734557633121738,0.004190224327546089,3.48805957797034e-05,0.018734557633121738,0.0043212845061507445,0.018734557633121738,0.004795703517559589,0.004229802882647202,0.018734557633121738,0.018734557633121738,0.007684956547123341,0.018734557633121738,0.018734557633121738,0.006337653292070274,0.005919136385466336,0.013298718738482694,0.013298718738482694,0.018734557633121738,0.018734557633121738,0.01064100856030477,0.01064100856030477,0.0120256343732509,0.0120256343732509,0.004214121676899674,0.004214121676899674,0.002927878171887769,0.0018695019671456647,0.004899442806795639,0.003282544605754355,0.018734557633121738,0.007303879035840616,0.0030418762418116707,0.005211710116510936,0.009217886905749588,0.00183317241061278,0.0033155925156302573,0.007303879035840616,0.0030418762418116707,0.005211710116510936,0.009217886905749588,0.00183317241061278,0.0033155925156302573,0.006553010789799478,0.004798373205508776,0.01019474099352789,0.01019474099352789,0.004798373205508776,0.009221529914058403,0.009147206408325914,0.00963462149307671,0.004579942683240076,0.011292205747865328,0.018734557633121738,0.018734557633121738,0.018734557633121738,0.018734557633121738,0.018734557633121738,0.018734557633121738,0.018734557633121738,0.018734557633121738,0.018734557633121738,0.018734557633121738,0.018734557633121738,0.018734557633121738,0.018734557633121738,0.018734557633121738,0.018734557633121738,0.0017603417794032719,0.0012506671986275701,0.0019530801261353015,0.0007430202274293707,0.00528847382320149,0.004776475740396998,0.0020178728918533967,0.004089902722300453,0.00528847382320149,0.0017603417794032719,0.0020178728918533967,0.004089902722300453,0.018734557633121738,0.002927813236693008,0.0019102798409042587,0.006586555905115128,0.0060865511423583065,0.005649208268464408,0.006929691497615159,0.006431525953951745,0.0008361674521561601,0.001892774495532714,0.0025930943481695416,0.005649208268464408,0.006929691497615159,0.006431525953951745,0.0008361674521561601,0.001892774495532714,0.0025930943481695416,0.00733837377178139,0.006426421087311524,0.008981071096193836
stringencylegacyindexfordisplay,0.009140056542211818,0.018642721889879896,0.007130662199981876,0.002699814725997173,0.0065339597907416655,0.018642721889879896,0.007301378172472137,0.000881676332911349,0.00047512492244307624,0.018642721889879896,0.006440411734088818,0.0014067014299636747,0.006261226210062308,0.005381681862195011,0.007635084762360586,3.459831997335675e-05,0.018642721889879896,0.004169684084589409,3.470961306952272e-05,0.018642721889879896,0.004300101813601858,0.018642721889879896,0.004772195249815708,0.004209068627849126,0.018642721889879896,0.018642721889879896,0.007647285324236359,0.018642721889879896,0.018642721889879896,0.006734283934920934,0.0061844734887757475,0.013233529170443278,0.013516160882413565,0.018642721889879896,0.018642721889879896,0.010588846937430329,0.01240646205021043,0.011966685392855992,0.011250502254039691,0.004193464290486374,0.0039028960203450476,0.002415187646426523,0.0018441902664458611,0.003467390184467171,0.003111859591402074,0.018642721889879896,0.007811741823248607,0.0025480925173105087,0.003910086159391241,0.008110653099687577,0.0016792925608418033,0.0031600361732129884,0.007811741823248607,0.0025480925173105087,0.003910086159391241,0.008110653099687577,0.0016792925608418033,0.0031600361732129884,0.006520888301073665,0.0047123550665567285,0.010189213685066685,0.010189213685066685,0.0047123550665567285,0.009233248235429424,0.009160031246863322,0.009305412044668438,0.004534597157994833,0.011236851993162223,0.018642721889879896,0.018642721889879896,0.018642721889879896,0.018642721889879896,0.018642721889879896,0.018642721889879896,0.018642721889879896,0.018642721889879896,0.018642721889879896,0.018642721889879896,0.018642721889879896,0.018642721889879896,0.018642721889879896,0.018642721889879896,0.018642721889879896,0.001751712683438638,0.001244536498667455,0.001943506237682371,0.0007393779842461604,0.005262550023254909,0.00475306172613063,0.0020079813929229228,0.004069854250185731,0.005262550023254909,0.001751712683438638,0.0020079813929229228,0.004069854250185731,0.018642721889879896,0.0027441755647353854,0.001851791037823189,0.0069500042416417804,0.006413760091301485,0.007071114402162482,0.00872122517977194,0.0067707514111711685,0.0009928472897796508,0.002719896587549842,0.002923710040399739,0.007071114402162482,0.00872122517977194,0.0067707514111711685,0.0009928472897796508,0.002719896587549842,0.002923710040399739,0.007302401478081403,0.006394919134156521,0.008934919698690454
governmentresponseindex,0.009585977805122327,0.019193478246857142,0.008794860026104566,0.0015516941858352393,0.008446510905839161,0.019193478246857142,0.009056088170764028,0.0007169969563382187,0.00041014477741888804,0.019193478246857142,0.00905281853368463,0.0035137037461952657,0.007247829729095663,0.00604563249270437,0.006920747221096825,9.017111226617447e-05,0.019193478246857142,0.00620121147971458,9.02837934743867e-05,0.019193478246857142,0.0061034295889424665,0.019193478246857142,0.006759036886294877,0.005974219941454251,0.019193478246857142,0.019193478246857142,0.007540924903766955,0.019193478246857142,0.019193478246857142,0.0056603406986864245,0.005079775199515617,0.013500098127561174,0.013500098127561174,0.01090167007550517,0.01090167007550517,0.019193478246857142,0.019193478246857142,0.01554614457296803,0.01554614457296803,0.006276027700303177,0.006276027700303177,0.002081142721564666,0.0014707079919825197,0.003436238394492618,0.002398059795750506,0.019193478246857142,0.00590873223337692,0.0020948873812885733,0.0033367995629976265,0.010888727475904149,0.001909484284244778,0.0024289352737332792,0.00590873223337692,0.0020948873812885733,0.0033367995629976265,0.010888727475904149,0.001909484284244778,0.0024289352737332792,0.005977935896121539,0.0027322672893287333,0.007468902751409903,0.007468902751409903,0.0027322672893287333,0.006042268441130055,0.0059996223538992385,0.006615556331203885,0.001807100932214534,0.013243476178714709,0.019193478246857142,0.019193478246857142,0.019193478246857142,0.019193478246857142,0.019193478246857142,0.019193478246857142,0.019193478246857142,0.019193478246857142,0.019193478246857142,0.019193478246857142,0.019193478246857142,0.019193478246857142,0.019193478246857142,0.019193478246857142,0.019193478246857142,0.0012180931018219519,0.0010203111855936404,0.0015175858805500915,0.00035750465123725203,0.005717837686812824,0.005469494110223811,0.0030331263189744655,0.004842636792331074,0.005717837686812824,0.0012180931018219519,0.0030331263189744655,0.004842636792331074,0.019193478246857142,0.002228688556702372,0.0015726886606842662,0.005639504174547457,0.005071360586862942,0.00421396210336146,0.004954587567231027,0.008043609807540271,0.0007478399507720333,0.0016376975344757987,0.0018516378702468747,0.00421396210336146,0.004954587567231027,0.008043609807540271,0.0007478399507720333,0.0016376975344757987,0.0018516378702468747,0.005361307097859483,0.006118915478545097,0.006609852342568724
