,c1_school.closing,c1_flag,c2_workplace.closing,c2_flag,c3_cancel.public.events,c3_flag,c4_restrictions.on.gatherings,c4_flag,c5_close.public.transport,c5_flag,c6_stay.at.home.requirements,c6_flag,c7_restrictions.on.internal.movement,c7_flag,c8_international.travel.controls,e1_income.support,e1_flag,e2_debt.contract.relief,e3_fiscal.measures,e4_international.support,h1_public.information.campaigns,h1_flag,h2_testing.policy,h3_contact.tracing,h4_emergency.investment.in.healthcare,h5_investment.in.vaccines,h6_facial.coverings,h6_flag,h7_vaccination.policy,confirmedcases,confirmeddeaths,stringencyindex,stringencyindexfordisplay,stringencylegacyindex,stringencylegacyindexfordisplay,governmentresponseindex,governmentresponseindexfordisplay,containmenthealthindex,containmenthealthindexfordisplay,economicsupportindex,economicsupportindexfordisplay,cases,deaths,avgcases7days,avgdeaths7days,population,owid_total_cases,owid_new_cases,owid_new_cases_smoothed,owid_total_deaths,owid_new_deaths,owid_new_deaths_smoothed,owid_total_cases_per_million,owid_new_cases_per_million,owid_new_cases_smoothed_per_million,owid_total_deaths_per_million,owid_new_deaths_per_million,owid_new_deaths_smoothed_per_million,owid_reproduction_rate,owid_new_tests,owid_total_tests,owid_total_tests_per_thousand,owid_new_tests_per_thousand,owid_new_tests_smoothed,owid_new_tests_smoothed_per_thousand,owid_positive_rate,owid_tests_per_case,owid_stringency_index,owid_population,owid_population_density,owid_median_age,owid_aged_65_older,owid_aged_70_older,owid_cardiovasc_death_rate,owid_diabetes_prevalence,owid_female_smokers,owid_male_smokers,owid_handwashing_facilities,owid_hospital_beds_per_thousand,owid_life_expectancy,owid_human_development_index,conf_population,conf_cases,conf_deaths,conf_cases_prev_week,conf_deaths_prev_week,conf_cases_infected,conf_cum_deaths,conf_cases_contagious,conf_cases_active,conf_p_cases_infected,conf_p_cases,conf_p_cases_contagious,conf_p_cases_active,ccfr_population,ccfr_cases,ccfr_deaths,ccfr_cum_cases,ccfr_cum_deaths,ccfr_cases_infected,ccfr_cases_infected_low,ccfr_cases_infected_high,ccfr_cases_daily,ccfr_cases_contagious,ccfr_cases_active,ccfr_p_cases_infected,ccfr_p_cases_infected_low,ccfr_p_cases_infected_high,ccfr_p_cases_daily,ccfr_p_cases_contagious,ccfr_p_cases_active
h4_emergency.investment.in.healthcare,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009
h5_investment.in.vaccines,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009
h6_facial.coverings,0.005646346374118885,0.006069709654845059,0.01137636335584842,0.01406428441901037,0.003930137487289481,0.020967190472871468,0.007519225888301124,0.020967190472871468,0.007452580333749975,0.010127461751017369,0.001132996938735037,2.5361849479435656e-07,0.004109182521596997,0.0017570940353522123,0.003022038357970163,0.000831263950974204,0.020967190472871468,0.005180193533698816,0.020967190472871468,0.020967190472871468,0.001199757306089873,0.020967190472871468,0.00497214863890712,0.005239106757844941,0.020967190472871468,0.020967190472871468,0.020967190472871468,0.020967190472871468,0.020967190472871468,0.0076894392125232145,0.0075590032391153125,0.0031914279516404905,0.0031914279516404905,0.004357694000966705,0.004357694000966705,0.0025865204241999804,0.0025865204241999804,0.0018517183029977354,0.0018517183029977354,0.0055136591516908385,0.0055136591516908385,0.0046772712123001724,0.0004232450289955957,0.005571232809015316,0.0018662318645367617,0.020967190472871468,0.007548066637416601,0.0038325815549196313,0.004780271555543723,0.007712197588765422,0.0004666617526742278,0.001794516329013077,0.007548066637416601,0.0038325815549196313,0.004780271555543723,0.007712197588765422,0.0004666617526742278,0.001794516329013077,0.0015808540162355294,0.007907336732055579,0.007448728585241836,0.007448728585241836,0.007906778526248688,0.008324979473708383,0.008320742043588939,0.0029411204423421874,0.002044945542935708,0.0015405850926773397,0.020967190472871468,0.020967190472871468,0.020967190472871468,0.020967190472871468,0.020967190472871468,0.020967190472871468,0.020967190472871468,0.020967190472871468,0.020967190472871468,0.020967190472871468,0.020967190472871468,0.020967190472871468,0.020967190472871468,0.020967190472871468,0.008288562597021354,0.0011214190495126488,0.0077734505324237365,0.002754084534904656,0.012276108293755448,0.0103134380247574,0.0059356336515995695,0.006825906945161391,0.012276108293755448,0.008288562597021354,0.0059356336515995695,0.006825906945161391,0.020967190472871468,0.004299730058717428,0.0005154771154345198,0.008043502843162733,0.00680637078196762,0.009649593865411175,0.009242541355114483,0.008908853785403386,0.0006038405446051354,0.0008919234188734289,0.0014302287737172886,0.009649593865411175,0.009242541355114483,0.008908853785403386,0.0006038405446051354,0.0008919234188734289,0.0014302287737172886
h6_flag,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009
h7_vaccination.policy,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.009009009009009009
confirmedcases,0.0062232849178178624,0.0040984958358069,0.0070231720202841375,0.004692024689607436,0.0025822668940628448,0.016693207722839956,0.005887301369997094,0.016693207722839956,0.005886146212500098,0.0028104275837596278,0.004437339205820909,0.0027001233703776487,0.002752583158272056,0.0025026406377314913,0.0063749181459313705,0.0007318721036482348,0.016693207722839956,0.0038384719904527714,0.016693207722839956,0.016693207722839956,0.00022210656987846768,0.016693207722839956,0.008658760969936969,0.006464165454876993,0.016693207722839956,0.016693207722839956,0.0061220126851464505,0.016693207722839956,0.016693207722839956,0.016693207722839956,0.012386746810437407,0.007691722041620429,0.007691722041620429,0.006921466399803333,0.006921466399803333,0.005875916575300937,0.005875916575300937,0.006317458747487512,0.006317458747487512,0.005478761732700939,0.005478761732700939,0.004016513285176671,0.0009218637388309649,0.005463037683147555,0.002518710031994083,0.016693207722839956,0.016693207722839956,0.004159870362810263,0.0057891330122574955,0.011638326593288608,0.0016667079719527855,0.003485893560837342,0.016693207722839956,0.004159870362810263,0.0057891330122574955,0.011638326593288608,0.0016667079719527855,0.003485893560837342,0.003172278940731088,0.01012569194729176,0.011100875430364752,0.011100875430364752,0.010153460475513621,0.010248394094394916,0.010211309028518866,0.004045784327180205,0.001995714142337498,0.006085908402336352,0.016693207722839956,0.016693207722839956,0.016693207722839956,0.016693207722839956,0.016693207722839956,0.016693207722839956,0.016693207722839956,0.016693207722839956,0.016693207722839956,0.016693207722839956,0.016693207722839956,0.016693207722839956,0.016693207722839956,0.016693207722839956,0.006007747307547621,0.0017906553858494409,0.008619520242812043,0.0025772093495540654,0.016693207722839956,0.009312070825459227,0.007306495603953133,0.009093672263019914,0.016693207722839956,0.006007747307547621,0.007306495603953133,0.009093672263019914,0.016693207722839956,0.004018747006057144,0.0009171385350253716,0.016693207722839956,0.012386746810437407,0.011027843955226761,0.010981922481887453,0.010867551409343068,0.0010987530691760627,0.00194607366140378,0.0019646768150810524,0.011027843955226761,0.010981922481887453,0.010867551409343068,0.0010987530691760627,0.00194607366140378,0.0019646768150810524
confirmeddeaths,0.005852801527484466,0.003064501591086367,0.008433685674986315,0.004639787737564833,0.0034369392205151413,0.016447887653888476,0.006230568696868194,0.016447887653888476,0.0065396079373959285,0.0037857708040443237,0.0049634374199108815,0.0021366736913658465,0.0036808350605499374,0.0010209707422794393,0.007594374331517187,0.0024544632713719653,0.016447887653888476,0.005378400980556734,0.016447887653888476,0.016447887653888476,0.00028396501100576044,0.016447887653888476,0.008546231095929032,0.007258367887032974,0.016447887653888476,0.016447887653888476,0.005929723212712378,0.016447887653888476,0.016447887653888476,0.012204713636701517,0.016447887653888476,0.008280021266217377,0.008280021266217377,0.006828632785922933,0.006828632785922933,0.007007961966894209,0.007007961966894209,0.0059200326966159945,0.0059200326966159945,0.00765619685288483,0.00765619685288483,0.0038016841822412525,0.001732588349613735,0.005254569252261145,0.004046678287827086,0.016447887653888476,0.011576738306445773,0.0035483605471550777,0.004675800198444213,0.016447887653888476,0.002126893980924321,0.0049073796363492735,0.011576738306445773,0.0035483605471550777,0.004675800198444213,0.016447887653888476,0.002126893980924321,0.0049073796363492735,0.003239788450489305,0.007782722272483295,0.008278772409867763,0.008278772409867763,0.007812136733339297,0.007980026445529816,0.007944564317859492,0.005668353738859037,0.0018141229178235275,0.005154816838311532,0.016447887653888476,0.016447887653888476,0.016447887653888476,0.016447887653888476,0.016447887653888476,0.016447887653888476,0.016447887653888476,0.016447887653888476,0.016447887653888476,0.016447887653888476,0.016447887653888476,0.016447887653888476,0.016447887653888476,0.016447887653888476,0.004185319168993601,0.0008843368228206925,0.008369104417321811,0.002622268373751648,0.009175222480017679,0.016447887653888476,0.008333683218468672,0.006978317232876421,0.009175222480017679,0.004185319168993601,0.008333683218468672,0.006978317232876421,0.016447887653888476,0.0038090697411905937,0.0017315234209814635,0.012204713636701517,0.016447887653888476,0.013261139996834304,0.013708214242227621,0.013437686714321882,0.0018105939276577656,0.0028796940798370882,0.002836635790629165,0.013261139996834304,0.013708214242227621,0.013437686714321882,0.0018105939276577656,0.0028796940798370882,0.002836635790629165
stringencyindex,0.008145939548826081,0.0015970067639477056,0.007008124506759186,0.004092284388679092,0.0047932644887181105,0.01933400322797267,0.00364635874616912,0.01933400322797267,0.007247669973351157,0.0043775904444432944,0.007052809958885566,0.006422716913280285,0.004887004092004299,0.0019308495493352423,0.007420389278717812,0.0008644905488025892,0.01933400322797267,0.004349722719411136,0.01933400322797267,0.01933400322797267,0.0024326319663946143,0.01933400322797267,0.006996760103772251,0.005173993702495363,0.01933400322797267,0.01933400322797267,0.002942839594970741,0.01933400322797267,0.01933400322797267,0.008908520234723235,0.009732918977646525,0.01933400322797267,0.01933400322797267,0.011435321405470914,0.011435321405470914,0.01365699647180103,0.01365699647180103,0.010487193262068028,0.010487193262068028,0.005050758067992317,0.005050758067992317,0.003997853530662263,0.0011479533414088083,0.004954272335885344,0.003583811451870294,0.01933400322797267,0.007048673607225634,0.0038895671488145163,0.005210175458912969,0.005610551571437317,0.001173870648331763,0.0031587240482658214,0.007048673607225634,0.0038895671488145163,0.005210175458912969,0.005610551571437317,0.001173870648331763,0.0031587240482658214,0.003455712877798743,0.0057621272283417515,0.008745487256932059,0.008745487256932059,0.005745138485355885,0.0069212029147144695,0.006942354541472087,0.002198287608233562,0.001887625310512662,0.01933400322797267,0.01933400322797267,0.01933400322797267,0.01933400322797267,0.01933400322797267,0.01933400322797267,0.01933400322797267,0.01933400322797267,0.01933400322797267,0.01933400322797267,0.01933400322797267,0.01933400322797267,0.01933400322797267,0.01933400322797267,0.01933400322797267,0.002302481761664154,0.0025767448269529408,0.006851991005796836,0.00388593978239117,0.005708244583282756,0.0031479145763807785,0.0071226886223754735,0.006441451819957713,0.005708244583282756,0.002302481761664154,0.0071226886223754735,0.006441451819957713,0.01933400322797267,0.004162977987728881,0.001431255207985917,0.009524458871973234,0.00838347238582102,0.0059044974292398016,0.005570293642397558,0.0051449990439823064,0.001014465649350445,0.003096867829470295,0.003591153479113407,0.0059044974292398016,0.005570293642397558,0.0051449990439823064,0.001014465649350445,0.003096867829470295,0.003591153479113407
stringencyindexfordisplay,0.008145939548826081,0.0015970067639477056,0.007008124506759186,0.004092284388679092,0.0047932644887181105,0.01933400322797267,0.00364635874616912,0.01933400322797267,0.007247669973351157,0.0043775904444432944,0.007052809958885566,0.006422716913280285,0.004887004092004299,0.0019308495493352423,0.007420389278717812,0.0008644905488025892,0.01933400322797267,0.004349722719411136,0.01933400322797267,0.01933400322797267,0.0024326319663946143,0.01933400322797267,0.006996760103772251,0.005173993702495363,0.01933400322797267,0.01933400322797267,0.002942839594970741,0.01933400322797267,0.01933400322797267,0.008908520234723235,0.009732918977646525,0.01933400322797267,0.01933400322797267,0.011435321405470914,0.011435321405470914,0.01365699647180103,0.01365699647180103,0.010487193262068028,0.010487193262068028,0.005050758067992317,0.005050758067992317,0.003997853530662263,0.0011479533414088083,0.004954272335885344,0.003583811451870294,0.01933400322797267,0.007048673607225634,0.0038895671488145163,0.005210175458912969,0.005610551571437317,0.001173870648331763,0.0031587240482658214,0.007048673607225634,0.0038895671488145163,0.005210175458912969,0.005610551571437317,0.001173870648331763,0.0031587240482658214,0.003455712877798743,0.0057621272283417515,0.008745487256932059,0.008745487256932059,0.005745138485355885,0.0069212029147144695,0.006942354541472087,0.002198287608233562,0.001887625310512662,0.01933400322797267,0.01933400322797267,0.01933400322797267,0.01933400322797267,0.01933400322797267,0.01933400322797267,0.01933400322797267,0.01933400322797267,0.01933400322797267,0.01933400322797267,0.01933400322797267,0.01933400322797267,0.01933400322797267,0.01933400322797267,0.01933400322797267,0.002302481761664154,0.0025767448269529408,0.006851991005796836,0.00388593978239117,0.005708244583282756,0.0031479145763807785,0.0071226886223754735,0.006441451819957713,0.005708244583282756,0.002302481761664154,0.0071226886223754735,0.006441451819957713,0.01933400322797267,0.004162977987728881,0.001431255207985917,0.009524458871973234,0.00838347238582102,0.0059044974292398016,0.005570293642397558,0.0051449990439823064,0.001014465649350445,0.003096867829470295,0.003591153479113407,0.0059044974292398016,0.005570293642397558,0.0051449990439823064,0.001014465649350445,0.003096867829470295,0.003591153479113407
stringencylegacyindex,0.009352229593210302,0.0030276948453970606,0.00878536982322299,0.005632009031687534,0.0063711364491094505,0.018861562837408273,0.004215864447895683,0.018861562837408273,0.009704943376626309,0.0057678520696188,0.007357156949205426,0.0038024676177828673,0.006495733746969264,0.0028066826815417926,0.0106146484050764,0.0008349222403733902,0.018861562837408273,0.005637154504875453,0.018861562837408273,0.018861562837408273,0.003233418524023575,0.018861562837408273,0.007395016300858946,0.006361312018472189,0.018861562837408273,0.018861562837408273,0.003920073093807031,0.018861562837408273,0.018861562837408273,0.007820526503619796,0.007830712921657278,0.01115589103363702,0.01115589103363702,0.018861562837408273,0.018861562837408273,0.01069292541932081,0.01069292541932081,0.010472742579057786,0.010472742579057786,0.006254814504373508,0.006254814504373508,0.0033891112976662144,0.0014595816083455273,0.004341074745042354,0.0030452555823065022,0.018861562837408273,0.006351137060893732,0.0016385695719360045,0.0016034925312525237,0.007179779509721976,0.0013973021606860376,0.004447575728311115,0.006351137060893732,0.0016385695719360045,0.0016034925312525237,0.007179779509721976,0.0013973021606860376,0.004447575728311115,0.0034150490491333357,0.008910301810455584,0.00988480253426547,0.00988480253426547,0.008873463458016926,0.008990948282287812,0.00902372267130711,0.0019262036386020456,0.001988932374852343,0.009911058395365442,0.018861562837408273,0.018861562837408273,0.018861562837408273,0.018861562837408273,0.018861562837408273,0.018861562837408273,0.018861562837408273,0.018861562837408273,0.018861562837408273,0.018861562837408273,0.018861562837408273,0.018861562837408273,0.018861562837408273,0.018861562837408273,0.0021463453155371828,0.001699845181589429,0.007191032840276327,0.004296409178803158,0.0057715408936811026,0.004615853165645162,0.005666085438923145,0.007400460418868871,0.0057715408936811026,0.0021463453155371828,0.005666085438923145,0.007400460418868871,0.018861562837408273,0.003835435443046788,0.0012316141202691883,0.009109828623774435,0.010554637421010146,0.007332585656146038,0.007165901936548691,0.007056572132686341,0.0008334323226057747,0.002027388577942617,0.0020706329334747547,0.007332585656146038,0.007165901936548691,0.007056572132686341,0.0008334323226057747,0.002027388577942617,0.0020706329334747547
stringencylegacyindexfordisplay,0.009352229593210302,0.0030276948453970606,0.00878536982322299,0.005632009031687534,0.0063711364491094505,0.018861562837408273,0.004215864447895683,0.018861562837408273,0.009704943376626309,0.0057678520696188,0.007357156949205426,0.0038024676177828673,0.006495733746969264,0.0028066826815417926,0.0106146484050764,0.0008349222403733902,0.018861562837408273,0.005637154504875453,0.018861562837408273,0.018861562837408273,0.003233418524023575,0.018861562837408273,0.007395016300858946,0.006361312018472189,0.018861562837408273,0.018861562837408273,0.003920073093807031,0.018861562837408273,0.018861562837408273,0.007820526503619796,0.007830712921657278,0.01115589103363702,0.01115589103363702,0.018861562837408273,0.018861562837408273,0.01069292541932081,0.01069292541932081,0.010472742579057786,0.010472742579057786,0.006254814504373508,0.006254814504373508,0.0033891112976662144,0.0014595816083455273,0.004341074745042354,0.0030452555823065022,0.018861562837408273,0.006351137060893732,0.0016385695719360045,0.0016034925312525237,0.007179779509721976,0.0013973021606860376,0.004447575728311115,0.006351137060893732,0.0016385695719360045,0.0016034925312525237,0.007179779509721976,0.0013973021606860376,0.004447575728311115,0.0034150490491333357,0.008910301810455584,0.00988480253426547,0.00988480253426547,0.008873463458016926,0.008990948282287812,0.00902372267130711,0.0019262036386020456,0.001988932374852343,0.009911058395365442,0.018861562837408273,0.018861562837408273,0.018861562837408273,0.018861562837408273,0.018861562837408273,0.018861562837408273,0.018861562837408273,0.018861562837408273,0.018861562837408273,0.018861562837408273,0.018861562837408273,0.018861562837408273,0.018861562837408273,0.018861562837408273,0.0021463453155371828,0.001699845181589429,0.007191032840276327,0.004296409178803158,0.0057715408936811026,0.004615853165645162,0.005666085438923145,0.007400460418868871,0.0057715408936811026,0.0021463453155371828,0.005666085438923145,0.007400460418868871,0.018861562837408273,0.003835435443046788,0.0012316141202691883,0.009109828623774435,0.010554637421010146,0.007332585656146038,0.007165901936548691,0.007056572132686341,0.0008334323226057747,0.002027388577942617,0.0020706329334747547,0.007332585656146038,0.007165901936548691,0.007056572132686341,0.0008334323226057747,0.002027388577942617,0.0020706329334747547
governmentresponseindex,0.007320568026473986,0.0021436984278081547,0.0068655340251623734,0.0009884821261700756,0.005367721265397871,0.01974042448202634,0.004782029476715941,0.01974042448202634,0.007791467714101757,0.0025368519621391116,0.006223597076216094,0.0036873051476920622,0.005472695247775338,0.0030504045979256812,0.008485348248748472,0.0010292383812370584,0.01974042448202634,0.0057995590073542935,0.01974042448202634,0.01974042448202634,0.0027241748014608506,0.01974042448202634,0.00846943996526467,0.0071524633753805135,0.01974042448202634,0.01974042448202634,0.002435186114763514,0.01974042448202634,0.01974042448202634,0.006948519981495892,0.008410815229983812,0.0139440810226428,0.0139440810226428,0.011191166318063531,0.011191166318063531,0.01974042448202634,0.01974042448202634,0.012668918482172685,0.012668918482172685,0.006645752627294871,0.006645752627294871,0.0028458234428254507,0.0014090379179719464,0.0036616887541306934,0.0029678980845292803,0.01974042448202634,0.008859471640391886,0.0029144415474415914,0.0038881318985791486,0.006767023217017638,0.0011277968405143794,0.0038106641111548653,0.008859471640391886,0.0029144415474415914,0.0038881318985791486,0.006767023217017638,0.0011277968405143794,0.0038106641111548653,0.0040052898901417585,0.006195812510032458,0.007759510785992906,0.007759510785992906,0.006183397682009673,0.005844963362907055,0.005863690449218485,0.003999336223008445,0.0024846281424040517,0.01121273939734642,0.01974042448202634,0.01974042448202634,0.01974042448202634,0.01974042448202634,0.01974042448202634,0.01974042448202634,0.01974042448202634,0.01974042448202634,0.01974042448202634,0.01974042448202634,0.01974042448202634,0.01974042448202634,0.01974042448202634,0.01974042448202634,0.0015264786824235209,0.0025614404968496204,0.005260940554335307,0.0033877846335706556,0.004247827323518,0.0025500153781682798,0.005189595450078069,0.003813098749680337,0.004247827323518,0.0015264786824235209,0.005189595450078069,0.003813098749680337,0.01974042448202634,0.0035655063869280035,0.0013142898026395758,0.009129321783289965,0.008492377151680506,0.007035817557078812,0.0069662392249392946,0.006455778738855888,0.0011310925955860802,0.003784319893330405,0.0035963094232468705,0.007035817557078812,0.0069662392249392946,0.006455778738855888,0.0011310925955860802,0.003784319893330405,0.0035963094232468705
