,c1_school.closing,c1_flag,c2_workplace.closing,c2_flag,c3_cancel.public.events,c3_flag,c4_restrictions.on.gatherings,c4_flag,c5_close.public.transport,c5_flag,c6_stay.at.home.requirements,c6_flag,c7_restrictions.on.internal.movement,c7_flag,c8_international.travel.controls,e1_income.support,e1_flag,e2_debt.contract.relief,e3_fiscal.measures,e4_international.support,h1_public.information.campaigns,h1_flag,h2_testing.policy,h3_contact.tracing,h4_emergency.investment.in.healthcare,h5_investment.in.vaccines,h6_facial.coverings,h6_flag,h7_vaccination.policy,confirmedcases,confirmeddeaths,stringencyindex,stringencyindexfordisplay,stringencylegacyindex,stringencylegacyindexfordisplay,governmentresponseindex,governmentresponseindexfordisplay,containmenthealthindex,containmenthealthindexfordisplay,economicsupportindex,economicsupportindexfordisplay,cases,deaths,avgcases7days,avgdeaths7days,population,owid_total_cases,owid_new_cases,owid_new_cases_smoothed,owid_new_deaths_smoothed,owid_total_cases_per_million,owid_new_cases_per_million,owid_new_cases_smoothed_per_million,owid_new_deaths_smoothed_per_million,owid_reproduction_rate,owid_stringency_index,owid_population,owid_population_density,owid_median_age,owid_aged_65_older,owid_aged_70_older,owid_gdp_per_capita,owid_extreme_poverty,owid_cardiovasc_death_rate,owid_diabetes_prevalence,owid_handwashing_facilities,owid_hospital_beds_per_thousand,owid_life_expectancy,owid_human_development_index,conf_population,conf_cases,conf_deaths,conf_cases_prev_week,conf_deaths_prev_week,conf_cases_infected,conf_cum_deaths,conf_cases_contagious,conf_cases_active,conf_p_cases_infected,conf_p_cases,conf_p_cases_contagious,conf_p_cases_active,ccfr_population,ccfr_cases,ccfr_deaths,ccfr_cum_cases,ccfr_cum_deaths,ccfr_cases_infected,ccfr_cases_infected_low,ccfr_cases_daily,ccfr_cases_contagious,ccfr_cases_active,ccfr_p_cases_infected,ccfr_p_cases_infected_low,ccfr_p_cases_daily,ccfr_p_cases_contagious,ccfr_p_cases_active
h3_contact.tracing,0.006374103422417478,0.013562545554404008,0.004487464075840927,0.013562545554404008,0.005717152071999892,0.013562545554404008,0.0054165109284937995,0.013562545554404008,0.0024364828700069677,0.013562545554404008,0.003736097240183151,0.013562545554404008,0.008336301598951,0.013562545554404008,0.003950991474215611,0.0022793106394095168,0.013562545554404008,0.006668436882381952,3.433546382142874e-05,1.713979138746106e-05,0.0032663093002731312,0.013562545554404008,0.005847007342826727,0.013562545554404008,1.713979138746106e-05,0.013562545554404008,0.004448461241589961,0.013562545554404008,0.013562545554404008,0.0010080585621029233,0.013562545554404008,0.004288288252373766,0.004288288252373766,0.004686789270509503,0.004686789270509503,0.003072987737812142,0.003072987737812142,0.003595625694651685,0.003595625694651685,0.002958071816043603,0.002958071816043603,0.0006463208210792752,0.013562545554404008,0.000788351505901731,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.0007523093858099326,0.013562545554404008,0.001440183456473646,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008,0.013562545554404008
h4_emergency.investment.in.healthcare,3.8626901134022246e-05,2.1262073040849398e-05,2.759133156767114e-05,2.1194739486136687e-05,2.6819563743644155e-05,0.01866293292936976,3.8625978365497596e-05,2.1858739555748388e-05,4.81512377547197e-05,3.263458523144233e-05,3.462039572548329e-05,2.1085343590247222e-05,2.7937449544554458e-05,0.01866293292936976,4.562652026762034e-05,6.44344288926983e-05,9.543339240739201e-05,3.11276651979362e-05,0.009333462499050756,7.982429992919923e-06,1.2889475031963372e-05,0.01866293292936976,0.00010786033761793677,2.3585452731158174e-05,0.01866293292936976,0.01866293292936976,4.625584895667915e-05,0.01866293292936976,0.01866293292936976,2.8298050991013867e-05,0.01866293292936976,2.7753532636688953e-05,2.7753532636688953e-05,2.3540614901133668e-05,2.3540614901133668e-05,7.277532030070606e-05,7.277532030070606e-05,2.7116319121102267e-05,2.7116319121102267e-05,5.0659044911505346e-05,5.0659044911505346e-05,1.8593551406195287e-05,0.01866293292936976,2.7173382551438304e-05,0.01866293292936976,0.01866293292936976,3.833771257409185e-05,1.9120616818628834e-05,3.5166928833712555e-05,0.01866293292936976,3.833771257409185e-05,1.9120616818628834e-05,3.552005598746746e-05,0.01866293292936976,0.01866293292936976,3.195073805072572e-05,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,1.4232583196256634e-05,0.01866293292936976,2.5946740971352623e-05,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976,0.01866293292936976
h5_investment.in.vaccines,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464
h6_facial.coverings,0.008689321867242573,0.0009050324960064318,0.006684287097741148,0.0009547114628089359,0.007265441897353376,0.01590262024394731,0.00926030239408981,0.0013811911440507738,0.005413687364952346,0.0017312226117928659,0.009465021855924948,0.0009557743322562817,0.005170574527454188,0.01590262024394731,0.010330276001828096,0.006549472538821517,0.007592854133760699,0.004984557510602706,7.71855553215115e-05,3.941444802932674e-05,0.0013392280412529607,0.01590262024394731,0.005786092768095657,0.005215996474345644,3.941444802932674e-05,0.01590262024394731,0.01590262024394731,0.01590262024394731,0.01590262024394731,0.009753835283309403,0.01590262024394731,0.007689800426747445,0.007689800426747445,0.008767857772749523,0.008767857772749523,0.006859088056897659,0.006859088056897659,0.008141077807692465,0.008141077807692465,0.009754599623057539,0.009754599623057539,0.0015686502632434858,0.01590262024394731,0.0034843893177973254,0.01590262024394731,0.01590262024394731,0.009260120539735904,0.001022814926291522,0.003924150386468234,0.01590262024394731,0.009260120539735904,0.001022814926291522,0.0038912755259421293,0.01590262024394731,0.0029154377769084363,0.00688300772386769,0.01590262024394731,0.01590262024394731,0.01590262024394731,0.01590262024394731,0.01590262024394731,0.01590262024394731,0.01590262024394731,0.01590262024394731,0.01590262024394731,0.01590262024394731,0.01590262024394731,0.01590262024394731,0.01590262024394731,0.01590262024394731,0.0014433277684669278,0.01590262024394731,0.006791932750937325,0.01590262024394731,0.00906699281434341,0.01590262024394731,0.010860045411211017,0.010738932832693433,0.00906699281434341,0.0014433277684669278,0.010860045411211017,0.010738932832693433,0.01590262024394731,0.00114201183164378,0.01590262024394731,0.00879226171861302,0.01590262024394731,0.01590262024394731,0.01590262024394731,0.01590262024394731,0.01590262024394731,0.01590262024394731,0.01590262024394731,0.01590262024394731,0.01590262024394731,0.01590262024394731,0.01590262024394731
h6_flag,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464
h7_vaccination.policy,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464
confirmedcases,0.006018053767920895,0.000885503928013662,0.0052170822258139704,0.001649809047657093,0.0036084709329444417,0.01585463250658136,0.006354247235241904,0.002644033559211718,0.005112387547217896,0.002406940160967324,0.007802441001075086,0.0016486818602850241,0.001852121556462991,0.01585463250658136,0.006366245245014235,0.006520764217477834,0.0053643536396967605,0.002356911650935883,9.846795081706385e-05,2.403990845452694e-05,2.403990845452342e-05,0.01585463250658136,0.002629940130278993,0.0011784217043285723,2.403990845452694e-05,0.01585463250658136,0.009724402115774362,0.01585463250658136,0.01585463250658136,0.01585463250658136,0.01585463250658136,0.007875608807190295,0.007664026584050153,0.006211539431892895,0.006056545625391535,0.006485305753885512,0.006220114245289498,0.008116361069577508,0.007705490735531391,0.00952014506106527,0.009594725585911868,0.0015360073519588037,0.01585463250658136,0.0028627393135968677,0.01585463250658136,0.01585463250658136,0.01585463250658136,0.0011656469695776033,0.0026577817573083403,0.01585463250658136,0.01585463250658136,0.0011656469695776033,0.002744145433684157,0.01585463250658136,0.010839878557480302,0.008197994509989849,0.01585463250658136,0.01585463250658136,0.01585463250658136,0.01585463250658136,0.01585463250658136,0.01585463250658136,0.01585463250658136,0.01585463250658136,0.01585463250658136,0.01585463250658136,0.01585463250658136,0.01585463250658136,0.01585463250658136,0.01585463250658136,0.0013268092041051468,0.01585463250658136,0.007385829042608023,0.01585463250658136,0.01585463250658136,0.01585463250658136,0.009234459110876569,0.011399093024071253,0.01585463250658136,0.0013268092041051468,0.009234459110876569,0.011399093024071253,0.01585463250658136,0.00153998499792219,0.01585463250658136,0.01585463250658136,0.01585463250658136,0.01585463250658136,0.01585463250658136,0.01585463250658136,0.01585463250658136,0.01585463250658136,0.01585463250658136,0.01585463250658136,0.01585463250658136,0.01585463250658136,0.01585463250658136
confirmeddeaths,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464,0.010309278350515464
stringencyindex,0.007822431710919082,0.0010915474441977675,0.009779017576184233,0.002418322562580785,0.0075150602464040175,0.016345728664122268,0.009785319655345702,0.0012825908720030602,0.009073146845527421,0.003473588485158145,0.009213134729634578,0.002434145226274811,0.005994690806590497,0.016345728664122268,0.00943741556624556,0.0047849239146889174,0.004815736289981704,0.004959915287387869,4.8723465006935065e-05,8.894707247848826e-05,0.0025357974201889936,0.016345728664122268,0.005977464733300863,0.0051682920382216495,2.4307632442715917e-05,0.016345728664122268,0.007904067966705439,0.016345728664122268,0.016345728664122268,0.008119555251354231,0.016345728664122268,0.016345728664122268,0.016345728664122268,0.01216056503391255,0.01216056503391255,0.011306408912099834,0.011306408912099834,0.012708031216395419,0.012708031216395419,0.006922204518152685,0.006922204518152685,0.0010930348549137558,0.016345728664122268,0.0023663887939548932,0.016345728664122268,0.016345728664122268,0.00845192682924898,0.0010284666648732903,0.00256356990300329,0.016345728664122268,0.00845192682924898,0.0010284666648732903,0.0027538688591315324,0.016345728664122268,0.009082382904106467,0.016345728664122268,0.016345728664122268,0.016345728664122268,0.016345728664122268,0.016345728664122268,0.016345728664122268,0.016345728664122268,0.016345728664122268,0.016345728664122268,0.016345728664122268,0.016345728664122268,0.016345728664122268,0.016345728664122268,0.016345728664122268,0.016345728664122268,0.0002851654965854546,0.016345728664122268,0.0017101525156362827,0.016345728664122268,0.0012794828835445257,0.016345728664122268,0.0014168591330197596,0.0007687583673746798,0.0012794828835445257,0.0002851654965854546,0.0014168591330197596,0.0007687583673746798,0.016345728664122268,0.001039883276516647,0.016345728664122268,0.007429048097997233,0.016345728664122268,0.016345728664122268,0.016345728664122268,0.016345728664122268,0.016345728664122268,0.016345728664122268,0.016345728664122268,0.016345728664122268,0.016345728664122268,0.016345728664122268,0.016345728664122268
stringencyindexfordisplay,0.007828841382441155,0.001092441854123814,0.009787030466905213,0.0024203041271163915,0.00752121805888844,0.016359122293545674,0.009793337709966966,0.0012836418222050637,0.009080581348390538,0.0034764347306755895,0.009220683938050566,0.002436139755842345,0.00599960283399663,0.016359122293545674,0.009445148549546967,0.004788844663592158,0.004819682286430944,0.004963979423572669,4.8763388833393754e-05,8.90199553796763e-05,0.002537875243187083,0.016359122293545674,0.005982362645726452,0.005172526917542986,2.4327550026556194e-05,0.016359122293545674,0.007910544530672626,0.016359122293545674,0.016359122293545674,0.007907893676968978,0.016359122293545674,0.016359122293545674,0.016359122293545674,0.01217052935578466,0.012213049450797618,0.011315673341614717,0.011398160579137997,0.01271844413002631,0.01268800240579862,0.006927876546852921,0.006780881814970572,0.0010534764517467297,0.016359122293545674,0.0023328238734970693,0.016359122293545674,0.016359122293545674,0.008233571356606184,0.0009982281654976365,0.0024959624804899425,0.016359122293545674,0.008233571356606184,0.0009982281654976365,0.0026807830257416297,0.016359122293545674,0.009089824974961717,0.016359122293545674,0.016359122293545674,0.016359122293545674,0.016359122293545674,0.016359122293545674,0.016359122293545674,0.016359122293545674,0.016359122293545674,0.016359122293545674,0.016359122293545674,0.016359122293545674,0.016359122293545674,0.016359122293545674,0.016359122293545674,0.016359122293545674,0.00027758970068627236,0.016359122293545674,0.0018678898687441356,0.016359122293545674,0.0014317419784848349,0.016359122293545674,0.00133115629128053,0.0008075735532762355,0.0014317419784848349,0.00027758970068627236,0.00133115629128053,0.0008075735532762355,0.016359122293545674,0.0010182083176926487,0.016359122293545674,0.0072969612208406915,0.016359122293545674,0.016359122293545674,0.016359122293545674,0.016359122293545674,0.016359122293545674,0.016359122293545674,0.016359122293545674,0.016359122293545674,0.016359122293545674,0.016359122293545674,0.016359122293545674
stringencylegacyindex,0.008693565126309201,0.0018013562177379065,0.007848396790272232,0.0018721912179380865,0.00832224204388607,0.01676934191743356,0.010916036060555792,0.0005348194243268061,0.008224571554404526,0.002797251759621441,0.008370259656011951,0.000826994953494545,0.006593709530766801,0.01676934191743356,0.009468989651437784,0.004642807011063604,0.003383707047665709,0.005344587531531354,4.238958260216785e-05,0.00013300468322682753,0.0028432676697706105,0.01676934191743356,0.00643805978704555,0.005794957256133369,2.115212125113032e-05,0.01676934191743356,0.009245721938850027,0.01676934191743356,0.01676934191743356,0.006569904948840287,0.01676934191743356,0.0124757162652814,0.0124757162652814,0.01676934191743356,0.01676934191743356,0.009371251245004781,0.009371251245004781,0.011816457501156702,0.011816457501156702,0.006911388031061553,0.006911388031061553,0.0011968713785676665,0.01676934191743356,0.0017705050970232056,0.01676934191743356,0.01676934191743356,0.008265008740331061,0.0007351753617771727,0.0015685407918527242,0.01676934191743356,0.008265008740331061,0.0007351753617771727,0.001732117218844189,0.01676934191743356,0.01025080589630109,0.009466237547037981,0.01676934191743356,0.01676934191743356,0.01676934191743356,0.01676934191743356,0.01676934191743356,0.01676934191743356,0.01676934191743356,0.01676934191743356,0.01676934191743356,0.01676934191743356,0.01676934191743356,0.01676934191743356,0.01676934191743356,0.01676934191743356,0.00029255579935035013,0.01676934191743356,0.00175447255090013,0.01676934191743356,0.0013126417544637571,0.01676934191743356,0.0014535782245424101,0.0007886813845558384,0.0013126417544637571,0.00029255579935035013,0.0014535782245424101,0.0007886813845558384,0.01676934191743356,0.0008371016091795854,0.01676934191743356,0.0059974513634228595,0.01676934191743356,0.01676934191743356,0.01676934191743356,0.01676934191743356,0.01676934191743356,0.01676934191743356,0.01676934191743356,0.01676934191743356,0.01676934191743356,0.01676934191743356,0.01676934191743356
stringencylegacyindexfordisplay,0.008694008222402214,0.0018014480297725104,0.00784879680958579,0.0018722866403110706,0.008322666214278907,0.016770196622008505,0.010916592432177716,0.0005348466831549099,0.008224990746700153,0.002797394330742478,0.00837068627378006,0.0008270371040078858,0.006594045600824263,0.016770196622008505,0.009469472269587921,0.0046430436469681305,0.0033838795094061967,0.005344859935984486,4.2391743126436385e-05,0.00013301146224724484,0.0028434125862436066,0.016770196622008505,0.006438387923902729,0.005795252615158357,2.1153199338445384e-05,0.016770196622008505,0.009246193177428067,0.016770196622008505,0.016770196622008505,0.0064062955067434955,0.016770196622008505,0.012476352131126354,0.012519940677073904,0.016770196622008505,0.016770196622008505,0.009371728881596098,0.009453943591172208,0.011817059765713988,0.011810193416948825,0.0069117402926469175,0.006754467168635265,0.0011592165631528117,0.016770196622008505,0.0017729802321795201,0.016770196622008505,0.016770196622008505,0.008090244578489503,0.0007262736020882065,0.0015763055773160852,0.016770196622008505,0.008090244578489503,0.0007262736020882065,0.0017352050710837256,0.016770196622008505,0.010251328362283332,0.009466720024918081,0.016770196622008505,0.016770196622008505,0.016770196622008505,0.016770196622008505,0.016770196622008505,0.016770196622008505,0.016770196622008505,0.016770196622008505,0.016770196622008505,0.016770196622008505,0.016770196622008505,0.016770196622008505,0.016770196622008505,0.016770196622008505,0.0002845650137715488,0.016770196622008505,0.0019148264683769571,0.016770196622008505,0.0014677189925187666,0.016770196622008505,0.0013646057740032743,0.0008278663752345595,0.0014677189925187666,0.0002845650137715488,0.0013646057740032743,0.0008278663752345595,0.016770196622008505,0.000826259568059349,0.016770196622008505,0.0061983795032574725,0.016770196622008505,0.016770196622008505,0.016770196622008505,0.016770196622008505,0.016770196622008505,0.016770196622008505,0.016770196622008505,0.016770196622008505,0.016770196622008505,0.016770196622008505,0.016770196622008505
governmentresponseindex,0.006022176307288242,0.0022866550677094143,0.007307978951696063,0.0022896246349140867,0.005570247361664171,0.016907112539634037,0.0074814649375243725,0.0025903064650898027,0.007458581565071146,0.001959772256632428,0.00735106412349913,0.002154002605611252,0.004443332395822286,0.016907112539634037,0.008035596951876221,0.005062374099709841,0.004592920710664096,0.004762063096718339,0.00015378496934816854,7.808094443925392e-05,0.001842118386667999,0.016907112539634037,0.006226221961055259,0.0038307963138405417,6.592857270014859e-05,0.016907112539634037,0.0072923437721759575,0.016907112539634037,0.016907112539634037,0.006915820608857571,0.016907112539634037,0.011694720487779366,0.011694720487779366,0.009448241929623066,0.009448241929623066,0.016907112539634037,0.016907112539634037,0.012468038380099362,0.012468038380099362,0.0073574455290513095,0.0073574455290513095,0.001308895325016365,0.016907112539634037,0.0028617048526553383,0.016907112539634037,0.016907112539634037,0.00846922116761928,0.0014897060840560416,0.0028155256659520614,0.016907112539634037,0.00846922116761928,0.0014897060840560416,0.0028985209167703197,0.016907112539634037,0.010373109160013863,0.010146402741332864,0.016907112539634037,0.016907112539634037,0.016907112539634037,0.016907112539634037,0.016907112539634037,0.016907112539634037,0.016907112539634037,0.016907112539634037,0.016907112539634037,0.016907112539634037,0.016907112539634037,0.016907112539634037,0.016907112539634037,0.016907112539634037,0.00030953575405217584,0.016907112539634037,0.0019058001929410727,0.016907112539634037,0.0014770718021984363,0.016907112539634037,0.0011783946855034803,0.001033357158369276,0.0014770718021984363,0.00030953575405217584,0.0011783946855034803,0.001033357158369276,0.016907112539634037,0.0011862504331335492,0.016907112539634037,0.006966115951007557,0.016907112539634037,0.016907112539634037,0.016907112539634037,0.016907112539634037,0.016907112539634037,0.016907112539634037,0.016907112539634037,0.016907112539634037,0.016907112539634037,0.016907112539634037,0.016907112539634037
governmentresponseindexfordisplay,0.0060285529513034505,0.0022890763162096792,0.007315717081213991,0.0022920490277714704,0.005576145476015123,0.016925014811585096,0.007489386764482695,0.0025930492380302392,0.007466479161732553,0.001961847381868516,0.00735884787419932,0.0021562833936724034,0.004448037264541441,0.016925014811585096,0.00804410552728106,0.005067734447175356,0.00459778397252618,0.004767105456755022,0.00015394780616236742,7.816362125933601e-05,0.0018440689328802437,0.016925014811585096,0.006232814660933087,0.003834852592358752,6.599838185502683e-05,0.016925014811585096,0.007300065346221441,0.016925014811585096,0.016925014811585096,0.006640048306863982,0.016925014811585096,0.011707103564196054,0.011792444188943329,0.009458246298854476,0.009541219993717404,0.016925014811585096,0.016925014811585096,0.012481240292209046,0.012500417117008798,0.007365236036769135,0.00725231727912397,0.0012680558825207096,0.016925014811585096,0.002840649400749692,0.016925014811585096,0.016925014811585096,0.008676313341235328,0.001245349005059368,0.0026264844899569384,0.016925014811585096,0.008676313341235328,0.001245349005059368,0.002707216973418286,0.016925014811585096,0.010384092834531037,0.010157146365400811,0.016925014811585096,0.016925014811585096,0.016925014811585096,0.016925014811585096,0.016925014811585096,0.016925014811585096,0.016925014811585096,0.016925014811585096,0.016925014811585096,0.016925014811585096,0.016925014811585096,0.016925014811585096,0.016925014811585096,0.016925014811585096,0.00031316909225766366,0.016925014811585096,0.001994753859379758,0.016925014811585096,0.0015515583984372348,0.016925014811585096,0.0010220932212721978,0.0009830083663011197,0.0015515583984372348,0.00031316909225766366,0.0010220932212721978,0.0009830083663011197,0.016925014811585096,0.0011688855101345834,0.016925014811585096,0.00686869437090316,0.016925014811585096,0.016925014811585096,0.016925014811585096,0.016925014811585096,0.016925014811585096,0.016925014811585096,0.016925014811585096,0.016925014811585096,0.016925014811585096,0.016925014811585096,0.016925014811585096
