,c1_school.closing,c1_flag,c2_workplace.closing,c2_flag,c3_cancel.public.events,c3_flag,c4_restrictions.on.gatherings,c4_flag,c5_close.public.transport,c5_flag,c6_stay.at.home.requirements,c6_flag,c7_restrictions.on.internal.movement,c7_flag,c8_international.travel.controls,e1_income.support,e1_flag,e2_debt.contract.relief,e3_fiscal.measures,e4_international.support,h1_public.information.campaigns,h1_flag,h2_testing.policy,h3_contact.tracing,h4_emergency.investment.in.healthcare,h5_investment.in.vaccines,h6_facial.coverings,h6_flag,h7_vaccination.policy,confirmedcases,confirmeddeaths,stringencyindex,stringencyindexfordisplay,stringencylegacyindex,stringencylegacyindexfordisplay,governmentresponseindex,governmentresponseindexfordisplay,containmenthealthindex,containmenthealthindexfordisplay,economicsupportindex,economicsupportindexfordisplay,cases,deaths,avgcases7days,avgdeaths7days,population,owid_total_cases,owid_new_cases,owid_new_cases_smoothed,owid_total_deaths,owid_new_deaths,owid_new_deaths_smoothed,owid_total_cases_per_million,owid_new_cases_per_million,owid_new_cases_smoothed_per_million,owid_total_deaths_per_million,owid_new_deaths_per_million,owid_new_deaths_smoothed_per_million,owid_reproduction_rate,owid_stringency_index,owid_population,owid_population_density,owid_median_age,owid_aged_65_older,owid_aged_70_older,owid_gdp_per_capita,owid_extreme_poverty,owid_cardiovasc_death_rate,owid_diabetes_prevalence,owid_female_smokers,owid_male_smokers,owid_handwashing_facilities,owid_hospital_beds_per_thousand,owid_life_expectancy,owid_human_development_index,conf_population,conf_cases,conf_deaths,conf_cases_prev_week,conf_deaths_prev_week,conf_cases_infected,conf_cum_deaths,conf_cases_contagious,conf_cases_active,conf_p_cases_infected,conf_p_cases,conf_p_cases_contagious,conf_p_cases_active,ccfr_population,ccfr_cases,ccfr_deaths,ccfr_cum_cases,ccfr_cum_deaths,ccfr_cases_infected,ccfr_cases_infected_low,ccfr_cases_infected_high,ccfr_cases_daily,ccfr_cases_contagious,ccfr_cases_active,ccfr_p_cases_infected,ccfr_p_cases_infected_low,ccfr_p_cases_infected_high,ccfr_p_cases_daily,ccfr_p_cases_contagious,ccfr_p_cases_active
h7_vaccination.policy,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525
confirmedcases,0.001897538867481203,0.016321941215402598,0.004194933122098019,0.016321941215402598,0.0022637014227833616,0.016321941215402598,0.00396857380046502,0.0014026927461119115,0.0007811764301935563,0.016321941215402598,0.005416709489647239,0.016321941215402598,0.004026592640047963,0.016321941215402598,0.005359283740513044,0.004933039416661558,0.016321941215402598,0.016321941215402598,5.025814043701777e-05,0.016321941215402598,0.0009730604813946331,0.016321941215402598,0.0015876872831898357,0.0051308383356904585,2.507861633850578e-05,0.016321941215402598,0.008788463956784903,0.016321941215402598,0.016321941215402598,0.016321941215402598,0.01397136096339204,0.00253789652719162,0.002614351205516537,0.003831201861400123,0.003918692085526581,0.003908120226758637,0.004463922429457415,0.00469042460354939,0.004685599303116708,0.004933039416661558,0.005125906538862512,0.003426177104307629,0.002340102022366135,0.005674403005814077,0.004619228082466184,0.016321941215402598,0.016321941215402598,0.0034293265525315703,0.005895629193485804,0.01378349018221974,0.0024605316686918243,0.004830755822169523,0.016321941215402598,0.0034293265525315703,0.005895629193485804,0.01378349018221974,0.0024605316686918243,0.004830755822169523,0.012940419128199324,0.00312844932076751,0.016321941215402598,0.016321941215402598,0.016321941215402598,0.016321941215402598,0.016321941215402598,0.016321941215402598,0.016321941215402598,0.016321941215402598,0.016321941215402598,0.016321941215402598,0.016321941215402598,0.016321941215402598,0.016321941215402598,0.016321941215402598,0.016321941215402598,0.016321941215402598,0.0027724536843407354,0.002472418883121669,0.004591516828776042,0.005591284205773788,0.014451977479467581,0.016321941215402598,0.0074386820569927094,0.01435806915228986,0.014451977479467581,0.0027724536843407354,0.0074386820569927094,0.01435806915228986,0.016321941215402598,0.0034264075253367704,0.002338648788972557,0.016321941215402598,0.01397136096339204,0.013490632224430883,0.013456487133011787,0.013219610230027275,0.0016330864230420165,0.004511854001490996,0.005472192563278384,0.013490632224430883,0.013456487133011787,0.013219610230027275,0.0016330864230420165,0.004511854001490996,0.005472192563278384
confirmeddeaths,0.0023338811103799885,0.016558272844192933,0.004425848346553185,0.016558272844192933,0.002389752753794498,0.016558272844192933,0.003913185471106957,0.0014919894395344696,0.0008918331046072313,0.016558272844192933,0.005362123537571636,0.016558272844192933,0.0038458220499245736,0.016558272844192933,0.005838009222627225,0.005562234419661276,0.016558272844192933,0.016558272844192933,4.985500197566837e-05,0.016558272844192933,0.0009642079269122175,0.016558272844192933,0.0015719628491222837,0.005045051742434454,2.487813770067735e-05,0.016558272844192933,0.00848988429076594,0.016558272844192933,0.016558272844192933,0.014173657641790823,0.016558272844192933,0.0027690833893951983,0.002853602228994496,0.003969191519059529,0.00406600633588512,0.0038369845249044553,0.004407226464309217,0.004633812809505469,0.00464499059911445,0.005562234419661276,0.005764950909226519,0.003348617052642342,0.0019699596694411165,0.005017480427323606,0.0036718822256828964,0.016558272844192933,0.014006179480375506,0.0033902554500441474,0.0052284968973674165,0.016558272844192933,0.0020728014159926687,0.0038309286297437428,0.014006179480375506,0.0033902554500441474,0.0052284968973674165,0.016558272844192933,0.0020728014159926687,0.0038309286297437428,0.013684126055632207,0.0035635698862781654,0.016558272844192933,0.016558272844192933,0.016558272844192933,0.016558272844192933,0.016558272844192933,0.016558272844192933,0.016558272844192933,0.016558272844192933,0.016558272844192933,0.016558272844192933,0.016558272844192933,0.016558272844192933,0.016558272844192933,0.016558272844192933,0.016558272844192933,0.016558272844192933,0.0028125971014943086,0.002508217981647323,0.0046579991568546945,0.005672242548040897,0.01466123318820281,0.016558272844192933,0.007546389579240342,0.01456596512644291,0.01466123318820281,0.0028125971014943086,0.007546389579240342,0.01456596512644291,0.016558272844192933,0.0033483257473374078,0.0019687434883067425,0.014173657641790823,0.016558272844192933,0.012874152931746406,0.012665561726484705,0.012790901654064622,0.0013772446131421548,0.0035708400827306973,0.004323999863706243,0.012874152931746406,0.012665561726484705,0.012790901654064622,0.0013772446131421548,0.0035708400827306973,0.004323999863706243
stringencyindex,0.009832392243938103,0.02087026796246691,0.009769013260220392,0.02087026796246691,0.00596144388983533,0.02087026796246691,0.007150501039212245,0.004035952671883028,0.0058943630783868705,0.02087026796246691,0.007735744998922297,0.02087026796246691,0.0035293882959700367,0.02087026796246691,0.009086325002471335,0.0030181561605391546,0.02087026796246691,0.02087026796246691,0.0001955770640669689,0.02087026796246691,0.0057175501130785535,0.02087026796246691,0.005476095581257804,0.007411026909355192,3.30960136332105e-05,0.02087026796246691,0.003084929491912678,0.02087026796246691,0.02087026796246691,0.0032451152644466146,0.0034901896406038303,0.02087026796246691,0.02087026796246691,0.013739738551411513,0.013739738551411513,0.01575440558572239,0.01575440558572239,0.016873891180082538,0.016873891180082538,0.0030181561605391546,0.0030181561605391546,0.0010383668047009497,0.00044747176920052783,0.0019510171690268136,0.0007828856495502545,0.02087026796246691,0.004000233475280596,0.0007998617828580672,0.002466719793944004,0.004130122470787159,0.0005857045506692931,0.0010161498634498,0.004000233475280596,0.0007998617828580672,0.002466719793944004,0.004130122470787159,0.0005857045506692931,0.0010161498634498,0.004964283823570914,0.02087026796246691,0.02087026796246691,0.02087026796246691,0.02087026796246691,0.02087026796246691,0.02087026796246691,0.02087026796246691,0.02087026796246691,0.02087026796246691,0.02087026796246691,0.02087026796246691,0.02087026796246691,0.02087026796246691,0.02087026796246691,0.02087026796246691,0.02087026796246691,0.02087026796246691,0.00174047017308356,0.0007499695194726911,0.0028526462660408876,0.002514373654354284,0.002862495606800859,0.002437918369755217,0.002563551030916669,0.0024499012622937887,0.002862495606800859,0.00174047017308356,0.002563551030916669,0.0024499012622937887,0.02087026796246691,0.0010646520117800146,0.0005309276871856921,0.003686767156768818,0.00408422568485957,0.0028617059174022193,0.00331892236297326,0.0035405170346239296,0.00037089792736842345,0.0010722002231029469,0.001153616541752235,0.0028617059174022193,0.00331892236297326,0.0035405170346239296,0.00037089792736842345,0.0010722002231029469,0.001153616541752235
stringencyindexfordisplay,0.009798748812244682,0.020798856304225597,0.009735586691977553,0.020798856304225597,0.005941045656595043,0.020798856304225597,0.007126034216966133,0.004022142879244,0.005874194375116697,0.020798856304225597,0.00770927565127911,0.020798856304225597,0.003517311811315121,0.020798856304225597,0.009055234384137497,0.003007828955510309,0.020798856304225597,0.020798856304225597,0.00019490785931674208,0.020798856304225597,0.0056979864095656405,0.020798856304225597,0.005457358061123955,0.0073856686474574615,3.298276922164017e-05,0.020798856304225597,0.0030743738090162624,0.020798856304225597,0.020798856304225597,0.0033314367656835223,0.0035844114460941074,0.020798856304225597,0.020798856304225597,0.013692725378627963,0.01380593537384775,0.015700498840034893,0.01572924228343341,0.01681615389792017,0.016870211590814258,0.003007828955510309,0.00318395606295322,0.0010052195321896425,0.0004437620258058026,0.001899279872421234,0.0007814009323291721,0.020798856304225597,0.00406853739378451,0.0007661383919635898,0.0030278932730883287,0.004552817936863669,0.0005742846118520492,0.001112860305451174,0.00406853739378451,0.0007661383919635898,0.0030278932730883287,0.004552817936863669,0.0005742846118520492,0.001112860305451174,0.004947297566352785,0.020798856304225597,0.020798856304225597,0.020798856304225597,0.020798856304225597,0.020798856304225597,0.020798856304225597,0.020798856304225597,0.020798856304225597,0.020798856304225597,0.020798856304225597,0.020798856304225597,0.020798856304225597,0.020798856304225597,0.020798856304225597,0.020798856304225597,0.020798856304225597,0.020798856304225597,0.0017345148177712578,0.0007474033537141918,0.002842885385126458,0.00250577023860425,0.0028527010244621107,0.00242957656054825,0.0025547793452615915,0.002441518451302453,0.0028527010244621107,0.0017345148177712578,0.0025547793452615915,0.002441518451302453,0.020798856304225597,0.0010354285496292626,0.0005228308734160268,0.003775783850392365,0.004180014657793804,0.002971670736100238,0.0033870963091753455,0.0036027675410402436,0.00036011792025381913,0.0010471383659619088,0.001129738912167217,0.002971670736100238,0.0033870963091753455,0.0036027675410402436,0.00036011792025381913,0.0010471383659619088,0.001129738912167217
stringencylegacyindex,0.011836944250746075,0.01992538138008638,0.01003381457528457,0.01992538138008638,0.009295736983129164,0.01992538138008638,0.00841306508205635,0.005356959485239118,0.008077518564703425,0.01992538138008638,0.009375406422029272,0.01992538138008638,0.004458733679535368,0.01992538138008638,0.013278144968422296,0.0055890190509546795,0.01992538138008638,0.01992538138008638,0.00014559455239332209,0.01992538138008638,0.006167475494204282,0.01992538138008638,0.007311410131725985,0.008706568002063887,2.460812774734918e-05,0.01992538138008638,0.0040750865531211326,0.01992538138008638,0.01992538138008638,0.004677026906606913,0.004776322719890556,0.013117681631682789,0.013117681631682789,0.01992538138008638,0.01992538138008638,0.01210186285915765,0.01210186285915765,0.011845789002787521,0.011845789002787521,0.0055890190509546795,0.0055890190509546795,0.0012500503630802984,0.0005150035492861847,0.0020588576131926797,0.0008533463216752496,0.01992538138008638,0.0056882754757089276,0.0011763827921040324,0.003867449255683635,0.005680687594439645,0.001055593603385809,0.0017653744747625653,0.0056882754757089276,0.0011763827921040324,0.003867449255683635,0.005680687594439645,0.001055593603385809,0.0017653744747625653,0.006453173146829705,0.011528382679716414,0.01992538138008638,0.01992538138008638,0.01992538138008638,0.01992538138008638,0.01992538138008638,0.01992538138008638,0.01992538138008638,0.01992538138008638,0.01992538138008638,0.01992538138008638,0.01992538138008638,0.01992538138008638,0.01992538138008638,0.01992538138008638,0.01992538138008638,0.01992538138008638,0.0016616716202073952,0.0007160151813003911,0.002723494729227493,0.002400537170157574,0.0027328981480689665,0.0023275433443524078,0.002447488075868984,0.0023389837199286594,0.0027328981480689665,0.0016616716202073952,0.002447488075868984,0.0023389837199286594,0.01992538138008638,0.0011172966915089701,0.0005785608433680614,0.005340821298664739,0.005508546388442586,0.004768655117832205,0.004870875716169591,0.005064736044785272,0.00042907026087015695,0.0012145895696939557,0.0013285907791539587,0.004768655117832205,0.004870875716169591,0.005064736044785272,0.00042907026087015695,0.0012145895696939557,0.0013285907791539587
stringencylegacyindexfordisplay,0.0118062079956395,0.019873642384597278,0.01000776039458176,0.019873642384597278,0.009271599322491025,0.019873642384597278,0.008391219400509443,0.00534304940254835,0.00805654417587692,0.019873642384597278,0.009351061888726503,0.019873642384597278,0.004447155963790205,0.019873642384597278,0.013243666437270492,0.00557450639365845,0.019873642384597278,0.019873642384597278,0.00014521649609689182,0.019873642384597278,0.006151460795128424,0.019873642384597278,0.007292425048900799,0.0086839601997844,2.4544229356335804e-05,0.019873642384597278,0.004064505029948865,0.019873642384597278,0.019873642384597278,0.004771410709996604,0.004880119841800213,0.013083619765672664,0.013191793740551412,0.019873642384597278,0.019873642384597278,0.012070438706418194,0.012200063507859973,0.011815029781064789,0.011937116058319458,0.00557450639365845,0.005803399302533524,0.0012418005523591072,0.000512081001872742,0.002047409920456221,0.0008513995870172235,0.019873642384597278,0.0058987082063289625,0.0011801126305028059,0.0037490054862505226,0.006045269955273384,0.0010255075418056508,0.0017133417691740332,0.0058987082063289625,0.0011801126305028059,0.0037490054862505226,0.006045269955273384,0.0010255075418056508,0.0017133417691740332,0.006436416594472423,0.011498447647202625,0.019873642384597278,0.019873642384597278,0.019873642384597278,0.019873642384597278,0.019873642384597278,0.019873642384597278,0.019873642384597278,0.019873642384597278,0.019873642384597278,0.019873642384597278,0.019873642384597278,0.019873642384597278,0.019873642384597278,0.019873642384597278,0.019873642384597278,0.019873642384597278,0.0016573568611158475,0.0007141559493224047,0.0027164228002730527,0.0023943038449604796,0.0027258018018431205,0.0023214995576716422,0.002441132836182401,0.002332910226737938,0.0027258018018431205,0.0016573568611158475,0.002441132836182401,0.002332910226737938,0.019873642384597278,0.0011119332609248996,0.0005784362171915574,0.0054777673542973975,0.0056598214990796715,0.004895459925726041,0.0049578333614462185,0.005146200892069875,0.00042556663030405206,0.0012020765612001127,0.001316477583541407,0.004895459925726041,0.0049578333614462185,0.005146200892069875,0.00042556663030405206,0.0012020765612001127,0.001316477583541407
governmentresponseindex,0.009525190811459805,0.019983051658094306,0.00860744343510263,0.019983051658094306,0.006052996087807432,0.019983051658094306,0.006923968633228346,0.0027133471532715375,0.005876272138400052,0.019983051658094306,0.009131471022233514,0.019983051658094306,0.004062846515007495,0.019983051658094306,0.007727250475700227,0.0024545201230301477,0.019983051658094306,0.019983051658094306,0.0001881453185117821,0.019983051658094306,0.005257439779314594,0.019983051658094306,0.005035415899263861,0.007505646424149749,3.87396603118994e-05,0.019983051658094306,0.004881729690990875,0.019983051658094306,0.019983051658094306,0.004784735304870705,0.00463059527367097,0.015084669790931017,0.015084669790931017,0.012136889430653988,0.012136889430653988,0.019983051658094306,0.019983051658094306,0.018449477662734585,0.018449477662734585,0.0024545201230301477,0.0024545201230301477,0.0020688375133452374,0.0007990830633176907,0.00316837319222043,0.001568212463365826,0.019983051658094306,0.006628987944964987,0.0026813146454189828,0.004520205663289492,0.0058570317868157995,0.001176403125888267,0.0022340129200563758,0.006628987944964987,0.0026813146454189828,0.004520205663289492,0.0058570317868157995,0.001176403125888267,0.0022340129200563758,0.00677772261145231,0.008930227796694497,0.019983051658094306,0.019983051658094306,0.019983051658094306,0.019983051658094306,0.019983051658094306,0.019983051658094306,0.019983051658094306,0.019983051658094306,0.019983051658094306,0.019983051658094306,0.019983051658094306,0.019983051658094306,0.019983051658094306,0.019983051658094306,0.019983051658094306,0.019983051658094306,0.002223484282208433,0.0009421929100592203,0.0036590282749201747,0.0032128338621794585,0.0010754480181232315,0.0006655331284796946,0.001597589507553635,0.0009226183535663879,0.0010754480181232315,0.002223484282208433,0.001597589507553635,0.0009226183535663879,0.019983051658094306,0.002090835878737923,0.0011361283084602796,0.006016697859496445,0.006230420965446178,0.006007033553231656,0.005445556036265512,0.005675303768674671,0.0007166571332123335,0.0019340314906937967,0.002126471616880077,0.006007033553231656,0.005445556036265512,0.005675303768674671,0.0007166571332123335,0.0019340314906937967,0.002126471616880077
governmentresponseindexfordisplay,0.009486828659075386,0.01990257107896604,0.008572777456936565,0.01990257107896604,0.0060286179978668725,0.01990257107896604,0.006896082751982452,0.002702419305312796,0.005852605793894449,0.01990257107896604,0.009094694553417017,0.01990257107896604,0.004046483636802924,0.01990257107896604,0.007696129423520911,0.0024446346858925504,0.01990257107896604,0.01990257107896604,0.00018738757417657357,0.01990257107896604,0.005236265746168368,0.01990257107896604,0.0050151360543904035,0.007475417869408316,3.858363858156117e-05,0.01990257107896604,0.00486206880838892,0.01990257107896604,0.01990257107896604,0.005443196508968407,0.005297360346237833,0.015023917160076408,0.015051421962115789,0.012088008813873962,0.012217822301223988,0.01990257107896604,0.01990257107896604,0.01837517346374056,0.01837188453575605,0.0024446346858925504,0.002636305743486084,0.002333838918540172,0.0008541166369084517,0.003100673951377153,0.0015514992498331557,0.01990257107896604,0.006656796329102359,0.002650090975131684,0.004652500669793558,0.006961224177804661,0.0010399405690748062,0.0019333292185525906,0.006656796329102359,0.002650090975131684,0.004652500669793558,0.006961224177804661,0.0010399405690748062,0.0019333292185525906,0.00675042572755923,0.008894261823272506,0.01990257107896604,0.01990257107896604,0.01990257107896604,0.01990257107896604,0.01990257107896604,0.01990257107896604,0.01990257107896604,0.01990257107896604,0.01990257107896604,0.01990257107896604,0.01990257107896604,0.01990257107896604,0.01990257107896604,0.01990257107896604,0.01990257107896604,0.01990257107896604,0.0022145293284918295,0.0009383982828746683,0.0036442917512074413,0.0031998943605310018,0.0010711167137358035,0.0006628527324858526,0.001591155308664644,0.000918902561770428,0.0010711167137358035,0.0022145293284918295,0.001591155308664644,0.000918902561770428,0.01990257107896604,0.0020661780977168443,0.001124102182984171,0.006066330158526191,0.006288919627314095,0.00603590105950084,0.005454911167430707,0.0056782692698025316,0.0007079603067633899,0.0019095582243858948,0.0021005698278952403,0.00603590105950084,0.005454911167430707,0.0056782692698025316,0.0007079603067633899,0.0019095582243858948,0.0021005698278952403
containmenthealthindex,0.009554144780775469,0.019807523963252426,0.008632566394228793,0.019807523963252426,0.005578556527187686,0.019807523963252426,0.007152508671595458,0.0020397627104886316,0.005657978944427075,0.019807523963252426,0.009382521443624215,0.019807523963252426,0.004768903153624602,0.019807523963252426,0.007537253893796049,0.0024891759275012526,0.019807523963252426,0.019807523963252426,0.00018084199588652141,0.019807523963252426,0.005053359341943476,0.019807523963252426,0.004839953864090304,0.0077474480765107046,3.723588525181285e-05,0.019807523963252426,0.005538977524436084,0.019807523963252426,0.019807523963252426,0.005692074031302145,0.005543111840779628,0.016014648422525184,0.016014648422525184,0.011775721882585553,0.011775721882585553,0.018287420618566114,0.018287420618566114,0.019807523963252426,0.019807523963252426,0.0024891759275012526,0.0024891759275012526,0.002029979871150186,0.0007900707237241166,0.0030952675863989,0.0015501634312480765,0.019807523963252426,0.006369433305128303,0.002523014521828564,0.004097878525204062,0.006867737635097712,0.001079080919455073,0.0020520949881455814,0.006369433305128303,0.002523014521828564,0.004097878525204062,0.006867737635097712,0.001079080919455073,0.0020520949881455814,0.004665412980018615,0.012141757403270441,0.019807523963252426,0.019807523963252426,0.019807523963252426,0.019807523963252426,0.019807523963252426,0.019807523963252426,0.019807523963252426,0.019807523963252426,0.019807523963252426,0.019807523963252426,0.019807523963252426,0.019807523963252426,0.019807523963252426,0.019807523963252426,0.019807523963252426,0.019807523963252426,0.0022039535780271667,0.0009339168493039016,0.0036268879987778244,0.003184612881150774,0.0010660014673774662,0.0006596871997456001,0.001583556555612039,0.0009145142323545147,0.0010660014673774662,0.0022039535780271667,0.001583556555612039,0.0009145142323545147,0.019807523963252426,0.0017039918815130633,0.00099125867951762,0.005887750226554068,0.006034937025913917,0.006176794050218691,0.006536311436236453,0.006740888976681996,0.0005910559751380498,0.0016383189718350939,0.001807217743947653,0.006176794050218691,0.006536311436236453,0.006740888976681996,0.0005910559751380498,0.0016383189718350939,0.001807217743947653
containmenthealthindexfordisplay,0.009552796118706039,0.01980472793525918,0.008631347822067195,0.01980472793525918,0.005577769058736764,0.01980472793525918,0.007151499024225862,0.0020394747777995846,0.005657180264716114,0.01980472793525918,0.009381197007886954,0.01980472793525918,0.004768229975758487,0.01980472793525918,0.007536189935831472,0.0024888245556898983,0.01980472793525918,0.01980472793525918,0.0001808164682494583,0.01980472793525918,0.0050526460102718225,0.01980472793525918,0.004839270656713393,0.007746354447557467,3.7230629038178555e-05,0.01980472793525918,0.005538195642953016,0.01980472793525918,0.01980472793525918,0.005685415612469933,0.005555698709818068,0.016012387796443175,0.016063861679666152,0.011774059622926774,0.011895722550077524,0.018284839168200655,0.01828156640893385,0.01980472793525918,0.01980472793525918,0.0024888245556898983,0.002656042556812701,0.0021069002187454585,0.0007763239337415697,0.0030421521510169496,0.0015399185553377815,0.01980472793525918,0.0063943598543338915,0.0024807039204350198,0.004016924289928575,0.006899509944331095,0.0010677822528135995,0.002035375013979377,0.0063943598543338915,0.0024807039204350198,0.004016924289928575,0.006899509944331095,0.0010677822528135995,0.002035375013979377,0.0046647544108144885,0.012140043474076174,0.01980472793525918,0.01980472793525918,0.01980472793525918,0.01980472793525918,0.01980472793525918,0.01980472793525918,0.01980472793525918,0.01980472793525918,0.01980472793525918,0.01980472793525918,0.01980472793525918,0.01980472793525918,0.01980472793525918,0.01980472793525918,0.01980472793525918,0.01980472793525918,0.0022036424681725775,0.0009337850176999686,0.0036263760276505005,0.003184163341532401,0.0010658509907227787,0.0006595940783700715,0.001583333020935691,0.0009143851396219435,0.0010658509907227787,0.0022036424681725775,0.001583333020935691,0.0009143851396219435,0.01980472793525918,0.0016727238760387325,0.0009776438262943193,0.005945851350330956,0.00610360490204638,0.006192026849355515,0.006538943184558875,0.006739093096639969,0.0005784378231784414,0.0016086106460312124,0.0017773724627169073,0.006192026849355515,0.006538943184558875,0.006739093096639969,0.0005784378231784414,0.0016086106460312124,0.0017773724627169073
economicsupportindex,0.0012229696420902809,0.022410569696127588,0.0013966611210443714,0.022410569696127588,0.0024507982164937497,0.022410569696127588,0.0026434419170320847,0.0017526625506030695,0.00018542672618805973,0.022410569696127588,0.0005400048155028851,0.022410569696127588,0.003732321250435074,0.022410569696127588,0.009094328502639866,0.022410569696127588,0.022410569696127588,0.022410569696127588,5.665888088927463e-05,0.022410569696127588,0.0015772908678191202,0.022410569696127588,0.002316050508519391,0.0030455941139367784,2.828376250186853e-05,0.022410569696127588,0.006737444470164196,0.022410569696127588,0.022410569696127588,0.006773227657290734,0.007528130699436758,0.0032409070698661284,0.0032409070698661284,0.00628610808421383,0.00628610808421383,0.0027526923929776085,0.0027526923929776085,0.002816296005128248,0.002816296005128248,0.022410569696127588,0.022410569696127588,0.0008574837295578963,0.000479556720050796,0.0014248593690756302,0.000985954405098076,0.022410569696127588,0.006466946367904021,0.0012416734185630262,0.001907848715691871,0.007219608428414186,0.000680787654373516,0.0013520947033240074,0.006466946367904021,0.0012416734185630262,0.001907848715691871,0.007219608428414186,0.000680787654373516,0.0013520947033240074,0.005105714024117858,0.0045067373142943365,0.022410569696127588,0.022410569696127588,0.022410569696127588,0.022410569696127588,0.022410569696127588,0.022410569696127588,0.022410569696127588,0.022410569696127588,0.022410569696127588,0.022410569696127588,0.022410569696127588,0.022410569696127588,0.022410569696127588,0.022410569696127588,0.022410569696127588,0.022410569696127588,0.0020017028728324623,0.0009399230200936952,0.0015416363216812182,0.0016442107209088262,0.007842204537981005,0.007779125331567903,0.0009079070031788287,0.007165883386919845,0.007842204537981005,0.0020017028728324623,0.0009079070031788287,0.007165883386919845,0.022410569696127588,0.001012542588250584,0.0007052930755962149,0.00678909633737586,0.007397006048995607,0.006313958865641948,0.0062346410340633155,0.006088118345316906,0.00037498894113501837,0.0009535678822776711,0.0010471621014014685,0.006313958865641948,0.0062346410340633155,0.006088118345316906,0.00037498894113501837,0.0009535678822776711,0.0010471621014014685
economicsupportindexfordisplay,0.001215876954186296,0.022280598214306127,0.001388561098690369,0.022280598214306127,0.002436584661008004,0.022280598214306127,0.0026281111125177757,0.0017424978759908829,0.00018435133244757267,0.022280598214306127,0.0005368730242537871,0.022280598214306127,0.0037106754230362016,0.022280598214306127,0.009041585383313297,0.022280598214306127,0.022280598214306127,0.022280598214306127,5.633028421335893e-05,0.022280598214306127,0.0015681432721027413,0.022280598214306127,0.002302618430680797,0.0030279310029412785,2.8119729075958375e-05,0.022280598214306127,0.006698370245218082,0.022280598214306127,0.022280598214306127,0.006997223097991848,0.0077572435327227796,0.0032221112293307165,0.003410785897696311,0.006249651412488242,0.006506266221090306,0.0027367279835866336,0.002951300553462591,0.0027999627226638745,0.0029880853320425928,0.022280598214306127,0.022280598214306127,0.0009255947905389096,0.0004854489117792281,0.001502539514254245,0.0009978530693755578,0.022280598214306127,0.006680084334434657,0.0013310107728624191,0.002005071250758661,0.007437715846895972,0.0006890282841546494,0.001368035132488631,0.006680084334434657,0.0013310107728624191,0.002005071250758661,0.007437715846895972,0.0006890282841546494,0.001368035132488631,0.005076103120581306,0.00448060021314692,0.022280598214306127,0.022280598214306127,0.022280598214306127,0.022280598214306127,0.022280598214306127,0.022280598214306127,0.022280598214306127,0.022280598214306127,0.022280598214306127,0.022280598214306127,0.022280598214306127,0.022280598214306127,0.022280598214306127,0.022280598214306127,0.022280598214306127,0.022280598214306127,0.0019900938735042005,0.0009344718785396815,0.0015326955067052688,0.0016346750193750904,0.007796723188851156,0.007734009814188019,0.0009026415404904963,0.0071243244040387135,0.007796723188851156,0.0019900938735042005,0.0009026415404904963,0.0071243244040387135,0.022280598214306127,0.0010826289496953523,0.0007163432921176475,0.007064807251018235,0.0076759772914771094,0.006578810093506371,0.00649624654303793,0.006346337263568282,0.00038092504467665875,0.0009683892928293449,0.0011195252729252682,0.006578810093506371,0.00649624654303793,0.006346337263568282,0.00038092504467665875,0.0009683892928293449,0.0011195252729252682
