,c1_school.closing,c1_flag,c2_workplace.closing,c2_flag,c3_cancel.public.events,c3_flag,c4_restrictions.on.gatherings,c4_flag,c5_close.public.transport,c6_stay.at.home.requirements,c6_flag,c7_restrictions.on.internal.movement,c7_flag,c8_international.travel.controls,e1_income.support,e1_flag,e2_debt.contract.relief,h1_public.information.campaigns,h1_flag,h2_testing.policy,h3_contact.tracing,h6_facial.coverings,h6_flag,h7_vaccination.policy,confirmedcases,confirmeddeaths,stringencyindex,stringencyindexfordisplay,stringencylegacyindex,stringencylegacyindexfordisplay,governmentresponseindex,governmentresponseindexfordisplay,containmenthealthindex,containmenthealthindexfordisplay,economicsupportindex,economicsupportindexfordisplay,cases,deaths,avgcases7days,avgdeaths7days,population,ccfr_population,ccfr_cases,ccfr_deaths,ccfr_cum_cases,ccfr_cum_deaths,ccfr_cases_infected,ccfr_cases_infected_low,ccfr_cases_infected_high,ccfr_cases_daily,ccfr_cases_contagious,ccfr_cases_active,ccfr_p_cases_infected,ccfr_p_cases_infected_low,ccfr_p_cases_infected_high,ccfr_p_cases_daily,ccfr_p_cases_contagious,ccfr_p_cases_active,W_population,W_p_cases,W_p_cases_recent,W_p_cases_fatalities,W_p_cases_stillsick,cmu_raw_cli,cmu_smoothed_cli,cmu_raw_ili,cmu_smoothed_ili,cmu_raw_wcli,cmu_smoothed_wcli,cmu_raw_wili,cmu_smoothed_wili,cmu_raw_hh_cmnty_cli,cmu_smoothed_hh_cmnty_cli,cmu_raw_nohh_cmnty_cli,cmu_smoothed_nohh_cmnty_cli,cmu_smoothed_wearing_mask,cmu_smoothed_others_masked,cmu_smoothed_travel_outside_state_5d,cmu_smoothed_work_outside_home_1d,cmu_smoothed_shop_1d,cmu_smoothed_restaurant_1d,cmu_smoothed_spent_time_1d,cmu_smoothed_large_event_1d,cmu_smoothed_public_transit_1d,cmu_smoothed_tested_14d,cmu_smoothed_tested_positive_14d,cmu_smoothed_wanted_test_14d,cmu_smoothed_anxious_5d,cmu_smoothed_depressed_5d,cmu_smoothed_felt_isolated_5d,cmu_smoothed_worried_become_ill,cmu_smoothed_worried_finances
confirmedcases,0.00955362097067527,0.00796103662641185,0.010322971322091987,0.024257601712565174,0.0041759445883320714,0.024257601712565174,0.008580708058556243,0.005785235744994873,0.024257601712565174,0.010641531303036253,0.024257601712565174,0.0041759445883320714,0.024257601712565174,0.003128861878436101,0.00568928107045649,0.024257601712565174,0.010601727503791633,0.004481147712066825,0.024257601712565174,0.009752744608231861,0.011131657044719587,0.014371813058737313,0.024257601712565174,0.024257601712565174,0.024257601712565174,0.013667862742659055,0.00974365607628161,0.00974365607628161,0.010741043264350443,0.010741043264350443,0.009907813526903906,0.009907813526903906,0.008689608097862761,0.008689608097862761,0.011137783821638896,0.011137783821638896,0.006124373823044104,0.003198380760932629,0.008527832714662096,0.007535364474619475,0.024257601712565174,0.024257601712565174,0.006117260871731243,0.003186471455519513,0.024257601712565174,0.013667862742659055,0.010421733216264028,0.010105677222659846,0.0142992223510151,0.004114576477274012,0.00615311410818934,0.007549705757364166,0.010421733216264028,0.010105677222659846,0.0142992223510151,0.004001533715207743,0.006113954342439988,0.0074124229484523,0.024257601712565174,0.024257601712565174,0.024257601712565174,0.024257601712565174,0.024257601712565174,0.0016712418311276992,0.0021434090275821455,0.0015312929618878184,0.0023169720897076988,0.0012327412437316576,0.0024614066323755948,0.00119405840487179,0.002717919968227505,0.004681124582887645,0.00744415492862062,0.004449651548469261,0.006081303804682877,0.009172930365482774,0.0007535164783051031,0.0046065638481743165,0.006887006093405418,0.011018472269319481,0.01290874378716815,0.013765201808436748,0.013692969389107357,0.003645222610214738,0.011953198930023265,4.998359525608936e-05,0.010881212398815713,0.005123733188245852,0.00279633023194151,0.011479788874653332,0.008603101548996983,0.010281898564529619
confirmeddeaths,0.01411930547963416,0.006858076218055748,0.01187050007746965,0.026159117692473366,0.005862760307720501,0.026159117692473366,0.009113436896626533,0.007036817186275842,0.026159117692473366,0.012404617933579064,0.026159117692473366,0.005862760307720501,0.026159117692473366,0.004290912693257489,0.008457699904510039,0.026159117692473366,0.009494501245269111,0.006344959155445798,0.026159117692473366,0.00951753179955373,0.010299872216169473,0.021355619618025425,0.026159117692473366,0.026159117692473366,0.014739265419820485,0.026159117692473366,0.013140547414669317,0.013140547414669317,0.012756467759378628,0.012756467759378628,0.011049545973912965,0.011049545973912965,0.009214078808902649,0.009214078808902649,0.010798606206121822,0.010798606206121822,0.004006127508030734,0.003869103011515887,0.006510415787853867,0.00904633205795301,0.026159117692473366,0.026159117692473366,0.003998256782174962,0.0038578183157187626,0.014739265419820485,0.026159117692473366,0.010590446182126848,0.010286020503629721,0.01271256826730495,0.003482576571966322,0.005223754201039863,0.0062243764582929325,0.010590446182126848,0.010286020503629721,0.01271256826730495,0.00326509606728168,0.005163993219049875,0.00618651721058669,0.026159117692473366,0.026159117692473366,0.026159117692473366,0.026159117692473366,0.026159117692473366,0.0010327110087709132,0.003285207233876826,0.001045144914191377,0.0030943524865312665,0.0012049374712038072,0.0027183499424109957,0.0009664429491210548,0.002059136821424754,0.00390947927042569,0.005763441614998634,0.003925127615670997,0.004744115120982177,0.004950932879792296,0.00035678428540040255,0.00677294562421938,0.004125560198976773,0.006106166028241871,0.006456757517059087,0.006677984993373677,0.006137852501009208,0.003308488021620183,0.0074420661373352055,8.596026099131413e-07,0.004933772393973228,0.0028171911813646942,0.0021775414498531893,0.009038967139111872,0.003844335295626858,0.005940398533790773
stringencyindex,0.011403959702837637,0.004567152830842406,0.011643467464549027,0.025287053137324433,0.006210231248766697,0.025287053137324433,0.011036039479776306,0.009760058051574675,0.025287053137324433,0.009653694511608852,0.025287053137324433,0.006210231248766697,0.025287053137324433,0.007144730390788897,0.0052797272092088175,0.025287053137324433,0.008145554920742619,0.008074364452332441,0.025287053137324433,0.008039801915753318,0.007340027270653659,0.010863400378510092,0.025287053137324433,0.025287053137324433,0.010157160294421054,0.012702481965738513,0.025287053137324433,0.025287053137324433,0.020363921607700744,0.020363921607700744,0.015086822796961358,0.015086822796961358,0.014956094555337184,0.014956094555337184,0.008389469661706459,0.008389469661706459,0.001175707544631874,0.0024953767556029223,0.0031407036067870337,0.0047169125301651646,0.025287053137324433,0.025287053137324433,0.0012695069007932335,0.002147106865445731,0.011150772510129886,0.00855150059453787,0.005997948394245579,0.00689640687029181,0.0021529917468076933,0.0011192907914922543,0.0020931932383246752,0.0027035515537271043,0.005997948394245579,0.00689640687029181,0.0021529917468076933,0.0011192907914922543,0.0020931932383246752,0.0027035515537271043,0.025287053137324433,0.025287053137324433,0.025287053137324433,0.025287053137324433,0.025287053137324433,0.0015547948895758778,0.003300342090812365,0.0017417248738120874,0.0030152728700529505,0.0012774434488992015,0.003192068724914799,0.0011729002142684738,0.0029877641040983016,0.0031206923982202536,0.007551400218700571,0.004224365095347958,0.005613241313902428,0.007771482377001408,0.025287053137324433,0.010785891415226614,0.002458924986432467,0.009054836187562585,0.010355506180470863,0.011466896764730249,0.01160421489472274,0.0025357870040842267,0.00977239786182918,0.025287053137324433,0.008475578357180831,0.003921824228019226,0.0012820892531572891,0.006429431328628634,0.007577842657256638,0.009615170436447941
stringencyindexfordisplay,0.011403959702837637,0.004567152830842406,0.011643467464549027,0.025287053137324433,0.006210231248766697,0.025287053137324433,0.011036039479776306,0.009760058051574675,0.025287053137324433,0.009653694511608852,0.025287053137324433,0.006210231248766697,0.025287053137324433,0.007144730390788897,0.0052797272092088175,0.025287053137324433,0.008145554920742619,0.008074364452332441,0.025287053137324433,0.008039801915753318,0.007340027270653659,0.010863400378510092,0.025287053137324433,0.025287053137324433,0.010157160294421054,0.012702481965738513,0.025287053137324433,0.025287053137324433,0.020363921607700744,0.020363921607700744,0.015086822796961358,0.015086822796961358,0.014956094555337184,0.014956094555337184,0.008389469661706459,0.008389469661706459,0.001175707544631874,0.0024953767556029223,0.0031407036067870337,0.0047169125301651646,0.025287053137324433,0.025287053137324433,0.0012695069007932335,0.002147106865445731,0.011150772510129886,0.00855150059453787,0.005997948394245579,0.00689640687029181,0.0021529917468076933,0.0011192907914922543,0.0020931932383246752,0.0027035515537271043,0.005997948394245579,0.00689640687029181,0.0021529917468076933,0.0011192907914922543,0.0020931932383246752,0.0027035515537271043,0.025287053137324433,0.025287053137324433,0.025287053137324433,0.025287053137324433,0.025287053137324433,0.0015547948895758778,0.003300342090812365,0.0017417248738120874,0.0030152728700529505,0.0012774434488992015,0.003192068724914799,0.0011729002142684738,0.0029877641040983016,0.0031206923982202536,0.007551400218700571,0.004224365095347958,0.005613241313902428,0.007771482377001408,0.025287053137324433,0.010785891415226614,0.002458924986432467,0.009054836187562585,0.010355506180470863,0.011466896764730249,0.01160421489472274,0.0025357870040842267,0.00977239786182918,0.025287053137324433,0.008475578357180831,0.003921824228019226,0.0012820892531572891,0.006429431328628634,0.007577842657256638,0.009615170436447941
stringencylegacyindex,0.014638253071057837,0.008036742676629549,0.012946040710910354,0.02520112742210367,0.006846610439393345,0.02520112742210367,0.011017634758902226,0.007510607719390315,0.02520112742210367,0.008422837682146278,0.02520112742210367,0.006846610439393345,0.02520112742210367,0.007876870235700278,0.005977308334231643,0.02520112742210367,0.008340706667527564,0.008901766413575082,0.02520112742210367,0.007866126802929854,0.007309611521347809,0.011847051015237347,0.02520112742210367,0.02520112742210367,0.011158827783498948,0.012289304755586433,0.02029472475351063,0.02029472475351063,0.02520112742210367,0.02520112742210367,0.014231021283327969,0.014231021283327969,0.014051940405572975,0.014051940405572975,0.008591597938411641,0.008591597938411641,0.0009395409572599012,0.0016450504142692976,0.004066663574665147,0.004266546318440729,0.02520112742210367,0.02520112742210367,0.0018033531932970658,0.001673615270288047,0.012879085750063827,0.008742494420785367,0.006201309232636728,0.006369681570027364,0.003623826945917555,0.001455960498095951,0.0022557628936778454,0.0027710303351123453,0.006201309232636728,0.006369681570027364,0.003623826945917555,0.001455960498095951,0.0022557628936778454,0.0027710303351123453,0.02520112742210367,0.02520112742210367,0.02520112742210367,0.02520112742210367,0.02520112742210367,0.0012233413728423511,0.003261411831702112,0.001093084759219463,0.0029627183357435827,0.0010133505961594034,0.002328979398441425,0.0005364480594163436,0.0021993874668760657,0.0028766652738747866,0.006130553104923391,0.0027879371578105566,0.0046059311831820725,0.007745074785023689,0.02520112742210367,0.009440379206663591,0.0024505695293143125,0.00902406774367164,0.010320318044067708,0.011427932109555868,0.011564783630866505,0.002527170368891895,0.009739191134610338,0.02520112742210367,0.00844677823846809,0.003908497821421644,0.0012777326982255568,0.006407584042494698,0.007552093055410226,0.009582497969939704
stringencylegacyindexfordisplay,0.014638253071057837,0.008036742676629549,0.012946040710910354,0.02520112742210367,0.006846610439393345,0.02520112742210367,0.011017634758902226,0.007510607719390315,0.02520112742210367,0.008422837682146278,0.02520112742210367,0.006846610439393345,0.02520112742210367,0.007876870235700278,0.005977308334231643,0.02520112742210367,0.008340706667527564,0.008901766413575082,0.02520112742210367,0.007866126802929854,0.007309611521347809,0.011847051015237347,0.02520112742210367,0.02520112742210367,0.011158827783498948,0.012289304755586433,0.02029472475351063,0.02029472475351063,0.02520112742210367,0.02520112742210367,0.014231021283327969,0.014231021283327969,0.014051940405572975,0.014051940405572975,0.008591597938411641,0.008591597938411641,0.0009395409572599012,0.0016450504142692976,0.004066663574665147,0.004266546318440729,0.02520112742210367,0.02520112742210367,0.0018033531932970658,0.001673615270288047,0.012879085750063827,0.008742494420785367,0.006201309232636728,0.006369681570027364,0.003623826945917555,0.001455960498095951,0.0022557628936778454,0.0027710303351123453,0.006201309232636728,0.006369681570027364,0.003623826945917555,0.001455960498095951,0.0022557628936778454,0.0027710303351123453,0.02520112742210367,0.02520112742210367,0.02520112742210367,0.02520112742210367,0.02520112742210367,0.0012233413728423511,0.003261411831702112,0.001093084759219463,0.0029627183357435827,0.0010133505961594034,0.002328979398441425,0.0005364480594163436,0.0021993874668760657,0.0028766652738747866,0.006130553104923391,0.0027879371578105566,0.0046059311831820725,0.007745074785023689,0.02520112742210367,0.009440379206663591,0.0024505695293143125,0.00902406774367164,0.010320318044067708,0.011427932109555868,0.011564783630866505,0.002527170368891895,0.009739191134610338,0.02520112742210367,0.00844677823846809,0.003908497821421644,0.0012777326982255568,0.006407584042494698,0.007552093055410226,0.009582497969939704
governmentresponseindex,0.010494601974350273,0.0033579318550215603,0.010348150520173332,0.024131700123102555,0.008018243326874407,0.024131700123102555,0.009522821131094959,0.0040654783521455965,0.024131700123102555,0.010767529476936141,0.024131700123102555,0.008018243326874407,0.024131700123102555,0.00821476781044367,0.008480452126460807,0.024131700123102555,0.00976578149347238,0.010054297172780346,0.024131700123102555,0.009605752469386605,0.009752908835848192,0.010643099160577627,0.024131700123102555,0.024131700123102555,0.009856390080929431,0.010193169856627967,0.01439751328751233,0.01439751328751233,0.013627118037328413,0.013627118037328413,0.024131700123102555,0.024131700123102555,0.018872084917757274,0.018872084917757274,0.010883654716175766,0.010883654716175766,0.0008120246754487559,0.0014887150434881634,0.002597418507076283,0.0033532647782701414,0.024131700123102555,0.024131700123102555,0.0010157453991381006,0.001145962860976101,0.010704843168387922,0.010625440827516186,0.006159844716832772,0.00823826993295732,0.0030297969055304943,0.0016296750862170941,0.001822891594216256,0.0021650635200198354,0.006159844716832772,0.00823826993295732,0.0030297969055304943,0.0016296750862170941,0.001822891594216256,0.0021650635200198354,0.024131700123102555,0.024131700123102555,0.024131700123102555,0.024131700123102555,0.024131700123102555,0.0012625486242676077,0.004386003045325632,0.0014397251965253808,0.004116817884878596,0.0012592979152104354,0.00322748337454765,0.0009975024366135963,0.0033479121581094415,0.003617636756668445,0.005334973779530621,0.0031754401680497263,0.004055671436232191,0.009532290343498652,0.024131700123102555,0.007501833681505863,0.002785906511171985,0.011193050795551373,0.014325443835099767,0.014773685084193343,0.013581296648710075,0.003495489608417895,0.01001580621701612,0.024131700123102555,0.010130070087658543,0.006173628457736688,0.0031772182337669497,0.006442790268464731,0.013620199204075435,0.00984141612572791
governmentresponseindexfordisplay,0.010494601974350273,0.0033579318550215603,0.010348150520173332,0.024131700123102555,0.008018243326874407,0.024131700123102555,0.009522821131094959,0.0040654783521455965,0.024131700123102555,0.010767529476936141,0.024131700123102555,0.008018243326874407,0.024131700123102555,0.00821476781044367,0.008480452126460807,0.024131700123102555,0.00976578149347238,0.010054297172780346,0.024131700123102555,0.009605752469386605,0.009752908835848192,0.010643099160577627,0.024131700123102555,0.024131700123102555,0.009856390080929431,0.010193169856627967,0.01439751328751233,0.01439751328751233,0.013627118037328413,0.013627118037328413,0.024131700123102555,0.024131700123102555,0.018872084917757274,0.018872084917757274,0.010883654716175766,0.010883654716175766,0.0008120246754487559,0.0014887150434881634,0.002597418507076283,0.0033532647782701414,0.024131700123102555,0.024131700123102555,0.0010157453991381006,0.001145962860976101,0.010704843168387922,0.010625440827516186,0.006159844716832772,0.00823826993295732,0.0030297969055304943,0.0016296750862170941,0.001822891594216256,0.0021650635200198354,0.006159844716832772,0.00823826993295732,0.0030297969055304943,0.0016296750862170941,0.001822891594216256,0.0021650635200198354,0.024131700123102555,0.024131700123102555,0.024131700123102555,0.024131700123102555,0.024131700123102555,0.0012625486242676077,0.004386003045325632,0.0014397251965253808,0.004116817884878596,0.0012592979152104354,0.00322748337454765,0.0009975024366135963,0.0033479121581094415,0.003617636756668445,0.005334973779530621,0.0031754401680497263,0.004055671436232191,0.009532290343498652,0.024131700123102555,0.007501833681505863,0.002785906511171985,0.011193050795551373,0.014325443835099767,0.014773685084193343,0.013581296648710075,0.003495489608417895,0.01001580621701612,0.024131700123102555,0.010130070087658543,0.006173628457736688,0.0031772182337669497,0.006442790268464731,0.013620199204075435,0.00984141612572791
containmenthealthindex,0.011436643441227199,0.002667644395213301,0.011007141397771418,0.02488871887347382,0.008700495596939372,0.02488871887347382,0.009771332961515328,0.009910487578640461,0.02488871887347382,0.00995471313697948,0.02488871887347382,0.008700495596939372,0.02488871887347382,0.009308860555062281,0.008827197482161776,0.02488871887347382,0.009727525226058036,0.011312134693785109,0.02488871887347382,0.008686873172074377,0.00975647487724774,0.011399475890718377,0.02488871887347382,0.02488871887347382,0.00891568818843046,0.008766603669465257,0.014720498699923455,0.014720498699923455,0.013877743980388924,0.013877743980388924,0.019464107944251945,0.019464107944251945,0.02488871887347382,0.02488871887347382,0.010660126374818802,0.010660126374818802,0.0008588601493122233,0.0008344994883515985,0.0031553262843548426,0.0026749966833263445,0.02488871887347382,0.02488871887347382,0.0010707366589713257,0.0010116608635962843,0.01245192396134738,0.009942186129211925,0.008698004314740547,0.008022482436870839,0.0038735788085432063,0.0014894155366059576,0.0019585700217495095,0.0023908897972421263,0.008698004314740547,0.008022482436870839,0.0038735788085432063,0.0014894155366059576,0.0019585700217495095,0.0023908897972421263,0.02488871887347382,0.02488871887347382,0.02488871887347382,0.02488871887347382,0.02488871887347382,0.0015368812718211714,0.0027797389048056227,0.0014386258061399443,0.0029007083989385143,0.0014955817754460795,0.0024187456516856216,0.0009580181489701205,0.002168600173697022,0.002088629987111933,0.006673988963766874,0.00215822117711453,0.005112423676759299,0.0076490621133645355,0.02488871887347382,0.008624489032708564,0.0024201907745408997,0.008912199895090182,0.010192381086028372,0.011286264491897801,0.011421419518268576,0.002495842023383296,0.009618458180237682,0.02488871887347382,0.008342066822749301,0.0038600456981788436,0.0012618931442602275,0.006328151721971457,0.007458472702993415,0.009463707479621731
containmenthealthindexfordisplay,0.011436643441227199,0.002667644395213301,0.011007141397771418,0.02488871887347382,0.008700495596939372,0.02488871887347382,0.009771332961515328,0.009910487578640461,0.02488871887347382,0.00995471313697948,0.02488871887347382,0.008700495596939372,0.02488871887347382,0.009308860555062281,0.008827197482161776,0.02488871887347382,0.009727525226058036,0.011312134693785109,0.02488871887347382,0.008686873172074377,0.00975647487724774,0.011399475890718377,0.02488871887347382,0.02488871887347382,0.00891568818843046,0.008766603669465257,0.014720498699923455,0.014720498699923455,0.013877743980388924,0.013877743980388924,0.019464107944251945,0.019464107944251945,0.02488871887347382,0.02488871887347382,0.010660126374818802,0.010660126374818802,0.0008588601493122233,0.0008344994883515985,0.0031553262843548426,0.0026749966833263445,0.02488871887347382,0.02488871887347382,0.0010707366589713257,0.0010116608635962843,0.01245192396134738,0.009942186129211925,0.008698004314740547,0.008022482436870839,0.0038735788085432063,0.0014894155366059576,0.0019585700217495095,0.0023908897972421263,0.008698004314740547,0.008022482436870839,0.0038735788085432063,0.0014894155366059576,0.0019585700217495095,0.0023908897972421263,0.02488871887347382,0.02488871887347382,0.02488871887347382,0.02488871887347382,0.02488871887347382,0.0015368812718211714,0.0027797389048056227,0.0014386258061399443,0.0029007083989385143,0.0014955817754460795,0.0024187456516856216,0.0009580181489701205,0.002168600173697022,0.002088629987111933,0.006673988963766874,0.00215822117711453,0.005112423676759299,0.0076490621133645355,0.02488871887347382,0.008624489032708564,0.0024201907745408997,0.008912199895090182,0.010192381086028372,0.011286264491897801,0.011421419518268576,0.002495842023383296,0.009618458180237682,0.02488871887347382,0.008342066822749301,0.0038600456981788436,0.0012618931442602275,0.006328151721971457,0.007458472702993415,0.009463707479621731
economicsupportindex,0.011426298496779314,0.0016373080711195279,0.012242263168268831,0.02507723678888595,0.010013832369431723,0.02507723678888595,0.0140360085570446,0.0006608114280291277,0.02507723678888595,0.014720039520131376,0.02507723678888595,0.010013832369431723,0.02507723678888595,0.0076948555092245866,0.012261978172578862,0.02507723678888595,0.02308897838653737,0.010847281617974228,0.02507723678888595,0.010919913633478204,0.010576140607859035,0.012197631319214065,0.02507723678888595,0.02507723678888595,0.011514116090626749,0.010352000706001103,0.00831985902419186,0.00831985902419186,0.008549360998329019,0.008549360998329019,0.011310101859948223,0.011310101859948223,0.010740870780042187,0.010740870780042187,0.02507723678888595,0.02507723678888595,0.0029043256214817538,0.003366722222211052,0.005135934784530764,0.006450011053073426,0.02507723678888595,0.02507723678888595,0.0028814406220180728,0.0033047583320252767,0.010417225383903663,0.01482476866359616,0.009901052850756518,0.010252573460158449,0.00666258669803961,0.0027932721190114113,0.004006754702245279,0.00461615392523103,0.009901052850756518,0.010252573460158449,0.00666258669803961,0.0027932721190114113,0.004006754702245279,0.00461615392523103,0.02507723678888595,0.02507723678888595,0.02507723678888595,0.02507723678888595,0.02507723678888595,0.0005602742108802531,0.0028852755241055897,0.000519417457520537,0.002561697280087478,0.0004268630676289538,0.0022147655470317142,0.0005362050419378246,0.0021787972347999092,0.0062619229326394766,0.00682785051099742,0.006594525287621855,0.007799989151713959,0.004982974684298981,0.02507723678888595,0.005489347597691768,0.0008313585577275804,0.006016576739719609,0.00820687631240119,0.007905426451796503,0.006350047546337409,0.0026354168998767697,0.004375832519378532,0.02507723678888595,0.00395486215649345,0.0040423320442427736,0.0012663618719392675,0.0026748749654277293,0.009834986913564539,0.0027267561719422767
economicsupportindexfordisplay,0.011426298496779314,0.0016373080711195279,0.012242263168268831,0.02507723678888595,0.010013832369431723,0.02507723678888595,0.0140360085570446,0.0006608114280291277,0.02507723678888595,0.014720039520131376,0.02507723678888595,0.010013832369431723,0.02507723678888595,0.0076948555092245866,0.012261978172578862,0.02507723678888595,0.02308897838653737,0.010847281617974228,0.02507723678888595,0.010919913633478204,0.010576140607859035,0.012197631319214065,0.02507723678888595,0.02507723678888595,0.011514116090626749,0.010352000706001103,0.00831985902419186,0.00831985902419186,0.008549360998329019,0.008549360998329019,0.011310101859948223,0.011310101859948223,0.010740870780042187,0.010740870780042187,0.02507723678888595,0.02507723678888595,0.0029043256214817538,0.003366722222211052,0.005135934784530764,0.006450011053073426,0.02507723678888595,0.02507723678888595,0.0028814406220180728,0.0033047583320252767,0.010417225383903663,0.01482476866359616,0.009901052850756518,0.010252573460158449,0.00666258669803961,0.0027932721190114113,0.004006754702245279,0.00461615392523103,0.009901052850756518,0.010252573460158449,0.00666258669803961,0.0027932721190114113,0.004006754702245279,0.00461615392523103,0.02507723678888595,0.02507723678888595,0.02507723678888595,0.02507723678888595,0.02507723678888595,0.0005602742108802531,0.0028852755241055897,0.000519417457520537,0.002561697280087478,0.0004268630676289538,0.0022147655470317142,0.0005362050419378246,0.0021787972347999092,0.0062619229326394766,0.00682785051099742,0.006594525287621855,0.007799989151713959,0.004982974684298981,0.02507723678888595,0.005489347597691768,0.0008313585577275804,0.006016576739719609,0.00820687631240119,0.007905426451796503,0.006350047546337409,0.0026354168998767697,0.004375832519378532,0.02507723678888595,0.00395486215649345,0.0040423320442427736,0.0012663618719392675,0.0026748749654277293,0.009834986913564539,0.0027267561719422767
cases,0.0022410464864352437,0.0045135606628837555,0.0021859821415527465,0.03225972777388651,0.0012957959521967726,0.03225972777388651,0.002675524544514842,0.000689830878651056,0.03225972777388651,0.0013663338559304497,0.03225972777388651,0.0012957959521967726,0.03225972777388651,0.0009955497387041734,0.0015744544764024959,0.03225972777388651,0.003767880137553111,0.0012606221302433303,0.03225972777388651,0.0011197672855905872,0.0010196019857789762,0.0019119037067844723,0.03225972777388651,0.03225972777388651,0.00814468943212057,0.00494040297367271,0.001499898193971283,0.001499898193971283,0.0012026976018159063,0.0012026976018159063,0.0010855304368123193,0.0010855304368123193,0.0011132189950596974,0.0011132189950596974,0.0037361673738012914,0.0037361673738012914,0.03225972777388651,0.0051259508597762595,0.01567903599939923,0.006185868277608787,0.03225972777388651,0.03225972777388651,0.03225972777388651,0.0051259508597762595,0.008135230052098557,0.004930696703129689,0.014819345626310319,0.015467648988625685,0.008784655197644969,0.012402707990290706,0.013508756041795066,0.011467010555915471,0.014819345626310319,0.015467648988625685,0.008784655197644969,0.012077952045461705,0.013707794617537253,0.011311501160748487,0.03225972777388651,0.03225972777388651,0.03225972777388651,0.03225972777388651,0.03225972777388651,0.0017293046064989282,0.0021661949333605175,0.0019122357284477867,0.0016633035777171372,0.001737848434014498,0.0020226264380811204,0.0021209879924663864,0.0015287751937427898,0.005716543582155987,0.006978354142528421,0.00558975467935495,0.005920460617544928,0.008574979334358178,0.00022875371126745875,0.0038872834945638305,0.004200608046849199,0.010199059520451977,0.011559734946896504,0.01284910803070322,0.013131847042553038,0.004294777831342672,0.009301613113348846,0.0018551773183154417,0.007907191592114334,0.005521777647076659,0.0019892954260891755,0.007824769454882469,0.010911043313135065,0.009925967987348853
deaths,0.001597920587017256,0.00022694326435833802,0.005471632058571946,0.03775822331964578,0.0018328007367345162,0.03775822331964578,0.005918571990517468,0.0036687005872070495,0.03775822331964578,0.005550010207219464,0.03775822331964578,0.0018328007367345162,0.03775822331964578,0.0014069272313268048,0.000566118073837153,0.03775822331964578,0.005455527923353972,0.0019522942470717234,0.03775822331964578,0.0019100853222063982,0.0013208679789193604,0.002131987871081812,0.03775822331964578,0.03775822331964578,0.004978446610820466,0.005584685893192979,0.003726056662001289,0.003726056662001289,0.0024647381791171844,0.0024647381791171844,0.002329352461061302,0.002329352461061302,0.0012660040157748758,0.0012660040157748758,0.005069196841407915,0.005069196841407915,0.005999641368506335,0.03775822331964578,0.006539493695665236,0.012086247579372942,0.03775822331964578,0.03775822331964578,0.005999641368506322,0.03775822331964578,0.0049599091552756675,0.00556839749734526,0.005676191903006752,0.005709470132968915,0.005967635360146922,0.00904511529591375,0.007824598643138574,0.007608544513443477,0.005676191903006752,0.005709470132968915,0.005967635360146922,0.008990390746460204,0.008123344436661944,0.0076946997964761465,0.03775822331964578,0.03775822331964578,0.03775822331964578,0.03775822331964578,0.03775822331964578,0.0020876756995029024,0.0017027401590719638,0.0020598941583486446,0.0022140760675254394,0.0024959709136454285,0.0018061846833758858,0.0018356811132490228,0.0019694438865023186,0.004790547646069476,0.0055205673638760765,0.0052053141449066335,0.005502432687024595,0.0052710131038811985,0.0010650640166413748,0.00468436912108728,0.004490975396414672,0.006576342990784672,0.006358134735446906,0.0065961316104023665,0.006094256841001239,0.002973203079227243,0.006620401297293874,0.00027527983598736046,0.004945349127069789,0.0028255831418221955,0.00242398740940744,0.007098231722359467,0.003882538955861118,0.004716952810681972
avgcases7days,0.00292193387495265,0.004394805790935762,0.005476381946538616,0.028484590817835765,0.0011696701127141887,0.028484590817835765,0.004248012005557217,0.0013572503865013166,0.028484590817835765,0.0038564640821640655,0.028484590817835765,0.0011696701127141887,0.028484590817835765,0.0008584820644824024,0.0015867980225108044,0.028484590817835765,0.005860106702902978,0.001256990459487293,0.028484590817835765,0.0024323015711190956,0.0024327746766915305,0.003175744136478407,0.028484590817835765,0.028484590817835765,0.010013843426008504,0.0070891737233306175,0.0035378443124075053,0.0035378443124075053,0.00459651054406932,0.00459651054406932,0.0030659424317108375,0.0030659424317108375,0.0036112014669586376,0.0036112014669586376,0.0058337767448638994,0.0058337767448638994,0.013844224848745458,0.004933357178909453,0.028484590817835765,0.008134896255582249,0.028484590817835765,0.028484590817835765,0.013844224848745455,0.004933357178909453,0.0100138434260085,0.0070891737233306175,0.015519683035683698,0.015883704511201236,0.011540236612991531,0.0073155223485595845,0.012901257097171203,0.01539069139959035,0.015519683035683698,0.015883704511201236,0.011540236612991531,0.0074172912517168526,0.012756369365541005,0.014969554749889289,0.028484590817835765,0.028484590817835765,0.028484590817835765,0.028484590817835765,0.028484590817835765,0.002209860173267063,0.003951275037898972,0.00200318982415748,0.003645579379821886,0.001709557237166112,0.0037001460488789396,0.0015742983112345165,0.0033032336602816393,0.005286847603997923,0.006655752618386746,0.005420324352684556,0.006299004984624244,0.010015842538004251,0.00016887490158255545,0.005390288697644343,0.004326734115157068,0.01207297377961327,0.013886340692622744,0.0159657168581984,0.01621036593206336,0.004468729793836524,0.012497631887947714,9.986211556841488e-06,0.010587243166519678,0.00613584968584946,0.004225175272588458,0.010312385746262049,0.011693793541524663,0.012012987955858217
