"Date","CountryName","RegionName","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings"
"2020-01-01","Brazil","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Barbados","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Brunei","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Bhutan","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Botswana","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Central African Republic","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Canada","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Switzerland","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Chile","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","China","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Cote d'Ivoire","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Cameroon","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Democratic Republic of Congo","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Congo","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Colombia","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Comoros","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Cape Verde","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Costa Rica","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Cuba","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Cyprus","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Czech Republic","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Germany","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Djibouti","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Dominica","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Denmark","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Dominican Republic","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Algeria","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Ecuador","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Egypt","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Eritrea","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Spain","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Estonia","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Ethiopia","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Finland","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Fiji","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","France","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Faeroe Islands","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Gabon","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United Kingdom","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United Kingdom","England",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United Kingdom","Northern Ireland",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United Kingdom","Scotland",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United Kingdom","Wales",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Georgia","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Ghana","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Guinea","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Gambia","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Greece","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Greenland","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Guatemala","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Guam","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Guyana","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Hong Kong","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Honduras","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Croatia","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Haiti","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Hungary","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Indonesia","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","India","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Ireland","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Iran","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Iraq","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Iceland","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Israel","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Italy","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Jamaica","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Jordan","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Japan","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Kazakhstan","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Kenya","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Kyrgyz Republic","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Cambodia","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","South Korea","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Kuwait","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Laos","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Lebanon","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Liberia","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Libya","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Sri Lanka","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Lesotho","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Lithuania","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Luxembourg","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Latvia","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Macao","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Morocco","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Monaco","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Moldova","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Madagascar","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Mexico","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Mali","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Myanmar","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Mongolia","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Mozambique","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Mauritania","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Mauritius","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Malawi","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Malaysia","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Namibia","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Niger","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Nigeria","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Nicaragua","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Netherlands","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Norway","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Nepal","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","New Zealand","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Oman","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Pakistan","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Panama","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Peru","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Philippines","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Papua New Guinea","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Poland","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Puerto Rico","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Portugal","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Paraguay","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Palestine","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Qatar","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Kosovo","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Romania","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Russia","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Rwanda","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Saudi Arabia","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Sudan","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Senegal","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Singapore","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Solomon Islands","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Sierra Leone","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","El Salvador","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","San Marino","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Somalia","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Serbia","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","South Sudan","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Suriname","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Slovak Republic","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Slovenia","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Sweden","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Eswatini","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Seychelles","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Syria","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Chad","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Togo","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Thailand","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Tajikistan","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Timor-Leste","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Trinidad and Tobago","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Tunisia","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Turkey","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Taiwan","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Tanzania","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Uganda","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Ukraine","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Uruguay","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Alaska",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Alabama",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Arkansas",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Arizona",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","California",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Colorado",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Connecticut",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Washington DC",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Delaware",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Florida",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Georgia",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Hawaii",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Iowa",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Idaho",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Illinois",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Indiana",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Kansas",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Kentucky",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Louisiana",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Massachusetts",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Maryland",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Maine",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Michigan",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Minnesota",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Missouri",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Mississippi",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Montana",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","North Carolina",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","North Dakota",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Nebraska",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","New Hampshire",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","New Jersey",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","New Mexico",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Nevada",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","New York",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Ohio",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Oklahoma",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Oregon",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Pennsylvania",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Rhode Island",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","South Carolina",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","South Dakota",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Tennessee",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Texas",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Utah",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Virginia",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Vermont",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Washington",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Wisconsin",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","West Virginia",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","United States","Wyoming",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Uzbekistan","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Venezuela","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Vietnam","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Vanuatu","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Yemen","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","South Africa","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Zambia","",0,3,2,4,2,3,2,4,2,3,1,4
"2020-01-01","Zimbabwe","",0,3,2,4,2,3,2,4,2,3,1,4
