CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings,PrescriptionIndex
United States,Wisconsin,2020-01-01,3,3,2,4,2,3,2,4,2,3,2,4,5
United States,West Virginia,2020-01-01,3,3,2,4,2,3,2,4,2,3,2,4,5
United States,Wyoming,2020-01-01,3,3,2,4,2,3,2,4,2,3,2,4,5
Uzbekistan,,2020-01-01,3,3,2,4,2,3,2,4,2,3,2,4,5
Venezuela,,2020-01-01,3,3,2,4,2,3,2,4,2,3,2,4,5
Vietnam,,2020-01-01,3,3,2,4,2,3,2,4,2,3,2,4,5
Vanuatu,,2020-01-01,3,3,2,4,2,3,2,4,2,3,2,4,5
Yemen,,2020-01-01,3,3,2,4,2,3,2,4,2,3,2,4,5
South Africa,,2020-01-01,3,3,2,4,2,3,2,4,2,3,2,4,5
Zambia,,2020-01-01,3,3,2,4,2,3,2,4,2,3,2,4,5
Zimbabwe,,2020-01-01,3,3,2,4,2,3,2,4,2,3,2,4,5
