CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings,PrescriptionIndex
Cameroon,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Democratic Republic of Congo,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Congo,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Colombia,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Comoros,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Cape Verde,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Costa Rica,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Cuba,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Cyprus,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Czech Republic,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Germany,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Djibouti,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Dominica,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Denmark,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Dominican Republic,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Algeria,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Ecuador,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Egypt,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Eritrea,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Spain,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Estonia,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Ethiopia,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Finland,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Fiji,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
France,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Faeroe Islands,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Gabon,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United Kingdom,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United Kingdom,England,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United Kingdom,Northern Ireland,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United Kingdom,Scotland,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United Kingdom,Wales,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Georgia,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Ghana,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Guinea,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Gambia,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Greece,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Greenland,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Guatemala,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Guam,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Guyana,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Hong Kong,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Honduras,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Croatia,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Haiti,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Hungary,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Indonesia,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
India,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Ireland,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Iran,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Iraq,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Iceland,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Israel,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Italy,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Jamaica,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Jordan,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Japan,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Kazakhstan,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Kenya,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Kyrgyz Republic,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Cambodia,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
South Korea,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Kuwait,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Laos,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Lebanon,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Liberia,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Libya,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Sri Lanka,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Lesotho,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Lithuania,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Luxembourg,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Latvia,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Macao,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Morocco,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Monaco,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Moldova,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Madagascar,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Mexico,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Mali,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Myanmar,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Mongolia,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Mozambique,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Mauritania,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Mauritius,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Malawi,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Malaysia,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Namibia,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Niger,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Nigeria,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Nicaragua,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Netherlands,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Norway,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Nepal,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
New Zealand,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Oman,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Pakistan,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Panama,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Peru,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Philippines,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Papua New Guinea,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Poland,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Puerto Rico,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Portugal,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Paraguay,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Palestine,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Qatar,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Kosovo,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Romania,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Russia,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Rwanda,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Saudi Arabia,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Sudan,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Senegal,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Singapore,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Solomon Islands,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Sierra Leone,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
El Salvador,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
San Marino,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Somalia,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Serbia,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
South Sudan,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Suriname,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Slovak Republic,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Slovenia,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Sweden,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Eswatini,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Seychelles,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Syria,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Chad,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Togo,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Thailand,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Tajikistan,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Timor-Leste,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Trinidad and Tobago,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Tunisia,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Turkey,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Taiwan,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Tanzania,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Uganda,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Ukraine,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Uruguay,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Alaska,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Alabama,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Arkansas,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Arizona,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,California,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Colorado,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Connecticut,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Washington DC,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Delaware,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Florida,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Georgia,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Hawaii,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Iowa,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Idaho,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Illinois,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Indiana,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Kansas,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Kentucky,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Louisiana,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Massachusetts,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Maryland,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Maine,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Michigan,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Minnesota,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Missouri,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Mississippi,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Montana,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,North Carolina,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,North Dakota,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Nebraska,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,New Hampshire,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,New Jersey,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,New Mexico,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Nevada,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,New York,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Ohio,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Oklahoma,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Oregon,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Pennsylvania,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Rhode Island,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,South Carolina,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,South Dakota,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Tennessee,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Texas,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Utah,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Virginia,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Virgin Islands,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Vermont,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Washington,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Wisconsin,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,West Virginia,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
United States,Wyoming,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Uzbekistan,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Venezuela,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Vietnam,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Vanuatu,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Yemen,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
South Africa,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Zambia,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
Zimbabwe,,2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,5
