"Date","CountryName","RegionName","PredictedDailyNewCases","PredictedDailyNewDeaths","avgcases7days_delta","avgdeaths7days_delta","DeathsFromIFR","PredictedDailyNewHospital","PredictedDailyNewICU"
2020-02-03,"United States","Connecticut",0,0,0,0,0,0,0
2020-02-04,"United States","Connecticut",0,0,0,0,0,0,0
2020-02-05,"United States","Connecticut",0,0,0,0,0,0,0
2020-02-06,"United States","Connecticut",0,0,0,0,0,0,0
2020-02-07,"United States","Connecticut",0,0,0,0,0,0,0
2020-02-08,"United States","Connecticut",0,0,0,0,0,0,0
2020-02-09,"United States","Connecticut",0,0,0,0,0,0,0
2020-02-10,"United States","Connecticut",0,0,0,0,0,0,0
2020-02-11,"United States","Connecticut",0,0,0,0,0,0,0
2020-02-12,"United States","Connecticut",0,0,0,0,0,0,0
2020-02-13,"United States","Connecticut",0,0,0,0,0,0,0
2020-02-14,"United States","Connecticut",0,0,0,0,0,0,0
2020-02-15,"United States","Connecticut",0,0,0,0,0,0,0
2020-02-16,"United States","Connecticut",0,0,0,0,0,0,0
2020-02-17,"United States","Connecticut",0,0,0,0,0,0,0
2020-02-18,"United States","Connecticut",0,0,0,0,0,0,0
2020-02-19,"United States","Connecticut",0,0,0,0,0,0,0
2020-02-20,"United States","Connecticut",0,0,0,0,0,0,0
2020-02-21,"United States","Connecticut",0,0,0,0,0,0,0
2020-02-22,"United States","Connecticut",0,0,0,0,0,0,0
2020-02-23,"United States","Connecticut",0,0,0,0,0,0,0
2020-02-24,"United States","Connecticut",0,0,0,0,0,0,0
2020-02-25,"United States","Connecticut",0,0,0,0,0,0,0
2020-02-26,"United States","Connecticut",0,0,0,0,0,0,0
2020-02-27,"United States","Connecticut",0,0,0,0,0,0,0
2020-02-28,"United States","Connecticut",0,0,0,0,0,0,0
2020-02-29,"United States","Connecticut",0,0,0,0,0,0,0
2020-03-01,"United States","Connecticut",0,0,0,0,0,0,0
2020-03-02,"United States","Connecticut",0,0,0,0,0,0,0
2020-03-03,"United States","Connecticut",0,0,0,0,0,0,0
2020-03-04,"United States","Connecticut",0,0,0,0,0,0,0
2020-03-05,"United States","Connecticut",0,0,0,0,0,0,0
2020-03-06,"United States","Connecticut",0,0,0,0,0,0,0
2020-03-07,"United States","Connecticut",0,0,0,0,0,0,0
2020-03-08,"United States","Connecticut",0,0,0,0,0,0,0
2020-03-09,"United States","Connecticut",0,0,0,0,0,0,0
2020-03-10,"United States","Connecticut",0.142857142857143,0,0.142857142857143,0,0.00202035976326349,0,0
2020-03-11,"United States","Connecticut",0.428571428571429,0,0.285714285714286,0,0.00606107928979048,0,0
2020-03-12,"United States","Connecticut",0.714285714285714,0,0.285714285714286,0,0.0101017988163175,0,0
2020-03-13,"United States","Connecticut",1.57142857142857,0,0.857142857142857,0,0.0222239573958984,0,0
2020-03-14,"United States","Connecticut",3.28571428571429,0,1.71428571428571,0,0.0464682745550604,0,0
2020-03-15,"United States","Connecticut",3.42857142857143,0,0.142857142857143,0,0.0484886343183238,0,0
2020-03-16,"United States","Connecticut",5.85714285714286,0,2.42857142857143,0,0.0828347502938032,0.0357142857142857,0.0107142857142857
2020-03-17,"United States","Connecticut",9.57142857142857,0,3.71428571428571,0,0.135364104138654,0.107142857142857,0.0321428571428572
2020-03-18,"United States","Connecticut",13.2857142857143,0.142857142857143,3.71428571428572,0.142857142857143,0.187893457983505,0.178571428571428,0.0535714285714285
2020-03-19,"United States","Connecticut",22,0.428571428571429,8.71428571428571,0.285714285714286,0.311135403542578,0.392857142857143,0.117857142857143
2020-03-20,"United States","Connecticut",26.1428571428571,0.571428571428571,4.14285714285714,0.142857142857143,0.369725836677218,0.821428571428573,0.246428571428572
2020-03-21,"United States","Connecticut",24.4285714285714,0.571428571428571,-1.71428571428572,0,0.345481519518057,0.857142857142858,0.257142857142857
2020-03-22,"United States","Connecticut",43.2857142857143,1.14285714285714,18.8571428571429,0.571428571428571,0.612169008268838,1.46428571428572,0.439285714285715
2020-03-23,"United States","Connecticut",53.4285714285714,1.42857142857143,10.1428571428571,0.285714285714286,0.755614551460546,2.39285714285714,0.717857142857143
2020-03-24,"United States","Connecticut",78.5714285714286,1.71428571428571,25.1428571428571,0.285714285714286,1.11119786979492,3.32142857142858,0.996428571428573
2020-03-25,"United States","Connecticut",111.285714285714,2.57142857142857,32.7142857142857,0.857142857142857,1.57386025558226,5.5,1.65
2020-03-26,"United States","Connecticut",121.857142857143,2.57142857142857,10.5714285714286,0,1.72336687806376,6.53571428571427,1.96071428571428
2020-03-27,"United States","Connecticut",156.714285714286,3.28571428571429,34.8571428571429,0.714285714285714,2.21633466030005,6.10714285714285,1.83214285714285
2020-03-28,"United States","Connecticut",190,4.14285714285714,33.2857142857143,0.857142857142858,2.68707848514044,10.8214285714286,3.24642857142857
2020-03-29,"United States","Connecticut",238,3.71428571428571,48,-0.428571428571429,3.36591936559698,13.3571428571429,4.00714285714286
2020-03-30,"United States","Connecticut",308,3.71428571428571,70,0,4.35589564959609,19.6428571428571,5.89285714285715
2020-03-31,"United States","Connecticut",358.571428571429,8.14285714285714,50.5714285714286,4.42857142857143,5.07110300579137,27.8214285714285,8.34642857142855
2020-04-01,"United States","Connecticut",383.142857142857,9.42857142857143,24.5714285714286,1.28571428571429,5.41860488507268,30.4642857142858,9.13928571428572
2020-04-02,"United States","Connecticut",401.714285714286,13,18.5714285714286,3.57142857142857,5.68125165429694,39.1785714285715,11.7535714285714
2020-04-03,"United States","Connecticut",517.571428571429,14.8571428571429,115.857142857143,1.85714285714286,7.31976342230364,47.5,14.25
2020-04-04,"United States","Connecticut",536,18.8571428571429,18.4285714285714,4,7.58038983176462,59.5,17.85
2020-04-05,"United States","Connecticut",526,22.1428571428571,-10,3.28571428571428,7.43896464833618,77,23.1
2020-04-06,"United States","Connecticut",619.285714285714,24.2857142857143,93.2857142857143,2.14285714285714,8.75825957374723,89.6428571428573,26.8928571428572
2020-04-07,"United States","Connecticut",664.714285714286,29.7142857142857,45.4285714285713,5.42857142857143,9.40073397846503,95.7857142857142,28.7357142857143
2020-04-08,"United States","Connecticut",603.428571428571,34.4285714285714,-61.2857142857142,4.71428571428572,8.53399964002498,100.428571428572,30.1285714285714
2020-04-09,"United States","Connecticut",851.428571428571,38.2857142857143,248,3.85714285714285,12.0413441890504,129.392857142857,38.8178571428572
2020-04-10,"United States","Connecticut",803.428571428571,45.2857142857143,-48,7,11.3625033085939,134,40.2
2020-04-11,"United States","Connecticut",890.571428571429,47,87.1428571428571,1.71428571428572,12.5949227641846,131.5,39.45
2020-04-12,"United States","Connecticut",908.571428571429,52.1428571428571,18,5.14285714285715,12.8494880943558,154.821428571428,46.4464285714285
2020-04-13,"United States","Connecticut",925,56.5714285714286,16.4285714285714,4.42857142857142,13.0818294671311,166.178571428572,49.8535714285714
2020-04-14,"United States","Connecticut",886.857142857143,56.2857142857143,-38.1428571428571,-0.285714285714285,12.5423934103398,150.857142857143,45.2571428571428
2020-04-15,"United States","Connecticut",996.285714285714,77.4285714285714,109.428571428571,21.1428571428571,14.0899889889996,212.857142857143,63.8571428571428
2020-04-16,"United States","Connecticut",871.428571428571,84.4285714285714,-124.857142857143,7,12.3241945559073,200.857142857143,60.2571428571428
2020-04-17,"United States","Connecticut",895.857142857143,84,24.4285714285714,-0.428571428571431,12.6696760754254,222.642857142857,66.7928571428572
2020-04-18,"United States","Connecticut",862.857142857143,84.5714285714286,-33,0.571428571428569,12.2029729701115,227.142857142857,68.1428571428572
2020-04-19,"United States","Connecticut",846.714285714286,81.8571428571429,-16.1428571428572,-2.71428571428571,11.9746723168627,231.25,69.375
2020-04-20,"United States","Connecticut",919.142857142857,104.142857142857,72.4285714285714,22.2857142857143,12.9989947168373,221.714285714286,66.5142857142857
2020-04-21,"United States","Connecticut",910.142857142857,107.428571428571,-9,3.28571428571429,12.8717120517517,249.071428571428,74.7214285714285
2020-04-22,"United States","Connecticut",1102,96.5714285714286,191.857142857143,-10.8571428571429,15.5850552138146,217.857142857143,65.3571428571428
2020-04-23,"United States","Connecticut",1030.85714285714,95.4285714285714,-71.1428571428571,-1.14285714285714,14.5789160517093,223.964285714286,67.1892857142857
2020-04-24,"United States","Connecticut",1018.14285714286,104.428571428571,-12.7142857142858,9,14.3991040327789,215.714285714286,64.7142857142857
2020-04-25,"United States","Connecticut",1004.71428571429,111.285714285714,-13.4285714285714,6.85714285714286,14.2091902150322,211.678571428572,63.5035714285714
2020-04-26,"United States","Connecticut",1043.85714285714,113.857142857143,39.1428571428572,2.57142857142857,14.7627687901663,229.785714285714,68.9357142857143
2020-04-27,"United States","Connecticut",883.142857142857,97.2857142857143,-160.714285714286,-16.5714285714286,12.4898640564949,227.535714285714,68.2607142857143
2020-04-28,"United States","Connecticut",850.285714285714,94.8571428571429,-32.8571428571428,-2.42857142857143,12.0251813109443,275.5,82.65
2020-04-29,"United States","Connecticut",614,89.2857142857143,-236.285714285714,-5.57142857142857,8.68350626250649,257.714285714285,77.3142857142855
2020-04-30,"United States","Connecticut",657.142857142857,88.2857142857143,43.1428571428571,-1,9.29365491101206,254.535714285715,76.3607142857145
2020-05-01,"United States","Connecticut",689.714285714286,81.7142857142857,32.5714285714286,-6.57142857142858,9.75429693703614,251.178571428572,75.3535714285717
2020-05-02,"United States","Connecticut",672,81.5714285714286,-17.7142857142857,-0.142857142857139,9.50377232639146,260.964285714285,78.2892857142855
2020-05-03,"United States","Connecticut",574,73.1428571428571,-98,-8.42857142857143,8.11780552879271,220.785714285714,66.2357142857143
2020-05-04,"United States","Connecticut",568,77.7142857142857,-6,4.57142857142857,8.03295041873564,212.571428571428,63.7714285714285
2020-05-05,"United States","Connecticut",615.571428571429,78,47.5714285714286,0.285714285714292,8.70573021990239,153.5,46.05
2020-05-06,"United States","Connecticut",604,78.4285714285714,-11.5714285714286,0.428571428571431,8.54208107907804,164.285714285714,49.2857142857143
2020-05-07,"United States","Connecticut",583.428571428571,77.1428571428571,-20.5714285714286,-1.28571428571429,8.25114927316809,172.428571428572,51.7285714285714
2020-05-08,"United States","Connecticut",521,76.4285714285714,-62.4285714285714,-0.714285714285708,7.36825205662195,168,50.4
2020-05-09,"United States","Connecticut",528.142857142857,70.8571428571429,7.14285714285711,-5.57142857142857,7.46927004478513,143.5,43.05
2020-05-10,"United States","Connecticut",609.571428571429,75.8571428571429,81.4285714285714,5,8.62087510984533,142,42.6
2020-05-11,"United States","Connecticut",541.714285714286,64.5714285714286,-67.8571428571429,-11.2857142857143,7.66120422229516,153.892857142857,46.1678571428572
2020-05-12,"United States","Connecticut",530.285714285714,58.2857142857143,-11.4285714285713,-6.28571428571428,7.49957544123408,151,45.3
2020-05-13,"United States","Connecticut",551.428571428571,58.1428571428571,21.1428571428571,-0.142857142857139,7.79858868619707,145.857142857143,43.7571428571428
2020-05-14,"United States","Connecticut",525.714285714286,60.2857142857143,-25.7142857142858,2.14285714285714,7.43492392880965,130.25,39.075
2020-05-15,"United States","Connecticut",524.857142857143,58.7142857142857,-0.857142857142776,-1.57142857142857,7.42280177023007,132.035714285714,39.6107142857143
2020-05-16,"United States","Connecticut",531.285714285714,58.1428571428571,6.42857142857144,-0.571428571428569,7.51371795957692,152.392857142857,45.7178571428572
2020-05-17,"United States","Connecticut",552.142857142857,63,20.8571428571428,4.85714285714285,7.80869048501339,135.428571428572,40.6285714285714
2020-05-18,"United States","Connecticut",621.571428571429,63.1428571428571,69.4285714285714,0.142857142857146,8.79058532995946,132.571428571428,39.7714285714286
2020-05-19,"United States","Connecticut",585.285714285714,61.5714285714286,-36.2857142857142,-1.57142857142858,8.27741395009052,137.857142857143,41.3571428571428
2020-05-20,"United States","Connecticut",594.571428571429,57.7142857142857,9.28571428571422,-3.85714285714285,8.40873733470266,131.428571428572,39.4285714285715
2020-05-21,"United States","Connecticut",534.857142857143,52,-59.7142857142857,-5.71428571428572,7.56422695365852,131.214285714286,39.3642857142857
2020-05-22,"United States","Connecticut",507.857142857143,50.2857142857143,-27.0000000000001,-1.71428571428572,7.18237895840172,132.821428571428,39.8464285714285
2020-05-23,"United States","Connecticut",474.142857142857,48,-33.7142857142857,-2.28571428571428,6.70557405427153,138.035714285714,41.4107142857143
2020-05-24,"United States","Connecticut",435.571428571429,40.7142857142857,-38.5714285714286,-7.28571428571428,6.16007691819039,155.392857142857,46.6178571428572
2020-05-25,"United States","Connecticut",393.857142857143,41.7142857142857,-41.7142857142857,1,5.57013186731745,146.321428571428,43.8964285714286
2020-05-26,"United States","Connecticut",410.428571428571,42.4285714285714,16.5714285714286,0.714285714285715,5.80449359985601,148.642857142857,44.5928571428572
2020-05-27,"United States","Connecticut",324.428571428571,39.1428571428571,-86,-3.28571428571428,4.58823702237138,133.714285714286,40.1142857142857
2020-05-28,"United States","Connecticut",335.857142857143,34.7142857142857,11.4285714285714,-4.42857142857143,4.74986580343247,126.964285714286,38.0892857142857
2020-05-29,"United States","Connecticut",303.142857142857,33,-32.7142857142857,-1.71428571428572,4.28720341764513,118.535714285714,35.5607142857143
2020-05-30,"United States","Connecticut",285.714285714286,33.8571428571429,-17.4285714285714,0.857142857142854,4.04071952652699,108.892857142857,32.6678571428572
2020-05-31,"United States","Connecticut",247.571428571429,35.8571428571429,-38.1428571428571,2,3.50128346973564,98.4642857142858,29.5392857142857
2020-06-01,"United States","Connecticut",266.714285714286,32.5714285714286,19.1428571428571,-3.28571428571428,3.77201167801294,102.607142857143,30.7821428571428
2020-06-02,"United States","Connecticut",239.428571428571,29,-27.2857142857143,-3.57142857142857,3.38612296322961,81.1071428571427,24.3321428571428
2020-06-03,"United States","Connecticut",257.571428571429,26.5714285714286,18.1428571428571,-2.42857142857143,3.64270865316408,83.9642857142858,25.1892857142857
2020-06-04,"United States","Connecticut",240,25.8571428571429,-17.5714285714286,-0.714285714285715,3.39420440228267,75.7857142857142,22.7357142857143
2020-06-05,"United States","Connecticut",242.571428571429,24.2857142857143,2.57142857142858,-1.57142857142857,3.43057087802142,71.4285714285715,21.4285714285714
2020-06-06,"United States","Connecticut",256.571428571429,20.4285714285714,14,-3.85714285714286,3.62856613482124,61.8928571428573,18.5678571428572
2020-06-07,"United States","Connecticut",252.428571428571,18.1428571428571,-4.14285714285714,-2.28571428571428,3.56997570168658,66.6785714285715,20.0035714285715
2020-06-08,"United States","Connecticut",193.142857142857,16.2857142857143,-59.2857142857143,-1.85714285714286,2.73152639993224,59.8571428571427,17.9571428571428
2020-06-09,"United States","Connecticut",171.428571428571,17.8571428571429,-21.7142857142857,1.57142857142857,2.42443171591618,64.3928571428573,19.3178571428572
2020-06-10,"United States","Connecticut",179.428571428571,18.7142857142857,8,0.857142857142858,2.53757186265894,60,18
2020-06-11,"United States","Connecticut",174.571428571429,19.8571428571429,-4.85714285714283,1.14285714285714,2.46887963070799,60.6428571428573,18.1928571428572
2020-06-12,"United States","Connecticut",175.571428571429,17.2857142857143,1,-2.57142857142857,2.48302214905084,64.1428571428573,19.2428571428572
2020-06-13,"United States","Connecticut",168,18.7142857142857,-7.57142857142858,1.42857142857143,2.37594308159787,63.1071428571427,18.9321428571428
2020-06-14,"United States","Connecticut",160,18.5714285714286,-8,-0.142857142857142,2.26280293485511,48.2857142857142,14.4857142857143
2020-06-15,"United States","Connecticut",163.285714285714,17.1428571428571,3.28571428571428,-1.42857142857143,2.30927120941017,42.8571428571427,12.8571428571428
2020-06-16,"United States","Connecticut",167.142857142857,16.1428571428571,3.85714285714286,-1,2.36382092301828,44.8571428571427,13.4571428571428
2020-06-17,"United States","Connecticut",154.571428571429,14.1428571428571,-12.5714285714286,-2,2.1860292638511,43.6428571428573,13.0928571428572
2020-06-18,"United States","Connecticut",139.857142857143,11.4285714285714,-14.7142857142857,-2.71428571428571,1.97793220823496,43.8928571428573,13.1678571428572
2020-06-19,"United States","Connecticut",124,11.2857142857143,-15.8571428571429,-0.142857142857142,1.75367227451271,42,12.6
2020-06-20,"United States","Connecticut",103,9.28571428571429,-21,-2,1.45667938931298,40,12
2020-06-21,"United States","Connecticut",95.2857142857143,8.42857142857143,-7.71428571428571,-0.857142857142858,1.34757996209675,40.8214285714285,12.2464285714285
2020-06-22,"United States","Connecticut",78.1428571428571,8.42857142857143,-17.1428571428572,0,1.10513679050513,41.7857142857142,12.5357142857143
2020-06-23,"United States","Connecticut",78.5714285714286,9.57142857142857,0.428571428571431,1.14285714285714,1.11119786979492,38.6428571428573,11.5928571428572
2020-06-24,"United States","Connecticut",69.1428571428571,9.71428571428571,-9.42857142857143,0.142857142857142,0.977854125419529,34.9642857142858,10.4892857142857
2020-06-25,"United States","Connecticut",79.1428571428571,10.2857142857143,10,0.571428571428573,1.11927930884797,31,9.3
2020-06-26,"United States","Connecticut",71.7142857142857,9.85714285714286,-7.42857142857143,-0.428571428571429,1.01422060115827,25.75,7.725
2020-06-27,"United States","Connecticut",70.1428571428571,8.57142857142857,-1.57142857142857,-1.28571428571429,0.991996643762374,23.8214285714286,7.14642857142857
2020-06-28,"United States","Connecticut",78.2857142857143,8,8.14285714285715,-0.571428571428571,1.10715715026839,19.5357142857143,5.86071428571428
2020-06-29,"United States","Connecticut",82.8571428571429,8.14285714285714,4.57142857142857,0.142857142857142,1.17180866269283,19.6428571428571,5.89285714285715
2020-06-30,"United States","Connecticut",87.8571428571429,6.42857142857143,5,-1.71428571428571,1.24252125440705,17.2857142857143,5.18571428571428
2020-07-01,"United States","Connecticut",94.1428571428571,5.28571428571429,6.28571428571428,-1.14285714285714,1.33141708399064,19.7857142857143,5.93571428571428
2020-07-02,"United States","Connecticut",93.1428571428571,4,-1,-1.28571428571429,1.3172745656478,17.9285714285714,5.37857142857143
2020-07-03,"United States","Connecticut",94,4,0.857142857142861,0,1.32939672422738,17.5357142857143,5.26071428571428
2020-07-04,"United States","Connecticut",73,3.42857142857143,-21,-0.571428571428572,1.03240383902764,19.5714285714286,5.87142857142857
2020-07-05,"United States","Connecticut",59.1428571428571,2.71428571428571,-13.8571428571429,-0.714285714285714,0.836428941991085,20.7142857142857,6.21428571428572
2020-07-06,"United States","Connecticut",87.7142857142857,2.57142857142857,28.5714285714286,-0.142857142857143,1.24050089464378,21.9642857142857,6.58928571428572
2020-07-07,"United States","Connecticut",74.1428571428571,2.28571428571429,-13.5714285714286,-0.285714285714286,1.04856671713375,23.5357142857143,7.06071428571428
2020-07-08,"United States","Connecticut",76.5714285714286,2.71428571428571,2.42857142857143,0.428571428571429,1.08291283310923,23.2857142857143,6.98571428571428
2020-07-09,"United States","Connecticut",80.4285714285714,3.14285714285714,3.85714285714286,0.428571428571428,1.13746254671735,23.5,7.05
2020-07-10,"United States","Connecticut",81.4285714285714,1.85714285714286,1,-1.28571428571429,1.15160506506019,18.25,5.475
2020-07-11,"United States","Connecticut",81.4285714285714,1.85714285714286,0,0,1.15160506506019,14.7857142857143,4.43571428571428
2020-07-12,"United States","Connecticut",81.4285714285714,1.85714285714286,0,0,1.15160506506019,21.9285714285714,6.57857142857143
2020-07-13,"United States","Connecticut",76.2857142857143,4.71428571428571,-5.14285714285714,2.85714285714286,1.0788721135827,18.5357142857143,5.56071428571428
2020-07-14,"United States","Connecticut",71,4.85714285714286,-5.28571428571429,0.142857142857142,1.00411880234196,19.1428571428571,5.74285714285714
2020-07-15,"United States","Connecticut",75.4285714285714,5.28571428571429,4.42857142857143,0.428571428571429,1.06674995500312,20.1071428571429,6.03214285714285
2020-07-16,"United States","Connecticut",77.2857142857143,5.85714285714286,1.85714285714286,0.571428571428571,1.09301463192555,20.3571428571429,6.10714285714285
2020-07-17,"United States","Connecticut",86.5714285714286,6.85714285714286,9.28571428571428,1,1.22433801653768,20.3571428571429,6.10714285714285
2020-07-18,"United States","Connecticut",86.5714285714286,6.85714285714286,0,0,1.22433801653768,20.3571428571429,6.10714285714285
2020-07-19,"United States","Connecticut",86.5714285714286,6.85714285714286,0,0,1.22433801653768,19.0714285714286,5.72142857142857
2020-07-20,"United States","Connecticut",77.8571428571429,5,-8.71428571428571,-1.85714285714286,1.1010960709786,17.75,5.325
2020-07-21,"United States","Connecticut",80.8571428571429,4.85714285714286,3,-0.142857142857143,1.14352362600714,18.8571428571429,5.65714285714285
2020-07-22,"United States","Connecticut",83.8571428571429,3.71428571428571,3,-1.14285714285714,1.18595118103567,19.3214285714286,5.79642857142857
2020-07-23,"United States","Connecticut",68.8571428571429,3,-15,-0.714285714285714,0.973813405893004,21.6428571428571,6.49285714285714
2020-07-24,"United States","Connecticut",126.142857142857,2.42857142857143,57.2857142857143,-0.571428571428572,1.78397767096166,21.6428571428571,6.49285714285714
2020-07-25,"United States","Connecticut",126.142857142857,2.42857142857143,0,0,1.78397767096166,21.6428571428571,6.49285714285714
2020-07-26,"United States","Connecticut",126.142857142857,2.42857142857143,0,0,1.78397767096166,19.4642857142857,5.83928571428572
2020-07-27,"United States","Connecticut",132.571428571429,1.71428571428571,6.42857142857144,-0.714285714285714,1.87489386030853,20.2142857142857,6.06428571428572
2020-07-28,"United States","Connecticut",140.142857142857,2.42857142857143,7.57142857142856,0.714285714285714,1.98197292776148,20.9642857142857,6.28928571428572
2020-07-29,"United States","Connecticut",188.142857142857,2.71428571428571,48,0.285714285714286,2.66081380821802,17.2142857142857,5.16428571428572
2020-07-30,"United States","Connecticut",205.428571428571,3,17.2857142857143,0.285714285714286,2.9052773395729,31.5357142857142,9.46071428571427
2020-07-31,"United States","Connecticut",147.714285714286,2.71428571428571,-57.7142857142857,-0.285714285714286,2.08905199521445,31.5357142857142,9.46071428571427
2020-08-01,"United States","Connecticut",147.714285714286,2.71428571428571,0,0,2.08905199521445,31.5357142857142,9.46071428571427
2020-08-02,"United States","Connecticut",147.714285714286,2.71428571428571,0,0,2.08905199521445,33.1428571428573,9.94285714285718
2020-08-03,"United States","Connecticut",154.142857142857,2.71428571428571,6.42857142857142,0,2.17996818456131,35.0357142857142,10.5107142857143
2020-08-04,"United States","Connecticut",147.571428571429,2,-6.57142857142856,-0.714285714285714,2.08703163545119,47.0357142857142,14.1107142857143
2020-08-05,"United States","Connecticut",97.8571428571429,1.71428571428571,-49.7142857142857,-0.285714285714286,1.38394643783549,51.3571428571427,15.4071428571428
2020-08-06,"United States","Connecticut",82.1428571428571,0.857142857142857,-15.7142857142857,-0.857142857142857,1.16170686387651,36.9285714285715,11.0785714285715
2020-08-07,"United States","Connecticut",72.8571428571429,1.28571428571429,-9.28571428571428,0.428571428571429,1.03038347926438,36.9285714285715,11.0785714285715
2020-08-08,"United States","Connecticut",72.8571428571429,1.28571428571429,0,0,1.03038347926438,36.9285714285715,11.0785714285715
2020-08-09,"United States","Connecticut",72.8571428571429,1.28571428571429,0,0,1.03038347926438,38.5357142857142,11.5607142857143
2020-08-10,"United States","Connecticut",72.1428571428571,1,-0.714285714285722,-0.285714285714286,1.02028168044806,36.8928571428573,11.0678571428572
2020-08-11,"United States","Connecticut",82,1,9.85714285714286,0,1.15968650411324,24.4642857142857,7.33928571428572
2020-08-12,"United States","Connecticut",68.7142857142857,1.85714285714286,-13.2857142857143,0.857142857142857,0.971793046129739,20.5357142857143,6.16071428571428
2020-08-13,"United States","Connecticut",76.7142857142857,1.85714285714286,8,0,1.08493319287249,18.2142857142857,5.46428571428572
2020-08-14,"United States","Connecticut",82.4285714285714,1.71428571428571,5.71428571428572,-0.142857142857143,1.16574758340303,18.2142857142857,5.46428571428572
2020-08-15,"United States","Connecticut",82.4285714285714,1.71428571428571,0,0,1.16574758340303,18.2142857142857,5.46428571428572
2020-08-16,"United States","Connecticut",82.4285714285714,1.71428571428571,0,0,1.16574758340303,18.0357142857143,5.41071428571428
2020-08-17,"United States","Connecticut",100,1.71428571428571,17.5714285714286,0,1.41425183428444,20.5,6.15
2020-08-18,"United States","Connecticut",81.5714285714286,1.71428571428571,-18.4285714285714,0,1.15362542482345,17.1785714285714,5.15357142857143
2020-08-19,"United States","Connecticut",86.8571428571429,1,5.28571428571429,-0.714285714285714,1.2283787360642,19.1785714285714,5.75357142857143
2020-08-20,"United States","Connecticut",92.8571428571429,1.14285714285714,6,0.142857142857143,1.31323384612127,20.6071428571429,6.18214285714286
2020-08-21,"United States","Connecticut",88.8571428571429,1,-4,-0.142857142857143,1.25666377274989,20.6071428571429,6.18214285714286
2020-08-22,"United States","Connecticut",88.8571428571429,1,0,0,1.25666377274989,20.6071428571429,6.18214285714286
2020-08-23,"United States","Connecticut",88.8571428571429,1,0,0,1.25666377274989,25,7.5
2020-08-24,"United States","Connecticut",106.285714285714,0.571428571428571,17.4285714285714,-0.428571428571429,1.50314766386803,20.3928571428571,6.11785714285714
2020-08-25,"United States","Connecticut",112.142857142857,1,5.85714285714285,0.428571428571429,1.58598241416184,21.7142857142857,6.51428571428572
2020-08-26,"United States","Connecticut",129.428571428571,0.857142857142857,17.2857142857143,-0.142857142857143,1.83044594551672,23.2142857142857,6.96428571428572
2020-08-27,"United States","Connecticut",131.142857142857,1,1.71428571428572,0.142857142857143,1.85469026267588,22.2142857142857,6.66428571428572
2020-08-28,"United States","Connecticut",139.428571428571,0.714285714285714,8.28571428571428,-0.285714285714286,1.97187112894516,22.2142857142857,6.66428571428572
2020-08-29,"United States","Connecticut",139.428571428571,0.714285714285714,0,0,1.97187112894516,22.2142857142857,6.66428571428572
2020-08-30,"United States","Connecticut",139.428571428571,0.714285714285714,0,0,1.97187112894516,26.5714285714285,7.97142857142855
