"Date","CountryName","RegionName","cases","PredictedDailyNewCases","PredictedDailyNewDeaths","avgcases7days_delta","avgdeaths7days_delta","isSpecialty","PredictedDailyNewHospital","PredictedDailyNewICU"
2020-02-26,"United Kingdom","Scotland",0,0,0,NA,NA,0,0,0
2020-02-27,"United Kingdom","Scotland",0,0,0,NA,NA,0,0,0
2020-02-28,"United Kingdom","Scotland",0,0,0,NA,NA,0,0,0
2020-02-29,"United Kingdom","Scotland",0,0,0,NA,NA,0,0,0
2020-03-01,"United Kingdom","Scotland",2,0,0,NA,NA,0,0,0
2020-03-02,"United Kingdom","Scotland",1,0,0,NA,NA,0,0,0
2020-03-03,"United Kingdom","Scotland",3,0,0,NA,NA,0,0,0
2020-03-04,"United Kingdom","Scotland",6,0,0,NA,NA,0,0,0
2020-03-05,"United Kingdom","Scotland",2,0,0,NA,NA,0,0,0
2020-03-06,"United Kingdom","Scotland",6,0,0,NA,NA,0,0,0
2020-03-07,"United Kingdom","Scotland",6,3.71428571428571,0,0.857142857142857,NA,0,0,0
2020-03-08,"United Kingdom","Scotland",3,3.85714285714286,0,0.142857142857143,NA,0,0,0
2020-03-09,"United Kingdom","Scotland",16,6,0,2.14285714285714,NA,0,0,0
2020-03-10,"United Kingdom","Scotland",21,8.57142857142857,0,2.57142857142857,NA,0,0,0
2020-03-11,"United Kingdom","Scotland",26,11.4285714285714,0,2.85714285714286,NA,0,0,0
2020-03-12,"United Kingdom","Scotland",38,16.5714285714286,0,5.14285714285714,NA,0,0,0
2020-03-13,"United Kingdom","Scotland",48,22.5714285714286,0,6,NA,0,0.928571428571427,0.278571428571428
2020-03-14,"United Kingdom","Scotland",19,24.4285714285714,0,1.85714285714285,NA,0,0.964285714285715,0.289285714285714
2020-03-15,"United Kingdom","Scotland",12,25.7142857142857,0,1.28571428571429,NA,0,1.5,0.45
2020-03-16,"United Kingdom","Scotland",21,26.4285714285714,0,0.714285714285712,NA,0,2.14285714285714,0.642857142857143
2020-03-17,"United Kingdom","Scotland",43,29.5714285714286,0,3.14285714285715,NA,0,2.85714285714285,0.857142857142855
2020-03-18,"United Kingdom","Scotland",41,31.7142857142857,0,2.14285714285714,NA,0,4.14285714285715,1.24285714285715
2020-03-19,"United Kingdom","Scotland",49,33.2857142857143,0,1.57142857142857,NA,0,5.64285714285715,1.69285714285715
2020-03-20,"United Kingdom","Scotland",83,38.2857142857143,0,5,NA,0,6.10714285714285,1.83214285714285
2020-03-21,"United Kingdom","Scotland",66,45,0.857142857142857,6.71428571428572,NA,0,6.42857142857143,1.92857142857143
2020-03-22,"United Kingdom","Scotland",75,54,1.28571428571429,9,0.428571428571429,0,6.60714285714285,1.98214285714285
2020-03-23,"United Kingdom","Scotland",138,70.7142857142857,1.85714285714286,16.7142857142857,0.571428571428571,0,7.39285714285715,2.21785714285715
2020-03-24,"United Kingdom","Scotland",167,88.4285714285714,2,17.7142857142857,0.142857142857143,0,7.92857142857143,2.37857142857143
2020-03-25,"United Kingdom","Scotland",187,109.285714285714,2.71428571428571,20.8571428571429,0.714285714285714,0,8.32142857142857,2.49642857142857
2020-03-26,"United Kingdom","Scotland",223,134.142857142857,2.71428571428571,24.8571428571428,0,0,9.57142857142857,2.87142857142857
2020-03-27,"United Kingdom","Scotland",274,161.428571428571,3.85714285714286,27.2857142857143,1.14285714285714,0,11.25,3.375
2020-03-28,"United Kingdom","Scotland",205,181.285714285714,4.71428571428571,19.8571428571429,0.857142857142857,0,13.5,4.05
2020-03-29,"United Kingdom","Scotland",197,198.714285714286,4.42857142857143,17.4285714285714,-0.285714285714286,0,17.6785714285714,5.30357142857143
2020-03-30,"United Kingdom","Scotland",321,224.857142857143,4.71428571428571,26.1428571428571,0.285714285714286,0,22.1071428571429,6.63214285714286
2020-03-31,"United Kingdom","Scotland",340,249.571428571429,7.57142857142857,24.7142857142857,2.85714285714286,0,27.3214285714285,8.19642857142855
2020-04-01,"United Kingdom","Scotland",384,277.714285714286,10.7142857142857,28.1428571428571,3.14285714285714,0,33.5357142857142,10.0607142857143
2020-04-02,"United Kingdom","Scotland",355,296.571428571429,14.4285714285714,18.8571428571428,3.71428571428572,0,40.3571428571427,12.1071428571428
2020-04-03,"United Kingdom","Scotland",379,311.571428571429,19.8571428571429,15,5.42857142857143,0,45.3214285714285,13.5964285714285
2020-04-04,"United Kingdom","Scotland",259,319.285714285714,25.4285714285714,7.71428571428572,5.57142857142857,0,49.6785714285715,14.9035714285714
2020-04-05,"United Kingdom","Scotland",225,323.285714285714,25.5714285714286,4,0.142857142857146,0,56.2142857142858,16.8642857142857
2020-04-06,"United Kingdom","Scotland",404,335.142857142857,25,11.8571428571429,-0.571428571428573,0,62.3928571428573,18.7178571428572
2020-04-07,"United Kingdom","Scotland",351,336.714285714286,32.4285714285714,1.57142857142856,7.42857142857143,0,69.4285714285715,20.8285714285715
2020-04-08,"United Kingdom","Scotland",343,330.857142857143,38.4285714285714,-5.85714285714289,6,0,74.1428571428573,22.2428571428572
2020-04-09,"United Kingdom","Scotland",304,323.571428571429,45.8571428571429,-7.28571428571428,7.42857142857142,0,77.8928571428573,23.3678571428572
2020-04-10,"United Kingdom","Scotland",329,316.428571428571,46.1428571428571,-7.14285714285711,0.285714285714292,0,79.8214285714285,23.9464285714285
2020-04-11,"United Kingdom","Scotland",185,305.857142857143,46.2857142857143,-10.5714285714286,0.142857142857139,0,80.8214285714285,24.2464285714285
2020-04-12,"United Kingdom","Scotland",220,305.142857142857,49.4285714285714,-0.714285714285666,3.14285714285715,0,83.7857142857142,25.1357142857143
2020-04-13,"United Kingdom","Scotland",359,298.714285714286,50.4285714285714,-6.42857142857144,1,0,84.1785714285715,25.2535714285715
2020-04-14,"United Kingdom","Scotland",346,298,45.5714285714286,-0.714285714285722,-4.85714285714286,0,82.7142857142858,24.8142857142857
2020-04-15,"United Kingdom","Scotland",331,296.285714285714,47.5714285714286,-1.71428571428572,2,0,80.8928571428573,24.2678571428572
2020-04-16,"United Kingdom","Scotland",427,313.857142857143,47.4285714285714,17.5714285714286,-0.142857142857139,0,79.1071428571427,23.7321428571428
2020-04-17,"United Kingdom","Scotland",394,323.142857142857,48.8571428571429,9.28571428571433,1.42857142857142,0,76.4642857142858,22.9392857142857
2020-04-18,"United Kingdom","Scotland",264,334.428571428571,50.1428571428571,11.2857142857143,1.28571428571429,0,76.2857142857142,22.8857142857143
2020-04-19,"United Kingdom","Scotland",159,325.714285714286,48.1428571428571,-8.71428571428572,-2,0,74.6785714285715,22.4035714285714
2020-04-20,"United Kingdom","Scotland",776,385.285714285714,48.5714285714286,59.5714285714286,0.428571428571423,0,74.5,22.35
2020-04-21,"United Kingdom","Scotland",399,392.857142857143,52.8571428571429,7.57142857142856,4.28571428571428,0,74.0714285714285,22.2214285714286
2020-04-22,"United Kingdom","Scotland",340,394.142857142857,51.8571428571429,1.28571428571433,-1,0,78.4642857142858,23.5392857142857
2020-04-23,"United Kingdom","Scotland",314,378,48.7142857142857,-16.1428571428572,-3.14285714285714,0,80.7857142857142,24.2357142857143
2020-04-24,"United Kingdom","Scotland",305,365.285714285714,49.5714285714286,-12.7142857142857,0.857142857142854,0,83.6071428571427,25.0821428571428
2020-04-25,"United Kingdom","Scotland",184,353.857142857143,48.2857142857143,-11.4285714285714,-1.28571428571428,0,81.4285714285715,24.4285714285714
2020-04-26,"United Kingdom","Scotland",172,355.714285714286,49.4285714285714,1.85714285714289,1.14285714285715,0,96.3214285714285,28.8964285714285
2020-04-27,"United Kingdom","Scotland",430,306.285714285714,49.5714285714286,-49.4285714285714,0.142857142857139,0,98.2142857142858,29.4642857142857
2020-04-28,"United Kingdom","Scotland",380,303.571428571429,49.5714285714286,-2.71428571428572,0,0,98.5357142857142,29.5607142857143
2020-04-29,"United Kingdom","Scotland",430,316.428571428571,50.4285714285714,12.8571428571429,0.857142857142861,0,94.5,28.35
2020-04-30,"United Kingdom","Scotland",335,319.428571428571,50.7142857142857,3,0.285714285714285,0,91.3214285714285,27.3964285714285
2020-05-01,"United Kingdom","Scotland",368,328.428571428571,47.2857142857143,9,-3.42857142857143,0,88.4642857142858,26.5392857142857
2020-05-02,"United Kingdom","Scotland",217,333.142857142857,46.8571428571429,4.71428571428572,-0.428571428571431,0,88.9285714285715,26.6785714285714
2020-05-03,"United Kingdom","Scotland",189,335.571428571429,46,2.42857142857139,-0.857142857142854,0,76.5714285714285,22.9714285714286
2020-05-04,"United Kingdom","Scotland",330,321.285714285714,44.8571428571429,-14.2857142857143,-1.14285714285715,0,75.8928571428573,22.7678571428572
2020-05-05,"United Kingdom","Scotland",289,308.285714285714,41.1428571428571,-13,-3.71428571428571,0,79.1071428571427,23.7321428571428
2020-05-06,"United Kingdom","Scotland",306,290.571428571429,41.1428571428571,-17.7142857142857,0,0,79.8571428571427,23.9571428571428
2020-05-07,"United Kingdom","Scotland",290,284.142857142857,41,-6.42857142857139,-0.142857142857146,0,82.1071428571427,24.6321428571428
2020-05-08,"United Kingdom","Scotland",254,267.857142857143,42.2857142857143,-16.2857142857143,1.28571428571428,0,83.2857142857142,24.9857142857143
2020-05-09,"United Kingdom","Scotland",177,262.142857142857,41.1428571428571,-5.71428571428567,-1.14285714285714,0,83.8928571428573,25.1678571428572
2020-05-10,"United Kingdom","Scotland",150,256.571428571429,40.8571428571429,-5.57142857142861,-0.285714285714292,0,80.3214285714285,24.0964285714286
2020-05-11,"United Kingdom","Scotland",261,246.714285714286,40.8571428571429,-9.85714285714283,0,0,77.0714285714285,23.1214285714285
2020-05-12,"United Kingdom","Scotland",231,238.428571428571,41.7142857142857,-8.28571428571431,0.857142857142861,0,72.6428571428573,21.7928571428572
2020-05-13,"United Kingdom","Scotland",198,223,38.5714285714286,-15.4285714285714,-3.14285714285715,0,71.0357142857142,21.3107142857143
2020-05-14,"United Kingdom","Scotland",213,212,35,-11,-3.57142857142857,0,66.9642857142858,20.0892857142857
2020-05-15,"United Kingdom","Scotland",152,197.428571428571,34.5714285714286,-14.5714285714286,-0.428571428571431,0,65.5357142857142,19.6607142857143
2020-05-16,"United Kingdom","Scotland",103,186.857142857143,35.2857142857143,-10.5714285714286,0.714285714285715,0,64.1428571428573,19.2428571428572
2020-05-17,"United Kingdom","Scotland",92,178.571428571429,35.1428571428571,-8.28571428571428,-0.142857142857139,0,61.6785714285715,18.5035714285715
2020-05-18,"United Kingdom","Scotland",140,161.285714285714,34.7142857142857,-17.2857142857143,-0.428571428571431,0,59.6071428571427,17.8821428571428
2020-05-19,"United Kingdom","Scotland",182,154.285714285714,31.7142857142857,-7,-3,0,55.75,16.725
2020-05-20,"United Kingdom","Scotland",121,143.285714285714,30.1428571428571,-11,-1.57142857142857,0,53,15.9
2020-05-21,"United Kingdom","Scotland",111,128.714285714286,30.5714285714286,-14.5714285714286,0.428571428571431,0,49.3571428571427,14.8071428571428
2020-05-22,"United Kingdom","Scotland",92,120.142857142857,27.4285714285714,-8.57142857142858,-3.14285714285715,0,46.7142857142858,14.0142857142857
2020-05-23,"United Kingdom","Scotland",50,112.571428571429,23.8571428571429,-7.57142857142857,-3.57142857142857,0,44.6428571428573,13.3928571428572
2020-05-24,"United Kingdom","Scotland",54,107.142857142857,23.8571428571429,-5.42857142857143,0,0,40.3214285714285,12.0964285714285
2020-05-25,"United Kingdom","Scotland",97,101,24,-6.14285714285714,0.142857142857142,0,38.5714285714285,11.5714285714285
2020-05-26,"United Kingdom","Scotland",77,86,22.4285714285714,-15,-1.57142857142857,0,35.8214285714285,10.7464285714285
2020-05-27,"United Kingdom","Scotland",66,78.1428571428571,17.1428571428571,-7.85714285714286,-5.28571428571428,0,32.1785714285715,9.65357142857145
2020-05-28,"United Kingdom","Scotland",55,70.1428571428571,13.5714285714286,-8,-3.57142857142857,0,30.0357142857142,9.01071428571427
2020-05-29,"United Kingdom","Scotland",29,61.1428571428571,12.2857142857143,-8.99999999999999,-1.28571428571428,0,28.1428571428572,8.44285714285718
2020-05-30,"United Kingdom","Scotland",40,59.7142857142857,13.1428571428571,-1.42857142857143,0.857142857142856,0,26.7857142857142,8.03571428571427
2020-05-31,"United Kingdom","Scotland",23,55.2857142857143,13.1428571428571,-4.42857142857143,0,0,25.25,7.575
2020-06-01,"United Kingdom","Scotland",38,46.8571428571429,12.8571428571429,-8.42857142857143,-0.285714285714285,0,21.5,6.45
2020-06-02,"United Kingdom","Scotland",45,42.2857142857143,12,-4.57142857142857,-0.857142857142858,0,19.5357142857143,5.86071428571428
2020-06-03,"United Kingdom","Scotland",35,37.8571428571429,11.7142857142857,-4.42857142857143,-0.285714285714286,0,17.5357142857143,5.26071428571428
2020-06-04,"United Kingdom","Scotland",35,35,11.2857142857143,-2.85714285714285,-0.428571428571427,0,15.2857142857143,4.58571428571428
2020-06-05,"United Kingdom","Scotland",24,34.2857142857143,11.1428571428571,-0.714285714285715,-0.142857142857144,0,14.9285714285714,4.47857142857143
2020-06-06,"United Kingdom","Scotland",22,31.7142857142857,8.85714285714286,-2.57142857142857,-2.28571428571428,0,13.8214285714286,4.14642857142857
2020-06-07,"United Kingdom","Scotland",17,30.8571428571429,7.57142857142857,-0.857142857142858,-1.28571428571429,0,11.7142857142857,3.51428571428572
2020-06-08,"United Kingdom","Scotland",18,28,7.42857142857143,-2.85714285714286,-0.142857142857142,0,10.5714285714286,3.17142857142857
2020-06-09,"United Kingdom","Scotland",27,25.4285714285714,6.71428571428571,-2.57142857142857,-0.714285714285714,0,9.46428571428572,2.83928571428572
2020-06-10,"United Kingdom","Scotland",29,24.5714285714286,6.85714285714286,-0.857142857142854,0.142857142857142,0,8.75,2.625
2020-06-11,"United Kingdom","Scotland",21,22.5714285714286,6.28571428571429,-2,-0.571428571428571,0,8.57142857142857,2.57142857142857
2020-06-12,"United Kingdom","Scotland",30,23.4285714285714,4.71428571428571,0.857142857142854,-1.57142857142857,0,7.92857142857143,2.37857142857143
2020-06-13,"United Kingdom","Scotland",23,23.5714285714286,4.57142857142857,0.142857142857146,-0.142857142857143,0,7.71428571428573,2.31428571428572
2020-06-14,"United Kingdom","Scotland",13,23,4.71428571428571,-0.571428571428573,0.142857142857143,0,7,2.1
2020-06-15,"United Kingdom","Scotland",21,23.4285714285714,4.71428571428571,0.428571428571427,0,0,6.35714285714285,1.90714285714285
2020-06-16,"United Kingdom","Scotland",17,22,4.42857142857143,-1.42857142857143,-0.285714285714286,0,6.14285714285715,1.84285714285714
2020-06-17,"United Kingdom","Scotland",33,22.5714285714286,4,0.571428571428573,-0.428571428571429,0,5.64285714285715,1.69285714285715
2020-06-18,"United Kingdom","Scotland",14,21.5714285714286,3.57142857142857,-1,-0.428571428571428,0,5.85714285714285,1.75714285714285
2020-06-19,"United Kingdom","Scotland",23,20.5714285714286,4,-1,0.428571428571428,0,5.89285714285715,1.76785714285715
2020-06-20,"United Kingdom","Scotland",6,18.1428571428571,3.57142857142857,-2.42857142857143,-0.428571428571428,0,5.75,1.725
2020-06-21,"United Kingdom","Scotland",9,17.5714285714286,3.42857142857143,-0.571428571428569,-0.142857142857143,0,5.85714285714285,1.75714285714285
2020-06-22,"United Kingdom","Scotland",11,16.1428571428571,3.42857142857143,-1.42857142857143,0,0,5.5,1.65
2020-06-23,"United Kingdom","Scotland",20,16.5714285714286,3.28571428571429,0.428571428571431,-0.142857142857143,0,5.64285714285715,1.69285714285715
2020-06-24,"United Kingdom","Scotland",8,13,2.57142857142857,-3.57142857142857,-0.714285714285714,0,5.39285714285715,1.61785714285715
2020-06-25,"United Kingdom","Scotland",19,13.7142857142857,2.57142857142857,0.714285714285714,0,0,5.14285714285715,1.54285714285715
2020-06-26,"United Kingdom","Scotland",6,11.2857142857143,1.71428571428571,-2.42857142857143,-0.857142857142857,0,4.53571428571427,1.36071428571428
2020-06-27,"United Kingdom","Scotland",4,11,1.42857142857143,-0.285714285714286,-0.285714285714286,0,4.39285714285715,1.31785714285715
2020-06-28,"United Kingdom","Scotland",3,10.1428571428571,1.42857142857143,-0.857142857142858,0,0,4.03571428571427,1.21071428571428
2020-06-29,"United Kingdom","Scotland",14,10.5714285714286,1.42857142857143,0.428571428571429,0,0,4.14285714285715,1.24285714285715
2020-06-30,"United Kingdom","Scotland",8,8.85714285714286,1.28571428571429,-1.71428571428571,-0.142857142857143,0,3.25,0.975
2020-07-01,"United Kingdom","Scotland",11,9.28571428571429,0.857142857142857,0.428571428571429,-0.428571428571429,0,3.42857142857142,1.02857142857143
2020-07-02,"United Kingdom","Scotland",13,8.42857142857143,0.714285714285714,-0.857142857142858,-0.142857142857143,0,2.82142857142858,0.846428571428573
2020-07-03,"United Kingdom","Scotland",6,8.42857142857143,0.857142857142857,0,0.142857142857143,0,2.75,0.825
2020-07-04,"United Kingdom","Scotland",5,8.57142857142857,0.857142857142857,0.142857142857142,0,0,2.53571428571427,0.760714285714282
2020-07-05,"United Kingdom","Scotland",2,8.42857142857143,0.857142857142857,-0.142857142857142,0,0,2.64285714285715,0.792857142857145
2020-07-06,"United Kingdom","Scotland",8,7.57142857142857,0.857142857142857,-0.857142857142858,0,0,2.21428571428571,0.664285714285714
2020-07-07,"United Kingdom","Scotland",11,8,0.571428571428571,0.428571428571429,-0.285714285714286,0,2.32142857142857,0.696428571428572
2020-07-08,"United Kingdom","Scotland",10,7.85714285714286,0.571428571428571,-0.142857142857143,0,0,2.10714285714286,0.632142857142857
2020-07-09,"United Kingdom","Scotland",8,7.14285714285714,0.428571428571429,-0.714285714285714,-0.142857142857143,0,2.10714285714286,0.632142857142857
2020-07-10,"United Kingdom","Scotland",12,8,0.285714285714286,0.857142857142857,-0.142857142857143,0,2.14285714285714,0.642857142857143
2020-07-11,"United Kingdom","Scotland",9,8.57142857142857,0.285714285714286,0.571428571428571,0,0,2.10714285714286,0.632142857142857
2020-07-12,"United Kingdom","Scotland",2,8.57142857142857,0.285714285714286,0,0,0,1.89285714285714,0.567857142857143
2020-07-13,"United Kingdom","Scotland",17,9.85714285714286,0.285714285714286,1.28571428571429,0,0,2,0.6
2020-07-14,"United Kingdom","Scotland",10,9.71428571428571,0.142857142857143,-0.142857142857144,-0.142857142857143,0,1.96428571428572,0.589285714285715
2020-07-15,"United Kingdom","Scotland",16,10.5714285714286,0,0.857142857142858,-0.142857142857143,0,1.78571428571428,0.535714285714285
2020-07-16,"United Kingdom","Scotland",21,12.4285714285714,0.142857142857143,1.85714285714286,0.142857142857143,0,2,0.6
2020-07-17,"United Kingdom","Scotland",8,11.8571428571429,0.142857142857143,-0.571428571428571,0,0,2.14285714285714,0.642857142857143
2020-07-18,"United Kingdom","Scotland",13,12.4285714285714,0.142857142857143,0.571428571428571,0,0,2.14285714285714,0.642857142857143
2020-07-19,"United Kingdom","Scotland",17,14.5714285714286,0.142857142857143,2.14285714285714,0,0,2.46428571428571,0.739285714285714
2020-07-20,"United Kingdom","Scotland",13,14,0.142857142857143,-0.571428571428571,0,0,2.42857142857143,0.728571428571428
2020-07-21,"United Kingdom","Scotland",19,15.2857142857143,0.142857142857143,1.28571428571429,0,0,2.64285714285715,0.792857142857145
2020-07-22,"United Kingdom","Scotland",16,15.2857142857143,0.142857142857143,0,0,0,3.10714285714285,0.932142857142855
2020-07-23,"United Kingdom","Scotland",23,15.5714285714286,0,0.285714285714285,-0.142857142857143,0,2.96428571428573,0.889285714285717
2020-07-24,"United Kingdom","Scotland",11,16,0,0.428571428571429,0,0,3.10714285714285,0.932142857142855
2020-07-25,"United Kingdom","Scotland",3,14.5714285714286,0,-1.42857142857143,0,0,3.64285714285715,1.09285714285714
2020-07-26,"United Kingdom","Scotland",7,13.1428571428571,0,-1.42857142857143,0,0,3.5,1.05
2020-07-27,"United Kingdom","Scotland",13,13.1428571428571,0,0,0,0,3.82142857142858,1.14642857142857
2020-07-28,"United Kingdom","Scotland",22,13.5714285714286,0,0.428571428571429,0,0,3.82142857142858,1.14642857142857
2020-07-29,"United Kingdom","Scotland",28,15.2857142857143,0,1.71428571428572,0,0,3.89285714285715,1.16785714285714
2020-07-30,"United Kingdom","Scotland",27,15.8571428571429,0,0.571428571428571,0,0,4,1.2
2020-07-31,"United Kingdom","Scotland",21,17.2857142857143,0,1.42857142857143,0,0,3.64285714285715,1.09285714285714
2020-08-01,"United Kingdom","Scotland",23,20.1428571428571,0,2.85714285714286,0,0,3.28571428571427,0.985714285714282
2020-08-02,"United Kingdom","Scotland",19,21.8571428571429,0,1.71428571428572,0,0,3.28571428571427,0.985714285714282
2020-08-03,"United Kingdom","Scotland",62,28.8571428571429,0,7,0,0,3.39285714285715,1.01785714285715
2020-08-04,"United Kingdom","Scotland",58,34,0,5.14285714285714,0,0,3.82142857142858,1.14642857142857
2020-08-05,"United Kingdom","Scotland",67,39.5714285714286,0,5.57142857142857,0,0,3.96428571428573,1.18928571428572
2020-08-06,"United Kingdom","Scotland",65,45,0,5.42857142857143,0,0,4.32142857142857,1.29642857142857
2020-08-07,"United Kingdom","Scotland",46,48.5714285714286,0,3.57142857142857,0,0,5.03571428571427,1.51071428571428
2020-08-08,"United Kingdom","Scotland",27,49.1428571428571,0,0.571428571428577,0,0,5.46428571428573,1.63928571428572
2020-08-09,"United Kingdom","Scotland",26,50.1428571428571,0,1,0,0,7.21428571428573,2.16428571428572
2020-08-10,"United Kingdom","Scotland",59,49.7142857142857,0,-0.428571428571431,0,0,8.5,2.55
2020-08-11,"United Kingdom","Scotland",63,50.4285714285714,0,0.714285714285715,0,0,9.89285714285715,2.96785714285714
2020-08-12,"United Kingdom","Scotland",49,47.8571428571429,0,-2.57142857142858,0,0,11.25,3.375
2020-08-13,"United Kingdom","Scotland",59,47,0,-0.857142857142854,0,0,12.1428571428571,3.64285714285714
2020-08-14,"United Kingdom","Scotland",50,47.5714285714286,0,0.571428571428569,0,0,12.2857142857143,3.68571428571428
2020-08-15,"United Kingdom","Scotland",20,46.5714285714286,0,-1,0,0,12.5357142857143,3.76071428571428
2020-08-16,"United Kingdom","Scotland",33,47.5714285714286,0,1,0,0,12.4285714285714,3.72857142857143
2020-08-17,"United Kingdom","Scotland",75,49.8571428571429,0,2.28571428571428,0,0,12.6071428571429,3.78214285714285
2020-08-18,"United Kingdom","Scotland",78,52,0,2.14285714285715,0,0,11.9642857142857,3.58928571428572
2020-08-19,"United Kingdom","Scotland",93,58.2857142857143,0.142857142857143,6.28571428571428,0.142857142857143,0,11.75,3.525
2020-08-20,"United Kingdom","Scotland",141,70,0.142857142857143,11.7142857142857,0,0,11.8928571428571,3.56785714285714
2020-08-21,"United Kingdom","Scotland",91,75.8571428571429,0.142857142857143,5.85714285714286,0,0,11.6428571428571,3.49285714285714
2020-08-22,"United Kingdom","Scotland",51,80.2857142857143,0.142857142857143,4.42857142857143,0,0,11.8928571428571,3.56785714285714
2020-08-23,"United Kingdom","Scotland",67,85.1428571428571,0.142857142857143,4.85714285714285,0,0,12.4642857142857,3.73928571428572
2020-08-24,"United Kingdom","Scotland",59,82.8571428571429,0.142857142857143,-2.28571428571428,0,0,13,3.9
2020-08-25,"United Kingdom","Scotland",72,82,0.142857142857143,-0.857142857142861,0,0,14.5714285714286,4.37142857142857
2020-08-26,"United Kingdom","Scotland",98,82.7142857142857,0.285714285714286,0.714285714285708,0.142857142857143,0,17.5,5.25
2020-08-27,"United Kingdom","Scotland",97,76.4285714285714,0.285714285714286,-6.28571428571428,0,0,18.9642857142857,5.68928571428572
