"Date","CountryName","RegionName","cases","PredictedDailyNewCases","PredictedDailyNewDeaths","avgcases7days_delta","avgdeaths7days_delta","PredictedDailyNewHospital","PredictedDailyNewICU"
2020-05-21,"South Sudan","",191,39.7142857142857,0.571428571428571,27.2857142857143,0,4.14285714285715,1.24285714285715
2020-05-22,"South Sudan","",82,46.7142857142857,0.285714285714286,7,-0.285714285714286,4.14285714285715,1.24285714285715
2020-05-23,"South Sudan","",92,59.8571428571429,0.571428571428571,13.1428571428571,0.285714285714286,6.07142857142857,1.82142857142857
2020-05-24,"South Sudan","",0,52.1428571428571,0.571428571428571,-7.71428571428571,0,4.78571428571427,1.43571428571428
2020-05-25,"South Sudan","",151,73.7142857142857,0.571428571428571,21.5714285714286,0,3.42857142857142,1.02857142857143
2020-05-26,"South Sudan","",0,73.7142857142857,0.571428571428571,0,0,3.10714285714285,0.932142857142855
2020-05-27,"South Sudan","",188,100.571428571429,0.857142857142857,26.8571428571429,0.285714285714286,9.92857142857143,2.97857142857143
2020-05-28,"South Sudan","",0,73.2857142857143,0.857142857142857,-27.2857142857143,0,11.6785714285714,3.50357142857143
2020-05-29,"South Sudan","",0,61.5714285714286,0.571428571428571,-11.7142857142857,-0.285714285714286,14.9642857142857,4.48928571428572
2020-05-30,"South Sudan","",0,48.4285714285714,0.285714285714286,-13.1428571428571,-0.285714285714286,13.0357142857143,3.91071428571428
2020-05-31,"South Sudan","",0,48.4285714285714,0.285714285714286,0,0,18.4285714285714,5.52857142857143
2020-06-01,"South Sudan","",0,26.8571428571429,0.285714285714286,-21.5714285714286,0,18.4285714285714,5.52857142857143
2020-06-02,"South Sudan","",0,26.8571428571429,0.285714285714286,0,0,25.1428571428572,7.54285714285717
2020-06-03,"South Sudan","",0,0,0,-26.8571428571429,-0.285714285714286,18.3214285714286,5.49642857142857
2020-06-04,"South Sudan","",0,0,0,0,0,15.3928571428571,4.61785714285714
2020-06-05,"South Sudan","",0,0,0,0,0,12.1071428571429,3.63214285714285
2020-06-06,"South Sudan","",0,0,0,0,0,12.1071428571429,3.63214285714285
2020-06-07,"South Sudan","",323,46.1428571428571,0.571428571428571,46.1428571428571,0.571428571428571,6.71428571428573,2.01428571428572
2020-06-08,"South Sudan","",287,87.1428571428571,1.28571428571429,41,0.714285714285714,6.71428571428573,2.01428571428572
2020-06-09,"South Sudan","",0,87.1428571428571,1.28571428571429,0,0,0,0
2020-06-10,"South Sudan","",0,87.1428571428571,1.28571428571429,0,0,0,0
2020-06-11,"South Sudan","",66,96.5714285714286,2,9.42857142857143,0.714285714285714,0,0
2020-06-12,"South Sudan","",0,96.5714285714286,2,0,0,0,0
2020-06-13,"South Sudan","",23,99.8571428571429,2.42857142857143,3.28571428571429,0.428571428571428,11.5357142857143,3.46071428571428
2020-06-14,"South Sudan","",0,53.7142857142857,1.85714285714286,-46.1428571428571,-0.571428571428571,21.7857142857143,6.53571428571428
2020-06-15,"South Sudan","",0,12.7142857142857,1.14285714285714,-41,-0.714285714285714,21.7857142857143,6.53571428571428
2020-06-16,"South Sudan","",83,24.5714285714286,1.57142857142857,11.8571428571429,0.428571428571429,21.7857142857143,6.53571428571428
2020-06-17,"South Sudan","",37,29.8571428571429,1.71428571428571,5.28571428571428,0.142857142857143,24.1428571428571,7.24285714285714
2020-06-18,"South Sudan","",17,22.8571428571429,1.14285714285714,-7,-0.571428571428571,24.1428571428571,7.24285714285714
2020-06-19,"South Sudan","",34,27.7142857142857,1.42857142857143,4.85714285714286,0.285714285714286,24.9642857142857,7.48928571428572
2020-06-20,"South Sudan","",18,27,1,-0.714285714285715,-0.428571428571429,13.4285714285714,4.02857142857143
2020-06-21,"South Sudan","",10,28.4285714285714,1,1.42857142857143,0,3.17857142857142,0.953571428571427
2020-06-22,"South Sudan","",24,31.8571428571429,1.14285714285714,3.42857142857143,0.142857142857143,6.14285714285715,1.84285714285714
2020-06-23,"South Sudan","",14,22,0.857142857142857,-9.85714285714286,-0.285714285714286,7.46428571428573,2.23928571428572
2020-06-24,"South Sudan","",12,18.4285714285714,0.714285714285714,-3.57142857142857,-0.142857142857143,5.71428571428573,1.71428571428572
2020-06-25,"South Sudan","",0,16,0.571428571428571,-2.42857142857143,-0.142857142857143,6.92857142857143,2.07857142857143
2020-06-26,"South Sudan","",0,11.1428571428571,0.285714285714286,-4.85714285714286,-0.285714285714286,6.75,2.025
2020-06-27,"South Sudan","",0,8.57142857142857,0.285714285714286,-2.57142857142857,0,7.10714285714285,2.13214285714285
2020-06-28,"South Sudan","",47,13.8571428571429,0.285714285714286,5.28571428571429,0,7.96428571428573,2.38928571428572
2020-06-29,"South Sudan","",0,10.4285714285714,0.142857142857143,-3.42857142857143,-0.142857142857143,5.5,1.65
2020-06-30,"South Sudan","",18,11,0.285714285714286,0.571428571428571,0.142857142857143,4.60714285714285,1.38214285714285
2020-07-01,"South Sudan","",14,11.2857142857143,0.285714285714286,0.285714285714286,0,4,1.2
2020-07-02,"South Sudan","",0,11.2857142857143,0.285714285714286,0,0,2.78571428571427,0.835714285714282
2020-07-03,"South Sudan","",0,11.2857142857143,0.285714285714286,0,0,2.14285714285714,0.642857142857143
2020-07-04,"South Sudan","",0,11.2857142857143,0.285714285714286,0,0,3.46428571428573,1.03928571428572
2020-07-05,"South Sudan","",0,4.57142857142857,0.285714285714286,-6.71428571428572,0,2.60714285714285,0.782142857142855
2020-07-06,"South Sudan","",0,4.57142857142857,0.285714285714286,0,0,2.75,0.825
2020-07-07,"South Sudan","",0,2,0,-2.57142857142857,-0.285714285714286,2.82142857142858,0.846428571428573
2020-07-08,"South Sudan","",0,0,0,-2,0,2.82142857142858,0.846428571428573
2020-07-09,"South Sudan","",0,0,0,0,0,2.82142857142858,0.846428571428573
2020-07-10,"South Sudan","",0,0,0,0,0,2.82142857142858,0.846428571428573
2020-07-11,"South Sudan","",0,0,0,0,0,1.14285714285714,0.342857142857143
2020-07-12,"South Sudan","",0,0,0,0,0,1.14285714285714,0.342857142857143
2020-07-13,"South Sudan","",127,18.1428571428571,0.428571428571429,18.1428571428571,0.428571428571429,0.5,0.15
2020-07-14,"South Sudan","",0,18.1428571428571,0.428571428571429,0,0,0,0
2020-07-15,"South Sudan","",5,18.8571428571429,0.428571428571429,0.714285714285715,0,0,0
2020-07-16,"South Sudan","",18,21.4285714285714,0.428571428571429,2.57142857142857,0,0,0
2020-07-17,"South Sudan","",20,24.2857142857143,0.714285714285714,2.85714285714286,0.285714285714286,0,0
2020-07-18,"South Sudan","",0,24.2857142857143,0.714285714285714,0,0,0,0
2020-07-19,"South Sudan","",9,25.5714285714286,0.714285714285714,1.28571428571429,0,4.53571428571427,1.36071428571428
2020-07-20,"South Sudan","",11,9,0.571428571428571,-16.5714285714286,-0.142857142857143,4.53571428571427,1.36071428571428
2020-07-21,"South Sudan","",0,9,0.571428571428571,0,0,4.71428571428573,1.41428571428572
2020-07-22,"South Sudan","",0,8.28571428571429,0.571428571428571,-0.714285714285714,0,5.35714285714285,1.60714285714285
2020-07-23,"South Sudan","",28,9.71428571428571,0.571428571428571,1.42857142857143,0,6.07142857142857,1.82142857142857
2020-07-24,"South Sudan","",19,9.57142857142857,0.285714285714286,-0.142857142857142,-0.285714285714286,6.07142857142857,1.82142857142857
2020-07-25,"South Sudan","",0,9.57142857142857,0.285714285714286,0,0,6.39285714285715,1.91785714285714
2020-07-26,"South Sudan","",4,8.85714285714286,0.285714285714286,-0.714285714285714,0,2.25,0.675
2020-07-27,"South Sudan","",43,13.4285714285714,0.142857142857143,4.57142857142857,-0.142857142857143,2.25,0.675
2020-07-28,"South Sudan","",0,13.4285714285714,0.142857142857143,0,0,2.07142857142857,0.621428571428572
2020-07-29,"South Sudan","",17,15.8571428571429,0.142857142857143,2.42857142857143,0,2.42857142857143,0.728571428571428
2020-07-30,"South Sudan","",0,11.8571428571429,0.142857142857143,-4,0,2.39285714285714,0.717857142857143
2020-07-31,"South Sudan","",0,9.14285714285714,0.142857142857143,-2.71428571428572,0,2.39285714285714,0.717857142857143
2020-08-01,"South Sudan","",30,13.4285714285714,0.142857142857143,4.28571428571429,0,2.21428571428571,0.664285714285714
2020-08-02,"South Sudan","",77,23.8571428571429,0.142857142857143,10.4285714285714,0,3.35714285714285,1.00714285714285
2020-08-03,"South Sudan","",0,17.7142857142857,0,-6.14285714285714,-0.142857142857143,3.35714285714285,1.00714285714285
2020-08-04,"South Sudan","",8,18.8571428571429,0.142857142857143,1.14285714285714,0.142857142857143,3.96428571428573,1.18928571428572
2020-08-05,"South Sudan","",0,16.4285714285714,0.142857142857143,-2.42857142857143,0,2.96428571428573,0.889285714285717
2020-08-06,"South Sudan","",13,18.2857142857143,0.142857142857143,1.85714285714286,0,2.28571428571429,0.685714285714285
2020-08-07,"South Sudan","",0,18.2857142857143,0.142857142857143,0,0,3.35714285714285,1.00714285714285
2020-08-08,"South Sudan","",13,15.8571428571429,0.142857142857143,-2.42857142857143,0,5.96428571428573,1.78928571428572
2020-08-09,"South Sudan","",7,5.85714285714286,0.142857142857143,-10,0,4.42857142857143,1.32857142857143
2020-08-10,"South Sudan","",0,5.85714285714286,0.142857142857143,0,0,4.71428571428573,1.41428571428572
2020-08-11,"South Sudan","",2,5,0,-0.857142857142857,-0.142857142857143,4.10714285714285,1.23214285714285
2020-08-12,"South Sudan","",5,5.71428571428571,0,0.714285714285714,0,4.57142857142857,1.37142857142857
2020-08-13,"South Sudan","",1,4,0,-1.71428571428571,0,4.57142857142857,1.37142857142857
2020-08-14,"South Sudan","",4,4.57142857142857,0,0.571428571428571,0,3.96428571428573,1.18928571428572
2020-08-15,"South Sudan","",6,3.57142857142857,0,-1,0,1.46428571428572,0.439285714285715
2020-08-16,"South Sudan","",1,2.71428571428571,0,-0.857142857142857,0,1.46428571428572,0.439285714285715
2020-08-17,"South Sudan","",1,2.85714285714286,0,0.142857142857143,0,1.25,0.375
2020-08-18,"South Sudan","",0,2.57142857142857,0,-0.285714285714286,0,1.42857142857143,0.428571428571428
2020-08-19,"South Sudan","",4,2.42857142857143,0,-0.142857142857143,0,1,0.3
2020-08-20,"South Sudan","",0,2.28571428571429,0,-0.142857142857143,0,1.14285714285714,0.342857142857143
2020-08-21,"South Sudan","",3,2.14285714285714,0,-0.142857142857143,0,0.892857142857142,0.267857142857143
2020-08-22,"South Sudan","",0,1.28571428571429,0,-0.857142857142857,0,0.678571428571427,0.203571428571428
2020-08-23,"South Sudan","",2,1.42857142857143,0,0.142857142857143,0,0.714285714285715,0.214285714285714
2020-08-24,"South Sudan","",5,2,0,0.571428571428571,0,0.642857142857142,0.192857142857143
2020-08-25,"South Sudan","",3,2.42857142857143,0,0.428571428571428,0,0.607142857142858,0.182142857142857
2020-08-26,"South Sudan","",3,2.28571428571429,0,-0.142857142857143,0,0.571428571428573,0.171428571428572
2020-08-27,"South Sudan","",4,2.85714285714286,0,0.571428571428572,0,0.535714285714285,0.160714285714286
2020-08-28,"South Sudan","",4,3,0,0.142857142857143,0,0.321428571428573,0.0964285714285718
2020-08-29,"South Sudan","",1,3.14285714285714,0,0.142857142857143,0,0.357142857142857,0.107142857142857
2020-08-30,"South Sudan","",0,2.85714285714286,0,-0.285714285714286,0,0.5,0.15
2020-08-31,"South Sudan","",8,3.28571428571429,0,0.428571428571428,0,0.607142857142858,0.182142857142857
2020-09-01,"South Sudan","",0,2.85714285714286,0,-0.428571428571428,0,0.571428571428573,0.171428571428572
2020-09-02,"South Sudan","",5,3.14285714285714,0,0.285714285714286,0,0.714285714285715,0.214285714285714
2020-09-03,"South Sudan","",1,2.71428571428571,0,-0.428571428571428,0,0.75,0.225
2020-09-04,"South Sudan","",3,2.57142857142857,0,-0.142857142857143,0,0.785714285714285,0.235714285714285
2020-09-05,"South Sudan","",8,3.57142857142857,0.142857142857143,1,0.142857142857143,0.714285714285715,0.214285714285714
2020-09-06,"South Sudan","",0,3.57142857142857,0.142857142857143,0,0,0.821428571428573,0.246428571428572
2020-09-07,"South Sudan","",1,2.57142857142857,0.142857142857143,-1,0,0.714285714285715,0.214285714285714
2020-09-08,"South Sudan","",7,3.57142857142857,0.285714285714286,1,0.142857142857143,0.785714285714285,0.235714285714285
2020-09-09,"South Sudan","",3,3.28571428571429,0.285714285714286,-0.285714285714286,0,0.678571428571427,0.203571428571428
2020-09-10,"South Sudan","",0,3.14285714285714,0.285714285714286,-0.142857142857143,0,0.642857142857142,0.192857142857143
2020-09-11,"South Sudan","",13,4.57142857142857,0.285714285714286,1.42857142857143,0,0.892857142857142,0.267857142857143
2020-09-12,"South Sudan","",10,4.85714285714286,0.142857142857143,0.285714285714286,-0.142857142857143,0.892857142857142,0.267857142857143
2020-09-13,"South Sudan","",0,4.85714285714286,0.142857142857143,0,0,0.642857142857142,0.192857142857143
2020-09-14,"South Sudan","",9,6,0.142857142857143,1.14285714285714,0,0.892857142857142,0.267857142857143
2020-09-15,"South Sudan","",5,5.71428571428571,0,-0.285714285714286,-0.142857142857143,0.821428571428573,0.246428571428572
2020-09-16,"South Sudan","",2,5.57142857142857,0,-0.142857142857143,0,0.785714285714285,0.235714285714285
2020-09-17,"South Sudan","",5,6.28571428571429,0,0.714285714285714,0,1.14285714285714,0.342857142857143
2020-09-18,"South Sudan","",10,5.85714285714286,0,-0.428571428571429,0,1.21428571428572,0.364285714285714
2020-09-19,"South Sudan","",33,9.14285714285714,0,3.28571428571429,0,1.21428571428572,0.364285714285714
2020-09-20,"South Sudan","",0,9.14285714285714,0,0,0,1.5,0.45
2020-09-21,"South Sudan","",7,8.85714285714286,0,-0.285714285714285,0,1.42857142857143,0.428571428571428
2020-09-22,"South Sudan","",11,9.71428571428571,0,0.857142857142856,0,1.39285714285714,0.417857142857143
2020-09-23,"South Sudan","",4,10,0,0.285714285714286,0,1.57142857142857,0.471428571428572
2020-09-24,"South Sudan","",5,10,0,0,0,1.46428571428572,0.439285714285715
2020-09-25,"South Sudan","",7,9.57142857142857,0,-0.428571428571429,0,2.28571428571429,0.685714285714285
2020-09-26,"South Sudan","",0,4.85714285714286,0,-4.71428571428571,0,2.28571428571429,0.685714285714285
2020-09-27,"South Sudan","",10,6.28571428571429,0,1.42857142857143,0,2.21428571428571,0.664285714285714
2020-09-28,"South Sudan","",6,6.14285714285714,0,-0.142857142857142,0,2.42857142857143,0.728571428571428
2020-09-29,"South Sudan","",8,5.71428571428571,0,-0.428571428571429,0,2.5,0.75
2020-09-30,"South Sudan","",4,5.71428571428571,0,0,0,2.5,0.75
2020-10-01,"South Sudan","",0,5,0,-0.714285714285714,0,2.39285714285714,0.717857142857143
2020-10-02,"South Sudan","",11,5.57142857142857,0.142857142857143,0.571428571428571,0.142857142857143,1.21428571428572,0.364285714285714
2020-10-03,"South Sudan","",0,5.57142857142857,0.142857142857143,0,0,1.57142857142857,0.471428571428572
2020-10-04,"South Sudan","",11,5.71428571428571,0.142857142857143,0.142857142857143,0,1.53571428571428,0.460714285714285
2020-10-05,"South Sudan","",0,4.85714285714286,0.142857142857143,-0.857142857142858,0,1.42857142857143,0.428571428571428
2020-10-06,"South Sudan","",8,4.85714285714286,0.142857142857143,0,0,1.42857142857143,0.428571428571428
2020-10-07,"South Sudan","",14,6.28571428571429,0.142857142857143,1.42857142857143,0,1.25,0.375
2020-10-08,"South Sudan","",1,6.42857142857143,0.571428571428571,0.142857142857143,0.428571428571429,1.39285714285714,0.417857142857143
2020-10-09,"South Sudan","",12,6.57142857142857,0.571428571428571,0.142857142857142,0,1.39285714285714,0.417857142857143
2020-10-10,"South Sudan","",0,6.57142857142857,0.571428571428571,0,0,1.42857142857143,0.428571428571428
2020-10-11,"South Sudan","",16,7.28571428571429,0.714285714285714,0.714285714285714,0.142857142857143,1.21428571428572,0.364285714285714
2020-10-12,"South Sudan","",10,8.71428571428571,0.714285714285714,1.42857142857143,0,1.21428571428572,0.364285714285714
2020-10-13,"South Sudan","",11,9.14285714285714,0.714285714285714,0.428571428571429,0,1.57142857142857,0.471428571428572
2020-10-14,"South Sudan","",0,7.14285714285714,0.714285714285714,-2,0,1.60714285714286,0.482142857142857
2020-10-15,"South Sudan","",9,8.28571428571429,0.285714285714286,1.14285714285714,-0.428571428571429,1.64285714285714,0.492857142857143
2020-10-16,"South Sudan","",10,8,0.142857142857143,-0.285714285714286,-0.142857142857143,1.64285714285714,0.492857142857143
2020-10-17,"South Sudan","",0,8,0.142857142857143,0,0,1.82142857142857,0.546428571428572
2020-10-18,"South Sudan","",25,9.28571428571429,0,1.28571428571429,-0.142857142857143,2.17857142857143,0.653571428571428
2020-10-19,"South Sudan","",5,8.57142857142857,0,-0.714285714285715,0,2.28571428571429,0.685714285714285
2020-10-20,"South Sudan","",0,7,0,-1.57142857142857,0,1.78571428571428,0.535714285714285
2020-10-21,"South Sudan","",23,10.2857142857143,0,3.28571428571429,0,2.07142857142857,0.621428571428572
2020-10-22,"South Sudan","",2,9.28571428571429,0,-1,0,2,0.6
2020-10-23,"South Sudan","",4,8.42857142857143,0.142857142857143,-0.857142857142858,0.142857142857143,2,0.6
2020-10-24,"South Sudan","",2,8.71428571428571,0.142857142857143,0.285714285714285,0,2.32142857142857,0.696428571428572
2020-10-25,"South Sudan","",5,5.85714285714286,0.142857142857143,-2.85714285714286,0,2.14285714285714,0.642857142857143
2020-10-26,"South Sudan","",0,5.14285714285714,0.142857142857143,-0.714285714285714,0,1.75,0.525
2020-10-27,"South Sudan","",7,6.14285714285714,0.142857142857143,1,0,2.57142857142858,0.771428571428573
2020-10-28,"South Sudan","",0,2.85714285714286,0.142857142857143,-3.28571428571429,0,2.32142857142857,0.696428571428572
