"Date","CountryName","RegionName","cases","PredictedDailyNewCases","PredictedDailyNewDeaths","avgcases7days_delta","avgdeaths7days_delta","PredictedDailyNewHospital","PredictedDailyNewICU"
2020-02-05,"Belize","",0,0,0,0,0,0,0
2020-02-06,"Belize","",0,0,0,0,0,0,0
2020-02-07,"Belize","",0,0,0,0,0,0,0
2020-02-08,"Belize","",0,0,0,0,0,0,0
2020-02-09,"Belize","",0,0,0,0,0,0,0
2020-02-10,"Belize","",0,0,0,0,0,0,0
2020-02-11,"Belize","",0,0,0,0,0,0,0
2020-02-12,"Belize","",0,0,0,0,0,0,0
2020-02-13,"Belize","",0,0,0,0,0,0,0
2020-02-14,"Belize","",0,0,0,0,0,0,0
2020-02-15,"Belize","",0,0,0,0,0,0,0
2020-02-16,"Belize","",0,0,0,0,0,0,0
2020-02-17,"Belize","",0,0,0,0,0,0,0
2020-02-18,"Belize","",0,0,0,0,0,0,0
2020-02-19,"Belize","",0,0,0,0,0,0,0
2020-02-20,"Belize","",0,0,0,0,0,0,0
2020-02-21,"Belize","",0,0,0,0,0,0,0
2020-02-22,"Belize","",0,0,0,0,0,0,0
2020-02-23,"Belize","",0,0,0,0,0,0,0
2020-02-24,"Belize","",0,0,0,0,0,0,0
2020-02-25,"Belize","",0,0,0,0,0,0,0
2020-02-26,"Belize","",0,0,0,0,0,0,0
2020-02-27,"Belize","",0,0,0,0,0,0,0
2020-02-28,"Belize","",0,0,0,0,0,0,0
2020-02-29,"Belize","",0,0,0,0,0,0,0
2020-03-01,"Belize","",0,0,0,0,0,0,0
2020-03-02,"Belize","",0,0,0,0,0,0,0
2020-03-03,"Belize","",0,0,0,0,0,0,0
2020-03-04,"Belize","",0,0,0,0,0,0,0
2020-03-05,"Belize","",0,0,0,0,0,0,0
2020-03-06,"Belize","",0,0,0,0,0,0,0
2020-03-07,"Belize","",0,0,0,0,0,0,0
2020-03-08,"Belize","",0,0,0,0,0,0,0
2020-03-09,"Belize","",0,0,0,0,0,0,0
2020-03-10,"Belize","",0,0,0,0,0,0,0
2020-03-11,"Belize","",0,0,0,0,0,0,0
2020-03-12,"Belize","",0,0,0,0,0,0,0
2020-03-13,"Belize","",0,0,0,0,0,0,0
2020-03-14,"Belize","",0,0,0,0,0,0,0
2020-03-15,"Belize","",0,0,0,0,0,0,0
2020-03-16,"Belize","",0,0,0,0,0,0,0
2020-03-17,"Belize","",0,0,0,0,0,0,0
2020-03-18,"Belize","",0,0,0,0,0,0,0
2020-03-19,"Belize","",0,0,0,0,0,0,0
2020-03-20,"Belize","",0,0,0,0,0,0,0
2020-03-21,"Belize","",0,0,0,0,0,0,0
2020-03-22,"Belize","",0,0,0,0,0,0,0
2020-03-23,"Belize","",1,0.142857142857143,0,0.142857142857143,0,0,0
2020-03-24,"Belize","",0,0.142857142857143,0,0,0,0,0
2020-03-25,"Belize","",1,0.285714285714286,0,0.142857142857143,0,0,0
2020-03-26,"Belize","",0,0.285714285714286,0,0,0,0,0
2020-03-27,"Belize","",0,0.285714285714286,0,0,0,0,0
2020-03-28,"Belize","",0,0.285714285714286,0,0,0,0,0
2020-03-29,"Belize","",0,0.285714285714286,0,0,0,0.0357142857142857,0.0107142857142857
2020-03-30,"Belize","",1,0.285714285714286,0,0,0,0.0357142857142857,0.0107142857142857
2020-03-31,"Belize","",0,0.285714285714286,0,0,0,0.0714285714285715,0.0214285714285714
2020-04-01,"Belize","",0,0.142857142857143,0,-0.142857142857143,0,0.0714285714285715,0.0214285714285714
2020-04-02,"Belize","",0,0.142857142857143,0,0,0,0.0714285714285715,0.0214285714285714
2020-04-03,"Belize","",1,0.285714285714286,0,0.142857142857143,0,0.0714285714285715,0.0214285714285714
2020-04-04,"Belize","",0,0.285714285714286,0,0,0,0.0714285714285715,0.0214285714285714
2020-04-05,"Belize","",1,0.428571428571429,0,0.142857142857143,0,0.0714285714285715,0.0214285714285714
2020-04-06,"Belize","",2,0.571428571428571,0.142857142857143,0.142857142857143,0.142857142857143,0.0714285714285715,0.0214285714285714
2020-04-07,"Belize","",0,0.571428571428571,0.142857142857143,0,0,0.0357142857142857,0.0107142857142857
2020-04-08,"Belize","",1,0.714285714285714,0.142857142857143,0.142857142857143,0,0.0357142857142857,0.0107142857142857
2020-04-09,"Belize","",1,0.857142857142857,0.142857142857143,0.142857142857143,0,0.0714285714285715,0.0214285714285714
2020-04-10,"Belize","",1,0.857142857142857,0.285714285714286,0,0.142857142857143,0.0714285714285715,0.0214285714285714
2020-04-11,"Belize","",3,1.28571428571429,0.285714285714286,0.428571428571429,0,0.107142857142857,0.0321428571428572
2020-04-12,"Belize","",1,1.28571428571429,0.285714285714286,0,0,0.142857142857143,0.0428571428571428
2020-04-13,"Belize","",4,1.57142857142857,0.142857142857143,0.285714285714286,-0.142857142857143,0.142857142857143,0.0428571428571428
2020-04-14,"Belize","",0,1.57142857142857,0.142857142857143,0,0,0.178571428571428,0.0535714285714285
2020-04-15,"Belize","",0,1.42857142857143,0.142857142857143,-0.142857142857143,0,0.214285714285714,0.0642857142857143
2020-04-16,"Belize","",0,1.28571428571429,0.142857142857143,-0.142857142857143,0,0.214285714285714,0.0642857142857143
2020-04-17,"Belize","",0,1.14285714285714,0,-0.142857142857143,-0.142857142857143,0.321428571428573,0.0964285714285718
2020-04-18,"Belize","",0,0.714285714285714,0,-0.428571428571428,0,0.321428571428573,0.0964285714285718
2020-04-19,"Belize","",0,0.571428571428571,0,-0.142857142857143,0,0.392857142857143,0.117857142857143
2020-04-20,"Belize","",0,0,0,-0.571428571428571,0,0.392857142857143,0.117857142857143
2020-04-21,"Belize","",0,0,0,0,0,0.357142857142857,0.107142857142857
2020-04-22,"Belize","",0,0,0,0,0,0.321428571428573,0.0964285714285718
2020-04-23,"Belize","",0,0,0,0,0,0.285714285714285,0.0857142857142855
2020-04-24,"Belize","",0,0,0,0,0,0.178571428571428,0.0535714285714285
2020-04-25,"Belize","",0,0,0,0,0,0.142857142857143,0.0428571428571428
2020-04-26,"Belize","",0,0,0,0,0,0,0
2020-04-27,"Belize","",0,0,0,0,0,0,0
2020-04-28,"Belize","",0,0,0,0,0,0,0
2020-04-29,"Belize","",0,0,0,0,0,0,0
2020-04-30,"Belize","",0,0,0,0,0,0,0
2020-05-01,"Belize","",0,0,0,0,0,0,0
2020-05-02,"Belize","",0,0,0,0,0,0,0
2020-05-03,"Belize","",0,0,0,0,0,0,0
2020-05-04,"Belize","",0,0,0,0,0,0,0
2020-05-05,"Belize","",0,0,0,0,0,0,0
2020-05-06,"Belize","",0,0,0,0,0,0,0
2020-05-07,"Belize","",0,0,0,0,0,0,0
2020-05-08,"Belize","",0,0,0,0,0,0,0
2020-05-09,"Belize","",0,0,0,0,0,0,0
2020-05-10,"Belize","",0,0,0,0,0,0,0
2020-05-11,"Belize","",0,0,0,0,0,0,0
2020-05-12,"Belize","",0,0,0,0,0,0,0
2020-05-13,"Belize","",0,0,0,0,0,0,0
2020-05-14,"Belize","",0,0,0,0,0,0,0
2020-05-15,"Belize","",0,0,0,0,0,0,0
2020-05-16,"Belize","",0,0,0,0,0,0,0
2020-05-17,"Belize","",0,0,0,0,0,0,0
2020-05-18,"Belize","",0,0,0,0,0,0,0
2020-05-19,"Belize","",0,0,0,0,0,0,0
2020-05-20,"Belize","",0,0,0,0,0,0,0
2020-05-21,"Belize","",0,0,0,0,0,0,0
2020-05-22,"Belize","",0,0,0,0,0,0,0
2020-05-23,"Belize","",0,0,0,0,0,0,0
2020-05-24,"Belize","",0,0,0,0,0,0,0
2020-05-25,"Belize","",0,0,0,0,0,0,0
2020-05-26,"Belize","",0,0,0,0,0,0,0
2020-05-27,"Belize","",0,0,0,0,0,0,0
2020-05-28,"Belize","",0,0,0,0,0,0,0
2020-05-29,"Belize","",0,0,0,0,0,0,0
2020-05-30,"Belize","",0,0,0,0,0,0,0
2020-05-31,"Belize","",0,0,0,0,0,0,0
2020-06-01,"Belize","",0,0,0,0,0,0,0
2020-06-02,"Belize","",0,0,0,0,0,0,0
2020-06-03,"Belize","",0,0,0,0,0,0,0
2020-06-04,"Belize","",0,0,0,0,0,0,0
2020-06-05,"Belize","",1,0.142857142857143,0,0.142857142857143,0,0,0
2020-06-06,"Belize","",0,0.142857142857143,0,0,0,0,0
2020-06-07,"Belize","",0,0.142857142857143,0,0,0,0,0
2020-06-08,"Belize","",0,0.142857142857143,0,0,0,0,0
2020-06-09,"Belize","",1,0.285714285714286,0,0.142857142857143,0,0,0
2020-06-10,"Belize","",0,0.285714285714286,0,0,0,0,0
2020-06-11,"Belize","",0,0.285714285714286,0,0,0,0.0357142857142857,0.0107142857142857
2020-06-12,"Belize","",0,0.142857142857143,0,-0.142857142857143,0,0.0357142857142857,0.0107142857142857
2020-06-13,"Belize","",0,0.142857142857143,0,0,0,0.0357142857142857,0.0107142857142857
2020-06-14,"Belize","",0,0.142857142857143,0,0,0,0.0357142857142857,0.0107142857142857
2020-06-15,"Belize","",1,0.285714285714286,0,0.142857142857143,0,0.0714285714285715,0.0214285714285714
2020-06-16,"Belize","",1,0.285714285714286,0,0,0,0.0714285714285715,0.0214285714285714
2020-06-17,"Belize","",0,0.285714285714286,0,0,0,0.0714285714285715,0.0214285714285714
2020-06-18,"Belize","",0,0.285714285714286,0,0,0,0.0357142857142857,0.0107142857142857
2020-06-19,"Belize","",0,0.285714285714286,0,0,0,0.0357142857142857,0.0107142857142857
2020-06-20,"Belize","",0,0.285714285714286,0,0,0,0.0357142857142857,0.0107142857142857
2020-06-21,"Belize","",0,0.285714285714286,0,0,0,0.0714285714285715,0.0214285714285714
2020-06-22,"Belize","",1,0.285714285714286,0,0,0,0.0714285714285715,0.0214285714285714
2020-06-23,"Belize","",0,0.142857142857143,0,-0.142857142857143,0,0.0714285714285715,0.0214285714285714
2020-06-24,"Belize","",0,0.142857142857143,0,0,0,0.0714285714285715,0.0214285714285714
2020-06-25,"Belize","",0,0.142857142857143,0,0,0,0.0714285714285715,0.0214285714285714
2020-06-26,"Belize","",1,0.285714285714286,0,0.142857142857143,0,0.0714285714285715,0.0214285714285714
2020-06-27,"Belize","",0,0.285714285714286,0,0,0,0.0714285714285715,0.0214285714285714
2020-06-28,"Belize","",0,0.285714285714286,0,0,0,0.0714285714285715,0.0214285714285714
2020-06-29,"Belize","",0,0.142857142857143,0,-0.142857142857143,0,0.0357142857142857,0.0107142857142857
2020-06-30,"Belize","",0,0.142857142857143,0,0,0,0.0357142857142857,0.0107142857142857
2020-07-01,"Belize","",4,0.714285714285714,0,0.571428571428571,0,0.0357142857142857,0.0107142857142857
2020-07-02,"Belize","",0,0.714285714285714,0,0,0,0.0714285714285715,0.0214285714285714
2020-07-03,"Belize","",2,0.857142857142857,0,0.142857142857143,0,0.0714285714285715,0.0214285714285714
2020-07-04,"Belize","",0,0.857142857142857,0,0,0,0.0714285714285715,0.0214285714285714
2020-07-05,"Belize","",0,0.857142857142857,0,0,0,0.0357142857142857,0.0107142857142857
2020-07-06,"Belize","",0,0.857142857142857,0,0,0,0.0357142857142857,0.0107142857142857
2020-07-07,"Belize","",0,0.857142857142857,0,0,0,0.178571428571428,0.0535714285714285
2020-07-08,"Belize","",0,0.285714285714286,0,-0.571428571428571,0,0.178571428571428,0.0535714285714285
2020-07-09,"Belize","",0,0.285714285714286,0,0,0,0.214285714285714,0.0642857142857143
2020-07-10,"Belize","",7,1,0,0.714285714285714,0,0.214285714285714,0.0642857142857143
2020-07-11,"Belize","",0,1,0,0,0,0.214285714285714,0.0642857142857143
2020-07-12,"Belize","",0,1,0,0,0,0.214285714285714,0.0642857142857143
2020-07-13,"Belize","",0,1,0,0,0,0.214285714285714,0.0642857142857143
2020-07-14,"Belize","",2,1.28571428571429,0,0.285714285714286,0,0.0714285714285715,0.0214285714285714
2020-07-15,"Belize","",0,1.28571428571429,0,0,0,0.0714285714285715,0.0214285714285714
2020-07-16,"Belize","",1,1.42857142857143,0,0.142857142857143,0,0.25,0.075
2020-07-17,"Belize","",0,0.428571428571429,0,-1,0,0.25,0.075
2020-07-18,"Belize","",0,0.428571428571429,0,0,0,0.25,0.075
2020-07-19,"Belize","",0,0.428571428571429,0,0,0,0.25,0.075
2020-07-20,"Belize","",0,0.428571428571429,0,0,0,0.321428571428573,0.0964285714285718
2020-07-21,"Belize","",2,0.428571428571429,0,0,0,0.321428571428573,0.0964285714285718
2020-07-22,"Belize","",1,0.571428571428571,0,0.142857142857143,0,0.357142857142857,0.107142857142857
2020-07-23,"Belize","",4,1,0,0.428571428571429,0,0.107142857142857,0.0321428571428572
2020-07-24,"Belize","",1,1.14285714285714,0,0.142857142857143,0,0.107142857142857,0.0321428571428572
2020-07-25,"Belize","",0,1.14285714285714,0,0,0,0.107142857142857,0.0321428571428572
2020-07-26,"Belize","",0,1.14285714285714,0,0,0,0.107142857142857,0.0321428571428572
2020-07-27,"Belize","",0,1.14285714285714,0,0,0,0.107142857142857,0.0321428571428572
2020-07-28,"Belize","",0,0.857142857142857,0,-0.285714285714286,0,0.142857142857143,0.0428571428571428
2020-07-29,"Belize","",0,0.714285714285714,0,-0.142857142857143,0,0.25,0.075
2020-07-30,"Belize","",0,0.142857142857143,0,-0.571428571428571,0,0.285714285714285,0.0857142857142855
2020-07-31,"Belize","",0,0,0,-0.142857142857143,0,0.285714285714285,0.0857142857142855
2020-08-01,"Belize","",8,1.14285714285714,0,1.14285714285714,0,0.285714285714285,0.0857142857142855
2020-08-02,"Belize","",1,1.28571428571429,0,0.142857142857143,0,0.285714285714285,0.0857142857142855
2020-08-03,"Belize","",0,1.28571428571429,0,0,0,0.214285714285714,0.0642857142857143
2020-08-04,"Belize","",0,1.28571428571429,0,0,0,0.178571428571428,0.0535714285714285
2020-08-05,"Belize","",29,5.42857142857143,0,4.14285714285714,0,0.0357142857142857,0.0107142857142857
2020-08-06,"Belize","",28,9.42857142857143,0,4,0,0,0
2020-08-07,"Belize","",0,9.42857142857143,0,0,0,0.285714285714285,0.0857142857142855
2020-08-08,"Belize","",32,12.8571428571429,0,3.42857142857143,0,0.321428571428573,0.0964285714285718
2020-08-09,"Belize","",7,13.7142857142857,0,0.857142857142856,0,0.321428571428573,0.0964285714285718
2020-08-10,"Belize","",24,17.1428571428571,0,3.42857142857143,0,0.321428571428573,0.0964285714285718
2020-08-11,"Belize","",0,17.1428571428571,0,0,0,1.35714285714286,0.407142857142857
2020-08-12,"Belize","",33,17.7142857142857,0,0.571428571428573,0,2.35714285714286,0.707142857142857
2020-08-13,"Belize","",86,26,0,8.28571428571428,0,2.35714285714286,0.707142857142857
2020-08-14,"Belize","",60,34.5714285714286,0.142857142857143,8.57142857142857,0.142857142857143,3.21428571428573,0.964285714285718
2020-08-15,"Belize","",32,34.5714285714286,0.142857142857143,0,0,3.42857142857142,1.02857142857143
2020-08-16,"Belize","",64,42.7142857142857,0.142857142857143,8.14285714285715,0,4.28571428571427,1.28571428571428
2020-08-17,"Belize","",23,42.5714285714286,0.285714285714286,-0.142857142857146,0.142857142857143,4.28571428571427,1.28571428571428
2020-08-18,"Belize","",0,42.5714285714286,0.285714285714286,0,0,4.42857142857143,1.32857142857143
2020-08-19,"Belize","",78,49,0.285714285714286,6.42857142857143,0,6.5,1.95
2020-08-20,"Belize","",52,44.1428571428571,0.428571428571429,-4.85714285714285,0.142857142857143,8.64285714285715,2.59285714285714
2020-08-21,"Belize","",43,41.7142857142857,0.285714285714286,-2.42857142857143,-0.142857142857143,8.64285714285715,2.59285714285714
2020-08-22,"Belize","",20,40,0.428571428571429,-1.71428571428572,0.142857142857143,10.6785714285714,3.20357142857143
2020-08-23,"Belize","",18,33.4285714285714,0.428571428571429,-6.57142857142857,0,10.6428571428571,3.19285714285714
2020-08-24,"Belize","",27,34,0.857142857142857,0.571428571428569,0.428571428571429,10.6428571428571,3.19285714285714
2020-08-25,"Belize","",17,36.4285714285714,0.857142857142857,2.42857142857143,0,12.25,3.675
2020-08-26,"Belize","",30,29.5714285714286,1,-6.85714285714286,0.142857142857143,11.0357142857143,3.31071428571428
2020-08-27,"Belize","",58,30.4285714285714,1,0.857142857142854,0,10.4285714285714,3.12857142857143
2020-08-28,"Belize","",52,31.7142857142857,1,1.28571428571429,0,10,3
2020-08-29,"Belize","",94,42.2857142857143,1,10.5714285714286,0,8.35714285714285,2.50714285714285
2020-08-30,"Belize","",29,43.8571428571429,1,1.57142857142857,0,8.5,2.55
2020-08-31,"Belize","",14,42,0.428571428571429,-1.85714285714285,-0.571428571428571,9.10714285714285,2.73214285714285
2020-09-01,"Belize","",43,45.7142857142857,0.428571428571429,3.71428571428572,0,7.39285714285715,2.21785714285715
2020-09-02,"Belize","",51,48.7142857142857,0.285714285714286,3,-0.142857142857143,7.60714285714285,2.28214285714285
2020-09-03,"Belize","",0,40.4285714285714,0.142857142857143,-8.28571428571428,-0.142857142857143,7.92857142857143,2.37857142857143
2020-09-04,"Belize","",51,40.2857142857143,0.428571428571429,-0.142857142857146,0.285714285714286,10.5714285714286,3.17142857142857
2020-09-05,"Belize","",42,32.8571428571429,0.285714285714286,-7.42857142857143,-0.142857142857143,10.9642857142857,3.28928571428572
2020-09-06,"Belize","",0,28.7142857142857,0.285714285714286,-4.14285714285714,0,10.5,3.15
2020-09-07,"Belize","",113,42.8571428571429,0.428571428571429,14.1428571428571,0.142857142857143,11.4285714285714,3.42857142857143
2020-09-08,"Belize","",54,44.4285714285714,0.428571428571429,1.57142857142858,0,12.1785714285714,3.65357142857143
2020-09-09,"Belize","",4,37.7142857142857,0.714285714285714,-6.71428571428572,0.285714285714286,10.1071428571429,3.03214285714286
2020-09-10,"Belize","",0,37.7142857142857,0.714285714285714,0,0,10.0714285714286,3.02142857142857
2020-09-11,"Belize","",70,40.4285714285714,0.571428571428571,2.71428571428572,-0.142857142857143,8.21428571428572,2.46428571428572
2020-09-12,"Belize","",23,37.7142857142857,0.571428571428571,-2.71428571428572,0,7.17857142857143,2.15357142857143
2020-09-13,"Belize","",22,40.8571428571429,0.571428571428571,3.14285714285714,0,10.7142857142857,3.21428571428572
2020-09-14,"Belize","",21,27.7142857142857,0.428571428571429,-13.1428571428571,-0.142857142857143,11.1071428571429,3.33214285714286
2020-09-15,"Belize","",27,23.8571428571429,0.428571428571429,-3.85714285714286,0,9.42857142857143,2.82857142857143
2020-09-16,"Belize","",8,24.4285714285714,0.142857142857143,0.571428571428569,-0.285714285714286,9.42857142857143,2.82857142857143
2020-09-17,"Belize","",31,28.8571428571429,0.142857142857143,4.42857142857143,0,10.1071428571429,3.03214285714286
2020-09-18,"Belize","",23,22.1428571428571,0.142857142857143,-6.71428571428572,0,9.42857142857143,2.82857142857143
2020-09-19,"Belize","",16,21.1428571428571,0.142857142857143,-1,0,10.2142857142857,3.06428571428572
2020-09-20,"Belize","",21,21,0.285714285714286,-0.142857142857142,0.142857142857143,6.92857142857143,2.07857142857143
2020-09-21,"Belize","",8,19.1428571428571,0.285714285714286,-1.85714285714286,0,5.96428571428573,1.78928571428572
2020-09-22,"Belize","",0,15.2857142857143,0.285714285714286,-3.85714285714286,0,6.10714285714285,1.83214285714285
2020-09-23,"Belize","",71,24.2857142857143,0.428571428571429,9,0.142857142857143,7.21428571428573,2.16428571428572
2020-09-24,"Belize","",0,19.8571428571429,0.428571428571429,-4.42857142857143,0,5.53571428571427,1.66071428571428
2020-09-25,"Belize","",102,31.1428571428571,0.428571428571429,11.2857142857143,0,5.28571428571427,1.58571428571428
2020-09-26,"Belize","",17,31.2857142857143,0.571428571428571,0.142857142857142,0.142857142857143,5.25,1.575
2020-09-27,"Belize","",0,28.2857142857143,0.428571428571429,-3,-0.142857142857143,4.78571428571427,1.43571428571428
2020-09-28,"Belize","",66,36.5714285714286,0.428571428571429,8.28571428571428,0,3.82142857142858,1.14642857142857
2020-09-29,"Belize","",0,36.5714285714286,0.428571428571429,0,0,6.07142857142857,1.82142857142857
2020-09-30,"Belize","",101,40.8571428571429,0.714285714285714,4.28571428571428,0.285714285714286,4.96428571428573,1.48928571428572
2020-10-01,"Belize","",0,40.8571428571429,0.714285714285714,0,0,7.78571428571427,2.33571428571428
2020-10-02,"Belize","",88,38.8571428571429,0.714285714285714,-2,0,7.82142857142857,2.34642857142857
2020-10-03,"Belize","",0,36.4285714285714,0.571428571428571,-2.42857142857142,-0.142857142857143,7.07142857142857,2.12142857142857
2020-10-04,"Belize","",51,43.7142857142857,0.714285714285714,7.28571428571428,0.142857142857143,9.14285714285715,2.74285714285714
2020-10-05,"Belize","",65,43.5714285714286,0.857142857142857,-0.142857142857146,0.142857142857143,9.14285714285715,2.74285714285714
2020-10-06,"Belize","",47,50.2857142857143,1.42857142857143,6.71428571428572,0.571428571428572,10.2142857142857,3.06428571428572
2020-10-07,"Belize","",67,45.4285714285714,1,-4.85714285714285,-0.428571428571429,10.2142857142857,3.06428571428572
2020-10-08,"Belize","",63,54.4285714285714,1,9,0,9.71428571428572,2.91428571428572
2020-10-09,"Belize","",54,49.5714285714286,1,-4.85714285714286,0,9.10714285714285,2.73214285714285
2020-10-10,"Belize","",0,49.5714285714286,1,0,0,10.9285714285714,3.27857142857143
2020-10-11,"Belize","",104,57.1428571428571,1.14285714285714,7.57142857142858,0.142857142857143,10.8928571428571,3.26785714285714
2020-10-12,"Belize","",38,53.2857142857143,1,-3.85714285714286,-0.142857142857143,12.5714285714286,3.77142857142857
2020-10-13,"Belize","",16,48.8571428571429,0.714285714285714,-4.42857142857143,-0.285714285714286,11.3571428571429,3.40714285714286
2020-10-14,"Belize","",34,44.1428571428571,0.857142857142857,-4.71428571428571,0.142857142857143,13.6071428571429,4.08214285714285
2020-10-15,"Belize","",63,44.1428571428571,1,0,0.142857142857143,12.3928571428571,3.71785714285714
2020-10-16,"Belize","",46,43,1.14285714285714,-1.14285714285715,0.142857142857143,12.3928571428571,3.71785714285714
2020-10-17,"Belize","",47,49.7142857142857,1.14285714285714,6.71428571428572,0,14.2857142857143,4.28571428571428
2020-10-18,"Belize","",38,40.2857142857143,1,-9.42857142857143,-0.142857142857143,13.3214285714286,3.99642857142857
2020-10-19,"Belize","",20,37.7142857142857,1.14285714285714,-2.57142857142857,0.142857142857143,12.2142857142857,3.66428571428572
2020-10-20,"Belize","",53,43,0.857142857142857,5.28571428571428,-0.285714285714286,11.0357142857143,3.31071428571428
2020-10-21,"Belize","",51,45.4285714285714,0.857142857142857,2.42857142857143,0,11.0357142857143,3.31071428571428
2020-10-22,"Belize","",58,44.7142857142857,0.714285714285714,-0.714285714285715,-0.142857142857143,10.75,3.225
2020-10-23,"Belize","",55,46,0.428571428571429,1.28571428571428,-0.285714285714286,12.4285714285714,3.72857142857143
2020-10-24,"Belize","",56,47.2857142857143,0.714285714285714,1.28571428571428,0.285714285714286,10.0714285714286,3.02142857142857
2020-10-25,"Belize","",39,47.4285714285714,0.857142857142857,0.142857142857146,0.142857142857143,9.42857142857143,2.82857142857143
2020-10-26,"Belize","",0,44.5714285714286,0.714285714285714,-2.85714285714286,-0.142857142857143,10.75,3.225
2020-10-27,"Belize","",55,44.8571428571429,0.857142857142857,0.285714285714285,0.142857142857143,11.3571428571429,3.40714285714286
2020-10-28,"Belize","",61,46.2857142857143,0.857142857142857,1.42857142857143,0,11.1785714285714,3.35357142857143
2020-10-29,"Belize","",0,38,0.857142857142857,-8.28571428571428,0,11.5,3.45
2020-10-30,"Belize","",201,58.8571428571429,1.71428571428571,20.8571428571429,0.857142857142857,11.8214285714286,3.54642857142857
2020-10-31,"Belize","",25,54.4285714285714,1.57142857142857,-4.42857142857142,-0.142857142857143,11.8571428571429,3.55714285714286
2020-11-01,"Belize","",90,61.7142857142857,1.28571428571429,7.28571428571428,-0.285714285714286,11.1428571428571,3.34285714285714
2020-11-02,"Belize","",47,68.4285714285714,1.28571428571429,6.71428571428572,0,11.2142857142857,3.36428571428572
2020-11-03,"Belize","",166,84.2857142857143,1.42857142857143,15.8571428571429,0.142857142857143,11.5714285714286,3.47142857142857
2020-11-04,"Belize","",115,92,1.71428571428571,7.71428571428571,0.285714285714286,9.5,2.85
2020-11-05,"Belize","",72,102.285714285714,2,10.2857142857143,0.285714285714286,14.7142857142857,4.41428571428572
2020-11-06,"Belize","",39,79.1428571428571,1.28571428571429,-23.1428571428572,-0.714285714285714,13.6071428571429,4.08214285714285
2020-11-07,"Belize","",60,84.1428571428571,1.28571428571429,5,0,15.4285714285714,4.62857142857143
2020-11-08,"Belize","",100,85.5714285714286,1.57142857142857,1.42857142857143,0.285714285714286,17.1071428571429,5.13214285714286
2020-11-09,"Belize","",54,86.5714285714286,1.71428571428571,1,0.142857142857143,21.0714285714286,6.32142857142857
2020-11-10,"Belize","",184,89.1428571428571,1.71428571428571,2.57142857142857,0,23,6.9
2020-11-11,"Belize","",106,87.8571428571429,1.57142857142857,-1.28571428571428,-0.142857142857143,25.5714285714285,7.67142857142855
2020-11-12,"Belize","",76,88.4285714285714,1.28571428571429,0.571428571428569,-0.285714285714286,19.7857142857143,5.93571428571428
2020-11-13,"Belize","",119,99.8571428571429,2.57142857142857,11.4285714285714,1.28571428571429,21.0357142857143,6.31071428571428
2020-11-14,"Belize","",68,101,2.85714285714286,1.14285714285714,0.285714285714286,21.3928571428571,6.41785714285714
2020-11-15,"Belize","",78,97.8571428571429,2.85714285714286,-3.14285714285714,0,21.6428571428571,6.49285714285714
2020-11-16,"Belize","",22,93.2857142857143,3.28571428571429,-4.57142857142857,0.428571428571428,22.2857142857143,6.68571428571428
2020-11-17,"Belize","",37,72.2857142857143,3.28571428571429,-21,0,21.9642857142857,6.58928571428572
