"Date","CountryName","RegionName","cases","PredictedDailyNewCases","PredictedDailyNewDeaths","avgcases7days_delta","avgdeaths7days_delta","isSpecialty","X","date","estimate","PredictedDailyNewHospital","PredictedDailyNewICU"
2020-03-05,"Portugal","",3,1.14285714285714,0,0.428571428571428,0,1,NA,NA,3,0,0
2020-03-06,"Portugal","",5,1.85714285714286,0,0.714285714285714,0,1,NA,NA,5,0,0
2020-03-07,"Portugal","",7,2.85714285714286,0,1,0,1,NA,NA,7,0,0
2020-03-08,"Portugal","",10,4.28571428571429,0,1.42857142857143,0,1,NA,NA,10,0.0714285714285714,0.0214285714285714
2020-03-09,"Portugal","",0,4,0,-0.285714285714286,0,1,NA,NA,0,0.0714285714285714,0.0214285714285714
2020-03-10,"Portugal","",11,5.57142857142857,0,1.57142857142857,0,1,NA,NA,11,0.178571428571429,0.0535714285714286
2020-03-11,"Portugal","",18,7.71428571428571,0,2.14285714285714,0,1,NA,NA,18,0.285714285714286,0.0857142857142857
2020-03-12,"Portugal","",0,7.28571428571429,0,-0.428571428571429,0,1,NA,NA,0,0.464285714285714,0.139285714285714
2020-03-13,"Portugal","",53,14.1428571428571,0,6.85714285714286,0,1,NA,NA,53,0.714285714285714,0.214285714285714
2020-03-14,"Portugal","",57,21.2857142857143,0,7.14285714285714,0,1,NA,NA,57,1.07142857142857,0.321428571428571
2020-03-15,"Portugal","",76,30.7142857142857,0,9.42857142857143,0,1,NA,NA,76,1,0.3
2020-03-16,"Portugal","",86,43,0,12.2857142857143,0,1,NA,NA,86,1.39285714285714,0.417857142857143
2020-03-17,"Portugal","",117,58.1428571428571,0.142857142857143,15.1428571428571,0.142857142857143,1,NA,NA,117,1.92857142857143,0.578571428571429
2020-03-18,"Portugal","",0,55.5714285714286,0.285714285714286,-2.57142857142858,0.142857142857143,1,NA,NA,0,1.82142857142857,0.546428571428571
2020-03-19,"Portugal","",337,103.714285714286,0.428571428571429,48.1428571428571,0.142857142857143,1,NA,NA,337,3.53571428571429,1.06071428571429
2020-03-20,"Portugal","",235,129.714285714286,0.857142857142857,26,0.428571428571429,1,NA,NA,235,5.32142857142857,1.59642857142857
2020-03-21,"Portugal","",260,158.714285714286,1.71428571428571,29,0.857142857142857,1,NA,NA,260,7.67857142857143,2.30357142857143
2020-03-22,"Portugal","",320,193.571428571429,2,34.8571428571429,0.285714285714286,1,NA,NA,320,10.75,3.225
2020-03-23,"Portugal","",460,247,3.28571428571429,53.4285714285714,1.28571428571429,1,NA,NA,460,14.5357142857143,4.36071428571429
2020-03-24,"Portugal","",302,273.428571428571,4.57142857142857,26.4285714285714,1.28571428571429,1,NA,NA,302,13.8928571428571,4.16785714285714
2020-03-25,"Portugal","",633,363.857142857143,5.85714285714286,90.4285714285714,1.28571428571429,1,NA,NA,633,25.9285714285714,7.77857142857143
2020-03-26,"Portugal","",549,394.142857142857,8.14285714285714,30.2857142857143,2.28571428571429,1,NA,NA,549,32.4285714285714,9.72857142857143
2020-03-27,"Portugal","",724,464,10,69.8571428571428,1.85714285714286,1,NA,NA,724,39.6785714285714,11.9035714285714
2020-03-28,"Portugal","",902,555.714285714286,12.5714285714286,91.7142857142857,2.57142857142857,1,NA,NA,902,48.3928571428571,14.5178571428571
2020-03-29,"Portugal","",792,623.142857142857,15,67.4285714285714,2.42857142857143,1,NA,NA,792,61.75,18.525
2020-03-30,"Portugal","",446,621.142857142857,16.7142857142857,-2,1.71428571428572,1,NA,NA,446,68.3571428571429,20.5071428571429
2020-03-31,"Portugal","",1035,725.857142857143,18.1428571428571,104.714285714286,1.42857142857143,1,NA,NA,1035,90.9642857142857,27.2892857142857
2020-04-01,"Portugal","",808,750.857142857143,20.5714285714286,25,2.42857142857143,1,NA,NA,808,98.5357142857143,29.5607142857143
2020-04-02,"Portugal","",783,784.285714285714,21.2857142857143,33.4285714285714,0.714285714285712,1,NA,NA,783,116,34.8
2020-04-03,"Portugal","",852,802.571428571429,24.2857142857143,18.2857142857142,3,1,NA,NA,852,138.928571428571,41.6785714285714
2020-04-04,"Portugal","",638,764.857142857143,23.7142857142857,-37.7142857142857,-0.571428571428569,1,NA,NA,638,155.785714285714,46.7357142857143
2020-04-05,"Portugal","",754,759.428571428571,25.1428571428571,-5.42857142857144,1.42857142857143,1,NA,NA,754,155.285714285714,46.5857142857143
2020-04-06,"Portugal","",452,760.285714285714,24.4285714285714,0.85714285714289,-0.714285714285715,1,NA,NA,452,181.464285714286,54.4392857142857
2020-04-07,"Portugal","",712,714.142857142857,26.4285714285714,-46.1428571428572,2,1,NA,NA,712,187.714285714286,56.3142857142857
2020-04-08,"Portugal","",699,698.571428571429,27.5714285714286,-15.5714285714286,1.14285714285715,1,NA,NA,699,196.071428571429,58.8214285714286
2020-04-09,"Portugal","",815,703.142857142857,28.5714285714286,4.57142857142856,1,1,NA,NA,815,200.642857142857,60.1928571428571
2020-04-10,"Portugal","",1516,798,27,94.8571428571429,-1.57142857142857,1,NA,NA,1516,191.214285714286,57.3642857142857
2020-04-11,"Portugal","",515,780.428571428571,29.1428571428571,-17.5714285714286,2.14285714285714,1,NA,NA,515,189.857142857143,56.9571428571429
2020-04-12,"Portugal","",598,758.142857142857,29.8571428571429,-22.2857142857143,0.714285714285715,1,NA,NA,598,190.071428571429,57.0214285714286
2020-04-13,"Portugal","",349,743.428571428571,32,-14.7142857142857,2.14285714285714,1,NA,NA,349,178.535714285714,53.5607142857143
2020-04-14,"Portugal","",514,715.142857142857,31.7142857142857,-28.2857142857143,-0.285714285714285,1,NA,NA,514,174.642857142857,52.3928571428571
2020-04-15,"Portugal","",643,707.142857142857,31.2857142857143,-8,-0.428571428571431,1,NA,NA,643,175.785714285714,52.7357142857143
2020-04-16,"Portugal","",750,697.857142857143,31.4285714285714,-9.28571428571422,0.142857142857142,1,NA,NA,750,199.5,59.85
2020-04-17,"Portugal","",181,507.142857142857,31.7142857142857,-190.714285714286,0.285714285714288,1,NA,NA,181,195.107142857143,58.5321428571429
2020-04-18,"Portugal","",663,528.285714285714,31,21.1428571428572,-0.714285714285715,1,NA,NA,663,189.535714285714,56.8607142857143
2020-04-19,"Portugal","",521,517.285714285714,30,-11,-1,1,NA,NA,521,185.857142857143,55.7571428571429
2020-04-20,"Portugal","",657,561.285714285714,28.5714285714286,44,-1.42857142857143,1,NA,NA,657,178.785714285714,53.6357142857143
2020-04-21,"Portugal","",516,561.571428571429,27.8571428571429,0.285714285714221,-0.714285714285715,1,NA,NA,516,176.785714285714,53.0357142857143
2020-04-22,"Portugal","",603,555.857142857143,26.5714285714286,-5.71428571428567,-1.28571428571428,1,NA,NA,603,174.464285714286,52.3392857142857
2020-04-23,"Portugal","",371,501.714285714286,27.2857142857143,-54.1428571428572,0.714285714285712,1,NA,NA,371,126.785714285714,38.0357142857143
2020-04-24,"Portugal","",444,539.285714285714,28.1428571428571,37.5714285714286,0.857142857142858,1,NA,NA,444,132.071428571429,39.6214285714286
2020-04-25,"Portugal","",595,529.571428571429,27.5714285714286,-9.71428571428578,-0.571428571428569,1,NA,NA,595,129.321428571429,38.7964285714286
2020-04-26,"Portugal","",472,522.571428571429,27,-7,-0.571428571428573,1,NA,NA,472,140.321428571429,42.0964285714286
2020-04-27,"Portugal","",163,452,27.5714285714286,-70.5714285714286,0.571428571428573,1,NA,NA,163,140.392857142857,42.1178571428571
2020-04-28,"Portugal","",295,420.428571428571,26.5714285714286,-31.5714285714286,-1,1,NA,NA,295,138.964285714286,41.6892857142857
2020-04-29,"Portugal","",183,360.428571428571,26.8571428571429,-60,0.285714285714285,1,NA,NA,183,125.428571428571,37.6285714285714
2020-04-30,"Portugal","",540,384.571428571429,24.1428571428571,24.1428571428571,-2.71428571428572,1,NA,NA,540,134.821428571429,40.4464285714286
2020-05-01,"Portugal","",306,364.857142857143,21.8571428571429,-19.7142857142857,-2.28571428571428,1,NA,NA,306,132.392857142857,39.7178571428571
2020-05-02,"Portugal","",0,279.857142857143,20.4285714285714,-85,-1.42857142857143,1,NA,NA,0,130.642857142857,39.1928571428571
2020-05-03,"Portugal","",92,225.571428571429,20,-54.2857142857142,-0.428571428571427,1,NA,NA,92,113,33.9
2020-05-04,"Portugal","",242,236.857142857143,19.2857142857143,11.2857142857143,-0.714285714285715,1,NA,NA,242,105.107142857143,31.5321428571429
2020-05-05,"Portugal","",178,220.142857142857,18,-16.7142857142857,-1.28571428571428,1,NA,NA,178,90.1071428571429,27.0321428571429
2020-05-06,"Portugal","",480,262.571428571429,16.5714285714286,42.4285714285714,-1.42857142857143,1,NA,NA,480,96.1428571428571,28.8428571428571
2020-05-07,"Portugal","",533,261.571428571429,16.5714285714286,-1,0,1,NA,NA,533,91.2142857142857,27.3642857142857
2020-05-08,"Portugal","",553,296.857142857143,15.2857142857143,35.2857142857143,-1.28571428571429,1,NA,NA,553,69.9642857142857,20.9892857142857
2020-05-09,"Portugal","",138,316.571428571429,14.7142857142857,19.7142857142857,-0.571428571428573,1,NA,NA,138,56.3928571428571,16.9178571428571
2020-05-10,"Portugal","",175,328.428571428571,13.1428571428571,11.8571428571429,-1.57142857142857,1,NA,NA,175,59.2142857142857,17.7642857142857
2020-05-11,"Portugal","",98,307.857142857143,11.5714285714286,-20.5714285714286,-1.57142857142857,1,NA,NA,98,55.0357142857143,16.5107142857143
2020-05-12,"Portugal","",234,315.857142857143,12.7142857142857,8,1.14285714285714,1,NA,NA,234,65.6428571428571,19.6928571428571
2020-05-13,"Portugal","",219,278.571428571429,12.2857142857143,-37.2857142857143,-0.428571428571427,1,NA,NA,219,65.3928571428571,19.6178571428571
2020-05-14,"Portugal","",187,229.142857142857,11.2857142857143,-49.4285714285714,-1,1,NA,NA,187,74.2142857142857,22.2642857142857
2020-05-15,"Portugal","",264,187.857142857143,10.8571428571429,-41.2857142857143,-0.428571428571429,1,NA,NA,264,79.1428571428571,23.7428571428571
2020-05-16,"Portugal","",227,200.571428571429,11,12.7142857142857,0.142857142857142,1,NA,NA,227,82.1071428571429,24.6321428571429
2020-05-17,"Portugal","",226,207.857142857143,11.8571428571429,7.28571428571428,0.857142857142858,1,NA,NA,226,76.9642857142857,23.0892857142857
2020-05-18,"Portugal","",173,218.571428571429,12.4285714285714,10.7142857142857,0.571428571428571,1,NA,NA,173,78.9642857142857,23.6892857142857
2020-05-19,"Portugal","",223,217,12,-1.57142857142858,-0.428571428571429,1,NA,NA,223,69.6428571428571,20.8928571428571
2020-05-20,"Portugal","",228,218.285714285714,12.5714285714286,1.28571428571428,0.571428571428571,1,NA,NA,228,57.2857142857143,17.1857142857143
2020-05-21,"Portugal","",252,227.571428571429,13.2857142857143,9.28571428571431,0.714285714285715,1,NA,NA,252,46.9642857142857,14.0892857142857
2020-05-22,"Portugal","",288,231,14.1428571428571,3.42857142857142,0.857142857142856,1,NA,NA,288,50.1428571428571,15.0428571428571
2020-05-23,"Portugal","",271,237.285714285714,14.1428571428571,6.28571428571428,0,1,NA,NA,271,51.9642857142857,15.5892857142857
2020-05-24,"Portugal","",152,226.714285714286,14,-10.5714285714286,-0.142857142857142,1,NA,NA,152,54.6428571428571,16.3928571428571
2020-05-25,"Portugal","",165,225.571428571429,14.1428571428571,-1.14285714285714,0.142857142857142,1,NA,NA,165,54.25,16.275
2020-05-26,"Portugal","",219,225,13.5714285714286,-0.571428571428584,-0.571428571428571,1,NA,NA,219,54.5714285714286,16.3714285714286
2020-05-27,"Portugal","",285,233.142857142857,13.2857142857143,8.14285714285714,-0.285714285714285,1,NA,NA,285,56.8928571428571,17.0678571428571
2020-05-28,"Portugal","",304,240.571428571429,13.1428571428571,7.42857142857144,-0.142857142857144,1,NA,NA,304,57.75,17.325
2020-05-29,"Portugal","",350,249.428571428571,13.4285714285714,8.85714285714283,0.285714285714286,1,NA,NA,350,59.3214285714286,17.7964285714286
2020-05-30,"Portugal","",257,247.428571428571,13.4285714285714,-2,0,1,NA,NA,257,56.6785714285714,17.0035714285714
2020-05-31,"Portugal","",297,268.142857142857,13.4285714285714,20.7142857142858,0,1,NA,NA,297,56.3928571428571,16.9178571428571
2020-06-01,"Portugal","",200,273.142857142857,13.4285714285714,5,0,1,NA,NA,200,56.25,16.875
2020-06-02,"Portugal","",195,269.714285714286,13.4285714285714,-3.42857142857144,0,1,NA,NA,195,58.2857142857143,17.4857142857143
2020-06-03,"Portugal","",366,281.285714285714,13,11.5714285714286,-0.428571428571429,1,NA,NA,366,60.1428571428571,18.0428571428571
2020-06-04,"Portugal","",331,285.142857142857,12.2857142857143,3.85714285714289,-0.714285714285714,1,NA,NA,331,62.3571428571429,18.7071428571429
2020-06-05,"Portugal","",377,289,11.7142857142857,3.85714285714283,-0.571428571428573,1,NA,NA,377,61.8571428571429,18.5571428571429
2020-06-06,"Portugal","",382,306.857142857143,11.1428571428571,17.8571428571428,-0.571428571428571,1,NA,NA,382,67.0357142857143,20.1107142857143
2020-06-07,"Portugal","",342,313.285714285714,9.85714285714286,6.42857142857144,-1.28571428571428,1,NA,NA,342,68.2857142857143,20.4857142857143
2020-06-08,"Portugal","",192,312.142857142857,8.71428571428571,-1.14285714285711,-1.14285714285714,1,NA,NA,192,67.4285714285714,20.2285714285714
2020-06-09,"Portugal","",421,344.428571428571,8,32.2857142857143,-0.714285714285714,1,NA,NA,421,70.3214285714286,21.0964285714286
2020-06-10,"Portugal","",294,334.142857142857,7.14285714285714,-10.2857142857143,-0.857142857142857,1,NA,NA,294,71.2857142857143,21.3857142857143
2020-06-11,"Portugal","",310,331.142857142857,7,-3,-0.142857142857143,1,NA,NA,310,72.25,21.675
2020-06-12,"Portugal","",270,315.857142857143,5.71428571428571,-15.2857142857143,-1.28571428571429,1,NA,NA,270,76.7142857142857,23.0142857142857
2020-06-13,"Portugal","",283,301.714285714286,5.42857142857143,-14.1428571428571,-0.285714285714286,1,NA,NA,283,78.3214285714286,23.4964285714286
2020-06-14,"Portugal","",227,285.285714285714,5.42857142857143,-16.4285714285714,0,1,NA,NA,227,78.0357142857143,23.4107142857143
2020-06-15,"Portugal","",346,307.285714285714,5,22,-0.428571428571429,1,NA,NA,346,86.1071428571429,25.8321428571429
2020-06-16,"Portugal","",300,290,4.28571428571429,-17.2857142857143,-0.714285714285714,1,NA,NA,300,83.5357142857143,25.0607142857143
2020-06-17,"Portugal","",336,296,3.71428571428571,6,-0.571428571428571,1,NA,NA,336,82.7857142857143,24.8357142857143
2020-06-18,"Portugal","",417,311.285714285714,2.85714285714286,15.2857142857143,-0.857142857142857,1,NA,NA,417,78.9642857142857,23.6892857142857
2020-06-19,"Portugal","",375,326.285714285714,3.14285714285714,15,0.285714285714286,1,NA,NA,375,75.4285714285714,22.6285714285714
2020-06-20,"Portugal","",377,339.714285714286,2.28571428571429,13.4285714285714,-0.857142857142857,1,NA,NA,377,71.3214285714286,21.3964285714286
2020-06-21,"Portugal","",292,349,1.85714285714286,9.28571428571428,-0.428571428571428,1,NA,NA,292,76.8214285714286,23.0464285714286
2020-06-22,"Portugal","",259,336.571428571429,2,-12.4285714285714,0.142857142857143,1,NA,NA,259,72.5,21.75
2020-06-23,"Portugal","",345,343,2.57142857142857,6.42857142857144,0.571428571428572,1,NA,NA,345,74,22.2
2020-06-24,"Portugal","",367,347.428571428571,2.85714285714286,4.42857142857144,0.285714285714286,1,NA,NA,367,77.8214285714286,23.3464285714286
2020-06-25,"Portugal","",311,332.285714285714,3.57142857142857,-15.1428571428572,0.714285714285714,1,NA,NA,311,81.5714285714286,24.4714285714286
2020-06-26,"Portugal","",451,343.142857142857,4,10.8571428571429,0.428571428571428,1,NA,NA,451,84.9285714285714,25.4785714285714
2020-06-27,"Portugal","",323,335.428571428571,4.71428571428571,-7.71428571428572,0.714285714285714,1,NA,NA,323,87.25,26.175
2020-06-28,"Portugal","",457,359,4.85714285714286,23.5714285714286,0.142857142857142,1,NA,NA,457,84.1428571428571,25.2428571428571
2020-06-29,"Portugal","",266,360,4.85714285714286,1,0,1,NA,NA,266,85.75,25.725
2020-06-30,"Portugal","",229,343.428571428571,5.14285714285714,-16.5714285714286,0.285714285714286,1,NA,NA,229,86.8571428571429,26.0571428571429
2020-07-01,"Portugal","",313,335.714285714286,5.14285714285714,-7.71428571428572,0,1,NA,NA,313,83.0714285714286,24.9214285714286
2020-07-02,"Portugal","",328,338.142857142857,5.42857142857143,2.42857142857144,0.285714285714286,1,NA,NA,328,85.7857142857143,25.7357142857143
2020-07-03,"Portugal","",374,327.142857142857,6.14285714285714,-11,0.714285714285714,1,NA,NA,374,83.8571428571429,25.1571428571429
2020-07-04,"Portugal","",413,340,6.28571428571429,12.8571428571428,0.142857142857142,1,NA,NA,413,89.75,26.925
2020-07-05,"Portugal","",328,321.571428571429,7.14285714285714,-18.4285714285714,0.857142857142858,1,NA,NA,328,90,27
2020-07-06,"Portugal","",232,316.714285714286,7.42857142857143,-4.85714285714283,0.285714285714286,1,NA,NA,232,85.8571428571429,25.7571428571429
2020-07-07,"Portugal","",287,325,7.57142857142857,8.28571428571428,0.142857142857142,1,NA,NA,287,83.9285714285714,25.1785714285714
2020-07-08,"Portugal","",443,343.571428571429,7.42857142857143,18.5714285714286,-0.142857142857142,1,NA,NA,443,84.5357142857143,25.3607142857143
2020-07-09,"Portugal","",418,356.428571428571,8.14285714285714,12.8571428571429,0.714285714285714,1,NA,NA,418,81.7857142857143,24.5357142857143
2020-07-10,"Portugal","",402,360.428571428571,6.85714285714286,4,-1.28571428571429,1,NA,NA,402,85,25.5
2020-07-11,"Portugal","",542,378.857142857143,7,18.4285714285714,0.142857142857143,1,NA,NA,542,80.3928571428571,24.1178571428571
2020-07-12,"Portugal","",291,373.571428571429,6.57142857142857,-5.28571428571428,-0.428571428571429,1,NA,NA,291,79.1785714285714,23.7535714285714
2020-07-13,"Portugal","",306,384.142857142857,6,10.5714285714286,-0.571428571428571,1,NA,NA,306,81.25,24.375
2020-07-14,"Portugal","",233,376.428571428571,5.57142857142857,-7.71428571428572,-0.428571428571429,1,NA,NA,233,85.8928571428571,25.7678571428571
2020-07-15,"Portugal","",375,366.714285714286,6.42857142857143,-9.71428571428572,0.857142857142858,1,NA,NA,375,89.1071428571429,26.7321428571429
2020-07-16,"Portugal","",339,355.428571428571,5,-11.2857142857143,-1.42857142857143,1,NA,NA,339,90.1071428571429,27.0321428571429
2020-07-17,"Portugal","",312,342.571428571429,5.14285714285714,-12.8571428571429,0.142857142857143,1,NA,NA,312,94.7142857142857,28.4142857142857
2020-07-18,"Portugal","",313,309.857142857143,4.28571428571429,-32.7142857142857,-0.857142857142858,1,NA,NA,313,93.3928571428571,28.0178571428571
2020-07-19,"Portugal","",246,303.428571428571,4.14285714285714,-6.42857142857139,-0.142857142857142,1,NA,NA,246,96.0357142857143,28.8107142857143
2020-07-20,"Portugal","",135,279,4.14285714285714,-24.4285714285714,0,1,NA,NA,135,94.1071428571429,28.2321428571429
2020-07-21,"Portugal","",127,263.857142857143,4.14285714285714,-15.1428571428572,0,1,NA,NA,127,91.6785714285714,27.5035714285714
2020-07-22,"Portugal","",252,246.285714285714,3.71428571428571,-17.5714285714286,-0.428571428571429,1,NA,NA,252,88.8571428571429,26.6571428571429
2020-07-23,"Portugal","",229,230.571428571429,3.71428571428571,-15.7142857142857,0,1,NA,NA,229,85.6428571428571,25.6928571428571
2020-07-24,"Portugal","",313,230.714285714286,4.28571428571429,0.142857142857139,0.571428571428571,1,NA,NA,313,77.4642857142857,23.2392857142857
2020-07-25,"Portugal","",263,223.571428571429,4.57142857142857,-7.14285714285714,0.285714285714286,1,NA,NA,263,75.8571428571429,22.7571428571429
2020-07-26,"Portugal","",209,218.285714285714,4,-5.28571428571431,-0.571428571428571,1,NA,NA,209,69.75,20.925
2020-07-27,"Portugal","",135,218.285714285714,4,0,0,1,NA,NA,135,65.9642857142857,19.7892857142857
2020-07-28,"Portugal","",111,216,3.57142857142857,-2.28571428571428,-0.428571428571428,1,NA,NA,111,61.5714285714286,18.4714285714286
2020-07-29,"Portugal","",203,209,3.28571428571429,-7,-0.285714285714286,1,NA,NA,203,57.6428571428571,17.2928571428571
2020-07-30,"Portugal","",255,212.714285714286,3.14285714285714,3.71428571428572,-0.142857142857143,1,NA,NA,255,57.6785714285714,17.3035714285714
2020-07-31,"Portugal","",204,197.142857142857,3.28571428571429,-15.5714285714286,0.142857142857143,1,NA,NA,204,55.8928571428571,16.7678571428571
2020-08-01,"Portugal","",238,193.571428571429,3,-3.57142857142856,-0.285714285714286,1,NA,NA,238,54.5714285714286,16.3714285714286
2020-08-02,"Portugal","",153,185.571428571429,3,-8,0,1,NA,NA,153,54.5714285714286,16.3714285714286
2020-08-03,"Portugal","",106,181.428571428571,2.71428571428571,-4.14285714285717,-0.285714285714286,1,NA,NA,106,54,16.2
2020-08-04,"Portugal","",112,181.571428571429,2.42857142857143,0.142857142857167,-0.285714285714286,1,NA,NA,112,52.25,15.675
2020-08-05,"Portugal","",167,176.428571428571,2.14285714285714,-5.14285714285717,-0.285714285714286,1,NA,NA,167,53.1785714285714,15.9535714285714
2020-08-06,"Portugal","",213,170.428571428571,2.28571428571429,-6,0.142857142857143,1,NA,NA,213,49.2857142857143,14.7857142857143
2020-08-07,"Portugal","",290,182.714285714286,1.57142857142857,12.2857142857143,-0.714285714285714,1,NA,NA,290,48.3928571428571,14.5178571428571
2020-08-08,"Portugal","",186,175.285714285714,1.85714285714286,-7.42857142857144,0.285714285714286,1,NA,NA,186,46.3928571428571,13.9178571428571
2020-08-09,"Portugal","",131,172.142857142857,2.57142857142857,-3.14285714285714,0.714285714285714,1,NA,NA,131,45.3571428571429,13.6071428571429
2020-08-10,"Portugal","",157,179.428571428571,3,7.28571428571428,0.428571428571428,1,NA,NA,157,45.3928571428571,13.6178571428571
2020-08-11,"Portugal","",120,180.571428571429,3.14285714285714,1.14285714285717,0.142857142857143,1,NA,NA,120,44.1071428571429,13.2321428571429
2020-08-12,"Portugal","",278,196.428571428571,3.42857142857143,15.8571428571428,0.285714285714286,1,NA,NA,278,42.6071428571429,12.7821428571429
2020-08-13,"Portugal","",325,212.428571428571,3.85714285714286,16,0.428571428571429,1,NA,NA,325,45.6785714285714,13.7035714285714
2020-08-14,"Portugal","",235,204.571428571429,3.71428571428571,-7.85714285714283,-0.142857142857143,1,NA,NA,235,43.8214285714286,13.1464285714286
2020-08-15,"Portugal","",198,206.285714285714,3.57142857142857,1.71428571428569,-0.142857142857143,1,NA,NA,198,43.0357142857143,12.9107142857143
2020-08-16,"Portugal","",121,204.857142857143,3.14285714285714,-1.42857142857142,-0.428571428571429,1,NA,NA,121,44.8571428571429,13.4571428571429
