"Date","CountryName","RegionName","cases","PredictedDailyNewCases","PredictedDailyNewDeaths","avgcases7days_delta","avgdeaths7days_delta","PredictedDailyNewHospital","PredictedDailyNewICU"
2020-04-04,"United States","Kentucky",147,76.7142857142857,4.42857142857143,9.71428571428571,0.571428571428572,11.9642857142857,3.58928571428572
2020-04-05,"United States","Kentucky",38,73.8571428571429,5.14285714285714,-2.85714285714285,0.714285714285714,12.7142857142857,3.81428571428572
2020-04-06,"United States","Kentucky",0,68,4.85714285714286,-5.85714285714286,-0.285714285714286,16.6428571428571,4.99285714285714
2020-04-07,"United States","Kentucky",194,74.4285714285714,7.71428571428571,6.42857142857143,2.85714285714286,15.5357142857143,4.66071428571428
2020-04-08,"United States","Kentucky",0,73.8571428571429,6.71428571428571,-0.571428571428569,-1,18.6785714285714,5.60357142857143
2020-04-09,"United States","Kentucky",192,81.5714285714286,6,7.71428571428571,-0.714285714285714,16.75,5.025
2020-04-10,"United States","Kentucky",352,131.857142857143,8,50.2857142857143,2,19.1785714285714,5.75357142857143
2020-04-11,"United States","Kentucky",0,110.857142857143,7.14285714285714,-21,-0.857142857142857,18.4642857142857,5.53928571428572
2020-04-12,"United States","Kentucky",270,144,7.42857142857143,33.1428571428571,0.285714285714286,17,5.1
2020-04-13,"United States","Kentucky",55,151.857142857143,9.71428571428571,7.85714285714286,2.28571428571428,18.6071428571429,5.58214285714285
2020-04-14,"United States","Kentucky",30,128.428571428571,5.85714285714286,-23.4285714285714,-3.85714285714286,18.4642857142857,5.53928571428572
2020-04-15,"United States","Kentucky",162,151.571428571429,7.14285714285714,23.1428571428572,1.28571428571429,20.3928571428571,6.11785714285714
2020-04-16,"United States","Kentucky",225,156.285714285714,8,4.71428571428569,0.857142857142857,32.9642857142858,9.88928571428572
2020-04-17,"United States","Kentucky",87,118.428571428571,6.71428571428571,-37.8571428571428,-1.28571428571429,27.7142857142858,8.31428571428573
2020-04-18,"United States","Kentucky",185,144.857142857143,7.71428571428571,26.4285714285714,1,36,10.8
2020-04-19,"United States","Kentucky",253,142.428571428571,7,-2.42857142857144,-0.714285714285714,37.9642857142858,11.3892857142857
2020-04-20,"United States","Kentucky",90,147.428571428571,5.85714285714286,5,-1.14285714285714,32.1071428571427,9.63214285714282
2020-04-21,"United States","Kentucky",154,165.142857142857,9.28571428571429,17.7142857142857,3.42857142857143,37.8928571428573,11.3678571428572
2020-04-22,"United States","Kentucky",174,166.857142857143,10,1.71428571428572,0.714285714285714,39.0714285714285,11.7214285714285
2020-04-23,"United States","Kentucky",101,149.142857142857,8.85714285714286,-17.7142857142857,-1.14285714285714,29.6071428571428,8.88214285714282
2020-04-24,"United States","Kentucky",300,179.571428571429,9,30.4285714285714,0.142857142857142,36.2142857142858,10.8642857142857
2020-04-25,"United States","Kentucky",136,172.571428571429,8.71428571428571,-7,-0.285714285714286,35.6071428571427,10.6821428571428
2020-04-26,"United States","Kentucky",170,160.714285714286,8.85714285714286,-11.8571428571429,0.142857142857144,36.8571428571427,11.0571428571428
2020-04-27,"United States","Kentucky",71,158,8.42857142857143,-2.71428571428572,-0.428571428571429,41.2857142857142,12.3857142857143
2020-04-28,"United States","Kentucky",219,167.285714285714,7.71428571428571,9.28571428571428,-0.714285714285714,41.7142857142858,12.5142857142857
2020-04-29,"United States","Kentucky",162,165.571428571429,7,-1.71428571428569,-0.714285714285714,37.2857142857142,11.1857142857143
2020-04-30,"United States","Kentucky",171,175.571428571429,7,10,0,44.8928571428573,13.4678571428572
2020-05-01,"United States","Kentucky",174,157.571428571429,6.57142857142857,-18,-0.428571428571429,43.1428571428573,12.9428571428572
2020-05-02,"United States","Kentucky",-3,137.714285714286,6.14285714285714,-19.8571428571429,-0.428571428571428,40.1785714285715,12.0535714285715
2020-05-03,"United States","Kentucky",251,149.285714285714,6.42857142857143,11.5714285714286,0.285714285714286,39.5,11.85
2020-05-04,"United States","Kentucky",115,155.571428571429,6.85714285714286,6.28571428571431,0.428571428571428,41.8214285714285,12.5464285714285
2020-05-05,"United States","Kentucky",577,206.714285714286,7.14285714285714,51.1428571428571,0.285714285714286,41.3928571428573,12.4178571428572
2020-05-06,"United States","Kentucky",112,199.571428571429,7,-7.14285714285714,-0.142857142857143,43.8928571428573,13.1678571428572
2020-05-07,"United States","Kentucky",195,203,7.71428571428571,3.42857142857142,0.714285714285714,39.3928571428573,11.8178571428572
2020-05-08,"United States","Kentucky",159,200.857142857143,7.42857142857143,-2.14285714285714,-0.285714285714286,34.4285714285715,10.3285714285715
2020-05-09,"United States","Kentucky",152,223,8,22.1428571428571,0.571428571428571,37.3214285714285,11.1964285714285
2020-05-10,"United States","Kentucky",0,187.142857142857,7.28571428571429,-35.8571428571429,-0.714285714285714,38.8928571428573,11.6678571428572
2020-05-11,"United States","Kentucky",237,204.571428571429,7.14285714285714,17.4285714285714,-0.142857142857142,51.6785714285715,15.5035714285714
2020-05-12,"United States","Kentucky",176,147.285714285714,6.57142857142857,-57.2857142857143,-0.571428571428572,49.8928571428573,14.9678571428572
2020-05-13,"United States","Kentucky",0,131.285714285714,5.42857142857143,-16,-1.14285714285714,50.75,15.225
2020-05-14,"United States","Kentucky",372,156.571428571429,4.85714285714286,25.2857142857143,-0.571428571428572,50.2142857142858,15.0642857142857
2020-05-15,"United States","Kentucky",219,165.142857142857,4.85714285714286,8.57142857142856,0,55.75,16.725
2020-05-16,"United States","Kentucky",244,178.285714285714,4.28571428571429,13.1428571428571,-0.571428571428571,46.7857142857142,14.0357142857143
2020-05-17,"United States","Kentucky",0,178.285714285714,4.28571428571429,0,0,51.1428571428573,15.3428571428572
2020-05-18,"United States","Kentucky",247,179.714285714286,5,1.42857142857144,0.714285714285714,36.8214285714285,11.0464285714285
2020-05-19,"United States","Kentucky",134,173.714285714286,6.42857142857143,-6,1.42857142857143,32.8214285714285,9.84642857142855
2020-05-20,"United States","Kentucky",98,187.714285714286,7.85714285714286,14,1.42857142857143,39.1428571428573,11.7428571428572
2020-05-21,"United States","Kentucky",119,151.571428571429,8.28571428571429,-36.1428571428571,0.42857142857143,41.2857142857142,12.3857142857143
2020-05-22,"United States","Kentucky",140,140.285714285714,8.42857142857143,-11.2857142857143,0.142857142857142,44.5714285714285,13.3714285714285
2020-05-23,"United States","Kentucky",145,126.142857142857,8.14285714285714,-14.1428571428571,-0.285714285714286,44.5714285714285,13.3714285714285
2020-05-24,"United States","Kentucky",0,126.142857142857,8.14285714285714,0,0,44.9285714285715,13.4785714285715
2020-05-25,"United States","Kentucky",0,90.8571428571429,6.42857142857143,-35.2857142857143,-1.71428571428571,43.4285714285715,13.0285714285714
2020-05-26,"United States","Kentucky",380,126,4,35.1428571428571,-2.42857142857143,46.9285714285715,14.0785714285715
2020-05-27,"United States","Kentucky",126,130,3.42857142857143,4,-0.571428571428572,37.8928571428573,11.3678571428572
2020-05-28,"United States","Kentucky",108,128.428571428571,3.28571428571429,-1.57142857142858,-0.142857142857143,35.0714285714285,10.5214285714285
2020-05-29,"United States","Kentucky",279,148.285714285714,3.85714285714286,19.8571428571429,0.571428571428572,31.5357142857142,9.46071428571427
2020-05-30,"United States","Kentucky",240,161.857142857143,5.71428571428571,13.5714285714286,1.85714285714286,31.5357142857142,9.46071428571427
2020-05-31,"United States","Kentucky",0,161.857142857143,5.71428571428571,0,0,22.7142857142857,6.81428571428572
2020-06-01,"United States","Kentucky",342,210.714285714286,6.85714285714286,48.8571428571429,1.14285714285714,31.5,9.45
2020-06-02,"United States","Kentucky",139,176.285714285714,6.85714285714286,-34.4285714285714,0,32.5,9.75
2020-06-03,"United States","Kentucky",225,190.428571428571,7.14285714285714,14.1428571428571,0.285714285714286,32.1071428571427,9.63214285714282
2020-06-04,"United States","Kentucky",295,217.142857142857,7,26.7142857142857,-0.142857142857143,37.0714285714285,11.1214285714285
2020-06-05,"United States","Kentucky",272,216.142857142857,6.85714285714286,-1,-0.142857142857143,40.4642857142858,12.1392857142857
2020-06-06,"United States","Kentucky",310,226.142857142857,5.57142857142857,10,-1.28571428571429,40.4642857142858,12.1392857142857
2020-06-07,"United States","Kentucky",0,226.142857142857,5.57142857142857,0,0,52.6785714285715,15.8035714285715
2020-06-08,"United States","Kentucky",189,204.285714285714,4.71428571428571,-21.8571428571429,-0.857142857142857,44.0714285714285,13.2214285714285
2020-06-09,"United States","Kentucky",231,217.428571428571,5,13.1428571428571,0.285714285714286,47.6071428571427,14.2821428571428
2020-06-10,"United States","Kentucky",176,210.428571428571,4.85714285714286,-7,-0.142857142857143,54.2857142857142,16.2857142857143
2020-06-11,"United States","Kentucky",62,177.142857142857,5,-33.2857142857143,0.142857142857143,54.0357142857142,16.2107142857143
2020-06-12,"United States","Kentucky",221,169.857142857143,4.42857142857143,-7.28571428571428,-0.571428571428571,56.5357142857142,16.9607142857143
2020-06-13,"United States","Kentucky",279,165.428571428571,4.14285714285714,-4.42857142857144,-0.285714285714286,56.5357142857142,16.9607142857143
2020-06-14,"United States","Kentucky",0,165.428571428571,4.14285714285714,0,0,51.0714285714285,15.3214285714285
2020-06-15,"United States","Kentucky",202,167.285714285714,4.71428571428571,1.85714285714286,0.571428571428571,54.3571428571427,16.3071428571428
2020-06-16,"United States","Kentucky",0,134.285714285714,4,-33,-0.714285714285714,52.6071428571427,15.7821428571428
2020-06-17,"United States","Kentucky",348,158.857142857143,4.85714285714286,24.5714285714286,0.857142857142857,44.2857142857142,13.2857142857143
2020-06-18,"United States","Kentucky",202,178.857142857143,3.85714285714286,20,-1,42.4642857142858,12.7392857142857
2020-06-19,"United States","Kentucky",257,184,3.57142857142857,5.14285714285714,-0.285714285714286,41.3571428571427,12.4071428571428
2020-06-20,"United States","Kentucky",176,169.285714285714,3.57142857142857,-14.7142857142857,0,41.3571428571427,12.4071428571428
2020-06-21,"United States","Kentucky",120,186.428571428571,3.85714285714286,17.1428571428571,0.285714285714286,41.8214285714285,12.5464285714285
2020-06-22,"United States","Kentucky",89,170.285714285714,3,-16.1428571428571,-0.857142857142857,33.5714285714285,10.0714285714285
2020-06-23,"United States","Kentucky",302,213.428571428571,4.57142857142857,43.1428571428571,1.57142857142857,39.7142857142858,11.9142857142857
2020-06-24,"United States","Kentucky",222,195.428571428571,2.85714285714286,-18,-1.71428571428571,44.7142857142858,13.4142857142857
2020-06-25,"United States","Kentucky",254,202.857142857143,3.71428571428571,7.42857142857144,0.857142857142857,46,13.8
2020-06-26,"United States","Kentucky",242,200.714285714286,4.42857142857143,-2.14285714285714,0.714285714285714,42.3214285714285,12.6964285714285
2020-06-27,"United States","Kentucky",308,219.571428571429,4.28571428571429,18.8571428571429,-0.142857142857143,46.6071428571427,13.9821428571428
2020-06-28,"United States","Kentucky",65,211.714285714286,4.57142857142857,-7.85714285714286,0.285714285714286,42.5714285714285,12.7714285714285
2020-06-29,"United States","Kentucky",115,215.428571428571,4.85714285714286,3.71428571428569,0.285714285714286,53.3571428571427,16.0071428571428
2020-06-30,"United States","Kentucky",277,211.857142857143,4,-3.57142857142856,-0.857142857142857,48.8571428571427,14.6571428571428
2020-07-01,"United States","Kentucky",218,211.285714285714,4.85714285714286,-0.571428571428584,0.857142857142857,50.7142857142858,15.2142857142857
2020-07-02,"United States","Kentucky",237,208.857142857143,5,-2.42857142857142,0.142857142857143,50.1785714285715,15.0535714285715
2020-07-03,"United States","Kentucky",297,216.714285714286,4.57142857142857,7.85714285714286,-0.428571428571429,54.8928571428573,16.4678571428572
2020-07-04,"United States","Kentucky",0,172.714285714286,4.42857142857143,-44,-0.142857142857142,52.9285714285715,15.8785714285714
2020-07-05,"United States","Kentucky",0,163.428571428571,3.85714285714286,-9.28571428571431,-0.571428571428572,53.8571428571427,16.1571428571428
2020-07-06,"United States","Kentucky",776,257.857142857143,4.71428571428571,94.4285714285714,0.857142857142857,52.9642857142858,15.8892857142857
2020-07-07,"United States","Kentucky",367,270.714285714286,5.28571428571429,12.8571428571429,0.571428571428571,52.8214285714285,15.8464285714285
2020-07-08,"United States","Kentucky",400,296.714285714286,5.14285714285714,26,-0.142857142857142,52.2142857142858,15.6642857142857
2020-07-09,"United States","Kentucky",326,309.428571428571,4.42857142857143,12.7142857142857,-0.714285714285714,54.1785714285715,16.2535714285715
2020-07-10,"United States","Kentucky",427,328,5,18.5714285714286,0.571428571428571,43.1785714285715,12.9535714285715
2020-07-11,"United States","Kentucky",449,392.142857142857,5.28571428571429,64.1428571428572,0.285714285714286,40.8571428571427,12.2571428571428
2020-07-12,"United States","Kentucky",268,430.428571428571,5.71428571428571,38.2857142857143,0.428571428571429,64.4642857142858,19.3392857142857
2020-07-13,"United States","Kentucky",264,357.285714285714,5.14285714285714,-73.1428571428572,-0.571428571428571,67.6785714285715,20.3035714285714
2020-07-14,"United States","Kentucky",570,386.285714285714,4.71428571428571,29,-0.428571428571429,74.1785714285715,22.2535714285715
2020-07-15,"United States","Kentucky",454,394,5.28571428571429,7.71428571428572,0.571428571428571,77.3571428571427,23.2071428571428
2020-07-16,"United States","Kentucky",406,405.428571428571,5.42857142857143,11.4285714285714,0.142857142857143,82,24.6
2020-07-17,"United States","Kentucky",522,419,5.42857142857143,13.5714285714286,0,98.0357142857142,29.4107142857143
2020-07-18,"United States","Kentucky",579,437.571428571429,6.42857142857143,18.5714285714286,1,107.607142857143,32.2821428571428
2020-07-19,"United States","Kentucky",977,538.857142857143,6.42857142857143,101.285714285714,0,89.3214285714285,26.7964285714285
2020-07-20,"United States","Kentucky",253,537.285714285714,6,-1.57142857142856,-0.428571428571429,96.5714285714285,28.9714285714285
2020-07-21,"United States","Kentucky",646,548.142857142857,5.57142857142857,10.8571428571428,-0.428571428571429,98.5,29.55
2020-07-22,"United States","Kentucky",480,551.857142857143,4.57142857142857,3.71428571428578,-1,101.357142857143,30.4071428571428
2020-07-23,"United States","Kentucky",607,580.571428571429,4.85714285714286,28.7142857142857,0.285714285714286,104.75,31.425
2020-07-24,"United States","Kentucky",785,618.142857142857,4.71428571428571,37.5714285714286,-0.142857142857142,109.392857142857,32.8178571428572
2020-07-25,"United States","Kentucky",832,654.285714285714,4.14285714285714,36.1428571428572,-0.571428571428571,134.714285714286,40.4142857142857
2020-07-26,"United States","Kentucky",318,560.142857142857,4.28571428571429,-94.1428571428572,0.142857142857142,134.321428571428,40.2964285714285
2020-07-27,"United States","Kentucky",504,596,5.42857142857143,35.8571428571429,1.14285714285714,137.035714285714,41.1107142857143
2020-07-28,"United States","Kentucky",525,578.714285714286,6.42857142857143,-17.2857142857143,1,137.964285714286,41.3892857142857
2020-07-29,"United States","Kentucky",616,598.142857142857,6.71428571428571,19.4285714285714,0.285714285714286,145.142857142857,43.5428571428572
2020-07-30,"United States","Kentucky",659,605.571428571429,6.71428571428571,7.42857142857144,0,154.535714285714,46.3607142857143
2020-07-31,"United States","Kentucky",765,602.714285714286,6.28571428571429,-2.85714285714289,-0.428571428571429,163.571428571428,49.0714285714285
2020-08-01,"United States","Kentucky",572,565.571428571429,6.28571428571429,-37.1428571428571,0,140.035714285714,42.0107142857143
2020-08-02,"United States","Kentucky",462,586.142857142857,6,20.5714285714286,-0.285714285714286,149,44.7
2020-08-03,"United States","Kentucky",323,560.285714285714,5,-25.8571428571428,-1,144.678571428572,43.4035714285714
2020-08-04,"United States","Kentucky",689,583.714285714286,4.57142857142857,23.4285714285713,-0.428571428571429,149.535714285714,44.8607142857143
2020-08-05,"United States","Kentucky",544,573.428571428571,4,-10.2857142857142,-0.571428571428571,151.392857142857,45.4178571428572
2020-08-06,"United States","Kentucky",513,552.571428571429,4.14285714285714,-20.8571428571429,0.142857142857143,150.678571428572,45.2035714285715
2020-08-07,"United States","Kentucky",542,520.714285714286,4.14285714285714,-31.8571428571429,0,141.392857142857,42.4178571428572
2020-08-08,"United States","Kentucky",782,550.714285714286,4.57142857142857,30,0.428571428571428,146.535714285714,43.9607142857143
2020-08-09,"United States","Kentucky",404,542.428571428571,4.42857142857143,-8.28571428571422,-0.142857142857142,140.071428571428,42.0214285714286
2020-08-10,"United States","Kentucky",272,535.142857142857,4.42857142857143,-7.28571428571433,0,145.928571428572,43.7785714285714
2020-08-11,"United States","Kentucky",539,513.714285714286,4.57142857142857,-21.4285714285714,0.142857142857142,143.357142857143,43.0071428571428
2020-08-12,"United States","Kentucky",1152,600.571428571429,5.42857142857143,86.8571428571429,0.857142857142858,138.142857142857,41.4428571428572
2020-08-13,"United States","Kentucky",741,633.142857142857,5.14285714285714,32.5714285714286,-0.285714285714286,130.178571428572,39.0535714285715
2020-08-14,"United States","Kentucky",612,643.142857142857,5.71428571428571,10,0.571428571428571,137.678571428572,41.3035714285715
2020-08-15,"United States","Kentucky",632,621.714285714286,5.42857142857143,-21.4285714285714,-0.285714285714286,135.607142857143,40.6821428571428
2020-08-16,"United States","Kentucky",0,564,5.28571428571429,-57.7142857142857,-0.142857142857143,133.785714285714,40.1357142857143
2020-08-17,"United States","Kentucky",761,633.857142857143,6.14285714285714,69.8571428571429,0.857142857142858,128.428571428572,38.5285714285714
2020-08-18,"United States","Kentucky",608,643.714285714286,6.71428571428571,9.85714285714278,0.571428571428571,150.142857142857,45.0428571428572
2020-08-19,"United States","Kentucky",627,568.714285714286,7.42857142857143,-75,0.714285714285714,158.285714285714,47.4857142857143
2020-08-20,"United States","Kentucky",700,562.857142857143,8.57142857142857,-5.85714285714278,1.14285714285714,160.785714285714,48.2357142857143
2020-08-21,"United States","Kentucky",639,566.714285714286,8.57142857142857,3.85714285714278,0,155.428571428572,46.6285714285714
2020-08-22,"United States","Kentucky",801,590.857142857143,8.85714285714286,24.1428571428572,0.285714285714286,141,42.3
2020-08-23,"United States","Kentucky",0,590.857142857143,8.85714285714286,0,0,158.464285714286,47.5392857142857
2020-08-24,"United States","Kentucky",832,601,9.42857142857143,10.1428571428571,0.571428571428571,160.928571428572,48.2785714285714
2020-08-25,"United States","Kentucky",670,609.857142857143,9.28571428571429,8.85714285714289,-0.142857142857142,142.178571428572,42.6535714285714
2020-08-26,"United States","Kentucky",662,614.857142857143,8.57142857142857,5,-0.714285714285715,140.714285714286,42.2142857142857
2020-08-27,"United States","Kentucky",748,621.714285714286,7.71428571428571,6.85714285714278,-0.857142857142857,141.678571428572,42.5035714285714
2020-08-28,"United States","Kentucky",779,641.714285714286,7.71428571428571,20,0,147.714285714286,44.3142857142857
2020-08-29,"United States","Kentucky",820,644.428571428571,7,2.71428571428578,-0.714285714285714,147.714285714286,44.3142857142857
2020-08-30,"United States","Kentucky",454,709.285714285714,8.14285714285714,64.8571428571429,1.14285714285714,150.25,45.075
2020-08-31,"United States","Kentucky",365,642.571428571429,7,-66.7142857142858,-1.14285714285714,152.464285714286,45.7392857142857
2020-09-01,"United States","Kentucky",789,659.571428571429,7.57142857142857,17,0.571428571428571,153.714285714286,46.1142857142857
2020-09-02,"United States","Kentucky",806,680.142857142857,9.14285714285714,20.5714285714286,1.57142857142857,155.428571428572,46.6285714285714
2020-09-03,"United States","Kentucky",894,701,9.42857142857143,20.8571428571429,0.285714285714286,160.428571428572,48.1285714285714
2020-09-04,"United States","Kentucky",792,702.857142857143,9.85714285714286,1.85714285714289,0.428571428571429,161.107142857143,48.3321428571428
2020-09-05,"United States","Kentucky",787,698.142857142857,10.2857142857143,-4.71428571428578,0.428571428571429,177.321428571428,53.1964285714285
2020-09-06,"United States","Kentucky",310,677.571428571429,9.57142857142857,-20.5714285714286,-0.714285714285715,160.642857142857,48.1928571428572
2020-09-07,"United States","Kentucky",290,666.857142857143,9,-10.7142857142857,-0.571428571428571,164.892857142857,49.4678571428572
2020-09-08,"United States","Kentucky",255,590.571428571429,7,-76.2857142857143,-2,170.035714285714,51.0107142857143
2020-09-09,"United States","Kentucky",658,569.428571428571,6.71428571428571,-21.1428571428571,-0.285714285714286,175.25,52.575
2020-09-10,"United States","Kentucky",795,555.285714285714,8.42857142857143,-14.1428571428571,1.71428571428571,175.714285714286,52.7142857142857
2020-09-11,"United States","Kentucky",932,575.285714285714,8.14285714285714,20,-0.285714285714286,174.535714285714,52.3607142857143
2020-09-12,"United States","Kentucky",711,564.428571428571,9.14285714285714,-10.8571428571429,1,169.392857142857,50.8178571428572
2020-09-13,"United States","Kentucky",530,595.857142857143,9.14285714285714,31.4285714285714,0,166.714285714286,50.0142857142857
