"Date","CountryName","RegionName","cases","PredictedDailyNewCases","PredictedDailyNewDeaths","avgcases7days_delta","avgdeaths7days_delta","X","date","estimate","PredictedDailyNewHospital","PredictedDailyNewICU"
2020-01-31,"Greece","",0,0,0,0,0,NA,NA,0,0,0
2020-02-01,"Greece","",0,0,0,0,0,NA,NA,0,0,0
2020-02-02,"Greece","",0,0,0,0,0,NA,NA,0,0,0
2020-02-03,"Greece","",0,0,0,0,0,NA,NA,0,0,0
2020-02-04,"Greece","",0,0,0,0,0,NA,NA,0,0,0
2020-02-05,"Greece","",0,0,0,0,0,NA,NA,0,0,0
2020-02-06,"Greece","",0,0,0,0,0,NA,NA,0,0,0
2020-02-07,"Greece","",0,0,0,0,0,NA,NA,0,0,0
2020-02-08,"Greece","",0,0,0,0,0,NA,NA,0,0,0
2020-02-09,"Greece","",0,0,0,0,0,NA,NA,0,0,0
2020-02-10,"Greece","",0,0,0,0,0,NA,NA,0,0,0
2020-02-11,"Greece","",0,0,0,0,0,NA,NA,0,0,0
2020-02-12,"Greece","",0,0,0,0,0,NA,NA,0,0,0
2020-02-13,"Greece","",0,0,0,0,0,NA,NA,0,0,0
2020-02-14,"Greece","",0,0,0,0,0,NA,NA,0,0,0
2020-02-15,"Greece","",0,0,0,0,0,NA,NA,0,0,0
2020-02-16,"Greece","",0,0,0,0,0,NA,NA,0,0,0
2020-02-17,"Greece","",0,0,0,0,0,NA,NA,0,0,0
2020-02-18,"Greece","",0,0,0,0,0,NA,NA,0,0,0
2020-02-19,"Greece","",0,0,0,0,0,NA,NA,0,0,0
2020-02-20,"Greece","",0,0,0,0,0,NA,NA,0,0,0
2020-02-21,"Greece","",0,0,0,0,0,NA,NA,0,0,0
2020-02-22,"Greece","",0,0,0,0,0,NA,NA,0,0,0
2020-02-23,"Greece","",0,0,0,0,0,NA,NA,0,0,0
2020-02-24,"Greece","",0,0,0,0,0,NA,NA,0,0,0
2020-02-25,"Greece","",0,0,0,0,0,NA,NA,0,0,0
2020-02-26,"Greece","",1,0.142857142857143,0,0.142857142857143,0,NA,NA,1,0,0
2020-02-27,"Greece","",2,0.428571428571429,0,0.285714285714286,0,NA,NA,2,0,0
2020-02-28,"Greece","",1,0.571428571428571,0,0.142857142857143,0,NA,NA,1,0,0
2020-02-29,"Greece","",0,0.571428571428571,0,0,0,NA,NA,0,0,0
2020-03-01,"Greece","",3,1,0,0.428571428571429,0,NA,NA,3,0,0
2020-03-02,"Greece","",0,1,0,0,0,NA,NA,0,0,0
2020-03-03,"Greece","",0,1,0,0,0,NA,NA,0,0.0357142857142857,0.0107142857142857
2020-03-04,"Greece","",2,1.14285714285714,0,0.142857142857143,0,NA,NA,2,0.107142857142857,0.0321428571428571
2020-03-05,"Greece","",22,4,0,2.85714285714286,0,NA,NA,22,0.142857142857143,0.0428571428571429
2020-03-06,"Greece","",14,5.85714285714286,0,1.85714285714286,0,NA,NA,14,0.142857142857143,0.0428571428571429
2020-03-07,"Greece","",1,6,0,0.142857142857143,0,NA,NA,1,0.25,0.075
2020-03-08,"Greece","",27,9.42857142857143,0,3.42857142857143,0,NA,NA,27,0.25,0.075
2020-03-09,"Greece","",0,9.42857142857143,0,0,0,NA,NA,0,0.25,0.075
2020-03-10,"Greece","",16,11.7142857142857,0,2.28571428571428,0,NA,NA,16,0.285714285714286,0.0857142857142857
2020-03-11,"Greece","",10,12.8571428571429,0.142857142857143,1.14285714285714,0.142857142857143,NA,NA,10,1,0.3
2020-03-12,"Greece","",0,9.71428571428571,0.142857142857143,-3.14285714285714,0,NA,NA,0,1.46428571428571,0.439285714285714
2020-03-13,"Greece","",91,20.7142857142857,0.142857142857143,11,0,NA,NA,91,1.5,0.45
2020-03-14,"Greece","",38,26,0.428571428571429,5.28571428571428,0.285714285714286,NA,NA,38,2.35714285714286,0.707142857142857
2020-03-15,"Greece","",103,36.8571428571429,0.571428571428571,10.8571428571429,0.142857142857143,NA,NA,103,2.35714285714286,0.707142857142857
2020-03-16,"Greece","",0,36.8571428571429,0.571428571428571,0,0,NA,NA,0,2.92857142857143,0.878571428571428
2020-03-17,"Greece","",56,42.5714285714286,0.714285714285714,5.71428571428572,0.142857142857143,NA,NA,56,3.21428571428571,0.964285714285714
2020-03-18,"Greece","",31,45.5714285714286,0.571428571428571,3,-0.142857142857143,NA,NA,31,2.42857142857143,0.728571428571429
2020-03-19,"Greece","",0,45.5714285714286,0.714285714285714,0,0.142857142857143,NA,NA,0,5.17857142857143,1.55357142857143
2020-03-20,"Greece","",77,43.5714285714286,0.714285714285714,-2,0,NA,NA,77,6.5,1.95
2020-03-21,"Greece","",35,43.1428571428571,1.42857142857143,-0.428571428571423,0.714285714285714,NA,NA,35,9.21428571428571,2.76428571428571
2020-03-22,"Greece","",94,41.8571428571429,1.57142857142857,-1.28571428571429,0.142857142857143,NA,NA,94,9.21428571428571,2.76428571428571
2020-03-23,"Greece","",71,52,1.85714285714286,10.1428571428571,0.285714285714286,NA,NA,71,10.6428571428571,3.19285714285714
2020-03-24,"Greece","",48,50.8571428571429,2.14285714285714,-1.14285714285715,0.285714285714286,NA,NA,48,11.3928571428571,3.41785714285714
2020-03-25,"Greece","",78,57.5714285714286,2.42857142857143,6.71428571428572,0.285714285714286,NA,NA,78,11.3928571428571,3.41785714285714
2020-03-26,"Greece","",71,67.7142857142857,2.85714285714286,10.1428571428571,0.428571428571429,NA,NA,71,10.8928571428571,3.26785714285714
2020-03-27,"Greece","",74,67.2857142857143,3.14285714285714,-0.428571428571416,0.285714285714286,NA,NA,74,10.7857142857143,3.23571428571429
2020-03-28,"Greece","",95,75.8571428571429,2.71428571428571,8.57142857142857,-0.428571428571428,NA,NA,95,10.4642857142857,3.13928571428571
2020-03-29,"Greece","",95,76,3.28571428571429,0.142857142857139,0.571428571428571,NA,NA,95,13,3.9
2020-03-30,"Greece","",56,73.8571428571429,3.71428571428571,-2.14285714285714,0.428571428571429,NA,NA,56,12.7142857142857,3.81428571428571
2020-03-31,"Greece","",102,81.5714285714286,4.14285714285714,7.71428571428571,0.428571428571429,NA,NA,102,14.3928571428571,4.31785714285714
2020-04-01,"Greece","",101,84.8571428571429,4,3.28571428571429,-0.142857142857143,NA,NA,101,16.9285714285714,5.07857142857143
2020-04-02,"Greece","",129,93.1428571428571,3.85714285714286,8.28571428571428,-0.142857142857143,NA,NA,129,16.8214285714286,5.04642857142857
2020-04-03,"Greece","",69,92.4285714285714,5,-0.714285714285708,1.14285714285714,NA,NA,69,18.9642857142857,5.68928571428571
2020-04-04,"Greece","",60,87.4285714285714,5.14285714285714,-5,0.142857142857143,NA,NA,60,19,5.7
2020-04-05,"Greece","",62,82.7142857142857,5,-4.71428571428572,-0.142857142857143,NA,NA,62,18.4642857142857,5.53928571428571
2020-04-06,"Greece","",20,77.5714285714286,5.14285714285714,-5.14285714285714,0.142857142857143,NA,NA,20,20.3928571428571,6.11785714285714
2020-04-07,"Greece","",77,74,4.57142857142857,-3.57142857142857,-0.571428571428572,NA,NA,77,21.2142857142857,6.36428571428571
2020-04-08,"Greece","",52,67,4.71428571428571,-7,0.142857142857143,NA,NA,52,23.2857142857143,6.98571428571428
2020-04-09,"Greece","",71,58.7142857142857,4.85714285714286,-8.28571428571428,0.142857142857142,NA,NA,71,23.1071428571429,6.93214285714286
2020-04-10,"Greece","",56,56.8571428571429,4.14285714285714,-1.85714285714286,-0.714285714285714,NA,NA,56,21.8571428571429,6.55714285714286
2020-04-11,"Greece","",70,58.2857142857143,3.57142857142857,1.42857142857143,-0.571428571428572,NA,NA,70,20.6785714285714,6.20357142857143
2020-04-12,"Greece","",33,54.1428571428571,3.57142857142857,-4.14285714285714,0,NA,NA,33,19.3928571428571,5.81785714285714
2020-04-13,"Greece","",31,55.7142857142857,2.85714285714286,1.57142857142857,-0.714285714285714,NA,NA,31,18.5,5.55
2020-04-14,"Greece","",25,48.2857142857143,2.85714285714286,-7.42857142857143,0,NA,NA,25,16.75,5.025
2020-04-15,"Greece","",22,44,2.71428571428571,-4.28571428571428,-0.142857142857143,NA,NA,22,14.6785714285714,4.40357142857143
2020-04-16,"Greece","",15,36,2.57142857142857,-8,-0.142857142857143,NA,NA,15,14.2142857142857,4.26428571428571
2020-04-17,"Greece","",17,30.4285714285714,2.28571428571429,-5.57142857142857,-0.285714285714286,NA,NA,17,14.5714285714286,4.37142857142857
2020-04-18,"Greece","",11,22,2.42857142857143,-8.42857142857143,0.142857142857143,NA,NA,11,13.5357142857143,4.06071428571429
2020-04-19,"Greece","",0,17.2857142857143,2.14285714285714,-4.71428571428572,-0.285714285714286,NA,NA,0,13.9285714285714,4.17857142857143
2020-04-20,"Greece","",10,14.2857142857143,2.42857142857143,-3,0.285714285714286,NA,NA,10,12.0714285714286,3.62142857142857
2020-04-21,"Greece","",156,33,2.85714285714286,18.7142857142857,0.428571428571429,NA,NA,156,11,3.3
2020-04-22,"Greece","",7,30.8571428571429,2.71428571428571,-2.14285714285714,-0.142857142857143,NA,NA,7,9,2.7
2020-04-23,"Greece","",55,36.5714285714286,2.85714285714286,5.71428571428571,0.142857142857143,NA,NA,55,7.60714285714286,2.28214285714286
2020-04-24,"Greece","",27,38,3.14285714285714,1.42857142857143,0.285714285714286,NA,NA,27,5.5,1.65
2020-04-25,"Greece","",16,38.7142857142857,2.85714285714286,0.714285714285715,-0.285714285714286,NA,NA,16,4.32142857142857,1.29642857142857
2020-04-26,"Greece","",11,40.2857142857143,3,1.57142857142857,0.142857142857143,NA,NA,11,3.57142857142857,1.07142857142857
2020-04-27,"Greece","",17,41.2857142857143,2.85714285714286,1,-0.142857142857143,NA,NA,17,8.25,2.475
2020-04-28,"Greece","",32,23.5714285714286,2.42857142857143,-17.7142857142857,-0.428571428571429,NA,NA,32,7.71428571428571,2.31428571428571
2020-04-29,"Greece","",10,24,2.57142857142857,0.428571428571427,0.142857142857143,NA,NA,10,9.14285714285714,2.74285714285714
2020-04-30,"Greece","",15,18.2857142857143,2.14285714285714,-5.71428571428572,-0.428571428571429,NA,NA,15,9.5,2.85
2020-05-01,"Greece","",21,17.4285714285714,1.42857142857143,-0.857142857142858,-0.714285714285714,NA,NA,21,9.67857142857143,2.90357142857143
2020-05-02,"Greece","",8,16.2857142857143,1.85714285714286,-1.14285714285714,0.428571428571429,NA,NA,8,10.0714285714286,3.02142857142857
2020-05-03,"Greece","",6,15.5714285714286,1.42857142857143,-0.714285714285714,-0.428571428571429,NA,NA,6,10.3214285714286,3.09642857142857
2020-05-04,"Greece","",6,14,1.42857142857143,-1.57142857142857,0,NA,NA,6,5.89285714285714,1.76785714285714
2020-05-05,"Greece","",10,10.8571428571429,1.14285714285714,-3.14285714285714,-0.285714285714286,NA,NA,10,6,1.8
2020-05-06,"Greece","",21,12.4285714285714,1.14285714285714,1.57142857142857,0,NA,NA,21,4.57142857142857,1.37142857142857
2020-05-07,"Greece","",15,12.4285714285714,1.14285714285714,0,0,NA,NA,15,4.35714285714286,1.30714285714286
2020-05-08,"Greece","",13,11.2857142857143,1.42857142857143,-1.14285714285714,0.285714285714286,NA,NA,13,4.07142857142857,1.22142857142857
2020-05-09,"Greece","",19,12.8571428571429,1.14285714285714,1.57142857142857,-0.285714285714286,NA,NA,19,3.89285714285714,1.16785714285714
2020-05-10,"Greece","",6,12.8571428571429,1,0,-0.142857142857143,NA,NA,6,3.5,1.05
2020-05-11,"Greece","",10,13.4285714285714,0.714285714285714,0.571428571428571,-0.285714285714286,NA,NA,10,2.71428571428571,0.814285714285714
2020-05-12,"Greece","",18,14.5714285714286,0.857142857142857,1.14285714285714,0.142857142857143,NA,NA,18,3.10714285714286,0.932142857142857
2020-05-13,"Greece","",16,13.8571428571429,1.14285714285714,-0.714285714285714,0.285714285714286,NA,NA,16,3.10714285714286,0.932142857142857
2020-05-14,"Greece","",10,13.1428571428571,1.14285714285714,-0.714285714285715,0,NA,NA,10,2.82142857142857,0.846428571428571
2020-05-15,"Greece","",40,17,1.42857142857143,3.85714285714286,0.285714285714286,NA,NA,40,3.21428571428571,0.964285714285714
2020-05-16,"Greece","",9,15.5714285714286,1.57142857142857,-1.42857142857143,0.142857142857143,NA,NA,9,3.21428571428571,0.964285714285714
2020-05-17,"Greece","",15,16.8571428571429,1.71428571428571,1.28571428571429,0.142857142857143,NA,NA,15,3.35714285714286,1.00714285714286
2020-05-18,"Greece","",2,15.7142857142857,2,-1.14285714285714,0.285714285714286,NA,NA,2,3.64285714285714,1.09285714285714
2020-05-19,"Greece","",4,13.7142857142857,1.85714285714286,-2,-0.142857142857143,NA,NA,4,3.46428571428571,1.03928571428571
2020-05-20,"Greece","",10,12.8571428571429,1.57142857142857,-0.857142857142856,-0.285714285714286,NA,NA,10,3.28571428571429,0.985714285714286
2020-05-21,"Greece","",3,11.8571428571429,1.71428571428571,-1,0.142857142857143,NA,NA,3,4.25,1.275
2020-05-22,"Greece","",21,9.14285714285714,1.28571428571429,-2.71428571428572,-0.428571428571428,NA,NA,21,3.89285714285714,1.16785714285714
2020-05-23,"Greece","",2,8.14285714285714,1.28571428571429,-1,0,NA,NA,2,4.21428571428571,1.26428571428571
2020-05-24,"Greece","",2,6.28571428571429,1.14285714285714,-1.85714285714286,-0.142857142857143,NA,NA,2,3.92857142857143,1.17857142857143
2020-05-25,"Greece","",4,6.57142857142857,1,0.285714285714286,-0.142857142857143,NA,NA,4,3.42857142857143,1.02857142857143
2020-05-26,"Greece","",10,7.42857142857143,1.14285714285714,0.857142857142858,0.142857142857143,NA,NA,10,3.21428571428571,0.964285714285714
2020-05-27,"Greece","",11,7.57142857142857,1,0.142857142857142,-0.142857142857143,NA,NA,11,2.96428571428571,0.889285714285714
2020-05-28,"Greece","",3,7.57142857142857,1,0,0,NA,NA,3,2.28571428571429,0.685714285714286
2020-05-29,"Greece","",3,5,0.857142857142857,-2.57142857142857,-0.142857142857143,NA,NA,3,2.03571428571429,0.610714285714286
2020-05-30,"Greece","",6,5.57142857142857,0.571428571428571,0.571428571428571,-0.285714285714286,NA,NA,6,1.57142857142857,0.471428571428571
2020-05-31,"Greece","",2,5.57142857142857,0.571428571428571,0,0,NA,NA,2,1.64285714285714,0.492857142857143
2020-06-01,"Greece","",1,5.14285714285714,1,-0.428571428571428,0.428571428571429,NA,NA,1,1.85714285714286,0.557142857142857
2020-06-02,"Greece","",19,6.42857142857143,0.857142857142857,1.28571428571429,-0.142857142857143,NA,NA,19,1.89285714285714,0.567857142857143
2020-06-03,"Greece","",0,4.85714285714286,0.857142857142857,-1.57142857142857,0,NA,NA,0,1.89285714285714,0.567857142857143
2020-06-04,"Greece","",15,6.57142857142857,0.714285714285714,1.71428571428571,-0.142857142857143,NA,NA,15,1.25,0.375
2020-06-05,"Greece","",15,8.28571428571429,0.714285714285714,1.71428571428572,0,NA,NA,15,1.39285714285714,0.417857142857143
2020-06-06,"Greece","",13,9.28571428571429,0.714285714285714,1,0,NA,NA,13,1.39285714285714,0.417857142857143
2020-06-07,"Greece","",17,11.4285714285714,0.714285714285714,2.14285714285714,0,NA,NA,17,1.28571428571429,0.385714285714286
2020-06-08,"Greece","",52,18.7142857142857,0.428571428571429,7.28571428571429,-0.285714285714286,NA,NA,52,1.60714285714286,0.482142857142857
2020-06-09,"Greece","",9,17.2857142857143,0.571428571428571,-1.42857142857143,0.142857142857143,NA,NA,9,1.21428571428571,0.364285714285714
2020-06-10,"Greece","",10,18.7142857142857,0.571428571428571,1.42857142857143,0,NA,NA,10,1.64285714285714,0.492857142857143
2020-06-11,"Greece","",20,19.4285714285714,0.428571428571429,0.714285714285712,-0.142857142857143,NA,NA,20,2.07142857142857,0.621428571428571
2020-06-12,"Greece","",20,20.1428571428571,0.428571428571429,0.714285714285715,0,NA,NA,20,2.32142857142857,0.696428571428572
2020-06-13,"Greece","",4,18.8571428571429,0.428571428571429,-1.28571428571428,0,NA,NA,4,2.85714285714286,0.857142857142857
2020-06-14,"Greece","",9,17.7142857142857,0.428571428571429,-1.14285714285714,0,NA,NA,9,4.67857142857143,1.40357142857143
2020-06-15,"Greece","",13,12.1428571428571,0.285714285714286,-5.57142857142857,-0.142857142857143,NA,NA,13,4.32142857142857,1.29642857142857
2020-06-16,"Greece","",14,12.8571428571429,0.285714285714286,0.714285714285715,0,NA,NA,14,4.67857142857143,1.40357142857143
2020-06-17,"Greece","",55,19.2857142857143,0.571428571428571,6.42857142857143,0.285714285714286,NA,NA,55,4.85714285714286,1.45714285714286
2020-06-18,"Greece","",24,19.8571428571429,0.714285714285714,0.571428571428573,0.142857142857143,NA,NA,24,5.03571428571429,1.51071428571429
2020-06-19,"Greece","",10,18.4285714285714,0.857142857142857,-1.42857142857143,0.142857142857143,NA,NA,10,4.71428571428571,1.41428571428571
2020-06-20,"Greece","",19,20.5714285714286,1,2.14285714285715,0.142857142857143,NA,NA,19,4.42857142857143,1.32857142857143
2020-06-21,"Greece","",10,20.7142857142857,1,0.142857142857142,0,NA,NA,10,3.03571428571429,0.910714285714286
2020-06-22,"Greece","",21,21.8571428571429,0.857142857142857,1.14285714285714,-0.142857142857143,NA,NA,21,3.21428571428571,0.964285714285714
2020-06-23,"Greece","",15,22,0.714285714285714,0.142857142857142,-0.142857142857143,NA,NA,15,4.82142857142857,1.44642857142857
2020-06-24,"Greece","",8,15.2857142857143,0.428571428571429,-6.71428571428571,-0.285714285714286,NA,NA,8,4.96428571428571,1.48928571428571
2020-06-25,"Greece","",11,13.4285714285714,0.428571428571429,-1.85714285714286,0,NA,NA,11,4.60714285714286,1.38214285714286
2020-06-26,"Greece","",22,15.1428571428571,0.285714285714286,1.71428571428571,-0.142857142857143,NA,NA,22,5.14285714285714,1.54285714285714
2020-06-27,"Greece","",23,15.7142857142857,0.142857142857143,0.571428571428571,-0.142857142857143,NA,NA,23,5.17857142857143,1.55357142857143
2020-06-28,"Greece","",10,15.7142857142857,0.142857142857143,0,0,NA,NA,10,5.46428571428571,1.63928571428571
2020-06-29,"Greece","",14,14.7142857142857,0.142857142857143,-1,0,NA,NA,14,5.5,1.65
2020-06-30,"Greece","",19,15.2857142857143,0.285714285714286,0.571428571428573,0.142857142857143,NA,NA,19,3.82142857142857,1.14642857142857
2020-07-01,"Greece","",23,17.4285714285714,0.285714285714286,2.14285714285714,0,NA,NA,23,3.35714285714286,1.00714285714286
2020-07-02,"Greece","",26,19.5714285714286,0.142857142857143,2.14285714285715,-0.142857142857143,NA,NA,26,3.78571428571429,1.13571428571429
2020-07-03,"Greece","",28,20.4285714285714,0.142857142857143,0.857142857142854,0,NA,NA,28,3.92857142857143,1.17857142857143
2020-07-04,"Greece","",25,20.7142857142857,0.142857142857143,0.285714285714288,0,NA,NA,25,3.92857142857143,1.17857142857143
2020-07-05,"Greece","",8,20.4285714285714,0.142857142857143,-0.285714285714288,0,NA,NA,8,3.67857142857143,1.10357142857143
2020-07-06,"Greece","",43,24.5714285714286,0.142857142857143,4.14285714285715,0,NA,NA,43,3.82142857142857,1.14642857142857
2020-07-07,"Greece","",27,25.7142857142857,0.142857142857143,1.14285714285714,0,NA,NA,27,4.35714285714286,1.30714285714286
2020-07-08,"Greece","",33,27.1428571428571,0.142857142857143,1.42857142857143,0,NA,NA,33,4.89285714285714,1.46785714285714
2020-07-09,"Greece","",50,30.5714285714286,0.142857142857143,3.42857142857143,0,NA,NA,50,5.10714285714286,1.53214285714286
2020-07-10,"Greece","",60,35.1428571428571,0.142857142857143,4.57142857142857,0,NA,NA,60,5.17857142857143,1.55357142857143
2020-07-11,"Greece","",40,37.2857142857143,0.142857142857143,2.14285714285714,0,NA,NA,40,5.10714285714286,1.53214285714286
2020-07-12,"Greece","",31,40.5714285714286,0.142857142857143,3.28571428571428,0,NA,NA,31,6.14285714285714,1.84285714285714
2020-07-13,"Greece","",23,37.7142857142857,0.142857142857143,-2.85714285714285,0,NA,NA,23,6.42857142857143,1.92857142857143
2020-07-14,"Greece","",57,42,0,4.28571428571428,-0.142857142857143,NA,NA,57,6.78571428571429,2.03571428571429
2020-07-15,"Greece","",27,41.1428571428571,0,-0.857142857142854,0,NA,NA,27,7.64285714285714,2.29285714285714
2020-07-16,"Greece","",29,38.1428571428571,0,-3,0,NA,NA,29,8.78571428571429,2.63571428571429
2020-07-17,"Greece","",25,33.1428571428571,0.142857142857143,-5,0.142857142857143,NA,NA,25,9.32142857142857,2.79642857142857
2020-07-18,"Greece","",19,30.1428571428571,0.142857142857143,-3,0,NA,NA,19,10.1428571428571,3.04285714285714
2020-07-19,"Greece","",24,29.1428571428571,0.142857142857143,-1,0,NA,NA,24,9.42857142857143,2.82857142857143
2020-07-20,"Greece","",5,26.5714285714286,0.285714285714286,-2.57142857142857,0.142857142857143,NA,NA,5,10.5,3.15
2020-07-21,"Greece","",36,23.5714285714286,0.571428571428571,-3,0.285714285714286,NA,NA,36,10.2857142857143,3.08571428571429
2020-07-22,"Greece","",29,23.8571428571429,1,0.285714285714285,0.428571428571429,NA,NA,29,9.53571428571429,2.86071428571429
2020-07-23,"Greece","",33,24.4285714285714,1.14285714285714,0.571428571428569,0.142857142857143,NA,NA,33,8.28571428571429,2.48571428571429
2020-07-24,"Greece","",25,24.4285714285714,1,0,-0.142857142857143,NA,NA,25,7.53571428571429,2.26071428571429
2020-07-25,"Greece","",31,26.1428571428571,1,1.71428571428572,0,NA,NA,31,7.28571428571429,2.18571428571429
2020-07-26,"Greece","",27,26.5714285714286,1.14285714285714,0.428571428571431,0.142857142857143,NA,NA,27,6.64285714285714,1.99285714285714
2020-07-27,"Greece","",34,30.7142857142857,1,4.14285714285714,-0.142857142857143,NA,NA,34,5.89285714285714,1.76785714285714
2020-07-28,"Greece","",52,33,0.857142857142857,2.28571428571428,-0.142857142857143,NA,NA,52,5.96428571428571,1.78928571428571
2020-07-29,"Greece","",57,37,0.428571428571429,4,-0.428571428571429,NA,NA,57,6.10714285714286,1.83214285714286
2020-07-30,"Greece","",65,41.5714285714286,0.285714285714286,4.57142857142857,-0.142857142857143,NA,NA,65,6.10714285714286,1.83214285714286
2020-07-31,"Greece","",76,48.8571428571429,0.714285714285714,7.28571428571428,0.428571428571429,NA,NA,76,6.53571428571429,1.96071428571429
2020-08-01,"Greece","",110,60.1428571428571,0.714285714285714,11.2857142857143,0,NA,NA,110,6.64285714285714,1.99285714285714
2020-08-02,"Greece","",75,67,0.857142857142857,6.85714285714285,0.142857142857143,NA,NA,75,7.67857142857143,2.30357142857143
2020-08-03,"Greece","",75,72.8571428571429,1,5.85714285714286,0.142857142857143,NA,NA,75,8.25,2.475
2020-08-04,"Greece","",118,82.2857142857143,0.857142857142857,9.42857142857143,-0.142857142857143,NA,NA,118,9.25,2.775
2020-08-05,"Greece","",119,91.1428571428571,1,8.85714285714285,0.142857142857143,NA,NA,119,10.3928571428571,3.11785714285714
2020-08-06,"Greece","",149,103.142857142857,1,12,0,NA,NA,149,12.2142857142857,3.66428571428571
2020-08-07,"Greece","",147,113.285714285714,0.571428571428571,10.1428571428572,-0.428571428571429,NA,NA,147,15.0357142857143,4.51071428571429
2020-08-08,"Greece","",151,119.142857142857,0.714285714285714,5.85714285714285,0.142857142857143,NA,NA,151,16.75,5.025
2020-08-09,"Greece","",202,137.285714285714,0.571428571428571,18.1428571428571,-0.142857142857143,NA,NA,202,18.2142857142857,5.46428571428571
2020-08-10,"Greece","",126,144.571428571429,0.571428571428571,7.28571428571431,0,NA,NA,126,20.5714285714286,6.17142857142857
2020-08-11,"Greece","",193,155.285714285714,0.714285714285714,10.7142857142857,0.142857142857143,NA,NA,193,22.7857142857143,6.83571428571429
2020-08-12,"Greece","",235,171.857142857143,0.857142857142857,16.5714285714286,0.142857142857143,NA,NA,235,25.7857142857143,7.73571428571428
2020-08-13,"Greece","",204,179.714285714286,1.57142857142857,7.85714285714286,0.714285714285714,NA,NA,204,28.3214285714286,8.49642857142857
2020-08-14,"Greece","",251,194.571428571429,1.85714285714286,14.8571428571429,0.285714285714286,NA,NA,251,29.7857142857143,8.93571428571429
2020-08-15,"Greece","",226,205.285714285714,2.14285714285714,10.7142857142857,0.285714285714286,NA,NA,226,34.3214285714286,10.2964285714286
2020-08-16,"Greece","",217,207.428571428571,2.28571428571429,2.14285714285714,0.142857142857143,NA,NA,217,36.1428571428571,10.8428571428571
2020-08-17,"Greece","",147,210.428571428571,2.42857142857143,3,0.142857142857143,NA,NA,147,38.8214285714286,11.6464285714286
2020-08-18,"Greece","",250,218.571428571429,2.57142857142857,8.14285714285717,0.142857142857143,NA,NA,250,42.9642857142857,12.8892857142857
2020-08-19,"Greece","",212,215.285714285714,2.71428571428571,-3.28571428571431,0.142857142857143,NA,NA,212,44.9285714285714,13.4785714285714
2020-08-20,"Greece","",250,221.857142857143,2,6.57142857142858,-0.714285714285714,NA,NA,250,48.6428571428571,14.5928571428571
2020-08-21,"Greece","",204,215.142857142857,2.14285714285714,-6.71428571428572,0.142857142857143,NA,NA,204,51.3214285714286,15.3964285714286
2020-08-22,"Greece","",243,217.571428571429,2,2.42857142857144,-0.142857142857143,NA,NA,243,51.8571428571429,15.5571428571429
2020-08-23,"Greece","",283,227,2,9.42857142857142,0,NA,NA,283,52.6071428571429,15.7821428571429
2020-08-24,"Greece","",155,228.142857142857,1.71428571428571,1.14285714285714,-0.285714285714286,NA,NA,155,54.6428571428571,16.3928571428571
