"Date","CountryName","RegionName","cases","PredictedDailyNewCases","PredictedDailyNewDeaths","avgcases7days_delta","avgdeaths7days_delta","isSpecialty","X","date","estimate","PredictedDailyNewHospital","PredictedDailyNewICU"
2020-06-28,"Ghana","",311,369.714285714286,3.85714285714286,-18,1.28571428571429,1,NA,NA,311,78.2142857142857,23.4642857142857
2020-06-29,"Ghana","",609,456.714285714286,3.85714285714286,87,0,1,NA,NA,609,84.8214285714286,25.4464285714286
2020-06-30,"Ghana","",390,453.285714285714,2.42857142857143,-3.42857142857144,-1.42857142857143,1,NA,NA,390,86.5357142857143,25.9607142857143
2020-07-01,"Ghana","",393,445.857142857143,3.14285714285714,-7.42857142857144,0.714285714285714,1,NA,NA,393,90.8571428571429,27.2571428571429
2020-07-02,"Ghana","",0,380.142857142857,3.14285714285714,-65.7142857142857,0,1,NA,NA,0,93.9642857142857,28.1892857142857
2020-07-03,"Ghana","",1254,507.714285714286,2,127.571428571429,-1.14285714285714,1,NA,NA,1254,96.9285714285714,29.0785714285714
2020-07-04,"Ghana","",0,422.428571428571,2,-85.2857142857143,0,1,NA,NA,0,92.4285714285714,27.7285714285714
2020-07-05,"Ghana","",697,477.571428571429,1.42857142857143,55.1428571428571,-0.571428571428571,1,NA,NA,697,114.178571428571,34.2535714285714
2020-07-06,"Ghana","",992,532.285714285714,2.42857142857143,54.7142857142858,1,1,NA,NA,992,113.321428571429,33.9964285714286
2020-07-07,"Ghana","",891,603.857142857143,2.42857142857143,71.5714285714286,0,1,NA,NA,891,111.464285714286,33.4392857142857
2020-07-08,"Ghana","",854,669.714285714286,1.71428571428571,65.8571428571428,-0.714285714285714,1,NA,NA,854,95.0357142857143,28.5107142857143
2020-07-09,"Ghana","",641,761.285714285714,1.71428571428571,91.5714285714287,0,1,NA,NA,641,126.928571428571,38.0785714285714
2020-07-10,"Ghana","",371,635.142857142857,2.57142857142857,-126.142857142857,0.857142857142857,1,NA,NA,371,105.607142857143,31.6821428571429
2020-07-11,"Ghana","",414,694.285714285714,2.57142857142857,59.1428571428572,0,1,NA,NA,414,119.392857142857,35.8178571428571
2020-07-12,"Ghana","",270,633.285714285714,2.42857142857143,-61,-0.142857142857143,1,NA,NA,270,133.071428571429,39.9214285714286
2020-07-13,"Ghana","",470,558.714285714286,1.42857142857143,-74.5714285714287,-1,1,NA,NA,470,150.964285714286,45.2892857142857
2020-07-14,"Ghana","",0,431.428571428571,1.42857142857143,-127.285714285714,0,1,NA,NA,0,167.428571428571,50.2285714285714
2020-07-15,"Ghana","",442,372.571428571429,1.42857142857143,-58.8571428571429,0,1,NA,NA,442,190.321428571429,57.0964285714286
2020-07-16,"Ghana","",695,380.285714285714,1.42857142857143,7.71428571428572,0,1,NA,NA,695,158.785714285714,47.6357142857143
2020-07-17,"Ghana","",447,391.142857142857,1.28571428571429,10.8571428571429,-0.142857142857143,1,NA,NA,447,173.571428571429,52.0714285714286
2020-07-18,"Ghana","",488,401.714285714286,1.42857142857143,10.5714285714286,0.142857142857143,1,NA,NA,488,158.321428571429,47.4964285714286
2020-07-19,"Ghana","",607,449.857142857143,1.28571428571429,48.1428571428571,-0.142857142857143,1,NA,NA,607,139.678571428571,41.9035714285714
2020-07-20,"Ghana","",763,491.714285714286,2,41.8571428571429,0.714285714285714,1,NA,NA,763,107.857142857143,32.3571428571429
2020-07-21,"Ghana","",559,571.571428571429,2,79.8571428571428,0,1,NA,NA,559,93.1428571428571,27.9428571428571
2020-07-22,"Ghana","",683,606,2,34.4285714285714,0,1,NA,NA,683,95.0714285714286,28.5214285714286
2020-07-23,"Ghana","",0,506.714285714286,2,-99.2857142857143,0,1,NA,NA,0,97.7857142857143,29.3357142857143
2020-07-24,"Ghana","",1385,640.714285714286,2.42857142857143,134,0.428571428571428,1,NA,NA,1385,100.428571428571,30.1285714285714
2020-07-25,"Ghana","",794,684.428571428571,2.28571428571429,43.7142857142858,-0.142857142857143,1,NA,NA,794,112.464285714286,33.7392857142857
2020-07-26,"Ghana","",1118,757.428571428571,2.85714285714286,73,0.571428571428572,1,NA,NA,1118,122.928571428571,36.8785714285714
2020-07-27,"Ghana","",655,742,2.14285714285714,-15.4285714285714,-0.714285714285714,1,NA,NA,655,142.892857142857,42.8678571428571
2020-07-28,"Ghana","",782,773.857142857143,2.14285714285714,31.8571428571429,0,1,NA,NA,782,151.5,45.45
2020-07-29,"Ghana","",736,781.428571428571,3.14285714285714,7.57142857142856,1,1,NA,NA,736,126.678571428571,38.0035714285714
2020-07-30,"Ghana","",0,781.428571428571,3.14285714285714,0,0,1,NA,NA,0,160.178571428571,48.0535714285714
2020-07-31,"Ghana","",359,634.857142857143,3,-146.571428571429,-0.142857142857143,1,NA,NA,359,171.107142857143,51.3321428571429
2020-08-01,"Ghana","",1513,737.571428571429,3,102.714285714286,0,1,NA,NA,1513,189.357142857143,56.8071428571429
2020-08-02,"Ghana","",0,577.857142857143,2,-159.714285714286,-1,1,NA,NA,0,185.5,55.65
2020-08-03,"Ghana","",798,598.285714285714,3.28571428571429,20.4285714285714,1.28571428571429,1,NA,NA,798,193.464285714286,58.0392857142857
2020-08-04,"Ghana","",0,486.571428571429,3.28571428571429,-111.714285714286,0,1,NA,NA,0,195.357142857143,58.6071428571429
2020-08-05,"Ghana","",1263,561.857142857143,3.42857142857143,75.2857142857143,0.142857142857143,1,NA,NA,1263,195.357142857143,58.6071428571429
2020-08-06,"Ghana","",567,642.857142857143,3.42857142857143,81,0,1,NA,NA,567,158.714285714286,47.6142857142857
2020-08-07,"Ghana","",455,656.571428571429,3.42857142857143,13.7142857142857,0,1,NA,NA,455,184.392857142857,55.3178571428571
2020-08-08,"Ghana","",436,502.714285714286,3.42857142857143,-153.857142857143,0,1,NA,NA,436,144.464285714286,43.3392857142857
2020-08-09,"Ghana","",470,569.857142857143,4.71428571428571,67.1428571428572,1.28571428571429,1,NA,NA,470,149.571428571429,44.8714285714286
2020-08-10,"Ghana","",209,485.714285714286,3.42857142857143,-84.1428571428572,-1.28571428571429,1,NA,NA,209,121.642857142857,36.4928571428571
2020-08-11,"Ghana","",192,513.142857142857,3.42857142857143,27.4285714285714,0,1,NA,NA,192,140.464285714286,42.1392857142857
2020-08-12,"Ghana","",168,356.714285714286,3.42857142857143,-156.428571428571,0,1,NA,NA,168,160.714285714286,48.2142857142857
2020-08-13,"Ghana","",153,297.571428571429,3.42857142857143,-59.1428571428572,0,1,NA,NA,153,164.142857142857,49.2428571428571
2020-08-14,"Ghana","",122,250,2.42857142857143,-47.5714285714286,-1,1,NA,NA,122,125.678571428571,37.7035714285714
2020-08-15,"Ghana","",363,239.571428571429,3.57142857142857,-10.4285714285714,1.14285714285714,1,NA,NA,363,142.464285714286,42.7392857142857
2020-08-16,"Ghana","",322,218.428571428571,2.28571428571429,-21.1428571428572,-1.28571428571429,1,NA,NA,322,121.428571428571,36.4285714285714
2020-08-17,"Ghana","",121,205.857142857143,3.42857142857143,-12.5714285714286,1.14285714285714,1,NA,NA,121,128.285714285714,38.4857142857143
2020-08-18,"Ghana","",340,227,4.71428571428571,21.1428571428571,1.28571428571429,1,NA,NA,340,89.1785714285714,26.7535714285714
2020-08-19,"Ghana","",101,217.428571428571,4.71428571428571,-9.57142857142858,0,1,NA,NA,101,74.3928571428571,22.3178571428571
2020-08-20,"Ghana","",166,219.285714285714,5.42857142857143,1.85714285714286,0.714285714285714,1,NA,NA,166,62.5,18.75
2020-08-21,"Ghana","",65,211.142857142857,5.42857142857143,-8.14285714285714,0,1,NA,NA,65,59.8928571428571,17.9678571428571
2020-08-22,"Ghana","",0,159.285714285714,4.28571428571429,-51.8571428571429,-1.14285714285714,1,NA,NA,0,54.6071428571429,16.3821428571429
2020-08-23,"Ghana","",180,139,4.28571428571429,-20.2857142857143,0,1,NA,NA,180,51.4642857142857,15.4392857142857
2020-08-24,"Ghana","",117,138.428571428571,3.42857142857143,-0.571428571428584,-0.857142857142857,1,NA,NA,117,56.75,17.025
2020-08-25,"Ghana","",95,103.428571428571,3.14285714285714,-35,-0.285714285714286,1,NA,NA,95,54.3571428571429,16.3071428571429
2020-08-26,"Ghana","",52,96.4285714285714,2,-7,-1.14285714285714,1,NA,NA,52,54.8214285714286,16.4464285714286
