"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active"
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-01-21,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,13.89,13.89,17.86,17.86,10.56,10.56,12.18,12.18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,696100,"MO","2020/01/21","MO",696100,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/01/21","MO",696100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-01-22,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,13.89,13.89,17.86,17.86,17.22,17.22,19.87,19.87,0,0,NA,NA,NA,NA,NA,NA,NA,NA,696100,"MO","2020/01/22","MO",696100,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/01/22","MO",696100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-01-23,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,2,0,25,25,32.14,32.14,23.89,23.89,27.56,27.56,0,0,1,0,NA,NA,NA,NA,NA,NA,696100,"MO","2020/01/23","MO",696100,1,0,1,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"2020/01/23","MO",696100,1,0,1,0,0,0,0,0,1.43657520471197e-06,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-01-24,1,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,2,0,28.7,28.7,39.29,39.29,26.11,26.11,30.13,30.13,0,0,0,0,NA,NA,-1,0,NA,NA,696100,"MO","2020/01/24","MO",696100,0,0,1,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"2020/01/24","MO",696100,0,0,1,0,0,0,0,0,1.43657520471197e-06,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-01-25,1,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,2,0,28.7,28.7,39.29,39.29,26.11,26.11,30.13,30.13,0,0,0,0,NA,NA,0,0,NA,NA,696100,"MO","2020/01/25","MO",696100,0,0,1,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"2020/01/25","MO",696100,0,0,1,0,0,0,0,0,1.43657520471197e-06,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-01-26,1,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,5,0,28.7,28.7,39.29,39.29,26.11,26.11,30.13,30.13,0,0,3,0,NA,NA,3,0,NA,NA,696100,"MO","2020/01/26","MO",696100,3,0,4,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"2020/01/26","MO",696100,3,0,4,0,0,0,0,0,5.74630081884787e-06,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-01-27,1,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,6,0,28.7,28.7,39.29,39.29,26.11,26.11,30.13,30.13,0,0,1,0,NA,NA,-2,0,NA,NA,696100,"MO","2020/01/27","MO",696100,1,0,5,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"2020/01/27","MO",696100,1,0,5,0,0,0,0,0,7.18287602355983e-06,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-01-28,1,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,7,0,28.7,28.7,39.29,39.29,26.11,26.11,30.13,30.13,0,0,1,0,NA,NA,0,0,NA,NA,696100,"MO","2020/01/28","MO",696100,1,0,6,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,"2020/01/28","MO",696100,1,0,6,0,0,0,0,0,8.6194512282718e-06,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-01-29,1,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,7,0,28.7,28.7,39.29,39.29,26.11,26.11,30.13,30.13,0,0,0,0,0.857142857142857,0,-1,0,NA,NA,696100,"MO","2020/01/29","MO",696100,0,0,6,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/01/29","MO",696100,0,0,6,0,0,0,0,0,8.6194512282718e-06,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-01-30,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,7,0,36.11,36.11,46.43,46.43,30.56,30.56,35.26,35.26,0,0,0,0,0.714285714285714,0,0,0,-0.142857142857143,0,696100,"MO","2020/01/30","MO",696100,0,0,6,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/01/30","MO",696100,0,0,6,0,0,0,0,0,8.6194512282718e-06,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-01-31,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,7,0,36.11,36.11,46.43,46.43,30.56,30.56,35.26,35.26,0,0,0,0,0.714285714285714,0,0,0,0,0,696100,"MO","2020/01/31","MO",696100,0,0,6,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/01/31","MO",696100,0,0,6,0,0,0,0,0,8.6194512282718e-06,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-01,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,7,0,36.11,36.11,46.43,46.43,30.56,30.56,35.26,35.26,0,0,0,0,0.714285714285714,0,0,0,0,0,696100,"MO","2020/02/01","MO",696100,0,0,6,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/01","MO",696100,0,0,6,0,0,0,0,0,8.6194512282718e-06,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-02,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,NA,8,0,36.11,36.11,46.43,46.43,30.56,30.56,35.26,35.26,0,0,1,0,0.428571428571429,0,1,0,-0.285714285714286,0,696100,"MO","2020/02/02","MO",696100,1,0,7,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/02","MO",696100,1,0,7,0,0,0,0,0,1.00560264329838e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-03,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,2,1,0,NA,NA,8,0,43.52,43.52,57.14,57.14,38.33,38.33,44.23,44.23,0,0,0,0,0.285714285714286,0,-1,0,-0.142857142857143,0,696100,"MO","2020/02/03","MO",696100,0,0,7,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/03","MO",696100,0,0,7,0,0,0,0,0,1.00560264329838e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-04,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,43.52,43.52,57.14,57.14,38.33,38.33,44.23,44.23,0,0,2,0,0.428571428571429,0,2,0,0.142857142857143,0,696100,"MO","2020/02/04","MO",696100,2,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/04","MO",696100,2,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-05,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,43.52,43.52,57.14,57.14,38.33,38.33,44.23,44.23,0,0,0,0,0.428571428571429,0,-2,0,0,0,696100,"MO","2020/02/05","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/05","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-06,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,43.52,43.52,57.14,57.14,38.33,38.33,44.23,44.23,0,0,0,0,0.428571428571429,0,0,0,0,0,696100,"MO","2020/02/06","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/06","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-07,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,43.52,43.52,57.14,57.14,38.33,38.33,44.23,44.23,0,0,0,0,0.428571428571429,0,0,0,0,0,696100,"MO","2020/02/07","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/07","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-08,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,43.52,43.52,57.14,57.14,38.33,38.33,44.23,44.23,0,0,0,0,0.428571428571429,0,0,0,0,0,696100,"MO","2020/02/08","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/08","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-09,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,43.52,43.52,57.14,57.14,38.33,38.33,44.23,44.23,0,0,0,0,0.285714285714286,0,0,0,-0.142857142857143,0,696100,"MO","2020/02/09","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/09","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-10,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,43.52,43.52,57.14,57.14,38.33,38.33,44.23,44.23,0,0,0,0,0.285714285714286,0,0,0,0,0,696100,"MO","2020/02/10","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/10","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-11,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,43.52,43.52,57.14,57.14,38.33,38.33,44.23,44.23,0,0,0,0,0,0,0,0,-0.285714285714286,0,696100,"MO","2020/02/11","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/11","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-12,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,43.52,43.52,57.14,57.14,38.33,38.33,44.23,44.23,0,0,0,0,0,0,0,0,0,0,696100,"MO","2020/02/12","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/12","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-13,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,1,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,43.52,43.52,57.14,57.14,48.33,48.33,44.23,44.23,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/02/13","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/13","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
"Macao","MAC",NA,NA,"NAT_TOTAL",2020-02-14,3,1,2,1,2,1,0,NA,0,NA,0,NA,0,NA,1,1,1,2,0,0,2,1,1,2,0,0,2,1,0,NA,NA,10,0,43.52,43.52,57.14,57.14,48.33,48.33,44.23,44.23,75,75,0,0,0,0,0,0,0,0,696100,"MO","2020/02/14","MO",696100,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0,"2020/02/14","MO",696100,0,0,9,0,0,0,0,0,1.29291768424077e-05,0,0,0,0,0
