"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active","cmu_date","cmu_iso2","cmu_raw_cli","cmu_smoothed_cli","cmu_raw_ili","cmu_smoothed_ili","cmu_raw_wcli","cmu_smoothed_wcli","cmu_raw_wili","cmu_smoothed_wili","cmu_raw_hh_cmnty_cli","cmu_smoothed_hh_cmnty_cli","cmu_raw_nohh_cmnty_cli","cmu_smoothed_nohh_cmnty_cli","cmu_smoothed_wearing_mask","cmu_smoothed_others_masked","cmu_smoothed_travel_outside_state_5d","cmu_smoothed_work_outside_home_1d","cmu_smoothed_shop_1d","cmu_smoothed_restaurant_1d","cmu_smoothed_spent_time_1d","cmu_smoothed_large_event_1d","cmu_smoothed_public_transit_1d","cmu_smoothed_tested_14d","cmu_smoothed_tested_positive_14d","cmu_smoothed_wanted_test_14d","cmu_smoothed_anxious_5d","cmu_smoothed_depressed_5d","cmu_smoothed_felt_isolated_5d","cmu_smoothed_worried_become_ill","cmu_smoothed_worried_finances"
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-04-26,3,1,3,1,1,1,3,1,1,1,2,1,1,1,3,2,0,1,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,57,4,74.07,74.07,85.24,85.24,63.33,63.33,63.46,63.46,62.5,62.5,2,1,0.571428571428571,0.142857142857143,1,1,0.285714285714286,0.142857142857143,106405,"US_VI","2020/04/26","US",329064917,2,1,57,4,356.039474491997,227.184124596489,557.979601883221,81.1727534295936,173.703548027152,173.703548027152,1.08197336178501e-06,6.90393028426331e-07,1.69565205239798e-06,2.46677020964814e-07,5.27870152828087e-07,5.27870152828087e-07,"2020/04/26","US_VI",106405,2,1,57,4,289.855072463768,0,0,72.463768115942,0.000535689112353743,3.7592218410789e-05,0.00272407379788326,0,0,0.000681018449470815,"2020-04-26","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-04-27,3,1,3,1,1,1,3,1,1,1,2,1,1,1,3,2,0,1,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,57,4,74.07,74.07,85.24,85.24,63.33,63.33,63.46,63.46,62.5,62.5,0,0,0.571428571428571,0.142857142857143,-2,-1,0,0,106405,"US_VI","2020/04/27","US",329064917,0,0,57,4,350.685243896546,223.564891520519,550.086999127467,3.62684507298201,177.330393100134,177.330393100134,1.06570231519559e-06,6.79394490177508e-07,1.67166711098366e-06,1.1021670453499e-08,5.38891823281586e-07,5.38891823281586e-07,"2020/04/27","US_VI",106405,0,0,57,4,289.855072463768,0,0,72.463768115942,0.000535689112353743,3.7592218410789e-05,0.00272407379788326,0,0,0.000681018449470815,"2020-04-27","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-04-28,3,1,3,1,1,1,3,1,1,1,2,1,1,1,3,2,0,1,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,57,4,74.07,74.07,85.24,85.24,63.33,63.33,63.46,63.46,62.5,62.5,0,0,0.571428571428571,0.142857142857143,0,0,0,0,106405,"US_VI","2020/04/28","US",329064917,0,0,57,4,345.305718802869,219.944228179712,542.11942920612,0,177.330393100134,177.330393100134,1.0493544008001e-06,6.68391605476775e-07,1.64745435079644e-06,0,5.38891823281586e-07,5.38891823281586e-07,"2020/04/28","US_VI",106405,0,0,57,4,362.31884057971,72.463768115942,72.463768115942,144.927536231884,0.000535689112353743,3.7592218410789e-05,0.00340509224735407,0.000681018449470814,0.000681018449470814,0.00136203689894163,"2020-04-28","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-04-29,3,1,3,1,1,1,3,1,1,1,2,1,1,1,3,2,0,1,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,57,4,74.07,74.07,85.24,85.24,63.33,63.33,63.46,63.46,62.5,62.5,0,0,0.428571428571429,0.142857142857143,0,0,-0.142857142857143,0,106405,"US_VI","2020/04/29","US",329064917,0,0,57,4,340.144052245018,216.476006639347,534.460969018227,0,177.330393100134,177.330393100134,1.03366853977028e-06,6.57851978305383e-07,1.62418094852156e-06,0,5.38891823281586e-07,5.38891823281586e-07,"2020/04/29","US_VI",106405,0,0,57,4,434.782608695652,72.4637681159421,144.927536231884,217.391304347826,0.000535689112353743,3.7592218410789e-05,0.00408611069682489,0.000681018449470815,0.00136203689894163,0.00204305534841244,"2020-04-29","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-04-30,3,1,3,1,1,1,3,1,1,1,2,1,1,1,3,2,0,1,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,66,4,74.07,74.07,85.24,85.24,63.33,63.33,63.46,63.46,62.5,62.5,9,0,1.71428571428571,0.142857142857143,9,0,1.28571428571429,0,106405,"US_VI","2020/04/30","US",329064917,9,0,66,4,388.323411581933,247.138531069392,610.164150972843,21.7174509401818,199.047844040316,199.047844040316,1.18008147183291e-06,7.51032754638478e-07,1.85423641187749e-06,6.59974668165e-08,6.04889290098086e-07,6.04889290098086e-07,"2020/04/30","US_VI",106405,9,0,66,4,434.782608695652,0,144.927536231884,217.391304347826,0.000620271603778018,3.7592218410789e-05,0.00408611069682489,0,0.00136203689894163,0.00204305534841244,"2020-04-30","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-05-01,3,1,3,1,1,1,3,1,1,1,2,1,1,1,3,2,0,1,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,66,4,74.07,74.07,85.24,85.24,63.33,63.33,63.46,63.46,62.5,62.5,0,0,1.71428571428571,0.142857142857143,-9,0,0,0,106405,"US_VI","2020/05/01","US",329064917,0,0,66,4,382.250845440971,243.07926001633,601.103149773126,9.84815060424285,208.895994644558,208.895994644558,1.16162746526082e-06,7.38696978798047e-07,1.8267008080145e-06,2.99276832487215e-08,6.34816973346807e-07,6.34816973346807e-07,"2020/05/01","US_VI",106405,0,0,66,4,434.782608695652,0,144.927536231884,144.927536231884,0.000620271603778018,3.7592218410789e-05,0.00408611069682489,0,0.00136203689894163,0.00136203689894163,"2020-05-01","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-05-02,3,1,3,1,1,1,3,1,1,1,2,1,1,1,3,2,0,1,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,66,4,74.07,74.07,85.24,85.24,63.33,63.33,63.46,63.46,62.5,62.5,0,0,1.57142857142857,0.142857142857143,0,0,-0.142857142857143,0,106405,"US_VI","2020/05/02","US",329064917,0,0,66,4,374.646542094635,238.060515017321,589.59811749233,0,208.895994644558,208.895994644558,1.1385186409727e-06,7.234454441016e-07,1.79173800375787e-06,0,6.34816973346807e-07,6.34816973346807e-07,"2020/05/02","US_VI",106405,0,0,66,4,434.782608695652,0,144.927536231884,144.927536231884,0.000620271603778018,3.7592218410789e-05,0.00408611069682489,0,0.00136203689894163,0.00136203689894163,"2020-05-02","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-05-03,3,1,3,1,1,1,3,1,1,1,2,1,1,1,3,2,0,1,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,66,4,74.07,74.07,85.24,85.24,63.33,63.33,63.46,63.46,62.5,62.5,0,0,1.28571428571429,0,0,0,-0.285714285714286,-0.142857142857143,106405,"US_VI","2020/05/03","US",329064917,0,0,66,4,366.494321235987,232.708323948519,577.195027746156,0,208.895994644558,208.895994644558,1.11374474245757e-06,7.07180595458369e-07,1.754046080051e-06,0,6.34816973346807e-07,6.34816973346807e-07,"2020/05/03","US_VI",106405,0,0,66,4,434.782608695652,0,144.927536231884,144.927536231884,0.000620271603778018,3.7592218410789e-05,0.00408611069682489,0,0.00136203689894163,0.00136203689894163,"2020-05-03","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-05-04,3,1,1,1,1,1,3,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,66,4,57.41,57.41,67.38,67.38,53.33,53.33,51.92,51.92,62.5,62.5,0,0,1.28571428571429,0,0,0,0,0,106405,"US_VI","2020/05/04","US",329064917,0,0,66,4,358.593321927716,227.529653956918,565.153457120375,0,173.331099544694,208.895994644558,1.08973428464182e-06,6.91443062454809e-07,1.71745278187883e-06,0,5.26738313901431e-07,6.34816973346807e-07,"2020/05/04","US_VI",106405,0,0,66,4,434.782608695652,0,144.927536231884,144.927536231884,0.000620271603778018,3.7592218410789e-05,0.00408611069682489,0,0.00136203689894163,0.00136203689894163,"2020-05-04","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-05-05,3,1,1,1,1,1,3,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,66,4,57.41,57.41,67.38,67.38,53.33,53.33,51.92,51.92,62.5,62.5,0,0,1.28571428571429,0,0,0,0,0,106405,"US_VI","2020/05/05","US",329064917,0,0,66,4,351.326293971516,222.766069887725,554.079734395679,0,116.365200047,208.895994644558,1.06765041127589e-06,6.76966939893278e-07,1.68380069029261e-06,0,3.53623841483534e-07,6.34816973346807e-07,"2020/05/05","US_VI",106405,0,0,66,4,434.782608695652,0,144.927536231884,144.927536231884,0.000620271603778018,3.7592218410789e-05,0.00408611069682489,0,0.00136203689894163,0.00136203689894163,"2020-05-05","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-05-06,3,1,1,1,1,1,3,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,66,4,57.41,57.41,67.38,67.38,53.33,53.33,51.92,51.92,62.5,62.5,0,0,1.28571428571429,0,0,0,0,0,106405,"US_VI","2020/05/06","US",329064917,0,0,66,4,344.818041431049,218.495131298783,544.174513132536,0,116.365200047,208.895994644558,1.04787239118246e-06,6.63987924603894e-07,1.65369957421665e-06,0,3.53623841483534e-07,6.34816973346807e-07,"2020/05/06","US_VI",106405,0,0,66,4,434.782608695652,0,144.927536231884,144.927536231884,0.000620271603778018,3.7592218410789e-05,0.00408611069682489,0,0.00136203689894163,0.00136203689894163,"2020-05-06","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-05-07,3,1,1,1,1,1,3,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,66,4,57.41,57.41,67.38,67.38,53.33,53.33,51.92,51.92,62.5,62.5,0,0,0,0,0,0,-1.28571428571429,0,106405,"US_VI","2020/05/07","US",329064917,0,0,66,4,339.065512036989,214.713342126037,535.436784293642,0,116.365200047,208.895994644558,1.03039094877741e-06,6.52495392348485e-07,1.62714636727331e-06,0,3.53623841483534e-07,6.34816973346807e-07,"2020/05/07","US_VI",106405,0,0,66,4,434.782608695652,0,144.927536231884,144.927536231884,0.000620271603778018,3.7592218410789e-05,0.00408611069682489,0,0.00136203689894163,0.00136203689894163,"2020-05-07","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-05-08,3,1,1,1,1,1,3,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,68,4,57.41,57.41,67.38,67.38,53.33,53.33,51.92,51.92,62.5,62.5,2,0,0.285714285714286,0,2,0,0.285714285714286,0,106405,"US_VI","2020/05/08","US",329064917,2,0,68,4,344.132204798344,217.788056336541,543.771666690335,0,35.1924466174067,208.895994644558,1.04578819260257e-06,6.61839184565946e-07,1.652475358503e-06,0,1.06946820518721e-07,6.34816973346807e-07,"2020/05/08","US_VI",106405,2,0,68,4,434.782608695652,0,144.927536231884,144.927536231884,0.000639067712983412,3.7592218410789e-05,0.00408611069682489,0,0.00136203689894163,0.00136203689894163,"2020-05-08","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-05-09,3,1,1,1,1,1,3,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,68,4,57.41,57.41,67.38,67.38,53.33,53.33,51.92,51.92,62.5,62.5,0,0,0.285714285714286,0,-2,0,0,0,106405,"US_VI","2020/05/09","US",329064917,0,0,68,4,339.383038913843,214.655193112071,536.585420704262,0,31.5656015444247,208.895994644558,1.03135588566509e-06,6.52318682492885e-07,1.63063697460116e-06,0,9.59251500652216e-08,6.34816973346807e-07,"2020/05/09","US_VI",106405,0,0,68,4,434.782608695652,0,144.927536231884,144.927536231884,0.000639067712983412,3.7592218410789e-05,0.00408611069682489,0,0.00136203689894163,0.00136203689894163,"2020-05-09","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-05-10,3,1,1,1,1,1,3,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,69,4,57.41,57.41,67.38,67.38,53.33,53.33,51.92,51.92,62.5,62.5,1,0,0.428571428571429,0,1,0,0.142857142857143,0,106405,"US_VI","2020/05/10","US",329064917,1,0,69,4,339.76415664521,214.773195244869,537.495761560071,0,31.5656015444247,173.331099544694,1.03251406969407e-06,6.52677280832309e-07,1.63340342221918e-06,0,9.59251500652216e-08,5.26738313901431e-07,"2020/05/10","US_VI",106405,1,0,69,4,434.782608695652,0,72.4637681159421,144.927536231884,0.00064846576758611,3.7592218410789e-05,0.00408611069682489,0,0.000681018449470815,0.00136203689894163,"2020-05-10","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-05-11,3,1,1,1,1,1,3,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,69,5,57.41,57.41,67.38,67.38,53.33,53.33,51.92,51.92,62.5,62.5,0,1,0.428571428571429,0.142857142857143,-1,1,0,0.142857142857143,106405,"US_VI","2020/05/11","US",329064917,0,1,69,5,419.208810052984,292.114638349448,601.599520719024,0,31.5656015444247,116.365200047,1.27393954322084e-06,8.87711279016256e-07,1.82820923665656e-06,0,9.59251500652216e-08,3.53623841483534e-07,"2020/05/11","US_VI",106405,0,1,69,5,434.782608695652,0,0,144.927536231884,0.00064846576758611,4.69902730134862e-05,0.00408611069682489,0,0,0.00136203689894163,"2020-05-11","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-05-12,3,1,1,1,1,1,3,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,69,6,57.41,57.41,67.38,67.38,53.33,53.33,51.92,51.92,62.5,62.5,0,1,0.428571428571429,0.285714285714286,0,0,0,0.142857142857143,106405,"US_VI","2020/05/12","US",329064917,0,1,69,6,496.762457305545,369.526503283924,667.808497618468,0,9.84815060424285,116.365200047,1.5096184115718e-06,1.12295928308858e-06,2.02941262686617e-06,0,2.99276832487215e-08,3.53623841483534e-07,"2020/05/12","US_VI",106405,0,1,69,6,434.782608695652,0,0,144.927536231884,0.00064846576758611,5.63883276161835e-05,0.00408611069682489,0,0,0.00136203689894163,"2020-05-12","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-05-13,3,1,1,1,1,1,3,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,69,6,57.41,57.41,67.38,67.38,53.33,53.33,51.92,51.92,62.5,62.5,0,0,0.428571428571429,0.285714285714286,0,-1,0,0,106405,"US_VI","2020/05/13","US",329064917,0,0,69,6,490.928134013659,364.991015384348,660.318809525601,0,0,116.365200047,1.49188840454134e-06,1.1091763251819e-06,2.00665210848229e-06,0,0,3.53623841483534e-07,"2020/05/13","US_VI",106405,0,0,69,6,434.782608695652,0,0,144.927536231884,0.00064846576758611,5.63883276161835e-05,0.00408611069682489,0,0,0.00136203689894163,"2020-05-13","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-05-14,3,1,1,1,1,1,3,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,69,6,57.41,57.41,67.38,67.38,53.33,53.33,51.92,51.92,62.5,62.5,0,0,0.428571428571429,0.285714285714286,0,0,0,0,106405,"US_VI","2020/05/14","US",329064917,0,0,69,6,485.625700562735,360.861744873832,653.525413533379,81.4875442575956,81.4875442575956,116.679990875002,1.47577476502223e-06,1.09662782700664e-06,1.98600756194675e-06,2.4763364323519e-07,2.4763364323519e-07,3.54580463753911e-07,"2020/05/14","US_VI",106405,0,0,69,6,434.782608695652,0,0,144.927536231884,0.00064846576758611,5.63883276161835e-05,0.00408611069682489,0,0,0.00136203689894163,"2020-05-14","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-05-15,3,1,1,1,1,1,3,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,69,6,57.41,57.41,67.38,67.38,53.33,53.33,51.92,51.92,62.5,62.5,0,0,0.142857142857143,0.285714285714286,0,0,-0.285714285714286,0,106405,"US_VI","2020/05/15","US",329064917,0,0,69,6,480.863289768257,357.322863247283,647.116451898378,17.1249000696911,98.6124443272867,130.178045871711,1.46130220794172e-06,1.0858734699065e-06,1.96653127838109e-06,5.20410994457093e-08,2.996747426809e-07,3.95599892746121e-07,"2020/05/15","US_VI",106405,0,0,69,6,434.782608695652,0,0,144.927536231884,0.00064846576758611,5.63883276161835e-05,0.00408611069682489,0,0,0.00136203689894163,"2020-05-15","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-05-16,3,1,1,1,1,1,3,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,69,6,57.41,57.41,67.38,67.38,53.33,53.33,51.92,51.92,62.5,62.5,0,0,0.142857142857143,0.285714285714286,0,0,0,0,106405,"US_VI","2020/05/16","US",329064917,0,0,69,6,476.611105776588,353.985452422466,641.7160496146,0,98.6124443272867,130.178045871711,1.44838018626151e-06,1.07573136525662e-06,1.95011991999925e-06,0,2.996747426809e-07,3.95599892746121e-07,"2020/05/16","US_VI",106405,0,0,69,6,434.782608695652,0,0,72.4637681159421,0.00064846576758611,5.63883276161835e-05,0.00408611069682489,0,0,0.000681018449470815,"2020-05-16","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-05-17,3,1,1,1,1,1,3,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,69,6,57.41,57.41,67.38,67.38,53.33,53.33,51.92,51.92,62.5,62.5,0,0,0,0.285714285714286,0,0,-0.142857142857143,0,106405,"US_VI","2020/05/17","US",329064917,0,0,69,6,472.823387992827,351.172263688333,636.616211898292,0,98.6124443272867,130.178045871711,1.43686963746678e-06,1.06718232648403e-06,1.93462195150476e-06,0,2.996747426809e-07,3.95599892746121e-07,"2020/05/17","US_VI",106405,0,0,69,6,434.782608695652,0,0,0,0.00064846576758611,5.63883276161835e-05,0.00408611069682489,0,0,0,"2020-05-17","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-05-18,3,1,1,1,1,1,3,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,69,6,57.41,57.41,67.38,67.38,53.33,53.33,51.92,51.92,62.5,62.5,0,0,0,0.142857142857143,0,0,0,-0.142857142857143,106405,"US_VI","2020/05/18","US",329064917,0,0,69,6,469.450223149538,348.497519277319,632.381867372144,0,98.6124443272867,108.460594931529,1.42661887942779e-06,1.05905400811026e-06,1.92175414242699e-06,0,2.996747426809e-07,3.29602425929621e-07,"2020/05/18","US_VI",106405,0,0,69,6,434.782608695652,0,0,0,0.00064846576758611,5.63883276161835e-05,0.00408611069682489,0,0,0,"2020-05-18","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-05-19,3,1,1,1,1,1,3,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,69,6,57.41,57.41,67.38,67.38,53.33,53.33,51.92,51.92,62.5,62.5,0,0,0,0,0,0,0,-0.142857142857143,106405,"US_VI","2020/05/19","US",329064917,0,0,69,6,466.443258738348,346.265291905428,628.331278671362,0,98.6124443272867,98.6124443272867,1.41748097302742e-06,1.05227046098453e-06,1.9094447515089e-06,0,2.996747426809e-07,2.996747426809e-07,"2020/05/19","US_VI",106405,0,0,69,6,434.782608695652,0,0,0,0.00064846576758611,5.63883276161835e-05,0.00408611069682489,0,0,0,"2020-05-19","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States","USA","Virgin Islands","US_VI","STATE_TOTAL",2020-05-20,3,1,1,1,1,1,3,1,0,NA,1,1,1,1,3,2,0,1,NA,NA,2,1,1,2,NA,NA,1,1,NA,NA,NA,69,6,57.41,57.41,67.38,67.38,53.33,53.33,51.92,51.92,62.5,62.5,0,0,0,0,0,0,0,0,106405,"US_VI","2020/05/20","US",329064917,0,0,69,6,463.758160456361,344.109835767964,625.008671751227,0,98.6124443272867,98.6124443272867,1.40932119012967e-06,1.04572021504184e-06,1.89934763465297e-06,0,2.996747426809e-07,2.996747426809e-07,"2020/05/20","US_VI",106405,0,0,69,6,434.782608695652,0,0,0,0.00064846576758611,5.63883276161835e-05,0.00408611069682489,0,0,0,"2020-05-20","US_VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
