"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","owid_iso_code","owid_continent","owid_location","owid_date","owid_total_cases","owid_new_cases","owid_new_cases_smoothed","owid_total_deaths","owid_new_deaths","owid_new_deaths_smoothed","owid_total_cases_per_million","owid_new_cases_per_million","owid_new_cases_smoothed_per_million","owid_total_deaths_per_million","owid_new_deaths_per_million","owid_new_deaths_smoothed_per_million","owid_reproduction_rate","owid_icu_patients","owid_icu_patients_per_million","owid_hosp_patients","owid_hosp_patients_per_million","owid_weekly_icu_admissions","owid_weekly_icu_admissions_per_million","owid_weekly_hosp_admissions","owid_weekly_hosp_admissions_per_million","owid_total_tests","owid_new_tests","owid_total_tests_per_thousand","owid_new_tests_per_thousand","owid_new_tests_smoothed","owid_new_tests_smoothed_per_thousand","owid_positive_rate","owid_tests_per_case","owid_tests_units","owid_total_vaccinations","owid_new_vaccinations","owid_new_vaccinations_smoothed","owid_total_vaccinations_per_hundred","owid_new_vaccinations_smoothed_per_million","owid_stringency_index","owid_population","owid_population_density","owid_median_age","owid_aged_65_older","owid_aged_70_older","owid_gdp_per_capita","owid_extreme_poverty","owid_cardiovasc_death_rate","owid_diabetes_prevalence","owid_female_smokers","owid_male_smokers","owid_handwashing_facilities","owid_hospital_beds_per_thousand","owid_life_expectancy","owid_human_development_index","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active","hosp_date","hosp_year_week","hosp_countrycode","hosp_countryname","hosp_hosp_occupancy","hosp_icu_occupancy","gmob_country_region_code","gmob_country_region","gmob_sub_region_1","gmob_sub_region_2","gmob_metro_area","gmob_iso_3166_2_code","gmob_census_fips_code","gmob_date","gmob_retail_and_recreation_percent_change_from_baseline","gmob_grocery_and_pharmacy_percent_change_from_baseline","gmob_parks_percent_change_from_baseline","gmob_transit_stations_percent_change_from_baseline","gmob_workplaces_percent_change_from_baseline","gmob_residential_percent_change_from_baseline"
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-07-28,1,1,0,NA,0,NA,4,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,6375,113,25.93,25.93,35.71,35.71,43.89,43.89,37.18,37.18,87.5,87.5,54,1,92.8571428571429,0.285714285714286,5,1,-4.57142857142857,0.142857142857143,61573,"LU","LUX","Europe","Luxembourg","2020-07-28",6375,54,92.857,113,1,0.286,10184.097,86.265,148.34,180.518,1.598,0.456,1.05,4,6.39,59,94.253,NA,NA,NA,NA,462805,8496,739.333,13.572,9032,14.429,0.01,97.3,"tests performed",NA,NA,NA,NA,NA,25.93,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/28","LU",61573,54,1,6375,113,9677.95242812643,9497.02976461529,9862.32174927508,0,431.738691663655,1435.13388061172,0.157178510518026,0.154240166381617,0.160172831424083,0,0.00701181835648182,0.0233078440324772,"2020/07/28","LU",61573,54,1,6375,115,8913.04347826087,72.463768115942,507.246376811594,652.173913043478,0.103535640621701,0.00186770175239147,0.144755712378167,0.0011768757103916,0.0082381299727412,0.0105918813935244,"2020-07-28","2020-W31","LU","Luxembourg",59,4,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-07-28",-12,-5,152,-18,-41,9
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-07-29,1,1,0,NA,0,NA,4,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,6533,114,25.93,25.93,35.71,35.71,43.89,43.89,37.18,37.18,87.5,87.5,158,1,97,0.428571428571429,104,0,4.14285714285714,0.142857142857143,61573,"LU","LUX","Europe","Luxembourg","2020-07-29",6533,158,97,114,1,0.429,10436.502,252.406,154.958,182.116,1.598,0.685,1.04,6,9.585,63,100.643,NA,NA,NA,NA,469536,6731,750.086,10.753,8966,14.323,0.011,92.4,"tests performed",NA,NA,NA,NA,NA,25.93,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/29","LU",61573,158,1,6533,114,9855.6035851028,9672.77883577151,10041.8838966397,0,315.614627465849,1435.13388061172,0.160063722493671,0.15709448680057,0.163089079574484,0,0.00512586080694216,0.0233078440324772,"2020/07/29","LU",61573,158,1,6533,116,8985.50724637681,72.463768115942,579.710144927536,724.63768115942,0.106101700420639,0.00188394263719487,0.145932588088558,0.0011768757103916,0.0094150056831328,0.011768757103916,"2020-07-29","2020-W31","LU","Luxembourg",63,6,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-07-29",-12,-3,132,-16,-41,8
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-07-30,1,1,0,NA,0,NA,4,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,6616,114,25.93,25.93,35.71,35.71,43.89,43.89,37.18,37.18,87.5,87.5,83,0,94.8571428571429,0.285714285714286,-75,-1,-2.14285714285714,-0.142857142857143,61573,"LU","LUX","Europe","Luxembourg","2020-07-30",6616,83,94.857,114,0,0.286,10569.095,132.593,151.535,182.116,0,0.456,1.01,7,11.183,55,87.863,NA,NA,NA,NA,479349,9813,765.763,15.676,8183,13.072,0.012,86.3,"tests performed",NA,NA,NA,NA,NA,25.93,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/30","LU",61573,83,0,6616,114,9833.86979847648,9651.39725231959,10019.7922316529,0,300.302224645249,1435.13388061172,0.159710746568731,0.156747230966813,0.162730291388318,0,0.00487717383666947,0.0233078440324772,"2020/07/30","LU",61573,83,0,6616,116,8985.50724637681,0,579.710144927536,724.63768115942,0.107449693859321,0.00188394263719487,0.145932588088558,0,0.0094150056831328,0.011768757103916,"2020-07-30","2020-W31","LU","Luxembourg",55,7,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-07-30",-13,-4,144,-18,-43,8
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-07-31,1,1,0,NA,0,NA,4,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,6695,114,25.93,25.93,35.71,35.71,43.89,43.89,37.18,37.18,87.5,87.5,79,0,91.2857142857143,0.285714285714286,-4,0,-3.57142857142857,0,61573,"LU","LUX","Europe","Luxembourg","2020-07-31",6695,79,91.286,114,0,0.286,10695.298,126.203,145.829,182.116,0,0.456,0.99,6,9.585,53,84.668,NA,NA,NA,NA,488087,8738,779.722,13.959,7917,12.647,0.012,86.7,"tests performed",NA,NA,NA,NA,NA,25.93,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/31","LU",61573,79,0,6695,114,9804.35518061439,9622.38036558988,9989.771434456,47.6580304849176,262.246440758019,1428.55445562246,0.159231403060016,0.156275971052083,0.162242727079337,0.000774008583062667,0.00425911423445372,0.0232009883491539,"2020/07/31","LU",61573,79,0,6695,116,8985.50724637681,0,434.782608695652,724.63768115942,0.10873272375879,0.00188394263719487,0.145932588088558,0,0.0070612542623496,0.011768757103916,"2020-07-31","2020-W31","LU","Luxembourg",53,6,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-07-31",-22,-8,132,-18,-46,10
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-08-01,1,1,0,NA,0,NA,4,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,6793,116,25.93,25.93,35.71,35.71,43.89,43.89,37.18,37.18,87.5,87.5,98,2,86.2857142857143,0.571428571428571,19,2,-5,0.285714285714286,61573,"LU","LUX","Europe","Luxembourg","2020-08-01",6793,98,86.286,116,2,0.571,10851.854,156.556,137.842,185.311,3.195,0.913,0.96,6,9.585,57,91.058,NA,NA,NA,NA,494334,6247,789.701,9.98,7929,12.667,0.011,91.9,"tests performed",NA,NA,NA,NA,NA,25.93,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/01","LU",61573,98,2,6793,116,9973.47810405994,9791.21635025661,10159.1326280474,172.77456103337,435.021001791389,879.13608859365,0.161978108977311,0.159018016829724,0.164993302714622,0.00280601174270166,0.00706512597715539,0.0142779479413647,"2020/08/01","LU",61573,98,2,6793,118,8985.50724637681,0,362.31884057971,724.63768115942,0.110324330469524,0.00191642440680168,0.145932588088558,0,0.005884378551958,0.011768757103916,"2020-08-01","2020-W31","LU","Luxembourg",57,6,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-08-01",-28,-15,139,-2,-9,2
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-08-02,1,1,0,NA,0,NA,4,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,6855,117,25.93,25.93,35.71,35.71,43.89,43.89,37.18,37.18,87.5,87.5,62,1,83.2857142857143,0.714285714285714,-36,-1,-3,0.142857142857143,61573,"LU","LUX","Europe","Luxembourg","2020-08-02",6855,62,83.286,117,1,0.714,10950.899,99.045,133.049,186.908,1.598,1.141,0.94,7,11.183,61,97.448,NA,NA,NA,NA,495203,869,791.089,1.388,7898,12.617,0.011,94.8,"tests performed",NA,NA,NA,NA,NA,25.93,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/02","LU",61573,62,1,6855,117,10003.2499524564,9821.81325586835,10188.0382984814,29.7718483964563,464.792850187845,877.978618448957,0.162461630137502,0.159514937649105,0.165462756378305,0.000483521160191258,0.00754864713734665,0.0142591496020814,"2020/08/02","LU",61573,62,1,6855,119,9057.97101449275,72.463768115942,362.31884057971,724.63768115942,0.111331265327335,0.00193266529160509,0.14710946379895,0.0011768757103916,0.005884378551958,0.011768757103916,"2020-08-02","2020-W31","LU","Luxembourg",61,7,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-08-02",-17,-14,191,15,1,-1
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-08-03,1,1,0,NA,0,NA,4,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,6864,118,25.93,25.93,35.71,35.71,43.89,43.89,37.18,37.18,87.5,87.5,9,1,77.5714285714286,0.857142857142857,-53,0,-5.71428571428572,0.142857142857143,61573,"LU","LUX","Europe","Luxembourg","2020-08-03",6864,9,77.571,118,1,0.857,10965.277,14.378,123.921,188.506,1.598,1.369,0.92,7,11.183,59,94.253,NA,NA,NA,NA,501498,6295,801.146,10.056,6741,10.769,0.012,86.9,"tests performed",NA,NA,NA,NA,NA,25.93,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,"2020/08/03","LU",613894,423,5,2625,7,6695,117,2809,4745,0.0109057915535907,0.000689044036918426,0.0045757085099382,0.00772934741176816,"2020/08/03","LU",61573,9,1,6864,118,9956.66231387535,9777.41103408213,10139.199844108,0,464.792850187845,681.943131578399,0.161705005666044,0.15879380628006,0.164669576666851,0,0.00754864713734665,0.0110753598424374,"2020/08/03","LU",61573,9,1,6864,120,9057.97101449275,0,362.31884057971,652.173913043478,0.111477433290566,0.00194890617640849,0.14710946379895,0,0.005884378551958,0.0105918813935244,"2020-08-03","2020-W32","LU","Luxembourg",59,7,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-08-03",-13,-7,126,-26,-51,12
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-08-04,1,1,0,NA,0,NA,4,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,6917,118,25.93,25.93,35.71,35.71,43.89,43.89,37.18,37.18,87.5,87.5,53,0,77.4285714285714,0.714285714285714,44,-1,-0.142857142857139,-0.142857142857143,61573,"LU","LUX","Europe","Luxembourg","2020-08-04",6917,53,77.429,118,0,0.714,11049.944,84.668,123.693,188.506,0,1.141,0.91,5,7.988,47,75.083,NA,NA,NA,NA,509363,7865,813.71,12.564,6651,10.625,0.012,85.9,"tests performed",NA,NA,NA,NA,NA,25.93,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/04","LU",61573,53,0,6917,118,9894.10501102978,9715.93510789168,10075.5421770748,0,464.792850187845,565.819067380593,0.160689019716918,0.157795382844618,0.163635719829711,0,0.00754864713734665,0.00918940229289775,"2020/08/04","LU",61573,53,0,6917,120,9130.4347826087,72.463768115942,434.782608695652,724.63768115942,0.112338200185146,0.00194890617640849,0.148286339509342,0.0011768757103916,0.0070612542623496,0.011768757103916,"2020-08-04","2020-W32","LU","Luxembourg",47,5,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-08-04",-14,-10,153,-25,-50,11
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-08-05,1,1,0,NA,0,NA,4,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,7007,118,25.93,25.93,35.71,35.71,43.89,43.89,37.18,37.18,87.5,87.5,90,0,67.7142857142857,0.571428571428571,37,0,-9.71428571428572,-0.142857142857143,61573,"LU","LUX","Europe","Luxembourg","2020-08-05",7007,90,67.714,118,0,0.571,11193.72,143.775,108.174,188.506,0,0.913,0.9,9,14.378,51,81.473,NA,NA,NA,NA,519469,10106,829.854,16.144,7133,11.395,0.009,105.3,"tests performed",NA,NA,NA,NA,NA,25.93,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/05","LU",61573,90,0,7007,118,9890.95457382739,9712.79934886668,10072.377578039,0,317.735847656717,550.506664559993,0.160637853829233,0.157744455343522,0.163584323941322,0,0.00516031129970469,0.00894071532262506,"2020/08/05","LU",61573,90,0,7007,120,9130.4347826087,0,362.31884057971,724.63768115942,0.113799879817452,0.00194890617640849,0.148286339509342,0,0.005884378551958,0.011768757103916,"2020-08-05","2020-W32","LU","Luxembourg",51,9,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-08-05",-18,-10,124,-26,-50,11
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-08-06,1,1,0,NA,0,NA,4,1,0,NA,0,NA,0,NA,0,2,0,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,7073,119,25.93,25.93,35.71,35.71,43.89,43.89,37.18,37.18,87.5,87.5,66,1,65.2857142857143,0.714285714285714,-24,1,-2.42857142857142,0.142857142857143,61573,"LU","LUX","Europe","Luxembourg","2020-08-06",7073,66,65.286,119,1,0.714,11299.155,105.435,104.294,190.103,1.598,1.141,0.89,6,9.585,48,76.68,NA,NA,NA,NA,525716,6247,839.834,9.98,6624,10.582,0.01,101.5,"tests performed",NA,NA,NA,NA,NA,25.93,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/06","LU",61573,66,1,7073,119,9942.29016603954,9764.53349291932,10123.2827781692,0,250.204439914743,464.792850187845,0.161471589268666,0.158584663617484,0.164411069432531,0,0.00406354148595559,0.00754864713734665,"2020/08/06","LU",61573,66,1,7073,121,9130.4347826087,0,362.31884057971,579.710144927536,0.114871778214477,0.00196514706121189,0.148286339509342,0,0.005884378551958,0.0094150056831328,"2020-08-06","2020-W32","LU","Luxembourg",48,6,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-08-06",-19,-12,132,-26,-50,10
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-08-07,1,1,0,NA,1,1,4,1,0,NA,1,1,0,NA,0,2,1,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,7113,119,35.19,35.19,42.86,42.86,51.11,51.11,43.59,43.59,100,100,40,0,59.7142857142857,0.714285714285714,-26,-1,-5.57142857142858,0,61573,"LU","LUX","Europe","Luxembourg","2020-08-07",7113,40,59.714,119,0,0.714,11363.055,63.9,95.394,190.103,0,1.141,0.87,8,12.78,49,78.278,NA,NA,NA,NA,532647,6931,850.906,11.072,6366,10.17,0.009,106.6,"tests performed",NA,NA,NA,NA,NA,35.19,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/07","LU",61573,40,0,7113,119,9876.80483368611,9700.18153513712,10056.6441328303,0,250.204439914743,464.792850187845,0.160408049529601,0.157539530884269,0.163328798870126,0,0.00406354148595559,0.00754864713734665,"2020/08/07","LU",61573,40,0,7113,121,9130.4347826087,0,289.855072463768,507.246376811594,0.115521413606613,0.00196514706121189,0.148286339509342,0,0.0047075028415664,0.0082381299727412,"2020-08-07","2020-W32","LU","Luxembourg",49,8,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-08-07",-26,-13,132,-24,-50,12
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-08-08,1,1,0,NA,1,1,4,1,0,NA,1,1,0,NA,0,2,1,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,7169,120,35.19,35.19,42.86,42.86,51.11,51.11,43.59,43.59,100,100,56,1,53.7142857142857,0.571428571428571,16,1,-6,-0.142857142857143,61573,"LU","LUX","Europe","Luxembourg","2020-08-08",7169,56,53.714,120,1,0.571,11452.516,89.46,85.809,191.701,1.598,0.913,0.86,8,12.78,47,75.083,NA,NA,NA,NA,538574,5927,860.375,9.468,6320,10.096,0.008,117.7,"tests performed",NA,NA,NA,NA,NA,35.19,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/08","LU",61573,56,1,7169,120,9919.85378032579,9743.76173050405,10099.1282160543,0,250.204439914743,464.792850187845,0.161107202512884,0.158247311816934,0.164018777971746,0,0.00406354148595559,0.00754864713734665,"2020/08/08","LU",61573,56,1,7169,122,9130.4347826087,0,289.855072463768,434.782608695652,0.116430903155604,0.0019813879460153,0.148286339509342,0,0.0047075028415664,0.0070612542623496,"2020-08-08","2020-W32","LU","Luxembourg",47,8,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-08-08",-33,-21,138,-8,-13,3
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-08-09,1,1,0,NA,1,1,4,1,0,NA,1,1,0,NA,0,2,1,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,7205,120,35.19,35.19,42.86,42.86,51.11,51.11,43.59,43.59,100,100,36,0,50,0.428571428571429,-20,-1,-3.71428571428572,-0.142857142857143,61573,"LU","LUX","Europe","Luxembourg","2020-08-09",7205,36,50,120,0,0.429,11510.026,57.51,79.875,191.701,0,0.685,0.86,6,9.585,41,65.498,NA,NA,NA,NA,538924,350,860.934,0.559,6246,9.978,0.008,124.9,"tests performed",NA,NA,NA,NA,NA,35.19,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/09","LU",61573,36,0,7205,120,9856.49283653833,9681.49133028429,10034.657649575,0,250.204439914743,464.792850187845,0.160078164723797,0.157235985420303,0.162971718928345,0,0.00406354148595559,0.00754864713734665,"2020/08/09","LU",61573,36,0,7205,122,9130.4347826087,0,217.391304347826,434.782608695652,0.117015575008526,0.0019813879460153,0.148286339509342,0,0.0035306271311748,0.0070612542623496,"2020-08-09","2020-W32","LU","Luxembourg",41,6,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-08-09",-27,-17,139,2,-3,0
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-08-10,1,1,0,NA,1,1,4,1,0,NA,1,1,0,NA,0,2,1,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,7216,121,35.19,35.19,42.86,42.86,51.11,51.11,43.59,43.59,100,100,11,1,50.2857142857143,0.428571428571429,-25,1,0.285714285714285,0,61573,"LU","LUX","Europe","Luxembourg","2020-08-10",7216,11,50.286,121,1,0.429,11527.599,17.573,80.332,193.298,1.598,0.685,0.86,4,6.39,45,71.888,NA,NA,NA,NA,544490,5566,869.826,8.892,6142,9.812,0.008,122.1,"tests performed",NA,NA,NA,NA,NA,35.19,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,"2020/08/10","LU",613894,418,2,2993,9,7113,119,3168,4309,0.0115866908619403,0.00068089930834965,0.00516050002117629,0.00701912708057091,"2020/08/10","LU",61573,11,1,7216,121,9845.35268458687,9671.82196099212,10021.9968765801,0,250.204439914743,464.792850187845,0.15989723879926,0.157078946307507,0.162766096772613,0,0.00406354148595559,0.00754864713734665,"2020/08/10","LU",61573,11,1,7216,123,9130.4347826087,0,144.927536231884,434.782608695652,0.117194224741364,0.0019976288308187,0.148286339509342,0,0.0023537514207832,0.0070612542623496,"2020-08-10","2020-W33","LU","Luxembourg",45,4,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-08-10",-18,-11,116,-29,-54,12
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-08-11,1,1,0,NA,1,1,4,1,0,NA,1,1,0,NA,0,2,1,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,7242,122,35.19,35.19,42.86,42.86,51.11,51.11,43.59,43.59,100,100,26,1,46.4285714285714,0.571428571428571,15,0,-3.85714285714285,0.142857142857143,61573,"LU","LUX","Europe","Luxembourg","2020-08-11",7242,26,46.429,122,1,0.571,11569.134,41.535,74.17,194.896,1.598,0.913,0.86,3,4.793,44,70.29,NA,NA,NA,NA,551146,6656,880.459,10.633,5969,9.536,0.008,128.6,"tests performed",NA,NA,NA,NA,NA,35.19,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/11","LU",61573,26,1,7242,122,9859.58011583175,9687.05378685502,10035.179136965,0,250.204439914743,317.735847656717,0.160128304871157,0.157326324636692,0.162980188344972,0,0.00406354148595559,0.00516031129970469,"2020/08/11","LU",61573,26,1,7242,124,9130.4347826087,0,144.927536231884,362.31884057971,0.117616487746252,0.00201386971562211,0.148286339509342,0,0.0023537514207832,0.005884378551958,"2020-08-11","2020-W33","LU","Luxembourg",44,3,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-08-11",-19,-13,115,-31,-53,11
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-08-12,1,1,0,NA,1,1,4,1,0,NA,1,1,0,NA,1,2,1,2,0,0,2,1,3,2,0,0,2,1,0,NA,NA,7300,122,37.96,37.96,46.43,46.43,52.78,52.78,45.51,45.51,100,100,58,0,41.8571428571429,0.571428571428571,32,-1,-4.57142857142858,0,61573,"LU","LUX","Europe","Luxembourg","2020-08-12",7300,58,41.857,122,0,0.571,11661.789,92.655,66.867,194.896,0,0.913,0.88,1,1.598,38,60.705,NA,NA,NA,NA,555944,4798,888.124,7.665,5211,8.325,0.008,124.5,"tests performed",NA,NA,NA,NA,NA,37.96,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/08/12","LU",61573,58,0,7300,122,9842.46630592708,9670.21139785401,10017.7895805678,0,202.546409429826,250.204439914743,0.159850361455948,0.157052789337112,0.162697766562743,0,0.00328953290289292,0.00406354148595559,"2020/08/12","LU",61573,58,0,7300,124,9130.4347826087,0,144.927536231884,362.31884057971,0.11855845906485,0.00201386971562211,0.148286339509342,0,0.0023537514207832,0.005884378551958,"2020-08-12","2020-W33","LU","Luxembourg",38,1,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-08-12",-22,-13,82,-31,-53,12
