"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","owid_iso_code","owid_continent","owid_location","owid_date","owid_total_cases","owid_new_cases","owid_new_cases_smoothed","owid_total_deaths","owid_new_deaths","owid_new_deaths_smoothed","owid_total_cases_per_million","owid_new_cases_per_million","owid_new_cases_smoothed_per_million","owid_total_deaths_per_million","owid_new_deaths_per_million","owid_new_deaths_smoothed_per_million","owid_reproduction_rate","owid_icu_patients","owid_icu_patients_per_million","owid_hosp_patients","owid_hosp_patients_per_million","owid_weekly_icu_admissions","owid_weekly_icu_admissions_per_million","owid_weekly_hosp_admissions","owid_weekly_hosp_admissions_per_million","owid_new_tests","owid_total_tests","owid_total_tests_per_thousand","owid_new_tests_per_thousand","owid_new_tests_smoothed","owid_new_tests_smoothed_per_thousand","owid_positive_rate","owid_tests_per_case","owid_tests_units","owid_total_vaccinations","owid_new_vaccinations","owid_new_vaccinations_smoothed","owid_total_vaccinations_per_hundred","owid_new_vaccinations_smoothed_per_million","owid_stringency_index","owid_population","owid_population_density","owid_median_age","owid_aged_65_older","owid_aged_70_older","owid_gdp_per_capita","owid_extreme_poverty","owid_cardiovasc_death_rate","owid_diabetes_prevalence","owid_female_smokers","owid_male_smokers","owid_handwashing_facilities","owid_hospital_beds_per_thousand","owid_life_expectancy","owid_human_development_index","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active","umdchl_date","umdchl_total_responses","umdchl_pct_cli","umdchl_pct_ili","umdchl_pct_fever","umdchl_pct_cough","umdchl_pct_difficulty_breathing","umdchl_pct_fatigue","umdchl_pct_stuffy_runny_nose","umdchl_pct_aches_muscle_pain","umdchl_pct_sore_throat","umdchl_pct_chest_pain","umdchl_pct_nausea","umdchl_pct_anosmia_ageusia","umdchl_pct_eye_pain","umdchl_pct_headache","umdchl_pct_cmnty_sick","umdchl_pct_ever_tested","umdchl_pct_tested_recently","umdchl_pct_worked_outside_home","umdchl_pct_grocery_outside_home","umdchl_pct_ate_outside_home","umdchl_pct_spent_time_with_non_hh","umdchl_pct_attended_public_event","umdchl_pct_used_public_transit","umdchl_pct_direct_contact_with_non_hh","umdchl_pct_wear_mask_all_time","umdchl_pct_wear_mask_most_time","umdchl_pct_wear_mask_half_time","umdchl_pct_wear_mask_some_time","umdchl_pct_wear_mask_none_time","umdchl_pct_no_public","umdchl_pct_feel_nervous_all_time","umdchl_pct_feel_nervous_most_time","umdchl_pct_feel_nervous_some_time","umdchl_pct_feel_nervous_little_time","umdchl_pct_feel_nervous_none_time","umdchl_pct_feel_depressed_all_time","umdchl_pct_feel_depressed_most_time","umdchl_pct_feel_depressed_some_time","umdchl_pct_feel_depressed_little_time","umdchl_pct_feel_depressed_none_time","umdchl_pct_worried_ill_covid19_very","umdchl_pct_worried_ill_covid19_somewhat","umdchl_pct_worried_ill_covid19_nottooworried","umdchl_pct_worried_ill_covid19_notworried","umdchl_pct_enough_toeat_very_worried","umdchl_pct_enough_toeat_somewhat_worried","umdchl_pct_enough_toeat_nottoo_worried","umdchl_pct_enough_toeat_not_worried","umdchl_pct_chills","umdchl_pct_finances_very_worried","umdchl_pct_finances_somewhat_worried","umdchl_pct_finances_nottoo_worried","umdchl_pct_finances_not_worried","umdchl_population"
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-06-23,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,6027,135,80.56,80.56,83.33,83.33,66.39,66.39,68.91,68.91,50,50,103,0,150.428571428571,3.28571428571429,5,-5,-4.85714285714286,0,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-06-23",6027,103,150.429,135,0,3.286,67.295,1.15,1.68,1.507,0,0.037,1.06,NA,NA,NA,NA,NA,NA,NA,NA,962,NA,NA,0.011,NA,NA,NA,NA,"samples tested",NA,NA,NA,NA,NA,80.56,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/06/23","CD",86790568,103,0,6027,135,13340.3793767685,13129.0969196031,13555.061936544,0,2885.42513074597,4000.21927818628,0.000153707709076964,0.000151273314856093,0.000156181279243893,0,3.32458376208112e-05,4.60904839127943e-05,"2020/06/23","CD",86790568,103,0,6027,135,13188.4057971014,0,2898.55072463768,4710.14492753623,6.94430298001967e-05,1.55546856197554e-06,0.000151956671110868,0,3.33970705738172e-05,5.4270239682453e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-06-24,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,6213,142,80.56,80.56,83.33,83.33,66.39,66.39,68.91,68.91,50,50,186,7,159,3.85714285714286,83,7,8.57142857142858,0.571428571428572,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-06-24",6213,186,159,142,7,3.857,69.371,2.077,1.775,1.586,0.078,0.043,1.06,NA,NA,NA,NA,NA,NA,NA,NA,974,NA,NA,0.011,NA,NA,NA,NA,"samples tested",NA,NA,NA,NA,NA,80.56,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/06/24","CD",86790568,186,7,6213,142,14055.8308141908,13842.9484047849,14271.9870146209,389.265679941758,3078.21371734252,4389.48495812803,0.000161951132917932,0.000159498304064387,0.000164441682356784,4.48511501781804e-06,3.54671456619862e-05,5.05755989306123e-05,"2020/06/24","CD",86790568,186,7,6213,142,13188.4057971014,0,2898.55072463768,4347.82608695652,7.15861198189186e-05,1.6361224874113e-06,0.000151956671110868,0,3.33970705738172e-05,5.00956058607258e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-06-25,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,6411,142,80.56,80.56,83.33,83.33,66.39,66.39,68.91,68.91,50,50,198,0,161.142857142857,3.57142857142857,12,-7,2.14285714285714,-0.285714285714286,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-06-25",6411,198,161.143,142,0,3.571,71.582,2.211,1.799,1.586,0,0.04,1.06,NA,NA,NA,NA,NA,NA,NA,NA,824,NA,NA,0.009,NA,NA,NA,NA,"samples tested",NA,NA,NA,NA,NA,80.56,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/06/25","CD",86790568,198,0,6411,142,14103.6121757082,13889.8409902083,14320.6734002937,210.874240257675,2963.54643696972,4465.56438531493,0.000162501669256367,0.000160038599934135,0.000165002646373897,2.42969075000956e-06,3.41459504789704e-05,5.14521852802591e-05,"2020/06/25","CD",86790568,198,0,6411,142,13188.4057971014,0,2391.30434782609,4130.4347826087,7.3867473709816e-05,1.6361224874113e-06,0.000151956671110868,0,2.75525832233992e-05,4.75908255676895e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-06-26,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,6552,149,80.56,80.56,83.33,83.33,66.39,66.39,68.91,68.91,50,50,141,7,153.571428571429,3.85714285714286,-57,7,-7.57142857142856,0.285714285714286,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-06-26",6552,141,153.571,149,7,3.857,73.157,1.574,1.715,1.664,0.078,0.043,1.05,NA,NA,NA,NA,NA,NA,NA,NA,951,NA,NA,0.011,NA,NA,NA,NA,"samples tested",NA,NA,NA,NA,NA,80.56,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/06/26","CD",86790568,141,7,6552,149,14711.0055323699,14497.2590797031,14927.9034459975,607.393356661725,3570.93979363144,4900.65344347088,0.000169500049041849,0.000167037264691057,0.000171999144492262,6.99837978548228e-06,4.11443302644527e-05,5.64652767737489e-05,"2020/06/26","CD",86790568,141,7,6552,149,13695.652173913,507.246376811594,2608.69565217391,4275.36231884058,7.54920742078794e-05,1.71677641284707e-06,0.000157801158461286,5.84448735041801e-06,3.00573635164355e-05,4.92606790963804e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-06-27,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,6690,153,80.56,80.56,83.33,83.33,66.39,66.39,68.91,68.91,50,50,138,4,145.428571428571,4,-3,-3,-8.14285714285717,0.142857142857143,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-06-27",6690,138,145.429,153,4,4,74.697,1.541,1.624,1.708,0.045,0.045,1.05,NA,NA,NA,NA,NA,NA,NA,NA,975,NA,NA,0.011,NA,NA,NA,NA,"samples tested",NA,NA,NA,NA,NA,80.56,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/06/27","CD",86790568,138,4,6690,153,15004.2053273209,14791.1212659885,15220.3591232852,293.199794951008,3864.13958858245,5032.45774564277,0.000172878293956101,0.000170423141671207,0.000175368815690723,3.3782449142516e-06,4.45225751787043e-05,5.79839245393897e-05,"2020/06/27","CD",86790568,138,4,6690,153,13695.652173913,0,2318.84057971015,3913.04347826087,7.70821087378988e-05,1.76286437023894e-06,0.000157801158461286,0,2.67176564590538e-05,4.50860452746532e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-06-28,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,6827,157,80.56,80.56,83.33,83.33,66.39,66.39,68.91,68.91,50,50,137,4,143,3.85714285714286,-1,0,-2.42857142857142,-0.142857142857143,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-06-28",6827,137,143,157,4,3.857,76.227,1.53,1.597,1.753,0.045,0.043,1.04,NA,NA,NA,NA,NA,NA,NA,NA,475,NA,NA,0.005,NA,NA,NA,NA,"samples tested",NA,NA,NA,NA,NA,80.56,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/06/28","CD",86790568,137,4,6827,157,15289.1289297065,15076.7572838837,15504.4920487685,284.923602385508,4149.06319096796,4766.13127431866,0.000176161180667771,0.00017371423682679,0.000178642592231549,3.28288671167019e-06,4.78054618903745e-05,5.49153137737117e-05,"2020/06/28","CD",86790568,137,4,6827,157,13695.652173913,0,1594.20289855072,3913.04347826087,7.86606212785703e-05,1.80895232763081e-06,0.000157801158461286,0,1.83683888155995e-05,4.50860452746532e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-06-29,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,6939,167,80.56,80.56,83.33,83.33,66.39,66.39,68.91,68.91,50,50,112,10,145,4.57142857142857,-25,6,2,0.714285714285714,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-06-29",6939,112,145,167,10,4.571,77.478,1.251,1.619,1.865,0.112,0.051,1.04,NA,NA,NA,NA,NA,NA,NA,NA,923,NA,NA,0.01,869,0.01,0.167,6,"samples tested",NA,NA,NA,NA,NA,80.56,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,"2020/06/29","CD",86790568,1000,27,5802,116,6826,157,6672,6826,7.86490992892223e-05,1.15219893479669e-05,7.68747129296354e-05,7.86490992892223e-05,"2020/06/29","CD",86790568,112,10,6939,167,16093.5472257712,15881.7079033992,16308.2121824374,804.418296064725,4670.97150125412,5475.50010100837,0.000185429679706338,0.000182988869290488,0.000187903047050428,9.26849903856747e-06,5.38188838821071e-05,6.30886538386103e-05,"2020/06/29","CD",86790568,112,10,6939,167,13695.652173913,0,1376.8115942029,3405.79710144928,7.99510840855426e-05,1.92417222111048e-06,0.000157801158461286,0,1.58636085225632e-05,3.92415579242352e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-06-30,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,7039,170,80.56,80.56,83.33,83.33,66.39,66.39,68.91,68.91,50,50,100,3,144.571428571429,5,-12,-7,-0.428571428571416,0.428571428571429,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-06-30",7039,100,144.571,170,3,5,78.594,1.117,1.614,1.898,0.033,0.056,1.04,NA,NA,NA,NA,NA,NA,NA,NA,686,NA,NA,0.008,830,0.009,0.174,5.7,"samples tested",NA,NA,NA,NA,NA,80.56,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/06/30","CD",86790568,100,3,7039,170,16191.4603407398,15981.4883069811,16404.1910822054,97.9131149686036,4480.95501968484,5376.93612263176,0.000186557833574033,0.000184138538037695,0.000189008914911185,1.12815386769451e-06,5.16295160055277e-05,6.19530007296618e-05,"2020/06/30","CD",86790568,100,3,7039,170,13768.115942029,72.463768115942,1086.95652173913,3478.26086956522,8.11032830203393e-05,1.95873818915438e-06,0.000158636085225632,8.3492676434543e-07,1.25239014651814e-05,4.00764846885807e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-07-01,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,7122,175,80.56,80.56,83.33,83.33,66.39,66.39,68.91,68.91,50,50,83,5,129.857142857143,4.71428571428571,-17,2,-14.7142857142857,-0.285714285714286,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-07-01",7122,83,129.857,175,5,4.714,79.521,0.927,1.45,1.954,0.056,0.053,1.03,NA,NA,NA,NA,NA,NA,NA,NA,662,NA,NA,0.007,785,0.009,0.165,6,"samples tested",NA,NA,NA,NA,NA,80.56,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/01","CD",86790568,83,5,7122,175,16445.4843430905,16237.4178183087,16656.217035561,254.024002350725,4139.42292496345,5305.41860435201,0.000189484695423246,0.000187087355141041,0.000191912755261159,2.92686184921298e-06,4.7694386848159e-05,6.11289766458495e-05,"2020/07/01","CD",86790568,83,5,7122,175,13768.115942029,0,1014.49275362319,2971.01449275362,8.20596081362205e-05,2.01634813589421e-06,0.000158636085225632,0,1.1688974700836e-05,3.42319973381626e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-07-02,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,7189,176,80.56,80.56,83.33,83.33,66.39,66.39,68.91,68.91,50,50,67,1,111.142857142857,4.85714285714286,-16,-4,-18.7142857142857,0.142857142857142,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-07-02",7189,67,111.143,176,1,4.857,80.269,0.748,1.241,1.965,0.011,0.054,1.03,NA,NA,NA,NA,NA,NA,NA,NA,748,NA,NA,0.008,774,0.009,0.144,7,"samples tested",NA,NA,NA,NA,NA,80.56,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/02","CD",86790568,67,1,7189,176,16298.1923972273,16092.8766690905,16506.1275792435,0,3754.05229026024,5305.41860435201,0.000187787599191969,0.000185421953559406,0.000190183426144226,0,4.32541505000894e-05,6.11289766458495e-05,"2020/07/02","CD",86790568,67,1,7189,176,13913.0434782609,144.927536231884,942.028985507246,2826.08695652174,8.28315814225343e-05,2.02787012524218e-06,0.000160305938754323,1.66985352869086e-06,1.08540479364906e-05,3.25621438094718e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-07-03,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,7311,179,80.56,80.56,83.33,83.33,66.39,66.39,68.91,68.91,50,50,122,3,108.428571428571,4.28571428571429,55,2,-2.71428571428571,-0.571428571428571,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-07-03",7311,122,108.429,179,3,4.286,81.631,1.362,1.211,1.999,0.033,0.048,1.03,NA,NA,NA,NA,NA,NA,NA,NA,758,NA,NA,0.008,747,0.008,0.145,6.9,"samples tested",NA,NA,NA,NA,NA,80.56,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/03","CD",86790568,122,3,7311,179,16477.0561281453,16272.3969679367,16684.2893020003,0,3275.09054979978,5305.41860435201,0.000189848465194343,0.000187490384530457,0.000192236203616046,0,3.77355584284202e-05,6.11289766458495e-05,"2020/07/03","CD",86790568,122,3,7311,179,13985.5072463768,72.463768115942,797.101449275362,2608.69565217391,8.42372641229863e-05,2.06243609328608e-06,0.000161140865518668,8.3492676434543e-07,9.18419440779973e-06,3.00573635164355e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-07-04,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,7379,182,80.56,80.56,83.33,83.33,66.39,66.39,68.91,68.91,50,50,68,3,98.4285714285714,4.14285714285714,-54,0,-10,-0.142857142857142,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-07-04",7379,68,98.429,182,3,4.143,82.39,0.759,1.099,2.032,0.033,0.046,1.03,NA,NA,NA,NA,NA,NA,NA,NA,243,NA,NA,0.003,642,0.007,0.153,6.5,"samples tested",NA,NA,NA,NA,NA,80.56,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/04","CD",86790568,68,3,7379,182,16547.2431360628,16344.5427106158,16752.457395222,0,2942.01208758173,5305.41860435201,0.000190657159151935,0.000188321647009106,0.000193021635660018,0,3.38978319347066e-05,6.11289766458495e-05,"2020/07/04","CD",86790568,68,3,7379,182,13985.5072463768,0,797.101449275362,1884.05797101449,8.5020759398648e-05,2.09700206132998e-06,0.000161140865518668,0,9.18419440779973e-06,2.17080958729812e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-07-05,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,2,0,0,2,1,1,1,0,0,4,0,0,NA,NA,7411,182,80.56,80.56,83.33,83.33,66.39,66.39,68.91,68.91,50,50,32,0,83.4285714285714,3.57142857142857,-36,-3,-15,-0.571428571428572,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-07-05",7411,32,83.429,182,0,3.571,82.748,0.357,0.932,2.032,0,0.04,1.02,NA,NA,NA,NA,NA,NA,NA,NA,335,NA,NA,0.004,622,0.007,0.134,7.5,"samples tested",NA,NA,NA,NA,NA,80.56,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/07/05","CD",86790568,32,0,7411,182,16280.0858882561,16080.5482935255,16482.0994714284,0,2942.01208758173,5022.90861857345,0.000187578976188474,0.000185279906147469,0.000189906574541929,0,3.38978319347066e-05,5.78738995990146e-05,"2020/07/05","CD",86790568,32,0,7411,182,13985.5072463768,0,797.101449275362,1666.66666666667,8.5389463057783e-05,2.09700206132998e-06,0.000161140865518668,0,9.18419440779973e-06,1.92033155799449e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
