"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","owid_iso_code","owid_continent","owid_location","owid_date","owid_total_cases","owid_new_cases","owid_new_cases_smoothed","owid_total_deaths","owid_new_deaths","owid_new_deaths_smoothed","owid_total_cases_per_million","owid_new_cases_per_million","owid_new_cases_smoothed_per_million","owid_total_deaths_per_million","owid_new_deaths_per_million","owid_new_deaths_smoothed_per_million","owid_reproduction_rate","owid_icu_patients","owid_icu_patients_per_million","owid_hosp_patients","owid_hosp_patients_per_million","owid_weekly_icu_admissions","owid_weekly_icu_admissions_per_million","owid_weekly_hosp_admissions","owid_weekly_hosp_admissions_per_million","owid_total_tests","owid_new_tests","owid_total_tests_per_thousand","owid_new_tests_per_thousand","owid_new_tests_smoothed","owid_new_tests_smoothed_per_thousand","owid_positive_rate","owid_tests_per_case","owid_tests_units","owid_total_vaccinations","owid_new_vaccinations","owid_new_vaccinations_smoothed","owid_total_vaccinations_per_hundred","owid_new_vaccinations_smoothed_per_million","owid_stringency_index","owid_population","owid_population_density","owid_median_age","owid_aged_65_older","owid_aged_70_older","owid_gdp_per_capita","owid_extreme_poverty","owid_cardiovasc_death_rate","owid_diabetes_prevalence","owid_female_smokers","owid_male_smokers","owid_handwashing_facilities","owid_hospital_beds_per_thousand","owid_life_expectancy","owid_human_development_index","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active","W_date","W_p_cases","W_p_cases_recent","W_p_cases_fatalities","W_p_cases_stillsick","W_p_cases_smooth","W_p_cases_smooth_low","W_p_cases_smooth_high","W_p_cases_fatalities_smooth","W_p_cases_fatalities_smooth_low","W_p_cases_fatalities_smooth_high","W_p_cases_recent_smooth","W_p_cases_recent_smooth_low","W_p_cases_recent_smooth_high","W_p_cases_stillsick_smooth","W_p_cases_stillsick_smooth_low","W_p_cases_stillsick_smooth_high","gmob_country_region_code","gmob_country_region","gmob_sub_region_1","gmob_sub_region_2","gmob_metro_area","gmob_iso_3166_2_code","gmob_census_fips_code","gmob_date","gmob_retail_and_recreation_percent_change_from_baseline","gmob_grocery_and_pharmacy_percent_change_from_baseline","gmob_parks_percent_change_from_baseline","gmob_transit_stations_percent_change_from_baseline","gmob_workplaces_percent_change_from_baseline","gmob_residential_percent_change_from_baseline"
"United States","USA",NA,NA,"NAT_TOTAL",2020-03-12,3,0,0,NA,2,0,2,0,0,NA,0,NA,0,NA,3,0,NA,0,0,0,0,NA,2,1,0,0,1,0,0,NA,NA,1586,43,30.09,30.09,30.95,30.95,26.67,26.67,30.77,30.77,0,0,439,10,200.285714285714,4.42857142857143,74,5,51.7142857142857,1.28571428571429,329064917,"US","USA","North America","United States","2020-03-12",1586,439,200.286,43,10,4.429,4.792,1.326,0.605,0.13,0.03,0.013,3.48,NA,NA,NA,NA,NA,NA,NA,NA,26992,8589,0.082,0.026,3357,0.01,NA,NA,"tests performed",NA,NA,NA,NA,NA,30.09,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/12","US",329064917,439,10,1585,43,23619.3107257349,22736.5038074466,24536.3950360785,8410.37430508897,23482.0456745622,23619.3107257349,7.1777055242066e-05,6.9094280893659e-05,7.45639956388257e-05,2.5558404650864e-05,7.13599185493306e-05,7.1777055242066e-05,"2020/03/12","US",329064917,439,10,1585,43,96376.8115942029,23623.1884057971,92681.1594202899,95144.9275362319,4.81667877101587e-06,1.30673304197907e-07,0.000292880846955201,7.17888391784929e-05,0.000281650077635866,0.000289137257182089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States",NA,NA,NA,NA,NA,"2020-03-12",6,23,19,-6,-3,1
"United States","USA",NA,NA,"NAT_TOTAL",2020-03-13,3,0,0,NA,2,0,2,0,0,NA,0,NA,0,NA,3,0,NA,0,0,0,0,NA,2,1,0,0,1,0,0,NA,NA,2219,51,30.09,30.09,30.95,30.95,26.67,26.67,30.77,30.77,0,0,633,8,283.142857142857,5.28571428571429,194,-2,82.8571428571429,0.857142857142857,329064917,"US","USA","North America","United States","2020-03-13",2219,633,283.143,51,8,5.286,6.704,1.912,0.855,0.154,0.024,0.016,3.45,NA,NA,NA,NA,NA,NA,NA,NA,38387,11395,0.116,0.034,4769,0.014,NA,NA,"tests performed",NA,NA,NA,NA,NA,30.09,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/13","US",329064917,633,8,2218,51,28929.2038568245,27979.0643293383,29911.6091209724,5309.89313108964,28757.2966357603,28929.2038568245,8.79133640880486e-05,8.50259717274519e-05,9.08988092491562e-05,1.61363088459826e-05,8.73909528184687e-05,8.79133640880486e-05,"2020/03/13","US",329064917,633,8,2218,51,126231.884057971,29855.0724637681,122028.985507246,124710.144927536,6.74031136537111e-06,1.5498461660682e-07,0.000383607846162376,9.07269992071751e-05,0.000370835598701172,0.000378983411736768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States",NA,NA,NA,NA,NA,"2020-03-13",2,26,4,-10,-7,3
"United States","USA",NA,NA,"NAT_TOTAL",2020-03-14,3,0,0,NA,2,0,2,0,0,NA,0,NA,1,1,3,0,NA,0,0,0,0,NA,3,1,0,0,1,0,0,NA,NA,2978,58,35.65,35.65,40.48,40.48,32.22,32.22,37.18,37.18,0,0,759,7,367.857142857143,5.85714285714286,126,-1,84.7142857142857,0.571428571428571,329064917,"US","USA","North America","United States","2020-03-14",2978,759,367.857,58,7,5.857,8.997,2.293,1.111,0.175,0.021,0.018,3.39,NA,NA,NA,NA,NA,NA,NA,NA,51177,12790,0.155,0.039,6340,0.019,0.095,10.5,"tests performed",NA,NA,NA,NA,NA,35.65,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/14","US",329064917,759,7,2977,58,32321.0115627006,31346.403326122,33325.921879072,3391.8077058761,30621.4221745667,32321.0115627006,9.82207761841126e-05,9.52590255196424e-05,0.000101274612264643,1.0307412096064e-05,9.30558701113881e-05,9.82207761841126e-05,"2020/03/14","US",329064917,759,7,2977,58,163985.507246377,37753.6231884058,158913.043478261,162391.304347826,9.04684713016672e-06,1.76257014964619e-07,0.00049833786215009,0.000114730015987714,0.000482923080731395,0.000493493216561357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States",NA,NA,NA,NA,NA,"2020-03-14",-6,18,3,-10,-1,3
"United States","USA",NA,NA,"NAT_TOTAL",2020-03-15,3,0,0,NA,2,0,2,0,0,NA,2,0,1,1,3,0,NA,0,0,0,0,NA,3,1,0,0,1,0,0,NA,NA,3212,70,41.2,41.2,40.48,40.48,35.56,35.56,41.03,41.03,0,0,234,12,384.714285714286,7,-525,5,16.8571428571429,1.14285714285714,329064917,"US","USA","North America","United States","2020-03-15",3212,234,384.714,70,12,7,9.704,0.707,1.162,0.211,0.036,0.021,3.34,NA,NA,NA,NA,0,0,31,0.094,65403,14226,0.198,0.043,8145,0.025,NA,NA,"tests performed",NA,NA,NA,NA,NA,41.2,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/15","US",329064917,234,12,3211,70,30690.2098860003,29896.6179750959,31504.8673275135,0,29896.6979747967,32321.0115627006,9.32649100542077e-05,9.08532524453097e-05,9.57405840000668e-05,0,9.08534955575247e-05,9.82207761841126e-05,"2020/03/15","US",329064917,234,12,3211,70,210000,46014.4927536232,202971.014492754,207971.014492754,9.75795301812742e-06,2.12723983577988e-07,0.000638171950733964,0.000139834088583874,0.000616811467910916,0.000632006038166486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States",NA,NA,NA,NA,NA,"2020-03-15",-9,12,5,-13,-7,3
"United States","USA",NA,NA,"NAT_TOTAL",2020-03-16,3,0,0,NA,2,0,2,0,0,NA,2,0,1,1,3,0,NA,0,0,0,2,1,3,1,0,0,1,0,0,NA,NA,4679,97,52.31,52.31,54.76,54.76,42.22,42.22,48.72,48.72,0,0,1467,27,583.571428571429,10.7142857142857,1233,15,198.857142857143,3.71428571428571,329064917,"US","USA","North America","United States","2020-03-16",4679,1467,583.571,97,27,10.714,14.136,4.432,1.763,0.293,0.082,0.032,3.52,NA,NA,NA,NA,NA,NA,NA,NA,92221,26818,0.279,0.081,11657,0.035,NA,NA,"tests performed",NA,NA,NA,NA,NA,52.31,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,"2020/03/16","US",329064917,3220,48,3769,69,3774,69,3774,3774,1.14688616289047e-05,9.78530324458745e-06,1.14688616289047e-05,1.14688616289047e-05,"2020/03/16","US",329064917,1467,27,4678,97,46087.8968031409,45204.8165657298,46988.2280939784,12136.08356374,39744.6111495244,44457.0951264406,0.000140057157181362,0.000137373552239632,0.000142793186591746,3.68805148673447e-05,0.000120780457278356,0.000135101291051457,"2020/03/16","US",329064917,1467,27,4678,97,252898.550724638,42898.5507246377,243260.869565217,250507.246376812,1.42160399311118e-05,2.94774662958069e-07,0.000768536959303497,0.000130365008569533,0.000739248874607977,0.000761269990920398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States",NA,NA,NA,NA,NA,"2020-03-16",-8,21,-1,-22,-20,8
"United States","USA",NA,NA,"NAT_TOTAL",2020-03-17,3,0,0,NA,2,0,2,0,1,0,2,0,1,1,3,0,NA,0,0,0,2,1,3,1,0,0,1,0,0,NA,NA,6512,133,55.09,55.09,59.52,59.52,43.89,43.89,50.64,50.64,0,0,1833,36,818.571428571429,15,366,9,235,4.28571428571429,329064917,"US","USA","North America","United States","2020-03-17",6512,1833,818.571,133,36,15,19.674,5.538,2.473,0.402,0.109,0.045,3.58,NA,NA,325,0.982,NA,NA,NA,NA,131667,39446,0.398,0.119,16831,0.051,NA,NA,"tests performed",NA,NA,NA,NA,NA,55.09,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/17","US",329064917,1833,36,6511,133,66757.1719548975,65793.4643435601,67734.9954418679,22300.0768284568,59579.2856180287,66757.1719548975,0.000202869307866379,0.00019994068326512,0.000205840829400443,6.77680168149217e-05,0.000181056328219968,0.000202869307866379,"2020/03/17","US",329064917,1833,36,6511,133,303405.797101449,50507.2463768116,289492.753623188,300289.855072464,1.9786369386804e-05,4.04175568798177e-07,0.000922024140001072,0.000153487180697575,0.000879743596681224,0.000912555059986731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States",NA,NA,NA,NA,NA,"2020-03-17",-18,14,8,-26,-27,11
"United States","USA",NA,NA,"NAT_TOTAL",2020-03-18,3,0,0,NA,2,0,2,0,1,0,2,0,1,1,3,0,NA,0,1.92e+11,0,2,1,3,1,5.7458e+10,0,1,0,0,NA,NA,9169,192,55.09,55.09,59.52,59.52,43.89,43.89,50.64,50.64,0,0,2657,59,1146,22.7142857142857,824,23,327.428571428571,7.71428571428572,329064917,"US","USA","North America","United States","2020-03-18",9169,2657,1146,192,59,22.714,27.701,8.027,3.462,0.58,0.178,0.069,3.6,NA,NA,416,1.257,NA,NA,NA,NA,181498,49831,0.548,0.151,23299,0.07,NA,NA,"tests performed",NA,NA,NA,NA,NA,55.09,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/18","US",329064917,2657,59,9168,192,102548.634362003,101475.247678431,103633.375134367,35791.4624071052,94329.113514907,102411.36931083,0.000311636485885254,0.00030837455601027,0.000314932919860208,0.000108767178018875,0.000286658068489589,0.000311219349192518,"2020/03/18","US",329064917,2657,59,9168,192,382463.768115942,79057.9710144927,363333.333333333,378768.115942029,2.78607640206142e-05,5.8347149781391e-07,0.00116227451896959,0.000240250378968514,0.0011041387719048,0.00115104374965025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States",NA,NA,NA,NA,NA,"2020-03-18",-24,8,6,-30,-31,13
"United States","USA",NA,NA,"NAT_TOTAL",2020-03-19,3,0,3,0,2,0,2,0,1,0,2,0,2,0,3,0,NA,0,0,0,2,1,3,1,0,0,1,0,0,NA,NA,13663,264,67.13,67.13,70.24,70.24,51.11,51.11,58.97,58.97,0,0,4494,72,1725.28571428571,31.5714285714286,1837,13,579.285714285714,8.85714285714286,329064917,"US","USA","North America","United States","2020-03-19",13663,4494,1725.286,264,72,31.571,41.278,13.577,5.212,0.798,0.218,0.095,3.59,NA,NA,617,1.864,NA,NA,NA,NA,241051,59553,0.728,0.18,30580,0.092,NA,NA,"tests performed",NA,NA,NA,NA,NA,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/19","US",329064917,4494,72,13662,264,156852.849857457,155581.675556377,158134.410240946,54304.2154954541,144482.567471856,156680.942636393,0.000476662329389118,0.000472799339944151,0.000480556881245855,0.000165025843503864,0.000439070104431267,0.000476139918119538,"2020/03/19","US",329064917,4494,72,13662,264,473840.579710145,91376.8115942029,447246.376811594,469637.68115942,4.1517643766321e-05,8.02273309494126e-07,0.00143996079566922,0.00027768627669963,0.00135914329880263,0.00142718854820801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States",NA,NA,NA,NA,NA,"2020-03-19",-28,7,2,-36,-33,15
"United States","USA",NA,NA,"NAT_TOTAL",2020-03-20,3,0,3,0,2,0,2,0,1,0,2,0,2,0,3,0,NA,0,0,0,2,1,3,1,0,0,1,0,0,NA,NA,20030,367,67.13,67.13,70.24,70.24,51.11,51.11,58.97,58.97,0,0,6367,103,2544.42857142857,45.1428571428571,1873,31,819.142857142857,13.5714285714286,329064917,"US","USA","North America","United States","2020-03-20",20030,6367,2544.429,367,103,45.143,60.513,19.235,7.687,1.109,0.311,0.136,3.47,NA,NA,1042,3.148,NA,NA,NA,NA,315407,74356,0.953,0.225,39574,0.12,NA,NA,"tests performed",NA,NA,NA,NA,NA,67.13,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/20","US",329064917,6367,103,20029,367,234243.465679687,232756.501801154,235739.929020357,77390.6158222303,220344.323691307,232543.876291553,0.000711845759235668,0.000707327003811696,0.000716393382708607,0.00023518342984655,0.00066960746134875,0.000706680853162943,"2020/03/20","US",329064917,6367,103,20029,367,582246.376811594,108405.797101449,548478.260869565,577173.913043478,6.08664095297646e-05,1.11528145675888e-06,0.00176939669570304,0.00032943590003382,0.00166677829368716,0.00175398191428434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States",NA,NA,NA,NA,NA,"2020-03-20",-32,5,-2,-37,-36,16
"United States","USA",NA,NA,"NAT_TOTAL",2020-03-21,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,0,NA,0,0,0,2,1,3,1,0,0,1,0,0,NA,NA,26025,466,72.69,72.69,72.14,72.14,54.44,54.44,62.82,62.82,0,0,5995,99,3292.42857142857,58.2857142857143,-372,-4,748,13.1428571428571,329064917,"US","USA","North America","United States","2020-03-21",26025,5995,3292.429,466,99,58.286,78.625,18.112,9.947,1.408,0.299,0.176,3.26,NA,NA,1492,4.508,NA,NA,NA,NA,390053,74646,1.178,0.226,48411,0.146,0.09,11.1,"tests performed",NA,NA,NA,NA,NA,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/21","US",329064917,5995,99,26024,466,277171.102830227,275657.075935985,278693.44540956,42927.6371505401,263271.960841847,274746.789242323,0.000842299158953573,0.000837698161350897,0.000846925427208515,0.000130453399717905,0.000800060861066655,0.000834931878326985,"2020/03/21","US",329064917,5995,99,26024,466,684202.898550725,101956.52173913,642463.768115942,677173.913043478,7.90846992661937e-05,1.41613394781918e-06,0.0020792338022188,0.000309837106515765,0.00195239217225926,0.00205787331939575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States",NA,NA,NA,NA,NA,"2020-03-21",-40,-2,-3,-36,-24,12
"United States","USA",NA,NA,"NAT_TOTAL",2020-03-22,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,0,NA,0,0,0,2,1,3,1,0,0,1,0,0,NA,NA,34855,576,72.69,72.69,72.14,72.14,54.44,54.44,62.82,62.82,0,0,8830,110,4520.42857142857,72.2857142857143,2835,11,1228,14,329064917,"US","USA","North America","United States","2020-03-22",34855,8830,4520.429,576,110,72.286,105.301,26.677,13.657,1.74,0.332,0.218,3.1,NA,NA,2173,6.565,0,0,2946,8.9,462565,72512,1.397,0.219,56737,0.171,NA,NA,"tests performed",NA,NA,NA,NA,NA,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/22","US",329064917,8830,110,34854,576,327265.319086003,325681.493142608,328856.847354128,50094.2162557756,313366.177097623,322552.835109087,0.000994531176612798,0.000989718065698896,0.00099936769422955,0.000152232017659226,0.00095229287872588,0.000980210342839697,"2020/03/22","US",329064917,8830,110,34854,576,796304.347826087,112101.449275362,741014.492753623,786666.666666667,0.000105918310337531,1.75041449344173e-06,0.00241990047157196,0.000340666669353155,0.00225187935410818,0.00239061238687644,"2020-03-22",0.00833333333333333,0,0,0,0.0418361497871459,0.0389226739771265,0.0447496255971653,0.00197296853150211,0.0017894817971121,0.00215645526589212,2.22044604925031e-16,-4.33125243294001e-15,4.77534164279007e-15,1.07071323684465e-05,-6.63629755020307e-05,8.77772402389237e-05,"US","United States",NA,NA,NA,NA,NA,"2020-03-22",-44,-13,-12,-44,-31,11
"United States","USA",NA,NA,"NAT_TOTAL",2020-03-23,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,0,NA,0,0,0,2,1,3,1,0,0,1,0,0,NA,NA,46086,763,72.69,72.69,72.14,72.14,54.44,54.44,62.82,62.82,0,0,11231,187,5915.28571428571,95.1428571428571,2401,77,1394.85714285714,22.8571428571428,329064917,"US","USA","North America","United States","2020-03-23",46086,11231,5915.286,763,187,95.143,139.232,33.93,17.871,2.305,0.565,0.287,2.93,NA,NA,2812,8.495,NA,NA,NA,NA,539376,76811,1.63,0.232,63879,0.193,NA,NA,"tests performed",NA,NA,NA,NA,NA,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,"2020/03/23","US",329064917,31432,402,35195,471,35206,471,35206,35206,0.000106988008083524,9.55191464546189e-05,0.000106988008083524,0.000106988008083524,"2020/03/23","US",329064917,11231,187,46085,763,412932.574690953,411226.285526983,414645.943710501,85667.2556049505,397723.638270307,405754.688354084,0.00125486660339107,0.00124968133727541,0.00126007338457931,0.000260335426778268,0.00120864795279986,0.00123305362374466,"2020/03/23","US",329064917,11231,187,46085,763,910869.565217391,114565.217391304,838115.942028986,896956.52173913,0.000140048354045594,2.31869142100007e-06,0.00276805432047134,0.000348153848899378,0.00254696231269463,0.00272577377715149,"2020-03-23",0.00454545454545455,0,0,0,0.041836149790802,0.0389226739827017,0.0447496255989024,0.00197296853150211,0.0017894817971121,0.00215645526589212,2.22044604925031e-16,-4.29576724303988e-15,4.73985645288994e-15,1.13075917616336e-05,-6.94506203956337e-05,9.20658039189009e-05,"US","United States",NA,NA,NA,NA,NA,"2020-03-23",-38,-10,-23,-47,-41,17
"United States","USA",NA,NA,"NAT_TOTAL",2020-03-24,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,0,NA,0,0,0,2,1,3,1,0,0,1,0,0,NA,NA,56698,1004,72.69,72.69,72.14,72.14,54.44,54.44,62.82,62.82,0,0,10612,241,7169.42857142857,124.428571428571,-619,54,1254.14285714286,29.2857142857143,329064917,"US","USA","North America","United States","2020-03-24",56698,10612,7169.429,1004,241,124.429,171.292,32.06,21.66,3.033,0.728,0.376,2.74,NA,NA,3938,11.897,NA,NA,NA,NA,640920,101544,1.936,0.307,72750,0.22,NA,NA,"tests performed",NA,NA,NA,NA,NA,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/24","US",329064917,10612,241,56697,1004,487157.868588803,485402.303210557,488919.78335966,74225.2938978498,463538.557863068,478938.347741707,0.00148043089196532,0.00147509587966971,0.00148578519951934,0.000225564288574251,0.00140865383672325,0.00145545247456965,"2020/03/24","US",329064917,10612,241,56697,1004,1038115.94202899,127246.376811594,941739.130434783,1018985.50724638,0.000172297309956017,3.05106970731857e-06,0.00315474512291745,0.000386690802446115,0.00286186427596225,0.00309660937585266,"2020-03-24",0.00454545454545455,0,0,0,0.0418361497944582,0.0389226739882643,0.0447496256006521,0.00197296853150211,0.0017894817971121,0.00215645526589212,2.22044604925031e-16,-4.26028206196755e-15,4.70437127181761e-15,1.19417251088223e-05,-7.26758662624089e-05,9.65593164800535e-05,"US","United States",NA,NA,NA,NA,NA,"2020-03-24",-39,-12,-10,-46,-45,19
"United States","USA",NA,NA,"NAT_TOTAL",2020-03-25,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,0,NA,0,0,0,2,1,3,1,0,0,1,0,0,NA,NA,68773,1330,72.69,72.69,72.14,72.14,54.44,54.44,62.82,62.82,0,0,12075,326,8514.85714285714,162.571428571429,1463,85,1345.42857142857,38.1428571428572,329064917,"US","USA","North America","United States","2020-03-25",68773,12075,8514.857,1330,326,162.571,207.772,36.48,25.724,4.018,0.985,0.491,2.59,NA,NA,5140,15.529,NA,NA,NA,NA,753048,112128,2.275,0.339,81650,0.247,NA,NA,"tests performed",NA,NA,NA,NA,NA,72.69,331002647,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,NA,2.77,78.86,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/25","US",329064917,12075,326,68772,1330,579733.38196495,577885.971144537,581586.698668028,92575.5133761465,550804.178108125,567363.099579349,0.00176175992035319,0.00175614579765286,0.00176739199052334,0.000281329028387874,0.00167384655626514,0.00172416769539534,"2020/03/25","US",329064917,12075,326,68772,1330,1224637.68115942,186521.739130435,1098405.79710145,1198043.47826087,0.00020899219712322,4.04175568798177e-06,0.00372156865679917,0.00056682353388172,0.00333796081063679,0.00364075115993258,"2020-03-25",0.00454545454545455,0,0,0,0.0418361497981144,0.0389226739938145,0.0447496256024143,0.00197296853150211,0.0017894817971121,0.00215645526589212,2.22044604925031e-16,-4.22479688993433e-15,4.6688860997844e-15,1.26114208560777e-05,-7.60444359023408e-05,0.000101267277614496,"US","United States",NA,NA,NA,NA,NA,"2020-03-25",-40,-15,-7,-47,-46,19
