"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active"
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-01,2,1,2,1,2,1,4,1,1,1,1,1,1,1,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,18698,2491,68.52,68.52,76.19,76.19,68.89,68.89,64.1,64.1,100,100,23,0,20.1428571428571,0,2,0,2.85714285714286,0,5454000,"UK_SCO","2020/08/01","GB",66647112,23,0,18697,2490,182862.417533931,182392.990945148,183333.052290425,0,1.13686837721616e-13,1.19371179607697e-12,0.00274374105713585,0.002736697592315,0.00275080264978961,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/01","UK_SCO",5454000,23,0,18696,2490,180434.782608696,0,5.40012479177676e-13,5.96855898038484e-13,0.00342794279427943,0.000456545654565457,0.0330830184467722,0,9.90121890681474e-20,1.09434524759531e-19
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-02,2,1,2,1,2,1,4,1,1,1,1,1,1,1,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,18717,2491,68.52,68.52,76.19,76.19,68.89,68.89,64.1,64.1,100,100,19,0,21.8571428571429,0,-4,0,1.71428571428572,0,5454000,"UK_SCO","2020/08/02","GB",66647112,19,0,18716,2490,182875.911341344,182406.432272382,183346.598759121,0,1.13686837721616e-13,1.19371179607697e-12,0.00274394352363452,0.00273689927138001,0.0027510059064393,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/02","UK_SCO",5454000,19,0,18715,2490,180434.782608696,0,5.40012479177676e-13,5.96855898038484e-13,0.00343142647598093,0.000456545654565457,0.0330830184467722,0,9.90121890681474e-20,1.09434524759531e-19
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-03,2,1,2,1,2,1,4,1,1,1,1,1,1,1,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,18779,2491,68.52,68.52,76.19,76.19,68.89,68.89,64.1,64.1,100,100,62,0,28.8571428571429,0,43,0,7,0,5454000,"UK_SCO","2020/08/03","GB",66647112,62,0,18778,2490,183303.280181174,182832.685072953,183775.086559447,0,1.13686837721616e-13,1.19371179607697e-12,0.00275035593712109,0.00274329493936591,0.00275743510925795,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/03","UK_SCO",5454000,62,0,18777,2490,180434.782608696,0,5.40012479177676e-13,5.96855898038484e-13,0.00344279427942794,0.000456545654565457,0.0330830184467722,0,9.90121890681474e-20,1.09434524759531e-19
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-04,2,1,2,1,2,1,4,1,1,1,1,1,1,1,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,18837,2491,68.52,68.52,76.19,76.19,68.89,68.89,64.1,64.1,100,100,58,0,34,0,-4,0,5.14285714285714,0,5454000,"UK_SCO","2020/08/04","GB",66647112,58,0,18836,2490,183680.281327236,183208.698393903,184153.078124675,0,1.13686837721616e-13,1.19371179607697e-12,0.00275601261352834,0.00274893679404898,0.00276310664631162,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/04","UK_SCO",5454000,58,0,18835,2490,180434.782608696,0,5.40012479177676e-13,5.96855898038484e-13,0.00345342867620095,0.000456545654565457,0.0330830184467722,0,9.90121890681474e-20,1.09434524759531e-19
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-05,2,1,2,1,2,1,4,1,1,1,1,1,2,0,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,18904,2491,71.3,71.3,76.19,76.19,70.56,70.56,66.03,66.03,100,100,67,0,39.5714285714286,0,9,0,5.57142857142857,0,5454000,"UK_SCO","2020/08/05","GB",66647112,67,0,18903,2490,184122.07758757,183649.338327253,184596.033745318,0,1.13686837721616e-13,1.19371179607697e-12,0.00276264150181886,0.00275554833234564,0.00276975293010923,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/05","UK_SCO",5454000,67,0,18902,2490,180434.782608696,0,5.40012479177676e-13,5.96855898038484e-13,0.00346571323799047,0.000456545654565457,0.0330830184467722,0,9.90121890681474e-20,1.09434524759531e-19
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-06,2,1,2,1,2,1,4,1,1,1,1,1,2,0,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,18969,2491,71.3,71.3,76.19,76.19,70.56,70.56,66.03,66.03,100,100,65,0,45,0,-2,0,5.42857142857143,0,5454000,"UK_SCO","2020/08/06","GB",66647112,65,0,18968,2490,184513.833380427,184040.062029316,184988.824353454,0,1.13686837721616e-13,1.19371179607697e-12,0.00276851956286458,0.00276141090748712,0.00277564651793846,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/06","UK_SCO",5454000,65,0,18967,2490,180507.246376812,72.4637681159365,72.4637681159371,72.4637681159371,0.00347763109644298,0.000456545654565457,0.0330963047995621,1.32863527898674e-05,1.32863527898675e-05,1.32863527898675e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-07,2,1,2,1,2,1,4,1,1,1,1,1,2,0,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,19015,2491,71.3,71.3,76.19,76.19,70.56,70.56,66.03,66.03,100,100,46,0,48.5714285714286,0,-19,0,3.57142857142857,0,5454000,"UK_SCO","2020/08/07","GB",66647112,46,0,19014,2490,184686.14633024,184211.90424359,185161.609323638,0,1.13686837721616e-13,1.19371179607697e-12,0.00277110501547675,0.00276398929699444,0.00277823905293358,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/07","UK_SCO",5454000,46,0,19013,2490,180507.246376812,0,72.4637681159371,72.4637681159371,0.00348606527319399,0.000456545654565457,0.0330963047995621,0,1.32863527898675e-05,1.32863527898675e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-08,2,1,2,1,2,1,4,1,1,1,1,1,2,0,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,19042,2491,71.3,71.3,76.19,76.19,70.56,70.56,66.03,66.03,100,100,27,0,49.1428571428571,0,-19,0,0.571428571428577,0,5454000,"UK_SCO","2020/08/08","GB",66647112,27,0,19041,2490,184642.378093941,184168.216021989,185117.760950214,0,1.13686837721616e-13,1.19371179607697e-12,0.00277044829930427,0.00276333378139459,0.00277758113435154,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/08","UK_SCO",5454000,27,0,19040,2490,180507.246376812,0,72.4637681159371,72.4637681159371,0.00349101576824349,0.000456545654565457,0.0330963047995621,0,1.32863527898675e-05,1.32863527898675e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-09,2,1,2,1,2,1,4,1,1,1,1,1,2,0,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,19068,2491,71.3,71.3,76.19,76.19,70.56,70.56,66.03,66.03,100,100,26,0,50.1428571428571,0,-1,0,1,0,5454000,"UK_SCO","2020/08/09","GB",66647112,26,0,19067,2490,184568.294196382,184094.288040927,185043.520823356,0,1.13686837721616e-13,1.19371179607697e-12,0.00276933671479091,0.00276222453631489,0.00277646720571112,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/09","UK_SCO",5454000,26,0,19066,2490,180507.246376812,0,72.4637681159371,72.4637681159371,0.0034957829116245,0.000456545654565457,0.0330963047995621,0,1.32863527898675e-05,1.32863527898675e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-10,2,1,2,1,2,1,4,1,1,1,1,1,2,0,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,19127,2491,71.3,71.3,76.19,76.19,70.56,70.56,66.03,66.03,100,100,59,0,49.7142857142857,0,33,0,-0.428571428571431,0,5454000,"UK_SCO","2020/08/10","GB",66647112,59,0,19126,2490,184804.75178325,184330.103070453,185280.622713127,0,1.13686837721616e-13,1.19371179607697e-12,0.00277288461926527,0.00276576279960118,0.00278002477756466,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/10","UK_SCO",5454000,59,0,19125,2490,180507.246376812,0,72.4637681159371,72.4637681159371,0.00350660066006601,0.000456545654565457,0.0330963047995621,0,1.32863527898675e-05,1.32863527898675e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-11,2,1,2,1,2,1,4,1,1,1,1,1,2,0,2,2,1,2,13080000,0,2,1,2,2,0,0,2,1,0,NA,NA,19190,2491,71.3,71.3,76.19,76.19,70.56,70.56,66.03,66.03,100,100,63,0,50.4285714285714,0,4,0,0.714285714285715,0,5454000,"UK_SCO","2020/08/11","GB",66647112,63,0,19189,2490,185073.284918126,184597.911297846,185549.882713032,0,1.13686837721616e-13,1.19371179607697e-12,0.00277691379812716,0.00276978110166042,0.00278406486260098,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/11","UK_SCO",5454000,63,0,19188,2490,180507.246376812,0,72.4637681159371,72.4637681159371,0.00351815181518152,0.000456545654565457,0.0330963047995621,0,1.32863527898675e-05,1.32863527898675e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-12,2,1,2,1,2,1,4,1,1,1,1,1,2,0,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,19239,2491,71.3,71.3,76.19,76.19,70.56,70.56,66.03,66.03,100,100,49,0,47.8571428571429,0,-14,0,-2.57142857142858,0,5454000,"UK_SCO","2020/08/12","GB",66647112,49,0,19238,2490,185193.691186521,184717.97112559,185670.636410195,0,1.13686837721616e-13,1.19371179607697e-12,0.00277872042207202,0.00277158252747081,0.00278587669950643,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/12","UK_SCO",5454000,49,0,19237,2490,180507.246376812,0,72.4637681159371,72.4637681159371,0.00352713604693803,0.000456545654565457,0.0330963047995621,0,1.32863527898675e-05,1.32863527898675e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-13,2,1,2,1,2,1,4,1,1,1,1,1,2,0,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,19298,2491,71.3,71.3,76.19,76.19,70.56,70.56,66.03,66.03,100,100,59,0,47,0,10,0,-0.857142857142854,0,5454000,"UK_SCO","2020/08/13","GB",66647112,59,0,19297,2490,185393.952720705,184917.680139998,185871.451985474,0,1.13686837721616e-13,1.19371179607697e-12,0.002781725226454,0.00277457904162446,0.00278888981694322,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/13","UK_SCO",5454000,59,0,19296,2490,180652.173913043,144.927536231902,217.391304347839,217.391304347839,0.00353795379537954,0.000456545654565457,0.0331228775051418,2.657270557974e-05,3.98590583696075e-05,3.98590583696075e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-14,2,1,2,1,2,1,4,1,1,1,1,1,2,0,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,19348,2491,71.3,71.3,76.19,76.19,70.56,70.56,66.03,66.03,100,100,50,0,47.5714285714286,0,-9,0,0.571428571428569,0,5454000,"UK_SCO","2020/08/14","GB",66647112,50,0,19347,2490,185491.823217128,185015.259197513,185969.614774763,0,1.13686837721616e-13,1.19371179607697e-12,0.0027831937146373,0.00277604315694149,0.00279036269080591,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/14","UK_SCO",5454000,50,0,19346,2490,180652.173913043,0,217.391304347839,217.391304347839,0.00354712137880455,0.000456545654565457,0.0331228775051418,0,3.98590583696075e-05,3.98590583696075e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-15,2,1,2,1,2,1,4,1,1,1,1,1,2,0,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,19368,2491,71.3,71.3,76.19,76.19,70.56,70.56,66.03,66.03,100,100,20,0,46.5714285714286,0,-30,0,-1,0,5454000,"UK_SCO","2020/08/15","GB",66647112,20,0,19367,2490,185287.60471544,184811.524551247,185764.911276759,0,1.13686837721616e-13,1.19371179607697e-12,0.00278012953832778,0.0027729862405928,0.00278729123741714,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/15","UK_SCO",5454000,20,0,19366,2490,180652.173913043,0,217.391304347839,217.391304347839,0.00355078841217455,0.000456545654565457,0.0331228775051418,0,3.98590583696075e-05,3.98590583696075e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-16,2,1,2,1,2,1,4,1,1,1,1,1,2,0,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,19401,2491,71.3,71.3,76.19,76.19,70.56,70.56,66.03,66.03,100,100,33,0,47.5714285714286,0,13,0,1,0,5454000,"UK_SCO","2020/08/16","GB",66647112,33,0,19400,2490,185201.072721147,184725.173250517,185678.198230991,0,1.13686837721616e-13,1.19371179607697e-12,0.00277883117757822,0.00277169059104192,0.00278599016009863,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/16","UK_SCO",5454000,33,0,19399,2490,180652.173913043,0,217.391304347839,217.391304347839,0.00355683901723506,0.000456545654565457,0.0331228775051418,0,3.98590583696075e-05,3.98590583696075e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-17,1,1,2,1,2,1,4,1,1,1,1,1,2,0,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,19476,2491,67.59,67.59,72.62,72.62,68.33,68.33,63.46,63.46,100,100,75,0,49.8571428571429,0,42,0,2.28571428571428,0,5454000,"UK_SCO","2020/08/17","GB",66647112,75,0,19475,2490,185517.457309989,185040.704323462,185995.438639279,0,1.13686837721616e-13,1.19371179607697e-12,0.00278357833884818,0.00277642494581704,0.00279075016242683,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/17","UK_SCO",5454000,75,0,19474,2490,180652.173913043,0,217.391304347839,217.391304347839,0.00357059039237257,0.000456545654565457,0.0331228775051418,0,3.98590583696075e-05,3.98590583696075e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-18,1,1,2,1,2,1,4,1,1,1,1,1,2,0,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,19554,2491,67.59,67.59,72.62,72.62,68.33,68.33,63.46,63.46,100,100,78,0,52,0,3,0,2.14285714285715,0,5454000,"UK_SCO","2020/08/18","GB",66647112,78,0,19553,2490,185860.387681412,185382.711978803,186339.29421118,0,1.13686837721616e-13,1.19371179607697e-12,0.00278872380368727,0.00278155656585395,0.00279590950934498,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/18","UK_SCO",5454000,78,0,19552,2490,180652.173913043,0,144.927536231903,217.391304347839,0.00358489182251558,0.000456545654565457,0.0331228775051418,0,2.65727055797401e-05,3.98590583696075e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-19,1,1,2,1,2,1,4,1,1,1,1,1,2,0,2,2,1,2,1320000,0,2,1,2,2,0,0,2,1,0,NA,NA,19647,2492,67.59,67.59,72.62,72.62,68.33,68.33,63.46,63.46,100,100,93,1,58.2857142857143,0.142857142857143,15,1,6.28571428571428,0.142857142857143,5454000,"UK_SCO","2020/08/19","GB",66647112,93,1,19646,2491,186405.691427793,185926.630620139,186885.986589324,0,1.13686837721616e-13,1.19371179607697e-12,0.00279690575981436,0.00278971773930938,0.00280411230106001,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/19","UK_SCO",5454000,93,1,19645,2491,180652.173913043,0,144.927536231903,217.391304347839,0.0036019435276861,0.000456729006233957,0.0331228775051418,0,2.65727055797401e-05,3.98590583696075e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-20,1,1,2,1,2,1,4,1,1,1,1,1,2,0,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,19788,2492,67.59,67.59,72.62,72.62,68.33,68.33,63.46,63.46,100,100,141,0,70,0.142857142857143,48,-1,11.7142857142857,0,5454000,"UK_SCO","2020/08/20","GB",66647112,141,0,19787,2491,187304.252798893,186822.837275014,187786.908861188,0,1.13686837721616e-13,1.19371179607697e-12,0.00281038813503116,0.00280316478341948,0.0028176301001788,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/20","UK_SCO",5454000,141,0,19786,2491,180724.637681159,72.4637681159365,217.391304347839,289.855072463776,0.00362779611294463,0.000456729006233957,0.0331361638579317,1.32863527898674e-05,3.98590583696075e-05,5.31454111594749e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-21,1,1,2,1,2,1,4,1,1,1,3,0,2,0,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,19879,2492,73.15,73.15,73.81,73.81,71.67,71.67,67.31,67.31,100,100,91,0,75.8571428571429,0.142857142857143,-50,0,5.85714285714286,0,5454000,"UK_SCO","2020/08/21","GB",66647112,91,0,19878,2491,187686.112510415,187203.666201254,188169.802141599,0,1.13686837721616e-13,1.19371179607697e-12,0.0028161177113033,0.00280887889337582,0.00282337518453312,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/21","UK_SCO",5454000,91,0,19877,2491,180797.101449275,72.4637681159365,289.855072463776,362.318840579712,0.00364448111477814,0.000456729006233957,0.0331494502107216,1.32863527898674e-05,5.31454111594749e-05,6.64317639493422e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-22,1,1,2,1,2,1,4,1,1,1,3,0,2,0,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,19930,2492,73.15,73.15,73.81,73.81,71.67,71.67,67.31,67.31,100,100,51,0,80.2857142857143,0.142857142857143,-40,0,4.42857142857143,0,5454000,"UK_SCO","2020/08/22","GB",66647112,51,0,19929,2491,187638.233914838,187155.856633897,188121.854479562,0,1.13686837721616e-13,1.19371179607697e-12,0.0028153993216516,0.0028081615394512,0.00282265575858054,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/22","UK_SCO",5454000,51,0,19928,2491,180797.101449275,0,289.855072463776,362.318840579712,0.00365383204987165,0.000456729006233957,0.0331494502107216,0,5.31454111594749e-05,6.64317639493422e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-23,1,1,2,1,2,1,4,1,1,1,3,0,2,0,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,19997,2492,73.15,73.15,73.81,73.81,71.67,71.67,67.31,67.31,100,100,67,0,85.1428571428571,0.142857142857143,16,0,4.85714285714285,0,5454000,"UK_SCO","2020/08/23","GB",66647112,67,0,19996,2491,187702.395666029,187219.796703124,188186.238630708,0,1.13686837721616e-13,1.19371179607697e-12,0.00281636203030117,0.00280912092189567,0.00282362180420823,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/23","UK_SCO",5454000,67,0,19995,2491,180797.101449275,0,289.855072463776,362.318840579712,0.00366611661166117,0.000456729006233957,0.0331494502107216,0,5.31454111594749e-05,6.64317639493422e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-24,1,1,2,1,2,1,4,1,1,1,3,0,1,1,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,20056,2492,70.37,70.37,73.81,73.81,70,70,65.38,65.38,100,100,59,0,82.8571428571429,0.142857142857143,-8,0,-2.28571428571428,0,5454000,"UK_SCO","2020/08/24","GB",66647112,59,0,20055,2491,187670.697165346,187188.120352205,188154.518076564,0,1.13686837721616e-13,1.19371179607697e-12,0.00281588641328294,0.00280864563722139,0.00282314585629103,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/24","UK_SCO",5454000,59,0,20054,2491,180797.101449275,0,289.855072463776,289.855072463776,0.00367693436010268,0.000456729006233957,0.0331494502107216,0,5.31454111594749e-05,5.31454111594749e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-25,1,1,2,1,2,1,4,1,1,1,3,0,1,1,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,20128,2492,70.37,70.37,73.81,73.81,70,70,65.38,65.38,100,100,72,0,82,0.142857142857143,13,0,-0.857142857142861,0,5454000,"UK_SCO","2020/08/25","GB",66647112,72,0,20127,2491,187749.712903973,187266.871942483,188233.798802123,0,1.13686837721616e-13,1.19371179607697e-12,0.00281707199711779,0.00280982725766847,0.0028243354160961,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/25","UK_SCO",5454000,72,0,20126,2491,180797.101449275,0,144.927536231874,289.855072463776,0.00369013568023469,0.000456729006233957,0.0331494502107216,0,2.65727055797348e-05,5.31454111594749e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-26,1,1,2,1,2,1,4,1,1,1,3,0,1,1,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,20226,2494,70.37,70.37,73.81,73.81,70,70,65.38,65.38,100,100,98,2,82.7142857142857,0.285714285714286,26,2,0.714285714285708,0.142857142857143,5454000,"UK_SCO","2020/08/26","GB",66647112,98,2,20225,2493,188215.147756094,187731.168574068,188700.374657668,0,1.13686837721616e-13,1.19371179607697e-12,0.00282405556832072,0.00281679375055394,0.00283133610737203,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/26","UK_SCO",5454000,98,2,20224,2493,181014.492753623,217.391304347839,362.318840579712,507.246376811615,0.00370810414374771,0.000457095709570957,0.0331893092690912,3.98590583696074e-05,6.64317639493422e-05,9.30044695290822e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-27,1,1,2,1,2,1,4,1,1,1,3,0,1,1,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,20323,2494,70.37,70.37,73.81,73.81,70,70,65.38,65.38,100,100,97,0,76.4285714285714,0.285714285714286,-1,-2,-6.28571428571428,0,5454000,"UK_SCO","2020/08/27","GB",66647112,97,0,20322,2493,188508.73712555,188023.941590276,188994.78264372,0,1.13686837721616e-13,1.19371179607697e-12,0.00282846070097606,0.00282118663431772,0.00283575352287914,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/27","UK_SCO",5454000,97,0,20321,2493,181014.492753623,0,362.318840579712,507.246376811615,0.00372588925559223,0.000457095709570957,0.0331893092690912,0,6.64317639493422e-05,9.30044695290822e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-28,1,1,2,1,2,1,4,1,1,1,3,0,1,1,2,2,1,2,78470000,0,2,1,2,2,0,0,2,1,0,NA,NA,20428,2494,70.37,70.37,73.81,73.81,70,70,65.38,65.38,100,100,105,0,78.4285714285714,0.285714285714286,8,0,2,0,5454000,"UK_SCO","2020/08/28","GB",66647112,105,0,20427,2493,188856.293044355,188370.540621636,189343.298080224,0,1.13686837721616e-13,1.19371179607697e-12,0.00283367556938334,0.00282638714520197,0.00284098278827482,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/28","UK_SCO",5454000,105,0,20426,2493,181014.492753623,0,362.318840579712,507.246376811615,0.00374514118078475,0.000457095709570957,0.0331893092690912,0,6.64317639493422e-05,9.30044695290822e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-29,1,1,2,1,2,1,4,1,1,1,3,0,1,1,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,20522,2494,70.37,70.37,73.81,73.81,70,70,65.38,65.38,100,100,94,0,84.5714285714286,0.285714285714286,-11,0,6.14285714285714,0,5454000,"UK_SCO","2020/08/29","GB",66647112,94,0,20521,2493,189076.344227679,188589.961175106,189563.981686756,0,1.13686837721616e-13,1.19371179607697e-12,0.00283697730559846,0.00282967941919382,0.00284429401362142,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/29","UK_SCO",5454000,94,0,20520,2493,181014.492753623,0,362.318840579712,507.246376811615,0.00376237623762376,0.000457095709570957,0.0331893092690912,0,6.64317639493422e-05,9.30044695290822e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-30,1,1,2,1,2,1,4,1,1,1,3,0,1,1,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,20624,2494,70.37,70.37,73.81,73.81,70,70,65.38,65.38,100,100,102,0,89.5714285714286,0.285714285714286,8,0,5,0,5454000,"UK_SCO","2020/08/30","GB",66647112,102,0,20623,2493,189342.368696527,188855.235113981,189830.758792438,0,1.13686837721616e-13,1.19371179607697e-12,0.00284096884342905,0.00283365969577169,0.00284829684431695,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/30","UK_SCO",5454000,102,0,20622,2493,181014.492753623,0,362.318840579712,507.246376811615,0.00378107810781078,0.000457095709570957,0.0331893092690912,0,6.64317639493422e-05,9.30044695290822e-05
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-08-31,1,1,2,1,2,1,4,1,1,1,1,1,1,1,2,2,1,2,0,0,2,1,2,2,0,0,2,1,0,NA,NA,20767,2494,64.81,64.81,72.62,72.62,66.67,66.67,61.54,61.54,100,100,143,0,101.571428571429,0.285714285714286,41,0,12,0,5454000,"UK_SCO","2020/08/31","GB",66647112,143,0,20766,2493,189956.785282882,189468.001186063,190446.830330847,0,1.13686837721616e-13,1.19371179607697e-12,0.00285018779632764,0.0028428538836921,0.00285754062877994,0,1.70580291193437e-21,1.79109305753109e-20,"2020/08/31","UK_SCO",5454000,143,0,20765,2493,181014.492753623,0,362.318840579712,362.318840579712,0.00380729739640631,0.000457095709570957,0.0331893092690912,0,6.64317639493422e-05,6.64317639493422e-05
