Date,CountryName,RegionName,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
2020-01-01,Thailand,,3,3,1,2,1,1,2,2,2,2,2,3
2020-01-01,Trinidad and Tobago,,3,3,2,4,1,2,2,4,2,1,2,1
2020-01-01,Tunisia,,3,1,2,4,0,2,2,4,2,1,1,0
2020-01-01,Turkey,,3,2,2,0,1,2,2,4,2,2,1,0
2020-01-01,Uganda,,3,3,2,0,2,0,1,3,2,1,1,0
2020-01-01,United Arab Emirates,,3,2,2,4,1,1,1,4,2,3,2,4
2020-01-01,United Kingdom,,3,2,2,4,1,1,2,2,2,2,2,2
2020-01-01,United Kingdom,England,3,2,2,4,1,1,0,0,2,2,1,0
2020-01-01,United Kingdom,Northern Ireland,3,3,2,4,1,1,1,3,2,2,1,2
2020-01-01,United Kingdom,Scotland,3,2,2,4,1,1,2,2,2,2,1,2
2020-01-01,United Kingdom,Wales,3,2,2,4,1,2,2,0,2,2,1,0
2020-01-01,United States,,3,3,2,4,2,3,2,4,2,3,2,4
2020-01-01,United States,Alabama,3,3,2,3,1,2,1,3,2,2,1,0
2020-01-01,United States,Alaska,3,2,2,3,0,0,1,3,2,1,2,0
2020-01-01,United States,Arizona,3,2,2,3,0,1,1,3,2,3,2,3
2020-01-01,United States,Arkansas,3,2,2,4,0,1,1,3,2,1,1,1
2020-01-01,United States,California,3,3,2,4,2,3,2,4,2,3,2,4
2020-01-01,United States,Connecticut,3,3,2,4,1,1,1,3,2,3,1,3
2020-01-01,United States,Delaware,3,2,2,4,1,2,2,3,2,1,1,0
2020-01-01,United States,Florida,3,3,2,4,1,2,2,3,2,1,1,2
2020-01-01,United States,Idaho,3,2,2,4,0,1,1,3,2,2,1,1
2020-01-01,United States,Indiana,3,2,2,3,0,1,1,3,2,2,2,1
2020-01-01,United States,Iowa,3,2,2,4,1,1,1,3,2,2,2,1
2020-01-01,United States,Kentucky,3,3,2,4,1,2,2,3,2,1,1,0
2020-01-01,United States,Maine,3,3,2,4,2,3,2,4,2,3,2,4
2020-01-01,United States,Maryland,3,3,2,4,1,2,2,3,2,1,1,1
2020-01-01,United States,Massachusetts,3,3,2,4,1,1,1,3,2,1,1,0
2020-01-01,United States,Michigan,3,2,2,1,1,1,2,3,2,3,1,1
2020-01-01,United States,Minnesota,3,3,2,4,0,2,2,3,2,1,1,0
2020-01-01,United States,Missouri,3,1,2,4,0,0,1,3,2,1,1,0
2020-01-01,United States,Montana,3,2,1,4,1,2,1,3,2,2,2,0
2020-01-01,United States,Nebraska,3,2,2,4,1,1,1,3,2,1,1,0
2020-01-01,United States,Nevada,3,2,2,3,0,1,1,3,2,2,2,2
2020-01-01,United States,New Hampshire,3,3,2,4,2,2,1,3,2,1,2,0
2020-01-01,United States,New Jersey,3,3,2,4,2,3,2,4,2,3,2,4
2020-01-01,United States,New York,3,3,2,4,1,2,1,3,2,2,2,3
2020-01-01,United States,North Carolina,3,3,2,3,1,2,2,3,2,1,1,3
2020-01-01,United States,North Dakota,3,2,1,0,1,1,1,3,2,1,1,1
2020-01-01,United States,Ohio,3,3,2,4,2,3,2,4,2,3,2,4
2020-01-01,United States,Oklahoma,3,2,2,4,1,1,1,3,2,3,1,2
2020-01-01,United States,Oregon,3,3,2,4,2,3,2,4,2,3,2,4
2020-01-01,United States,Pennsylvania,3,2,2,4,2,2,1,3,2,1,1,2
2020-01-01,United States,Rhode Island,3,3,2,4,0,2,2,3,2,1,1,0
2020-01-01,United States,South Carolina,3,2,2,3,1,1,1,3,2,2,2,1
2020-01-01,United States,Texas,3,2,2,4,0,2,2,3,2,1,1,0
2020-01-01,United States,Utah,3,2,1,4,0,1,1,3,2,2,1,1
2020-01-01,United States,Vermont,3,3,2,4,2,3,2,4,2,3,2,4
2020-01-01,United States,Washington DC,3,2,2,3,1,1,2,3,2,2,1,3
2020-01-01,United States,West Virginia,3,2,2,4,0,2,2,3,2,1,2,1
2020-01-01,United States,Wisconsin,3,3,2,4,2,3,2,4,2,3,2,4
2020-01-01,United States,Wyoming,3,2,2,4,0,1,1,3,2,1,1,1
2020-01-01,Vietnam,,3,2,2,3,1,0,2,4,2,3,2,2
